Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
2015-01-27,-1.4798804466451572,-1.591528957014861,-1.4598743840181259,-1.4706776177911205,-0.1300048828125,-0.3344111666951703,-7.156477312531102,0.15905130613214125,-2.7020390701403096,0.7309518069406102,0.15218425564436022,-0.9100669504035913,-1.1912749440587935,-0.09438077114810162,1.468412541918013,-1.7032025196073457
2015-01-28,-1.6525408790256977,-1.5677939130545744,-1.6068610041799283,-1.5154547965452223,0.1440048217773437,0.34801795552839887,-7.2796448536409395,0.24977995638875194,-2.9314975229010023,1.1028279848293288,0.5723514713971107,-0.8263241608258991,-0.8790574318962638,-1.140593783776972,1.7548878045822187,-1.7210033288258877
2015-01-29,-1.2882272613191923,-1.4006172174205394,-1.5760810216974326,-1.4658556622151946,-0.4510040283203125,-1.133868855361033,-7.138717076169221,-1.104401986657072,-2.112879763872758,0.20821800640018395,1.252765478206295,-0.771405580608162,-1.097453292857265,-0.06914168954366812,1.3673890758001206,-1.6240541287329393
2015-01-30,-1.6566850877069506,-1.708828992933588,-1.6110116181914984,-1.621193581515076,0.4039993286132812,0.9955418209644227,-7.386881111408887,0.22322229312700498,-4.2012795488078885,1.7869861071739221,0.28490609203035633,-0.7271580933340236,-0.043655115435083235,-1.3985552862504866,1.1387140528696902,-2.079035068830707
2015-02-02,-1.5416931765113717,-1.5963447250010536,-1.4958419743497933,-1.482045345214257,-0.0359954833984375,-0.10027802889651177,-7.376145810641414,0.6745172651279467,-2.822818272644739,0.25951816840289604,1.1608891193930408,-0.5667234785629526,-0.8808899422383776,-0.8684293944910496,0.8767010907800966,-1.986101019214807
2015-02-03,-1.5251189763754773,-1.6073514448561443,-1.479242156964677,-1.4944431579702342,-0.0319976806640625,-0.09032138515308562,-7.363433463081663,0.8202547928687454,-2.8449105008519915,-0.06816612477940949,1.0079008195645334,-0.6881210744956247,-0.48561610288209855,-0.7031507264513542,1.14964721115572,-2.0281003407233325
2015-02-04,-1.7437055662459102,-1.4862696532599766,-1.6981665964509784,-1.5054640199241487,0.3519973754882812,0.8660294473858108,-7.4370200772188415,0.11564617573499544,-2.7776654439077477,0.4119810597420785,1.547090706443204,-0.5939094175399687,0.0013913138115365375,-0.9373217502121413,1.3510962288038963,-1.9430836098731914
2015-02-05,-1.162531014540695,-1.275407249779532,-1.428400433649398,-1.3842266551249705,-0.2900009155273437,-0.7328859299459142,-7.17470174168492,-1.3502480268610781,-1.1529523069507726,-0.8867540332976772,2.1941505087596167,-0.7149626772245836,-0.25390233494302616,0.295420842002761,0.6383083443778435,-1.8179303738161432
2015-02-06,-1.5648301381380487,-1.5629781450683817,-1.5190146966953806,-1.4841107714173511,0.0670013427734375,0.1562385560963376,-7.3727713016367105,0.14969565192433343,-2.117114901631251,-0.3835191513760789,1.3156833131511863,-1.0196917707856832,0.3288525422707519,-0.4714925665795265,0.8007760538409733,-1.8454459880407779
2015-02-09,-1.152516941306466,-1.2654319178364704,-1.4218301673500913,-1.4610337066392687,-0.0470046997070312,-0.12769680164796957,-7.336835581958931,-1.6460570206374565,-0.7559726381790173,-1.2541246757299003,2.20456250899304,-0.8876514952581804,0.3066019302810853,1.588130673769292,1.0914826843478864,-1.2935581401693996
