Date,Open,High,Low,Close,Volume,Change,Last,Previous Day Open Interest,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
2015-02-01,0.3716921207092683,0.3207312301787659,0.341254315510933,0.347310451808436,-0.19884208033254336,-0.4630716345147563,0.35040067495851956,0.8642924398234071,10.5,1.9017030878293808,3.238106916932272,-1.3763375571275505,-4.467565373271287,0.530483887113885,-1.637041087830188,0.0929428562009579,2.337303825326791,-0.7042827626377182
2015-05-01,0.35300747268622223,0.474929221086875,0.39855125958231724,0.542503694289333,0.3021697278010969,1.7032215738057037,0.5362398512775407,0.8382731579593199,-1.0,-0.22709489927588777,3.6787141703546253,-0.9348888829031954,-3.786054346743372,0.9945927978642114,-0.37847085443109485,0.5234944658439148,0.5369664152368349,-1.5644340773442218
2015-06-01,0.53051162890516,0.5202815713539659,0.560892601117906,0.5239138616721047,0.2809795705345464,-0.5834212571992263,0.5176559336456386,0.8384486620680426,-8.5,-1.6154414126054109,3.468372965800338,-0.8420701111845663,-3.954295459572342,0.29445481575161725,-0.09601403130587781,0.35271262464843656,0.48952227088250455,-1.1458787098607581
2015-07-01,0.521169304893637,0.4930701611937114,0.42719973161800934,0.3659002844256643,0.21477852950940934,1.2218230830678238,0.35040067495851956,0.8269292105682443,-2.0,-0.4122077677198242,3.0038422491115235,-2.4094998371312135,-4.391040730089356,0.6093844871393949,-0.5940269437169559,0.216258621998098,1.2489355282659687,-0.9470168924152251
2015-08-01,0.36234979669774525,0.3298017002321841,0.3699027875466251,0.32872061919120776,0.09069525862607683,-0.34272201183028633,0.3318167573266174,0.806079322451989,6.0,1.068695179831667,2.4594354788614727,-3.2496443668678854,-4.662761526947996,0.31265085275504556,-0.4073223220336315,0.05048013179586808,1.0979857448618773,-0.6125032355580914
2015-09-01,0.33432282466317614,0.375154050499275,0.3794522782251891,0.44025961489457743,0.4354357237298517,0.6200749696454737,0.43402830430207906,0.7893170845770748,1.5,0.23568727183395324,2.7950744870506745,-2.608926000258053,-3.7287176787844434,0.5803802633014076,1.0342770660119278,0.06583116925741496,-0.22337421869625776,-1.0729371613675494
2015-12-01,0.4184037407668835,0.48399969114029323,0.3221553341538049,0.46814436382041985,1.5902556137180535,-0.4630716345147563,0.4619041807499322,0.7806982373468934,-16.5,-3.096344360156902,2.976974929528638,-3.0293311546383386,-3.256808104093121,1.1058822381734033,1.511598324701506,-0.4054084085212423,0.2787223225286475,-1.25740034156205
2015-02-02,-0.1327933759129759,-0.0420875719579614,-0.11712123706014099,-0.13602519623949927,0.4431915348411544,-0.7037708798836964,-0.12348922465498449,0.5640527745558126,16.0,2.919823864271031,-0.8346083574091075,-5.0402068712875785,0.6139967593899661,-0.2849920954954889,-0.7995893111764709,0.03779877213743476,-0.07966427742451164,-0.741094621861265
2015-03-02,-0.12345105190145285,0.13932182911040225,-0.059824292988756744,0.1614121256361532,1.2511257353756466,3.027067423334874,0.1552695398235473,0.5519780918756917,-2.5,-0.5047642019417924,0.1968269182422554,-3.230064249433382,2.3402119455920203,0.8352586687195278,0.49291739701516213,0.8657048546614753,-0.5229499313999383,-1.0548324276825503
2015-04-02,0.15681866844423836,0.14839229916382043,0.112066539225396,0.11493754409308252,0.6717404367380537,-0.2223723891458163,0.11810170455974306,0.5073458015356147,2.5,0.4208001402778896,0.11211401445215215,-2.7942077633214204,2.329450908049659,0.41553228561817895,0.2454596279111603,0.7847253086342951,0.24562638821901847,-0.2565752909416756
2015-05-02,0.10076472437510013,0.12118088900356588,0.15026450193965216,0.1614121256361532,0.2610513099444282,-0.4630716345147563,0.1552695398235473,0.45725692890615954,0.0,-0.04198203083195137,0.302352918809927,-1.938533075011245,2.74275456537426,0.36911308679262855,1.0135455877795414,1.125571751919803,-1.1834235974321852,-0.6696324479004907
