Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7
2015-01-27,0.574743903139639,0.7008886847172523,0.6223878910248557,0.567998109578161,0.0199999809265136,1.144339695064994,2.838082757965204,-4.646467434478956,-2.8087807867332395,2.170948541499796,2.6338716777957245,0.9382513532458844,0.03578104482293765
2015-01-28,0.7142889838360044,0.6357131393190203,0.261786424800357,0.7164795753000165,-0.0615997314453125,-3.5264271932755418,2.4512146325961925,-4.716193317038702,-2.8096759689048016,3.0917726073034872,2.157228917267055,0.29157497060183224,-0.4369063896323892
2015-01-29,0.26522613988152033,0.30084408057848516,0.32568050804077636,0.2591582185107504,0.0029997825622558,0.17124847566000942,1.855752991303614,-6.798198595218475,-1.26375018583162,3.468671437092582,1.7268502065135094,-0.0240534994289915,0.5905057085213999
2015-01-30,0.28897856934745253,0.30683472950327745,0.30364589188573565,0.28142884533420587,0.0030999183654785,0.17698024824149533,1.7131939155757774,-7.799315005448693,-0.5101249191273343,2.5608246799672716,1.5359993940392596,-0.4610347475816828,1.302005910944522
2015-02-02,0.29937003603080475,0.2843617584920263,0.30584865310021764,0.3044428884083251,0.0020003318786621,0.11403992646577774,1.5891956536531053,-7.671492079423049,-0.7488200944726336,2.3623071038625167,1.1107711935175972,-0.5772907728768311,1.6189410161697153
2015-02-03,0.3142139771990538,0.43643922183505357,0.33742973518638375,0.31929351303467957,0.0250000953674316,1.430546205967068,1.470275464165256,-7.052226383875248,-1.4871766192864215,2.4475598631658593,0.20033383473764005,-0.5442029920046663,1.139370513280429
2015-02-04,0.49977739911372493,0.5098559282765149,0.5342564304149137,0.504896230206345,-0.0101003646850585,-0.5786038487737629,1.7098260376009395,-5.507741877388643,-2.666830365565263,1.3038591623409428,-0.013402586009668357,-0.13496385081895818,0.0416177792736607
2015-02-05,0.4270371323302593,0.4686536953018256,0.4799088131056197,0.4299103110560614,0.0164999961853027,0.9440005962645757,1.5987510187433729,-5.774435765920008,-2.5584851176553434,0.8208130344579988,0.6307870175378547,-0.3844964330591995,0.030615955723821
2015-02-06,0.5547042286297138,0.5308321301169325,0.36754347713126545,0.5524076087785269,-0.03879976272583,-2.2213571647820625,1.504400365125399,-4.504860319686046,-3.5269934186759766,1.3971920907256266,0.22596727164793198,-0.3305050549775158,0.007623542542398883
2015-02-09,0.26745237712396874,0.23192125389098242,0.2808793566626079,0.26435505211062843,-0.0019001960754394,-0.10922626266057289,1.1427082287101726,-4.833863481752493,-3.362060222636178,1.5464988647541371,0.5755769410457457,0.1666010649384172,-0.12467140642731082
2015-02-10,0.2518651770989404,0.21768587168150286,0.24489275214747774,0.25024784373493775,-0.0029997825622558,-0.17216658443629046,1.0308184065361965,-5.235902483616354,-3.2260025160116004,1.0147647116359306,0.6730460779892901,0.24024590622254544,0.23474656942751765
2015-02-11,0.2325687614457945,0.14576593441087504,0.079647139005114,0.22797721691148223,-0.0202002525329589,-1.1567213490042414,0.6760515390233663,-5.558947883506652,-2.9298658957463997,1.352948421361598,1.1253303315600518,0.7572709162695559,0.21593862633166663
2015-02-12,0.06481877679860015,0.09707271109910193,0.04659871677766334,0.07800891868829918,0.0178999900817871,1.0241362357847452,0.4563777300749025,-4.836120669827621,-3.272318232779334,1.652497451234892,1.3774735346917344,1.2400566962236428,0.6015188926501671
