Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
2015-01-27,-3.0267097519862403,-2.8454326003055654,-2.9174037397746444,-2.6248031334362696,0.1500015258789062,0.2775616748989073,-14.817308739069784,2.304712248110818,-3.568852033951981,2.04085100722721,-1.7971042149076972,-0.1703173986541951,-0.7921860057178619,0.6541484981387808,-0.4063090345950804
2015-01-28,-3.04799960937441,-2.8047152775574107,-2.9261673127947194,-2.584489104181319,-0.0999984741210937,-0.2166238181655533,-14.667571324050423,2.240389239332463,-3.2999877896453977,1.1995898962753089,-1.329041723226043,0.3333799359669595,-1.5323025509126231,0.4387795700299837,-0.12944701307681
2015-01-29,-3.033361690260312,-2.831859469066493,-2.9670673639878338,-2.6113644401990515,-0.0999984741210937,-0.2166238181655533,-14.852361438152625,4.059369760764555,-1.0105588968933539,0.09257448449911693,0.6432344309280715,0.9179387692567071,-4.286876520451192,-0.9245818536138287,-1.1092147589253833
2015-01-30,-3.0104738245016622,-2.859003660575579,-2.9152781933935903,-2.6382397762167873,0.0999984741210937,0.17871854374825802,-14.438088911939849,1.5844239155463236,-2.641843666905456,-0.4575090666266918,0.4916172967059481,0.3410944860289137,-0.41256538228969253,-2.878749480478125,-1.4416663429438001
2015-02-02,-2.889912519549581,-2.831859469066493,-2.9301509392819955,-2.6113644401990515,-1.8820037841796875,-3.7391885093447277,-14.54431257006247,2.096093107883088,-2.2509961552855464,-0.22880849307676346,0.675261214290076,0.12236723962142124,0.21927819366626183,-2.57313885323301,0.4609186995353701
2015-02-03,-2.577992250365179,-2.831859469066493,-2.952990938144952,-3.1171669989983313,0.108001708984375,0.19453887401634343,-14.307942454090767,-2.0889469484263588,-6.448177234504764,1.3345965471903218,-1.090941839044547,-0.3472563641569123,2.979828137075543,-0.9361716605291731,0.8803895880160473
2015-02-04,-3.0807354301480934,-2.859003660575579,-2.9413054986982994,-3.0881407338982307,1.4240036010742188,2.7959350496810744,-14.535960788657196,-1.398372045131864,-5.4374271140774075,2.4986605318446453,-0.9687274297549372,0.07186913629446487,-1.4545474982914186,0.4809404730559549,-0.3203620274531386
2015-02-05,-3.048799628812745,-2.831859469066493,-2.9954856556887712,-2.70542914148947,0.089996337890625,0.1589469012492497,-14.632537233674114,0.5729623045811418,-3.5525516775969033,2.994938803718916,-0.9144802148595589,-0.19841151440827165,-4.105145997554787,1.4863377690797441,-1.182651734565101
2015-02-06,-3.106551285830801,-2.902436023765357,-3.0132802680037543,-2.6812419542105186,0.160003662109375,0.29733331739791585,-14.310559266187495,-1.3215559917912811,-4.851623267516111,2.0748688755902487,-1.962282663684883,0.09013028740875761,-1.3323361347584295,0.6328789345160896,-0.5741750477962596
2015-02-09,-3.1246491874903866,-2.859003660575579,-2.9827364299217622,-2.6382397762167873,-0.0500030517578125,-0.11779576835929693,-14.335736507308987,-0.5794158460606795,-4.290213334083483,1.8245438024427814,-2.5156538593986277,0.4738619324953916,-0.9836512567606749,0.6406384038193311,-0.24867195406532563
2015-02-10,-3.067961515715192,-2.8725767918146476,-2.97954912348001,-2.651678469454002,-1.6169967651367188,-3.215338011859558,-14.255228641271785,-0.9472816085759457,-3.973636450369691,1.1632906084312784,-1.9932449623785424,1.1183988019097015,-1.7106525892905584,0.16628520631978144,-0.40384844509599116
2015-02-11,-3.0937773713978993,-2.831859469066493,-2.952460058114603,-3.0862584146440706,1.636993408203125,3.2169609410958864,-13.986547748240442,-5.5004870618626915,-6.57445306237492,0.9436332229245908,-0.8103224927727839,2.325414365954898,1.4282015027090906,-1.952288484337892,-1.3602512570662315
2015-02-12,-3.049863614055606,-2.8671487819004566,-2.9782219234041376,-2.646304222433137,-0.1199951171875,-0.2561520218191774,-14.32100111144918,-2.385805603735179,-2.7392391169299573,3.090812300386031,1.0408742431151097,1.0702104354525608,-0.26289924823938826,-2.375198585224606,-1.311497696082925
2015-02-13,-2.612592075820058,-2.8562906911030073,-2.959100111013282,-2.678553805471734,0.0999984741210937,0.17871854374825802,-14.313495708198147,-1.9793157745777408,-1.9467042498877463,3.437474156613816,0.9705448828377212,0.06991649817208515,0.06975577410896507,-1.8295934132779015,0.5703702464803879
2015-02-16,-3.0897853962309805,-2.8725767918146476,-2.9737074168865125,-2.651678469454002,-0.1500015258789062,-0.31546694931620256,-14.35142171762724,-1.6405867637555074,-1.491801225517157,3.536148999931565,0.6154632696161801,-0.16833684672557347,-0.13085147017919413,-1.5362156007343297,1.3205057846950132
2015-02-17,-3.079405448594517,-2.9132941145628024,-2.99601653571912,-2.6919924987089523,-0.0499954223632812,-0.117780687014904,-14.629532859468863,0.9039878300850556,0.2485408347592628,3.813455046178682,0.07949148333680642,-1.1483216383150292,-3.6359476836835873,0.25844023490859297,1.6917760185748076
2015-02-18,-2.6711417217702644,-2.9132941145628024,-2.9925637892621935,-2.70542914148947,0.0499954223632812,0.07987541259760873,-14.471950109906837,0.42240107531263693,0.3586179358881901,1.5899906174867229,0.8108764931871888,-0.05423822551236686,-4.149772022168571,-0.5990629258842346,2.3055929001605517
2015-02-19,-2.6711417217702644,-2.9132941145628024,-2.9992038421608727,-2.6919924987089523,-0.0499954223632812,-0.117780687014904,-14.23188523501698,-0.8800024327649655,-1.4031901632547146,0.2271219711967193,-0.5227930049819356,0.8565812990835988,-1.3112991383084536,-1.718825415209532,1.2325575282519243
2015-02-20,-2.657835814715928,-2.9132941145628024,-2.990172802865965,-2.70542914148947,0.0999984741210937,0.17871854374825802,-14.257025936226809,-0.5030497895100956,-1.5950597937558304,-0.34233703441874475,-1.423473387296091,0.9012407774409918,-1.0841650192820813,-1.5355669714172473,1.3711189978280869
2015-02-23,-3.1182612150208415,-2.89972098332373,-2.9792836834648355,-2.678553805471734,0.0,-0.018952637208647635,-14.21564529519552,-0.7424110225682142,-1.69543027760668,-0.5547907379160112,-1.589444686402403,1.211977474696616,-1.3904699288121172,-1.392569811873728,1.4003760879471299
2015-02-24,-3.0983013391862486,-2.89972098332373,-2.9675982440181827,-2.678553805471734,-0.0999984741210937,-0.2166238181655533,-14.271171179743483,-0.8244641752117282,-1.3254437921377127,-0.11952301803538187,-0.8446035128450603,1.663428489036818,-1.1643315629808508,-1.9053385058229517,1.601230874455382
2015-02-25,-3.1560550267104936,-2.926865174832816,-3.0058438950595514,-2.70542914148947,0.1299972534179687,0.23801838990089047,-14.501724843983126,0.9564404301443247,-0.05919880771526276,0.3864702431962225,-0.9866970006125859,0.7151059386907015,-4.144693691338888,-0.3728937804245056,1.9272472676403454
2015-02-26,-3.1209232086341836,-2.8915779329679117,-2.9790182434496613,-2.670491409712085,-0.1299972534179687,-0.2759236643181857,-14.231610900817092,-1.058399260256344,-1.562354384083817,-0.1524991501003344,-0.9730549300520183,2.3270884898502904,-1.5862882631166535,-1.6874244567500527,1.6160639557650383
2015-02-27,-3.0887193804819306,-2.918722124476998,-2.985127416317991,-2.70542914148947,0.0499954223632812,0.07987541259760873,-14.249600540177191,-1.12782035042198,-1.8619355224257592,-0.44294871555111937,-1.3828080996537537,2.038258371739751,-1.5980983729573308,-1.687077084767023,1.240614785580767
2015-03-02,-3.0666295036554265,-2.9132941145628024,-2.9917674692166702,-2.6919924987089523,-0.0999984741210937,-0.2166238181655533,-14.23422625802567,-1.1440020171125738,-1.847162127761893,-0.48211851968101666,-1.372864298315887,2.085575862246435,-1.5207403542675464,-1.8198302571403024,1.1747797754077152
2015-03-03,-3.112673261989631,-2.9404383060718846,-3.023371041099702,-2.718867834726684,-0.1500015258789062,-0.31546694931620256,-14.076416799737338,-1.9196847052918709,-2.380185004442443,-0.5407182086266292,-1.726896538007256,0.6362311489355874,-1.9902526417866475,-1.3117881344963291,1.2907964718795841
