Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
2015-01-27,-2.810850996248602,-2.8202275847075446,-2.374534080418686,-2.645337237540665,7.0,0.04404612234187794,-0.9233329047059657,-12.117564018997388,-5.518501171858662,-1.9100169264253104,0.7970521327461761,-0.6565978871672179,-0.743264474957017,-0.21529253467148166,-1.4502184707421137,-0.2836945251788789
2015-01-28,-2.986625588475951,-2.8202275847075446,-2.534199952207321,-2.633985029766456,8.0,0.05166397633509043,-0.7002254523616398,-12.193759680585703,-5.342172671105749,-2.0857452000482444,1.0851409224467778,-0.27796572300109584,-0.8238199658017551,-0.32933034918112536,-2.047814653799199,-0.3961866603289652
2015-01-29,-2.5245377429298275,-2.8202275847075446,-2.333383082535017,-2.6210110780245026,78.0,0.5849137558599646,-1.3527041924809675,-12.265363422443828,-4.989379427909502,-2.4189189221683205,0.947983596571619,-0.4553270683414528,-0.8174106656779327,-0.14199279060527203,-1.1809796502492178,-0.6384135010101925
2015-01-30,-2.8180994330414824,-2.8300188623124845,-2.381118240080073,-2.4945150485404595,-83.0,-0.641560737047246,-0.6410586494412636,-12.35075322405336,-3.1658835505705376,-3.5386675739165354,1.000187197762542,-0.47442549675308976,-0.8608142101163285,-0.345181083722394,-1.061506327974119,-0.7621973741750006
2015-02-02,-2.7039365535536164,-2.8300188623124845,-2.3300910027043233,-2.6291197978632237,-18.0,-0.1464002274884343,-1.0663858179918662,-12.333655237255002,-3.7367905314141616,-2.577815254156786,0.9704103209092423,0.28662606176511457,-0.9870672691617677,0.7681843164349456,-0.9767320895084125,-0.5195992339256923
2015-02-03,-2.8235357606361426,-2.8300188623124845,-2.3860563598261133,-2.6583111892826183,85.0,0.6382387338124521,-0.9250073985614998,-12.345061846421338,-4.239339152697269,-2.156762210496296,0.9556271678083104,0.47269741924142794,-0.9888248526166294,0.9969816934927935,-1.409004806553756,-0.3536814833649832
2015-02-04,-3.1515275255139796,-2.8300188623124845,-2.6839895845038755,-2.5204629520243658,-79.0,-0.6110893210743961,-0.43966046886111726,-12.491685907312322,-3.334776257416551,-2.5370372333480993,1.2896948450808194,0.8346412204707265,-0.8957124121616906,0.8037279932683686,-2.1403994534470354,-0.1603058169357365
2015-02-05,-2.3360783863149375,-2.8300188623124845,-2.3498434816884846,-2.6485807254761533,-1.0,-0.016896709603821967,-1.70465932452348,-12.536707044496133,-3.5768271344334246,-2.2177311862914184,1.2295573017463945,0.4493544183556256,-0.982900445268063,1.1953152022982036,0.02823985158190545,0.5995065640010944
2015-02-06,-2.9141412205471475,-2.8300188623124845,-2.468358355593451,-2.6502024694438973,-17.0,-0.1387823734952218,-0.7881135482415755,-12.675987804260245,-2.9236769695767726,-2.5515572065138765,1.3210862405930754,0.3505158872990598,-1.0193341036227537,0.3329901430858191,-0.7490753114973325,0.1370345235922936
2015-02-09,-2.3505752599006984,-2.839810139917424,-2.379472200164726,-2.677772116895548,9.0,0.05928183032830292,-1.7055929674021129,-12.599765916109359,-3.7565544704712845,-1.7817847932899222,0.8747648713563575,0.4448263271383919,-0.7835881039968551,0.20043696535564393,-0.40915963843659753,-0.45778048294528684
2015-02-10,-2.863402162996985,-2.839810139917424,-2.4222692379637416,-2.6631764211858506,-2.0,-0.024514563597034453,-0.8737890294058027,-12.606685016723098,-3.5735855986017615,-1.804226774461607,0.8442037703957652,0.4125874562426915,-0.9922114831486757,0.1974476383845992,-0.32082494993102245,-0.398447123644721
2015-02-11,-2.9340744217275687,-2.8300188623124845,-2.486464794662265,-2.666419909121339,-25.0,-0.1997252054409217,-0.7910556418492238,-12.70770054241909,-3.3190210087346355,-0.9957473138898354,0.11985244836726094,1.7602277527784667,-0.9545329141610239,-0.930501916523783,-0.10858458199131772,0.4439424828372354
2015-02-12,-2.7999783410592816,-2.8300188623124845,-2.4091009186409678,-2.7069635083149426,43.0,0.31828886609752755,-1.0367709591747065,-12.62464655925128,-3.7820100613189735,-0.18775823612252118,-0.29552568194428036,2.0449106677029087,-0.6530421556204726,-2.0408328221257377,0.3517429304465014,-0.10604638346772474
2015-02-13,-2.983001370079511,-2.859392695127303,-2.5309078723766274,-2.6372285177019443,-7.0,-0.06260383356309689,-0.694031572728702,-12.60872529922436,-3.9913014033270318,0.1439861329186482,-0.04082912072776291,2.30030302021844,-0.6720194979109108,-1.4683883312893047,0.5127283486863793,-0.05984836452259957
2015-02-16,-2.751051392707339,-2.859392695127303,-2.3498434816884846,-2.6485807254761533,321.0,2.4360522762105994,-1.0191007519564452,-12.63283001294039,-3.232398526025824,-0.7397909469819666,0.015375844698675964,1.5499504983074868,-0.7777855057171196,-1.6913133006856922,0.9840359647838778,-0.026655516895552834
2015-02-17,-2.499168214154746,-2.859392695127303,-2.311984563635509,-2.1280009118302825,-328.0,-2.5079349653843055,-0.3953011239820051,-12.762779921996048,1.165505330716136,-5.1439019747972194,1.4333133726441685,-1.7809759845634185,0.7117869401279506,-0.8888590004795927,0.8044486044940012,-0.41179487006044635
2015-02-18,-2.6658822603909944,-2.859392695127303,-2.361365761095912,-2.6599329332503623,15.0,0.10498895428757786,-1.191229748496276,-12.488844352224412,-2.7852043747649913,-1.4133406892100746,1.1359321483383065,0.4182854995771874,0.6315271899765422,2.243319357547041,0.6372537905397749,-0.013998062996607163
2015-02-19,-2.881523254979186,-2.859392695127303,-2.438729637117209,-2.6356067737342,-30.0,-0.23781447540698414,-0.7997225466402603,-12.68946925765526,-2.1345639438783257,-1.8496261150760167,1.0454628362276275,0.27393190334144524,0.654422566564939,1.5880108644124244,0.4273946446981852,0.2232340425873778
2015-02-20,-2.674942806382095,-2.859392695127303,-2.3860563598261133,-2.6842590927665246,18.0,0.1278425162672153,-1.2059664012647742,-12.655426647357837,-2.654309660357785,-1.3963059780236744,0.6389908921392977,0.4611971990998943,0.8385451525624316,1.1558338571625404,0.5134393380692662,0.60918277411004
2015-02-23,-2.9902498068723915,-2.859392695127303,-2.5374920320380143,-2.65506770134713,3.0,0.01357470636902799,-0.7099751720456062,-12.631151160490175,-2.6349031525122073,-1.1725282539803705,0.3795823441838806,1.0348712503721513,1.0749672460313733,0.29293696400349944,-1.0271083438037762,0.26754763017018535
2015-02-24,-2.8760869273845255,-2.8104363071026053,-2.433791517371169,-2.6502024694438973,33.0,0.24211032616540262,-0.8318014977749277,-12.753266811708668,-1.9601965278368,-1.1132680266168844,-0.08711681749820367,2.1049875894044603,-0.6314983898499564,-0.6966680761080367,0.6204938555808885,1.1684309428710131
2015-02-25,-2.865214272195205,-2.790853751892726,-2.4239152778790887,-2.5966849185083407,7.0,0.04404612234187794,-0.7622976524030888,-12.766594253071935,-1.5130053020226837,-1.1288747124083605,-0.2359152978127953,2.1323370978682408,-0.13597645380646542,-2.187403711709227,0.9311571796828658,-0.1790408172932447
2015-02-26,-2.7836693582753007,-2.7712711966828474,-2.3498434816884846,-2.5853327107341317,-34.0,-0.26828589137983405,-0.8461806584420134,-12.734716061662994,-1.3294522115001133,-1.2660371249198672,-0.40871046919817433,1.8511035866515237,-0.12222541839577242,-2.36580884274245,1.5721390651315712,-0.545434013293804
2015-02-27,-2.2527213631968133,-2.800645029497666,-2.341613282111751,-2.6404720056374327,5.0,0.028810414355452965,-1.7914717212226738,-12.661014297030736,-2.2499681334738275,-0.5568446776972635,-0.5173910899239306,2.197886566189117,-0.24145351333852313,-1.389679497910801,1.5975773677903955,-0.24388252540135058
2015-03-02,-2.57527680047999,-2.8202275847075446,-2.333383082535017,-2.632363285798712,-2.0,-0.024514563597034453,-1.2817382638612453,-12.552832424342865,-2.8629521825896025,-1.1915449031100327,0.5328963779192122,0.6014676141714103,-0.742465959034784,0.26642914855255573,0.9996065495399268,-1.4127274062331756
2015-03-03,-2.6187674212372722,-2.8202275847075446,-2.3366751623657107,-2.6356067737342,17.0,0.12022466227400283,-1.2365084410656837,-12.20373833725745,-5.348171641602408,0.897044389989214,0.36631515255823976,1.7889621329373657,-1.0347300998608056,3.095678014438035,1.5809511815222084,-0.6494678191635234
