Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
2015-01-27,-1.0654882093583473,-1.0565483535930098,-1.0490703005727091,-1.0294974314957686,-0.0500030517578125,-0.025165857676946367,0.1437522193936207,-5.357032756006831,0.1161388122443848,-0.32983597116121743,0.19503434050956311,-1.2735593383163444,-0.5771076047124528,1.208469080589734,0.9069353567303695,-0.12663392360956166,0.3786679534444437
2015-01-28,-1.0868424052769157,-1.111086980047248,-1.0703304892375802,-1.0315063161131488,0.0500030517578125,0.004772495598590139,2.5625741980724475,-5.242353170370043,-0.0920846604710571,-0.3151982978428043,0.17929954049725644,-1.1490397760379705,-0.3458381223488377,1.0373136429383403,0.27343480122571495,-0.12866447821225835,0.7783493741352763
2015-01-29,-1.0392717797313873,-1.0525025218759099,-1.038823551372118,-1.0294974314957686,0.0999984741210937,0.01973938826067364,-0.2242472395818701,-5.271646868741605,-0.1356669829227934,0.6321990701717876,-0.6862606180070915,0.4127792778862186,0.48604539656494306,-1.794233709649634,0.39413135495382434,-0.13122583815482863,0.4404823117259958
2015-01-30,-1.0591266220458282,-1.0504797603559464,-1.0427367187797933,-1.0254799687737643,0.0499954223632812,0.004770211622905387,0.17658718984674682,-5.255204232658531,0.042280037681268284,0.8074991121988917,-0.7625395420910087,0.6245583285532554,0.5249253389046595,-1.9985048742812899,0.10521363701274142,-0.4032555451003139,0.2856507454820642
2015-02-02,-1.0495638375022305,-1.0902910901706393,-1.033216032337949,-1.023471390669141,0.4000015258789062,0.10954988013591369,7.757349763529346,-4.917961808734817,-0.2819503196525619,0.3986879560085024,-0.6656157020200314,0.39197813576657214,0.5385435096827101,-1.8211965854099599,-0.1616360697989382,-0.18342910636959142,0.25059790712668334
2015-02-03,-1.051306179133747,-1.0423877882445745,-1.042938317383854,-1.0074012332683688,-0.5499954223632812,-0.17484620417620522,0.2538820157919235,-5.2326940989365545,0.48434297183221964,0.9979970308804873,-0.7836858297332422,0.43638069908222255,0.537317899000188,-1.4223067490519714,0.48985646548027895,-0.12303275917736385,0.4945025584513935
2015-02-04,-1.0968104790112372,-1.0848697929670528,-1.0802546806716744,-1.0294974314957686,0.1999969482421875,0.049675457560525424,0.6944498978026512,-5.2257476066373005,0.2448054108281624,0.39500527449804246,-0.6155961265501625,0.1365485113181166,0.5026497923360526,-0.8104117456644122,-0.49127367028981317,-0.26361640116197327,1.0650224894705351
2015-02-05,-1.0060448672836468,-1.0484566901588104,-1.0408807804859224,-1.0214625060517606,-0.1500015258789062,-0.05510192697679812,-0.7153687319754254,-5.269694839618359,0.8147170263081104,0.3710269642032281,-0.6191775174352138,-0.039058634569403394,0.02612642003783308,-0.2948021686902109,-0.06685517424429396,-0.19638348574442882,0.6062253868944671
2015-02-06,-1.0710395274344928,-1.0464336199616744,-1.0545971801652552,-1.0274888533911453,0.1500015258789062,0.03470856489844189,0.08090210646638374,-5.242230192212563,0.7896062713146358,0.08361038291509337,-0.4195735008421114,-0.3279238005477505,-0.1410183641096138,0.194407381808944,-0.2572674051422722,-0.23902686371152676,0.7071599338226411
2015-02-09,-1.0076657149014683,-1.0464336199616744,-1.0391864288594272,-1.0214625060517606,-0.0999984741210937,-0.04013275033902987,-0.7171178656977235,-5.3208058789178505,0.9655217075861541,0.3493299090117409,-0.2667320050092089,-0.309312492380619,-0.37807221270668767,0.03225824570073019,0.5724176255863392,0.21449676139714813,-0.07739220003265923
2015-02-10,-1.0606256665048819,-1.0484566901588104,-1.0442291640180987,-1.0254799687737643,0.0499954223632812,0.004770211622905387,0.11157543603379638,-5.306933006421073,0.8059469740934527,-0.045870742176851664,-0.404626258592661,-0.5099925364084721,-0.4198912767019638,0.3729343686608308,0.2870386460618366,0.1414166071602614,0.0004971572933058499
2015-02-11,-1.06099045769104,-1.092718836142638,-1.0445923492895357,-1.023471390669141,-1.0439987182617188,-0.3227336297629453,3.1310345827003268,-5.1648058728499215,0.7988839195458802,-0.3979520342681572,-0.26825226826992354,-0.8242283469193264,-0.5663532392743964,0.7378279272664372,-0.15596884417451873,-0.06403416394199028,0.05895206562677348
2015-02-12,-1.0467274314573092,-1.040365026724611,-1.0365644158701253,-1.0654142899913546,1.194000244140625,0.34724551362220907,-0.8773745141163096,-5.371220764954917,0.6532996003912869,-0.745175669868964,-0.17812911378958826,-0.9817428219378572,-0.731321176223908,0.8522200438556002,0.024958046743584678,0.11818152326990071,0.06489827036131976
2015-02-13,-1.0408923182041367,-1.086892554487016,-1.0245826875380992,-1.017445043329757,0.0999984741210937,0.01973938826067364,-0.8259731531981928,-5.382928418395779,0.9226207374135728,-0.44699034477961097,-0.3064600177226403,-1.244736876148657,-0.8131416033037959,1.204340641931896,0.6639800711971202,-0.017799557926702847,-0.24005276699599531
