Date,Open,High,Low,Close,Volume,Change,Wave,EFP Volume,EFS Volume,Block Volume,Previous Day Open Interest,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
2015-02-01,1.009078735228007,1.0162152419431558,1.0288772066662393,1.0358709903053378,-0.17654285357914482,0.004932053384981716,0.8845636507368332,0.3639283151290142,-0.2326143586318111,-0.04029114820126901,1.3515967291085247,17.0,0.3926060491871858,5.683682961150858,0.6048638075155436,0.4869812317172505,-0.22612811620620835,-1.2816628370166037,-0.9325034477986922,0.6764367611638916,0.824863583755783,-0.30555193497964855
2015-05-01,1.049459227960586,1.0416379285482569,1.0614205112838289,1.078824795048185,-0.24531943137205314,0.415505926044293,0.9027902573482386,0.27220353296004024,-0.21086316754369466,-0.04029114820126901,1.3268231414058276,-42.0,-0.987200671083245,5.728889147104038,0.3232609717662162,0.2937587589002461,-0.15967819886358262,-1.4183619841595396,-0.8596188246420969,0.5053982505441024,0.5935730314990647,0.08481397961469712
2015-06-01,1.0418878855732276,1.0111307046221356,1.0088505576707996,0.972703630389386,-0.13349252717728655,-1.0094269261262578,0.8802239824960224,1.0285570646156776,-0.19636237348495036,-0.04029114820126901,1.3415028873021368,10.0,0.2289001671212024,5.7112900489102305,-1.0334145995285278,-0.6397236459134777,-0.468794287957319,-1.5196328744782042,-0.8695706499743747,0.5576824465062084,0.5197539485613812,0.8879932033158454
2015-07-01,0.9939360504532898,0.9628276000724436,1.036387200039529,0.9979705743557667,-0.41925314448056694,0.24644609612575305,0.8819598497923468,-0.20596828228149597,-0.2326143586318111,-0.04029114820126901,1.3148124402179382,74.0,1.7256396602959068,5.715563955409729,-1.0490841720175863,-0.555929533238366,0.2023756106240893,-2.245121116756467,-1.1270367318293226,0.6286890411643766,0.05697949603788825,0.7839327359250952
2015-08-01,1.0116025160237931,1.199258585499883,1.0664271735326887,1.184945959706984,1.0021872101562417,1.7921359696666896,0.932300001385752,0.03913236515363108,-0.2326143586318111,-0.04029114820126901,1.3209027149616963,-18.0,-0.4259233611427308,5.746890082409233,0.7662513801823978,0.4569489776670502,0.22752044121465448,-0.7968913047424095,-0.13703767005799333,0.6037233776970077,-1.4271822652359076,0.7200753512146247
2015-09-01,1.213504979686689,1.1662090929132518,1.1790770741320369,1.1394654605674988,-0.05094330975078573,-0.4297932235484067,0.9349038023302385,5.35165130618617,-0.2326143586318111,-0.04029114820126901,1.397116073408485,26.0,0.6030850404148785,5.734753794555517,0.41324602677192085,0.15956353848011706,-1.0692998260677429,-1.0896698116756076,0.1926159847968124,0.41190593584950763,-1.4109545284085656,1.0095652660589367
2015-12-01,1.097411063080524,1.1636668242527417,1.1215004582701478,1.2051595148800887,-0.36208369694490006,0.6328685645109872,0.9409793378673736,0.19701928528055343,-0.2326143586318111,-0.04029114820126901,1.2721319889260243,-3.0,-0.07512504242990944,5.582090441669831,0.9884069875912459,2.133461144252219,-0.3584605527283179,0.0665581721554935,0.32460255553677464,-0.7918036527721811,-0.06852206364519152,1.2076334602801606
2015-02-02,0.41599024821825015,0.3806480768156305,0.4606210414206382,0.3915639191626296,0.3024678204697005,-0.5022474363706381,0.677995442474239,0.3353583010108092,0.12990549283679603,-0.04029114820126901,0.5339470147055024,19.0,0.4393791583488953,3.6141277257449507,-7.558280846872873,0.860416238578125,0.1768718243517625,-1.2052729831739404,-0.48948216133367833,-1.1146638773579196,0.88056330297399,1.5397096793634828
2015-03-02,0.39832378264774676,0.47725428591501434,0.47063436591835806,0.439571112698753,0.9044794270952836,0.46380873459244726,0.6944861817893201,0.7714269375518327,-0.2326143586318111,-0.04029114820126901,0.44222893290707443,33.0,0.7667909224808619,3.471526640202384,-6.944659088772561,1.5713966396725174,0.4641124788031651,-1.2316604243266123,-0.8559338292242541,-1.5461062942624577,0.4810187390488918,1.5014515075595978
2015-04-02,0.47656098731711893,0.594198644298479,0.5507409619001168,0.5229520277878094,0.8019209030312994,0.8019283944295271,0.7326752623084551,2.4916425244584914,-0.2326143586318111,-0.04029114820126901,0.2916462832665867,19.0,0.4393791583488953,3.3471499981186854,-5.701414407962723,2.3179615103049844,-0.051448369768498266,-0.7374207287445059,-0.553669396244029,-1.5475307887734384,0.17986581907392965,1.1433781893012138
2015-05-02,0.5245128224370568,0.5382687337672568,0.5757742731444164,0.5709592213239327,0.2476371230604927,0.46380873459244726,0.7231279921786713,0.3188177665213221,2.667544453117046,-0.04029114820126901,0.12956247733708973,32.0,0.7434043679000071,3.1935197539498468,-4.753111406401968,3.101040854102245,-0.14071165616273718,-0.7518479865453552,-0.11316949086297502,-1.0824608661064927,-0.02056718905454756,0.9446887798089918
