Date,Open,High,Low,Close,Volume,Change,Wave,EFP Volume,EFS Volume,Block Volume,Previous Day Open Interest,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,scaled_NET_SENTIMENT,scaled_UNCERTAINTY_MODAL,scaled_REGULATORY_PRESSURE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
2015-02-01,0.1000682004717415,0.039530754874522636,0.0406862086083817,-0.020647378054756367,-1.5853011983630738,0.004892475272930786,0.12792056993731876,0.6501717303449667,-0.4771459580429493,0.31220919577625045,0.5720348319547681,0.09,0.3696333983651204,5.0,5.0,5.0,0.6966845892596685,-4.1259049698796355,-1.1887897238226246,-1.8869469600129334,-0.23851826794702943,2.4236052627687057,-0.6639556094629864,-0.38460612590180876,-1.181224732759567
2015-05-01,-0.01289615345130449,-0.0470216786158263,0.01201709716070539,0.01099901729110742,-1.4181294991253377,0.353199080280426,0.1084865785356063,-0.33116735251743495,0.16092030033094828,-0.13821391800192923,0.6006131699713766,0.6099999999999994,2.392027319433761,5.0,5.0,5.0,0.4850282679252082,-4.099708631198796,-1.1423794880409825,-2.245670959050625,0.02540290888796181,1.7256460175921373,-1.4096505019588974,-1.2366185891276085,-1.0561077409172086
2015-06-01,0.01887507108955212,0.2160977191948344,0.08368987577989585,0.22549125241307325,0.5651879163194071,2.365637242545954,0.23619566488971605,-0.5842318488857187,0.7002557519818641,-0.6252438572815158,0.5764160927107089,-0.09,-0.33042603585094815,5.0,5.0,5.0,0.9611338021372791,-1.6196468604144922,-2.3552092646591616,-0.9420632379178526,1.6292362139146783,0.6929456830569412,-1.506722661260117,-1.3163329799587908,-0.2001695210850473
2015-07-01,0.24833391499573923,0.19186303781753658,0.20553359943252,0.19384485706720944,-0.7245770490615506,-0.3434141297345644,0.2806162166650587,0.7731751907311444,-0.005595836380946459,-0.6252438572815158,0.5327161461421676,0.1000000000000014,0.4085255891549074,5.0,5.0,5.0,0.7232418035167665,-1.4239168914382967,-2.411678303945017,-1.4375126866418848,1.3680862996157914,0.8556852672491361,-1.1288788376889216,-0.7025095950979343,-0.6571555951978264
2015-08-01,0.16714078561355045,0.25418078993058774,0.2198681551563585,0.2290075185626142,-0.24944380282172443,0.39189981417014774,0.3056027770386889,-0.14867861210843353,-0.4771459580429493,-0.14776352465447015,0.47738708173857175,0.03,0.13628025362643087,5.0,5.0,5.0,0.865586932932408,-0.8473814977485673,-2.686342634057434,-0.9572320117338559,1.638377106118072,0.8679583968567895,-0.9722228333333447,-0.5581436936276651,-0.7743508330895855
2015-09-01,0.2165626904548826,0.1884009404779227,0.27362273912075163,0.23955631701123525,-1.4656948076931102,0.12099467694209584,0.2944976390948535,-0.4158582596685737,-0.33273373328396094,-0.4660837464058339,0.43028226966827055,-0.15,-0.5637791805896376,5.0,5.0,5.0,0.5710619682674728,-0.46663151693943217,-2.6737631999232687,-2.0652737014990015,1.4944700477013004,0.5625451588884838,-1.4848510899341758,-1.3946741536733607,-0.7556496221472458
2015-12-01,0.2518640510558343,0.209173524515606,0.24136998874211588,0.18681232476812873,-1.1005942424752715,-0.5756185330728946,-3.8421662449839276,1.7642604494164946,-0.4771459580429493,-0.306923635530152,0.3521581314459082,0.1099999999999994,0.44741777994468124,5.0,5.0,5.0,0.5179055088732931,-0.7125900368184936,-2.5475688946998862,-2.6996592792353837,1.063313400081252,1.2839393532980712,-0.7380066435308968,-0.9272069135897453,-0.6217728335898973
2015-02-02,0.19538187409431132,0.12608318836487156,0.022768013953583768,-0.003066047307053986,0.8643555128303699,-2.2010493564412053,0.17234112171266142,0.6232857280747639,0.04745355230602886,0.20398032038078678,-0.5673558402352085,0.25,0.9919084510016256,5.0,5.0,5.0,2.2842010477959502,-2.7269729269062912,2.782616920262132,1.7890136546601005,-0.802404393520228,1.7624335270411249,-1.6227329716057877,0.29766743020610165,1.208949307260045
2015-03-02,0.004754526849171682,0.10531060432718765,0.06935532005605802,0.08484060643145667,0.5228643220837844,0.9724108225159731,0.18066997517053798,0.40651733477125396,-0.06306600745850306,-0.4660837464058339,-0.6469946428903389,-0.02,-0.05818070032247705,5.0,5.0,5.0,2.1176875936889696,-3.141440432688648,2.9738040809975175,1.2152391574840589,0.09477054347997037,1.2276710893409966,-2.742164484567914,0.08402256092659977,2.151031788944516
2015-04-02,0.07535724805107512,0.08800011762911762,0.11235898722757216,0.07780807413237535,-0.3912300095087185,-0.07250899250651259,0.18066997517053798,-0.7347934615988543,-0.3297865450235734,-0.14776352465447015,-0.8377297004282552,-0.04,-0.1359650819020402,5.0,5.0,5.0,1.8140570903059752,-3.606662192834211,3.2012590115689523,0.17448998734353918,0.19340182882587856,1.8649640461498715,-3.527831681447081,1.610241505007995,4.0637043054920206
2015-05-02,0.07535724805107512,0.0464549495537504,0.10519170936565324,0.06374300953421394,0.5426615406771105,-0.14991046028595598,0.16678855274074322,0.29527650037828995,-0.4771459580429493,1.930867523381935,-1.0015763348125688,0.1,0.408525589154902,5.0,6.8,5.0,1.5435648040330678,-4.0203770737954505,3.2119268489216024,-0.40105044634821985,0.35389018817980833,1.8351802549817033,-3.667582897973186,1.806104270161931,4.272110381032154
2015-06-02,0.08594765623136107,0.16070416176101102,0.1589462933300464,0.09890567102961809,1.5499804114661948,0.39189981417014774,0.2223142424599218,-0.4837454154008357,0.012087293181378647,-0.11593150247933377,-1.1167283853665684,0.3100000000000005,1.225261595740317,5.0,5.0,5.0,1.610081287373365,-3.4331650846473103,2.3691975323610066,-0.06956912494363061,0.640634836129333,0.5396675798993422,-2.2985234886890527,-1.8623046472337872,1.207073388325026
2015-09-02,0.11418874471212256,0.15031786974216876,0.1768644879848437,0.20790992166537148,0.5937357654507023,1.2046152258543033,0.24730080283355196,1.107233768938414,-0.4697779873919805,-0.6252438572815158,-1.4504177224268973,-0.11,-0.40821041743051134,5.0,5.0,5.0,1.4942986503306632,-3.119450029644444,1.7593493406146385,-0.3355332366288796,1.2639125030001062,0.055941173121163965,-2.3027501245986897,-2.4145342771991154,0.29267957722450183
2015-10-02,0.2059722822745973,0.20224932983637822,0.21270087729443957,0.169230994020427,2.187346882283715,-0.42081559751400777,0.27783993217909986,0.233102620128446,-0.33273373328396094,-0.6252438572815158,-1.6588530734188145,0.0,0.01960368125708612,5.0,5.0,5.0,1.3551161607872988,-3.2230073061301905,0.24119293570847564,-0.7937578892505118,1.593377194049917,1.5385257084931228,-0.7834581999448519,-0.9565450461119542,-0.3859348506033865
2015-11-02,0.15302024137316939,0.12262109102525708,0.16611357119196532,0.169230994020427,0.557736884376186,0.004892475272930786,0.22786681143183948,1.0894217924344047,-0.307682633070667,-0.6252438572815158,-2.174815375814157,0.3299999999999983,1.3030459773198717,5.0,5.0,5.0,1.1411165489399424,-2.8371757189855282,-0.24140009117404457,-1.2423982816961925,1.581982871968106,1.580177101416549,-1.325955997270311,-1.1679541948114422,-0.13475345508582365
2015-12-02,0.1565503774332645,0.2126356218552205,0.22345179408731794,0.28526777695526045,0.5476000153371524,1.2820166936337467,0.2944976390948535,0.8776945245565577,1.7052469487740076,-0.6252438572815158,-2.5514786219463286,-0.16,-0.6026713713794193,5.0,5.0,5.0,1.169277783579716,-1.267581209677333,-1.3090290832141043,-1.267245925217009,1.9346478592270104,1.472149624820872,-1.408109941579617,-1.4490962484587253,-0.3458625985350143
2015-02-03,-0.1293906434344456,-0.19589186421922697,-0.16716484938727139,-0.20700948398039876,-1.0772014677698096,-0.4982170652934512,-0.04143278370617527,-0.4928194411670292,-0.4712515815221743,0.038453805070077646,0.22495135486913426,-0.19,-0.719347943748764,5.0,5.0,5.0,0.5174149470127507,-4.689099035237002,1.5524548824222124,0.04083749278965351,-0.25340200340002644,0.6735722234254921,-2.0036389617286505,-0.8727396420979626,-0.03988880330670583
2015-03-03,-0.23882486129739586,-0.2893684923888037,-0.23525398907550238,-0.2738185408216673,-0.32798287789765485,-0.7304214686317814,-0.10251104239727105,-0.8073856677284017,-0.4771459580429493,0.1705566970968936,0.2630683234458196,-0.11,-0.40821041743051134,5.0,5.0,5.0,0.29418829599897195,-5.612452743070529,1.637774501047785,-0.04857665211922641,0.01995728401577646,0.7619828616992866,-2.0365048811034367,-0.3465978511968072,0.08447270155595422
2015-04-03,-0.3023673103791091,-0.3136031737661015,-0.30692676769469346,-0.3124974684666118,-0.3375565875456309,-0.42081559751400777,-0.14137902520069598,-0.22328726840824625,-0.4344117282673303,2.8142061387419695,0.35422358294513745,0.1,0.408525589154902,5.0,5.0,5.0,0.10214769654838404,-6.240235803398422,0.39434551434670756,-0.017807657493933367,0.6764987523383678,1.579671925576832,-1.2537337144242304,0.15465854160949227,-0.43316903699912584
2015-05-03,-0.2882467661387286,-0.26859590835111974,-0.24242126693742194,-0.27733480697120766,-0.153100226997748,0.39189981417014774,-0.08585333548151793,-0.5035738420751102,-0.4771459580429493,-0.14776352465447015,0.3846796041428634,0.0,0.01960368125708612,3.4000000000000004,5.0,5.0,-0.15022272635232498,-5.606256386458545,-0.17931475410200617,-0.6906612909168066,1.0751098269590675,1.5885027249751487,-1.9464994279363568,-0.31358184732776795,0.11829153029702802
2015-06-03,-0.2600056776579671,-0.27205800569073363,-0.22808671121358348,-0.27733480697120766,-0.28271352684727025,0.004892475272930786,-0.09140590445343563,-0.5415503202817717,-0.4196757869653927,-0.22734358009231107,0.43985845389196987,-0.17,-0.6415635621692009,5.0,5.0,5.0,-0.4985498397509714,-5.44430411537972,-0.5113398190700392,-1.4230586640409462,0.7297475298961161,1.9603639193972402,-1.48890158268045,-0.44881501515481953,-0.07266098473214898
2015-09-03,-0.2811864940185384,-0.3032168817472592,-0.2854249341089361,-0.3371113315133949,-1.062429363742842,-0.653020000852338,-0.1358264562287783,-0.6904315578530197,-0.4447268871786866,-0.6252438572815158,0.44944715600354324,-0.25,-0.9527010884874535,5.0,5.0,5.0,-0.683885360978533,-5.778419611024855,-0.6640482456098061,-1.3738037370954332,0.5473972014823091,2.0308078896856023,-1.3094588185650116,-0.5482404527467669,-0.0328948356257536
2015-10-03,-0.3729700315810131,-0.4243902886337476,-0.37859954631388393,-0.42501798525190554,-0.2350182584200229,-0.9626258719701115,-0.21078613734966883,-0.5032377670467327,-0.4771459580429493,-0.6252438572815158,0.45939887686346603,0.12,0.48630997073446514,3.4000000000000004,5.0,5.0,-0.8925741799857787,-6.266535024849959,-0.8269669586447764,-0.9315345475176896,0.5356172899320846,2.25363777629514,-0.8692498934672764,-0.024075744686158418,-0.36426412392658963
2015-11-03,-0.41533166430215507,-0.43477658065258984,-0.3821831852448434,-0.38282279145742004,-0.692823523396544,0.4693012819495911,-0.21078613734966883,-0.8114185680689322,-0.4771459580429493,-0.4660837464058339,0.45760881889746735,0.07,0.29184901678555725,5.0,5.0,5.0,-1.177585722182322,-5.459724875460714,-1.4313554238373751,-1.268432840477583,1.1198309211340547,1.7489989878402044,-1.611219806120736,-0.8099108216160051,-0.2622418874821022
