Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
2015-01-27,0.5954740769474749,0.5920816183170519,0.6049939814879433,0.5964329940688496,1.9999220967292786e-05,0.014277333134923598,0.35798491833998186,3.0881160556837663,0.11000186187272232,-0.2704076823093935,0.15093844749811403,0.5847608913178879,0.5123963773224085,-0.7539739508759028,0.2449151144108543,0.3134428904067162,-1.618095789010825
2015-01-28,0.5968761039452513,0.5955701986006786,0.6064033258445621,0.5978349724197825,-0.0010100007057189,-0.38613079693506236,0.3344366756567775,3.084332576604718,0.09260791997249024,-0.2547902261397057,0.16976479611693404,0.43443174438782695,0.4865871339127142,-0.7452552208849529,0.24255821365872712,0.35039397877521894,-1.5765971575038797
2015-01-29,0.5260709331085339,0.5955701986006786,0.5352286137338573,0.5270322583460735,0.0004800017923116,0.19310139384330424,-0.22813294282883378,2.9871016853888523,-0.3321859795404719,0.26223320470655487,0.3740475700960141,-0.1010190930739201,-0.7260965685870688,-1.968698089255121,0.2286373805786112,0.5536167160700509,-1.2457538343205496
2015-01-30,0.5597210174244244,0.5892907800816638,0.5690543221585654,0.5606811750878815,0.00033999979496,0.13867620747851306,-0.033615533202180775,2.966728220737978,-0.3076462535206197,0.20840549746765158,0.5383725495077919,-0.4056456436192165,-0.21171534561096278,-1.9491664901271841,-0.11065417120042413,-0.02014546397969893,-2.0624396203405277
2015-02-02,0.5835563904397939,0.5739413647233319,0.5901952750710446,0.5845157210751961,-5.000084638595581e-05,-0.012934897999755631,0.11270376049059246,2.958390255421144,-0.2913558681144003,0.10894222268396485,0.6633893313272371,-0.6259913208159952,0.008465032587171302,-1.944906735965611,-0.4689540272331256,-0.8200750161711606,-2.736341074109154
2015-02-03,0.5800511270768134,0.576034460910488,0.5894905372624698,0.5810105793361205,0.0229499991983175,8.928218174834493,0.1237003164482281,2.9637319837557805,-0.3170476771292178,0.05324255197172883,0.7804142498993247,-0.41088234687951924,0.0078004173421220915,-2.11001644600746,-0.502987192002752,-0.7183364825237384,-2.5739177220088494
2015-02-04,2.1889397196670566,2.171683973496558,0.5598931244286791,2.1898433475009424,-0.0232899989932775,-9.047386221472381,0.7097713291622688,5.428630385761032,5.8421023813395765,3.729859296015073,-3.988400970803745,0.12426824180202622,2.9515748983933925,2.6553021117403093,4.713134173171325,5.131181945584886,-2.6625857798157493
2015-02-05,0.556215754061451,0.5474285964234338,0.5598931244286791,0.5571760333488129,1.0000541806221008e-05,0.010390388755291387,-0.21318637720399014,4.488634985497433,3.8693896548618345,5.86785171075325,-2.5252517336773868,0.024745490835827777,0.4150076594008612,1.0510907296291834,5.110268499289914,4.778904695549433,-2.3675617856943685
2015-02-06,0.55691683284985,0.5474285964234338,0.5528461401245242,0.5578770878115249,-0.0001900009810924,-0.06735936026909348,-0.2887929927377937,4.486937231619787,2.4197823610459634,4.85493876106118,-1.4189825317703355,0.22081647511604974,-1.3713961027953203,-0.2911909228304361,2.6756949338550693,1.461924358046418,-2.3468320291343434
2015-02-09,0.5435969887653705,0.5390560817172627,0.5528461401245242,0.5445577058924472,-8.999928832054138e-05,-0.028484123709185974,-0.4055656998095678,4.347759537233403,1.9791727608380936,4.985195119285219,-0.9735312231568192,-0.29269006554287785,-1.0505434027078202,-0.7030005497809906,2.597639824502741,1.4418927435457802,-2.2595840554673656
