Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14
2015-02-10,-1.8373243967607578,-0.17485184383887645,-1.8090935002914608,-0.12080551601379473,0.0,-7.711856993395599e-05,-5.318616757916857,-0.9523756313501832,-0.36842462567253,0.25407312957711825,-1.5217637150756014,0.44811016810586374,-0.6235568580138969,-0.6208322031673091,-0.1718179862138531,0.2418224587077048,1.2627170207814076,-1.1632524201523624,0.9446735961554837,0.06416460135348193
2015-02-11,-1.819992722297839,-0.17647500188440565,-1.791752522530985,-0.12080551601379473,0.0,-7.711856993395599e-05,-3.96891169766498,-0.9857053397255473,-0.3040578740409612,-0.0740941048651729,-1.5019081381586359,0.3931128410257668,-0.5628751016587303,-0.6451693549942804,0.04484617181949305,0.11637404779171608,0.701172930020012,-1.0725066855284047,0.831397090854501,1.0895821678625726
2015-02-12,-1.812126940537589,-0.17376974707493087,-1.783882518575794,-0.12080551601379473,0.0099999904632568,0.00043253405958274503,-5.646154132599568,-0.8408793716973095,-0.35150728689898025,0.30735582645331533,-1.468503047483772,0.39537089309716766,-0.6511655996977413,-0.6645350810949986,-0.2034641721268491,0.1190213344655615,0.8143907955588378,-1.0260083630656045,1.2260597908887114,0.6637531084063664
2015-02-13,-1.8067941909783987,-0.17167049018854982,-1.7785469065028832,-0.12008680426201367,0.0,-7.711856993395599e-05,-5.751230472935829,-0.8593893602409519,-0.32936755721306044,0.26474028897554586,-1.4452398827349777,0.4383277773574343,-0.662485943369423,-0.6899553773505602,-0.23583255714302437,0.10953440998108778,0.8625048908774212,-1.059276737231082,1.128214017700582,-0.8725320005057086
2015-02-16,-1.7442668521194302,-0.1714973516104119,-1.7398631624194099,-0.12008680426201367,0.0030999183654785,8.086973536075676e-05,-7.4491150990198856,-0.7681342259894244,-0.37926394180565004,0.6621569714332693,-1.4258594142694927,0.43353440554076744,-0.7103813403580914,-0.7185956932289256,-0.4073147027732818,0.09017294641408742,0.9106810678968403,-1.0101593104383346,1.2788414090846587,-1.1391609978950323
2015-02-17,-1.7345345921204272,-0.16511297296336683,-1.706248520131854,-0.11986400927365672,0.0769000053405761,0.0038421141609049497,-6.863732270006133,-0.938518792375499,-0.31977824412653466,0.21367053056663904,-1.4338119241953864,0.45381635520834557,-0.6980391977425995,-0.7871458688018832,-0.5303394012244937,0.05649389676173883,0.993604648231294,-1.1141387663387874,1.1433762130893865,-0.24140208822543588
2015-02-18,-1.6789397959023322,-0.1652320105731907,-1.757337395318382,-0.11433711024776547,-0.0899999141693115,-0.00466399223558428,-6.178470684252863,-0.9611651922133644,-0.3596814496181099,0.4911126869738635,-1.4498467013743381,0.45590428665429744,-0.6724005863875411,-0.8455748970037436,-0.6006664131281916,-0.026042527592479693,0.9204770875145508,-1.1717952648278798,1.182118395187623,0.21607973199302663
2015-02-19,-1.7198691335067355,-0.168976071052271,-1.6915751893921547,-0.12080551601379473,0.0099999904632568,0.00043253405958274503,-15.978528393986926,-0.332354524272811,-0.6592662826270469,2.281598766197358,-1.4119906435733078,0.4804081946837611,-0.6869873378427205,-0.9199068512549102,-0.6709418086538517,-0.21228126920324047,0.43416923463546797,-0.8483492952952396,1.00075792295756,-0.4063932795873184
2015-02-20,-1.7018709050815095,-0.16787232874115554,-1.6773022601306575,-0.12008680426201367,0.059999942779541,0.00298079720716626,-17.784341202165056,-0.20849254415724072,-0.738331273942349,2.758271299623139,-1.4120770049432831,0.49213669794666964,-0.7064835747283346,-1.0077783218182668,-0.8669721760462394,-0.2953178216472713,0.4307854815838854,-0.7443255537006288,0.8249408474072359,-0.3789374632980712
2015-02-23,-1.7174696028145782,-0.1640308761994213,-1.689174370679727,-0.11577453375132753,0.0299999713897705,0.0014518393186161522,-5.9753595760272695,-1.1869604643680143,-0.3297121142946659,0.222130220654377,-1.4061201733358368,0.491968206584669,-0.7308370854338888,-1.0502663570946214,-1.0826297358526706,-0.27297943833460364,0.7801225985505832,-0.7735837699391699,0.6271323328110362,-0.42514155884913285
2015-02-24,-1.7058705467160864,-0.16602193114917443,-1.6906414493286115,-0.11361839849598444,-0.0499999523162841,-0.0026253817175174664,-5.062859570149832,-1.1000033407573262,-0.37831753448630084,0.16754081467169107,-1.4022172530710368,0.4984384792350981,-0.7179299634560169,-1.080361862190862,-1.0674921731697957,-0.32151835209225804,0.7653371498850755,-0.7100038848208858,0.33178009670719466,-0.8846256189978428
2015-02-25,-1.6862725252091775,-0.1659028935393505,-1.6579605471045988,-0.11721195725488959,0.0399999618530273,0.001961491948132853,-9.251115188502238,-0.7045965200786672,-0.5152695786298532,0.8887467915060847,-1.38215302752123,0.48031808907329476,-0.7317112292717711,-1.0696884843573955,-1.0605726366001396,-0.3644702562444929,0.5820730581983306,-0.5717980996744554,0.3649602096603415,-0.8469246563245383
2015-02-26,-1.6825395687316709,-0.16648724591527417,-1.6867732339359414,-0.11433711024776547,0.0199999809265136,0.000942186689099446,-5.7960183269687535,-0.9064813862459113,-0.36629989953434305,0.2928377168435144,-1.3861873719860276,0.4462007828289756,-0.7050161003385352,-1.028203820066253,-0.9419069688065289,-0.32389947964501364,0.5755780988215312,-0.6333870801742962,0.4349641062168407,-0.2980468784867142
2015-02-27,-1.6581418501189762,-0.1629487794354758,-1.6419533928545114,-0.1128996867442034,-0.0099999904632568,-0.000586771199450657,-5.694433742317976,-0.9005362196642834,-0.34529288648968826,0.3312410960930025,-1.402245792564129,0.4474160348668381,-0.7280601653815878,-0.9721729691430785,-1.016196411018158,-0.1806053801816003,0.9987075891605549,-0.7434254770669304,0.521429611426875,0.0376893889604146
2015-03-02,-1.6461429252152473,-0.16353310601217758,-1.6342166440378165,-0.11361839849598444,-0.0099999904632568,-0.000586771199450657,-6.664645286241347,-0.7658559397439315,-0.38879280089181256,0.483914891080448,-1.3920612820967617,0.41530951686695033,-0.7047631143378352,-0.8727621111619526,-0.7703282721828187,-0.12526847731970014,0.9205476151728967,-0.7570148680995765,0.5348921722090816,0.4999111499450529
2015-03-03,-1.6446766336424665,-0.16341409420157554,-1.6506238817347498,-0.11433711024776547,-0.0099999904632568,-0.000586771199450657,-6.922461592613901,-0.7881421257138708,-0.3631535234864305,0.4365753570735515,-1.375248186470556,0.4031502760519461,-0.6807196924742901,-0.8624180643954258,-0.6505104550237308,-0.16686732978963914,0.694264714815258,-0.7562540410044509,0.5573847268848988,0.6922534268883287
2015-03-04,-1.678406425588192,-0.1638036366529694,-1.6506238817347498,-0.11505582199954653,0.0049998760223388,0.0001777016692858097,-6.3866995225788274,-0.9385469760470517,-0.2980869691498973,0.16490010274165573,-1.361246660239855,0.41480864627727826,-0.6558446380223261,-0.9152987015670655,-0.6097419288821817,-0.2575948513650008,0.4882339968327035,-0.7387088631780447,0.3469815466765712,0.6878745782910105
2015-03-05,-1.627878011632952,-0.16205063112364224,-1.6207441997013663,-0.11469647469137588,0.0050001144409179,0.00017771382036297425,-8.428140274608047,-0.89666817216392,-0.3613669807471358,0.5852099124399301,-1.3497361120428881,0.41688815284914,-0.7503541870258725,-0.9319554200693632,-0.9722005848447673,-0.2008848294317473,0.8340625119994206,-0.7132591802280963,0.7091953193142047,0.6693872714657454
2015-03-06,-1.6364106652162442,-0.15862039237969372,-1.6080719222586064,-0.11433711024776547,0.0499999523162841,0.0024711445776495543,-7.003013190434168,-1.148116334245811,-0.3041241093197782,0.08074789547149841,-1.336930307277024,0.421062533882058,-0.7723096349982497,-0.9623421316893295,-1.1504204200653565,-0.19589814652634663,0.9775341535661829,-0.6721571549476502,0.64348016516276,0.17306671733190385
2015-03-09,-1.562684456924756,-0.1567591849137386,-1.5623183411136325,-0.11074355148886032,-0.0199999809265136,-0.0010964238289673579,-7.621823223367517,-1.0912931752527844,-0.3942585305900887,0.579894777792487,-1.35982293087732,0.42767775503232075,-0.8034485333263841,-0.9393067263823862,-1.2975440227709822,-0.07375194361500398,1.4296992182068835,-0.750619029413482,0.6739499534262435,0.464565256706579
2015-03-10,-1.5778829679918516,-0.15606663060118697,-1.610606314140887,-0.11218097499242238,-0.0099999904632568,-0.000586771199450657,-7.009555889198834,-1.2195020751773769,-0.3467176771964936,0.010054557313282808,-1.3438184131421922,0.43683987053652135,-0.7215962658147226,-0.9620157036449426,-1.0598985255966058,-0.2315948166004549,0.917076679961433,-0.7042843722670278,0.4558650520051314,0.5760252234002736
2015-03-11,-1.536820128878545,-0.1546599022281356,-1.610606314140887,-0.1128996867442034,0.0,-7.711856993395599e-05,-7.482626155396334,-1.2612886297631059,-0.33435318859203345,-0.05806835842519689,-1.3218943149027036,0.45047476598945,-0.6498058023626699,-0.9934632817955538,-1.1037761696907438,-0.2984583251021163,0.847092485471069,-0.6253474135924748,0.5576371577007012,1.1506610992212007
2015-03-12,-1.5676173376787088,-0.15236586121644663,-1.5772581821303229,-0.1128996867442034,0.0250000953674316,0.0011970190793963813,-7.26520412531357,-1.5062173731706645,-0.2751847731790881,-0.20994433145235428,-1.3178992928586948,0.42352494390660655,-0.7199424518790858,-1.0087795708854352,-1.1292803040200625,-0.2781211990912415,0.8018671365347335,-0.7044202618137154,0.43326858202765617,1.2835918868576999
2015-03-13,-1.4965573452364478,-0.1513919663891291,-1.484417514361343,-0.1111028987970309,0.0249998569488525,0.0011970069283192169,-13.012079154313547,-1.1253728613869827,-0.5335078590372335,1.3695016308005656,-1.3272070781681424,0.43747283721761315,-0.7733860061165958,-0.9941995664547816,-1.3112967725946523,-0.18537959975902335,1.1342857108064108,-0.81778408236895,0.7444804690353494,1.5589092632060881
2015-03-16,-1.479225670773529,-0.14840539686411036,-1.4597398712310174,-0.10930612798529826,0.0850000381469726,0.004254934856496598,-9.670821495950534,-1.3594810441093537,-0.48181357871052477,0.6334813686787033,-1.307483755416944,0.43806198814401626,-0.801899285722061,-0.939804118674086,-1.35447125716663,-0.12058202035186247,1.3713730255024312,-0.8377011164508554,0.8166117507645738,0.5230592930330963
2015-03-17,-1.4734930524091014,-0.14951994904919985,-1.5572495573490701,-0.10319706952743961,-0.0950000286102294,-0.00491882462588121,-6.195966125651846,-1.3343297012791029,-0.48206186565207876,0.44981730701334305,-1.3234303326092187,0.43277949510563035,-0.6685549088067583,-0.9618276761593869,-0.9903747027672729,-0.21232913754800353,0.8510314284152521,-1.095786960134647,0.9595988273936598,1.8752531633184109
2015-03-18,-1.480958965364115,-0.14421766716610032,-1.4772144221613464,-0.11002483973707926,0.0399999618530273,0.001961491948132853,-7.587491925467191,-1.261494187190797,-0.3951971891450525,-0.1805348770406169,-1.281644621210799,0.42895411325703864,-0.69404269755226,-0.9055673926193404,-0.9855889425906892,-0.19180742527508005,0.7300304790600147,-0.9619551191967941,1.0540771079454598,1.4131303666166164
2015-03-19,-1.5373534991926845,-0.13697843130156162,-1.5089615843218156,-0.10714999272995518,0.1600000858306884,0.008077335653410449,-6.50898172435215,-1.386046084025999,-0.29404300468866545,-0.36877115193610616,-1.288092703963765,0.4490887747514321,-0.6355039471143099,-0.8397234965049187,-0.7794246841289977,-0.12416101580369104,0.8043744866456198,-0.9468895694247517,0.625242237001986,0.15844288293805128
2015-03-20,-1.332973178466999,-0.13811462903382113,-1.423857347338173,-0.09565058756601891,-0.0899999141693115,-0.00466399223558428,-6.219550973309031,-1.4200948936489188,-0.3397666684080589,0.457548661277894,-1.3067440112631197,0.42194817094343146,-0.6810909422455139,-0.6441956170896156,-0.7403991729084379,0.12259013612882634,1.3589591550333922,-0.9513235245427023,0.7776529158243054,-0.05798436795848577
2015-03-23,-1.4318971608423918,-0.13526871686657435,-1.4034486391100758,-0.10211899333204813,0.0099999904632568,0.00043253405958274503,-6.494833721067086,-1.2804261765421354,-0.38858409449369513,-0.02543328721861038,-1.2769316112895424,0.4293631321865659,-0.6371267719896233,-0.5518333770055358,-0.4110419004826304,0.11848700771993002,1.1166382840931774,-0.9061484496096819,0.5534966921790949,-0.11358052279678418
2015-03-24,-1.31590818916115,-0.135961271179126,-1.3087401731826516,-0.10140028158026711,0.0799999237060546,0.004000102466199662,-9.88537802830275,-0.8959357198580313,-0.5188341252053865,0.8118685190660151,-1.2510610860929463,0.41729401296920654,-0.7104005126710209,-0.4731607275218519,-0.5073355970379608,0.21356006009693945,1.2870358507511324,-0.8173414030902186,0.8972833372051363,-1.0295367603282284
2015-03-25,-1.3456386573330346,-0.13914262482945264,-1.3171438337545405,-0.09565058756601891,-0.0199999809265136,-0.0010964238289673579,-6.3326577534863,-1.162778008897682,-0.3505966738373072,0.3902804651848865,-1.2644037640806243,0.4264215073790573,-0.6481892504698973,-0.46176328102846276,-0.2890701579414038,0.19666429601569246,1.2032138339874408,-0.908171602751435,0.5884132941369616,-0.8247957871896838
2015-03-26,-1.2917771557055258,-0.13048585071788854,-1.3090070014910007,-0.09708801106958097,0.0799999237060546,0.004000102466199662,-6.92777371013892,-1.0597141083199368,-0.35932957811561195,0.23758307584191185,-1.2466865958952762,0.4063395063695652,-0.6588480965551253,-0.39185548991721975,-0.2514176477903962,0.24755958435333153,1.2180627324566478,-0.818181045183588,0.6682502464843011,-0.49242202626783227
2015-03-27,-1.289643992309702,-0.13048585071788854,-1.2901986270502828,-0.09133831705533273,-0.0099999904632568,-0.000586771199450657,-5.676346280021948,-0.9843095631814149,-0.3861088799452793,0.33331820261229234,-1.2583855592527533,0.422436421486921,-0.6512046773422313,-0.38680644962684185,-0.23017732220949672,0.2441436379821501,1.3215658857957169,-0.8443645253500134,0.4534558709655345,-0.3851413998148421
2015-03-30,-1.317641483751736,-0.13328847179079534,-1.2956678122930465,-0.09205702880711375,-0.0499999523162841,-0.0026253817175174664,-5.048215523921792,-0.9902373827770916,-0.32191505242515717,0.1450261493958946,-1.2440998190610328,0.4242059807701302,-0.6535022230345832,-0.4172201683392731,-0.23724489109313102,0.15066215303360697,1.1428210349110686,-0.7287403946377402,0.30739495010407936,-0.27913995114265966
2015-03-31,-1.2681794925640397,-0.1298798785940168,-1.3304830229524947,-0.09565058756601891,0.0673999786376953,0.0033579423402025103,-6.75109894973925,-0.8209945339765246,-0.3379985715960071,0.2533702016104773,-1.2128732358745877,0.4395659178011994,-0.6985791653991085,-0.49998656326316315,-0.4334943465846078,0.0511595143908624,1.0110153673458302,-0.6055606719873328,0.38211799069210994,-0.2385154045754084
2015-04-01,-1.2309831114371423,-0.12940375395394305,-1.210430320170908,-0.09080646727463551,0.0025999546051025,5.538892654649512e-05,-6.151486378780788,-0.8652573624137916,-0.32166284824628616,0.4487580339474179,-1.2175939381945153,0.4774425000791397,-0.7094217419940136,-0.5335571659503204,-0.5362482529323513,0.09167392772386927,1.234850932008679,-0.71228036408082,0.28888690888513024,-0.46219533946269353
2015-04-02,-1.2360491758392624,-0.12940375395394305,-1.210430320170908,-0.0906196053035517,-0.0167000293731689,-0.0009282407699315087,-5.524057190215094,-0.8969077710755629,-0.3027131986381163,0.32079219290390987,-1.194469981170212,0.47669992458955474,-0.7166275925235216,-0.5897576643119766,-0.5984152960758138,0.012458445373986174,1.0970726229087384,-0.6542721748115745,0.2219347073634216,-0.5495809904876132
2015-04-03,-1.2463148061524059,-0.1310809871685644,-1.2177666675094012,-0.09181985718475957,0.0167000293731689,0.0007740036300635968,-6.296605806241004,-0.7573014115770018,-0.3503308523672134,0.40817106988059243,-1.1598476864991896,0.4802292098159668,-0.7507310806518195,-0.64996275780891,-0.7042735599888378,-0.07138494285415742,0.9216240787833015,-0.5937570172976114,0.39589692672383436,-0.3499626887474492
2015-04-06,-1.3012430484081938,-0.1348142377736706,-1.274325045970048,-0.0906196053035517,-0.0399999618530273,-0.0021157290880007653,0.6849406866094832,-1.2772312107028998,-0.0847767014610816,-1.166819983188491,-1.1388171735995958,0.4904517512399545,-0.6876743639448759,-0.7139127527946366,-0.5602623259253212,-0.19491216952281748,0.5316747940812617,-0.7398153178075328,0.44520361028179556,0.13943687869208538
2015-04-07,-1.2780452540719456,-0.12832165718999752,-1.2495141477012268,-0.09349445231067581,0.0399999618530273,0.001961491948132853,-6.361615488855534,-0.8177094953639381,-0.27397358812494155,0.2254011481226147,-1.1184951196350004,0.5086584947287709,-0.7187075457627585,-0.7744560736551843,-0.7248830522353181,-0.20410611720714406,0.514286316457348,-0.7454681713202715,0.6471473467090981,0.2351815040859435
2015-04-08,-1.200852774460022,-0.12739105345702004,-1.210430320170908,-0.0906196053035517,0.0,-7.711856993395599e-05,-6.9450154759106155,-0.8001115639779577,-0.3115600796892943,0.5243239501368813,-1.1075597813686544,0.5277102236991726,-0.7560431769848072,-0.8071206849888385,-0.87645342326674,-0.14292883529218156,0.7658644986732696,-0.8909937845003575,0.8395928246846953,0.23911413861042505
2015-04-09,-1.1995193486746722,-0.1272828257211701,-1.2176334123709045,-0.0906196053035517,0.0,-7.711856993395599e-05,-6.865858893447806,-0.8715145418067205,-0.3094613373718494,0.47811321953494795,-1.090269177160854,0.5505592885562808,-0.7331797763293983,-0.8175861694577372,-0.7749293153128546,-0.1767705284539247,0.6445038325686697,-1.0350269462250097,0.8577083079506511,0.18957179204423105
2015-04-10,-1.197386503139584,-0.12710971294225407,-1.210563575309404,-0.0906196053035517,-0.0099999904632568,-0.000586771199450657,-7.001389246800893,-0.8572709679542396,-0.32921718079400475,0.4098752978249816,-1.0693467543776654,0.5465823430309646,-0.7452396750239573,-0.8465441167498557,-0.8212426210332682,-0.18987018037997588,0.6414369294826424,-1.0892686446225381,0.9501876599529113,0.2016528077948257
2015-04-13,-1.2521809260257346,-0.13091868426362244,-1.2237695093688619,-0.09133831705533273,-0.0099999904632568,-0.000586771199450657,-4.77926114123684,-1.107623646686923,-0.22533489963500455,-0.2537001248161663,-1.020278383610348,0.5562732063344189,-0.5993868326328942,-0.897804875422161,-0.6190920324849835,-0.3697169192269027,0.11267419353304317,-0.9490720979567149,0.8509484200242567,-0.08814919173956026
2015-04-14,-1.2679128074069705,-0.12940375395394305,-1.2393762621407483,-0.09205702880711375,0.0099999904632568,0.00043253405958274503,-6.056900067775177,-1.1214868852576083,-0.23935029322407902,-0.07257587703119789,-0.9968623483290862,0.5578567630711018,-0.6005301041788167,-0.9614857378559489,-0.6795156279999774,-0.46151106319597995,-0.07266805947589777,-0.9334612812994572,0.8478026518784259,-0.10897561222795704
2015-04-15,-1.2635132969671568,-0.12847315022096545,-1.2349743901313806,-0.09133831705533273,0.0,-7.711856993395599e-05,-5.912329574674973,-1.1937504606275489,-0.2599352582197276,0.00062508725849314,-0.9844374637024376,0.5549347369190897,-0.6180019160554392,-0.9850612890569979,-0.7771701474756177,-0.44233255847525577,0.0446194723247578,-0.9895709260441579,0.9246097608228079,-0.2802185315729373
2015-04-16,-1.256180567660311,-0.12832165718999752,-1.2276377247615309,-0.09133831705533273,-0.0077998638153076,-0.0004746410593753144,-6.013832753931278,-1.2041865451249596,-0.2898058303402632,0.03899411398558322,-0.962978568868742,0.5389160502010165,-0.6577841309859533,-0.9853333880801958,-0.8909140845052657,-0.43735674512893424,0.09038230352476359,-1.015210429853033,1.1853769692110887,-0.23210053800570382
2015-04-17,-1.2399156338256714,-0.12832165718999752,-1.211364060234451,-0.0918989029685844,0.0095000267028808,0.00040705325076848345,-6.750591027408369,-1.1452799438259793,-0.32331156945195755,0.10499937493736927,-0.9515527835614372,0.5290637371896348,-0.6611141060787674,-1.008687534737143,-0.9366710011267905,-0.4629845838177992,0.05411506706623828,-1.0383096424650768,1.223281865188352,-0.2363220193238609
2015-04-20,-1.2167178394894231,-0.1286787442202474,-1.210430320170908,-0.09121612423407649,-0.0017001628875732,-0.00016376790119503694,-7.309690264817829,-1.1551585146722685,-0.3196459282623535,0.17108604188356796,-0.9325453489521629,0.5096339063464622,-0.7077117198239498,-1.023586535681175,-1.1209694139927644,-0.46159436334096327,0.1657545523591822,-0.9318472539562397,1.317422284306298,-1.1376212576206348
2015-04-21,-1.2224504578538495,-0.12832165718999752,-1.2074955268104253,-0.09133831705533273,0.0099999904632568,0.00043253405958274503,-7.128731473812404,-1.237954246119018,-0.2988279854347141,0.09193167856259149,-0.930709991689993,0.4814749802747997,-0.688123323745405,-1.0535305023887753,-1.1292550745250385,-0.510338471213784,0.029172922497837955,-0.9478442380826775,1.3128566268461415,-0.4166403311368454
2015-04-22,-1.263246611810087,-0.12832165718999752,-1.2347075618230314,-0.0906196053035517,0.0,-7.711856993395599e-05,-5.693778136389289,-1.3386889825544992,-0.2888284657021831,-0.08360263222370942,-0.9395814063435999,0.4553679838530183,-0.7065715584379013,-1.090177064804549,-0.9680826330702024,-0.5733734597995406,-0.26970389450110627,-1.1398576119186292,1.1600013565830605,0.0802390324522721
2015-04-23,-1.201252643265257,-0.12615746366210645,-1.1818844616479138,-0.0906196053035517,0.0099999904632568,0.00043253405958274503,-7.386153773229184,-1.1970449211663445,-0.3557970978042483,0.2591125821166003,-0.9708020064646508,0.46796806563940896,-0.8431873393907936,-1.0854333905713611,-1.5232840832915113,-0.3159158446801718,0.7295021182698377,-1.52952890880714,1.9797666338026596,1.4651442005963051
2015-04-24,-1.2435150887942754,-0.12507536689816104,-1.214965447318771,-0.08990089355177067,-0.0123999118804931,-0.0007090839421899716,-6.020293229238814,-1.2910617529405417,-0.3025568288517041,-0.1480230761496094,-0.9796388949801471,0.4826867314513407,-0.771951381767445,-1.101767525893209,-1.3429771392515437,-0.3583572110322927,0.6214727037410027,-1.7204418947552538,1.8577702288492455,1.1380144221132125
2015-04-27,-1.17298878452689,-0.12507536689816104,-1.1444012859363322,-0.09079209064063841,0.0423998832702636,0.0020838046908721675,-87.7430022880463,4.866584201038712,-3.175825182702158,19.159741179302,-1.1300733995526864,0.7261671893968057,-0.799553030770535,-1.28413861117544,-1.6544368566247094,-0.4314946052820777,0.598255815369619,-1.757439533827103,2.011667669935048,0.2591125392296624
2015-04-28,-1.1904536426379753,-0.12507536689816104,-1.1730803995978223,-0.08774475829642761,-0.0099999904632568,-0.000586771199450657,-5.720380851542416,-1.3186834344519995,-0.3392262868800693,0.3527990580995391,-0.9758637313966876,0.4465151475229052,-0.8246783691539834,-1.127819038640792,-1.6350651659787654,-0.3434549829653842,0.7506267765697672,-1.630008095101871,2.1493545123506643,0.8156626424236944
2015-04-29,-1.2176510786087997,-0.12615746366210645,-1.18908755384791,-0.08846347004820858,0.0,-7.711856993395599e-05,-5.385737220454397,-1.2371953054686813,-0.3604431439875325,0.04055714420969814,-0.9580744822427567,0.4660116085410454,-0.7321308923029277,-1.2150568171319924,-1.4064089338341759,-0.5891717377172889,0.0860021028374908,-1.4759578094471641,1.574891493336254,0.5386723227032161
2015-04-30,-1.2501812641388144,-0.12507536689816104,-1.2216352009334264,-0.08846347004820858,0.0,-7.711856993395599e-05,-5.529636865163724,-0.986646165992926,-0.3908814305781456,0.07434989758879279,-0.9457558747215287,0.5254739709748532,-0.6245228894795452,-1.2626596178255567,-1.4201891274302036,-0.6980699589815964,0.006037112633145686,-1.2606310099121107,1.3676639920475127,-1.447485256760624
2015-05-01,-1.2164511543323533,-0.12615746366210645,-1.1929557692405783,-0.08846347004820858,0.0,-7.711856993395599e-05,-5.503611581208288,-1.0097024121923477,-0.30298518206255987,0.08506857535997486,-0.9508149108716903,0.49210973794048196,-0.6574563532015106,-1.2500576159703787,-1.5361153316595244,-0.6802829505450048,0.10259385883094005,-1.1148268561510417,1.3563356511903055,-1.3750029037405898
