Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
2015-01-27,-0.08571894067793474,0.3543200124309689,0.07454321230088957,0.16143701641773484,1.0,0.0030716850032375537,-1.9908476081702227,1.110551952222001,-1.3516733809690316,0.2737454682124313,-0.0970125834810316,0.16539578003692976,0.8908698897867386,-0.8298197707896645,-1.5987831778482158,-1.0352134467496141,-0.1144182699077585,0.1272191327434876,0.23931142441281886,0.09194296608629351,1.0858698708828476
2015-01-28,-0.6259654888659278,0.2551132069003457,-0.07556441582981929,0.16577971881103992,0.0,-5.612091966938283e-05,-1.9257225745532862,1.1396651499353825,-1.277333097129568,0.3281546572746046,-0.09916833893145131,0.1684565500472802,0.564699371681598,-0.6158101281114714,-1.813968036509846,-1.0248806894606486,-0.08563789277430256,-0.0468491367558492,0.3407550536368313,0.17572652833171118,0.9809014523317611
2015-01-29,0.7053510746709545,0.2799149082830015,0.11436711269644484,0.16577971881103992,0.0,-5.612091966938283e-05,-2.286376113144799,1.3518834271109084,-1.1062092461103525,1.019588309286791,-0.1354277175773902,0.0068615400757890965,-0.12385813691436215,0.8514674857505,-0.6064691461953238,-0.565943269166141,0.5605905115630851,-0.03472703256906179,0.45379234695263415,-0.21315520015395262,0.5556329135944748
2015-01-30,-0.04989182348413196,0.2799149082830015,0.08449778508392804,0.16577971881103992,-4.0,-0.012567344611297127,-1.9291008683187125,1.4314925439328754,-0.9126495205716154,1.0860506354485486,-0.09789043394042764,0.023536020831863097,-0.3552909459674567,0.8889041073084386,0.3355175904251088,0.14231884453504087,0.3306456995517986,0.17775192630062783,0.01895121225663815,-0.47136016090136373,0.2622795335424229
2015-02-02,0.22023145060986457,0.1559064013697225,0.12508828481100956,0.14840890923781958,0.0,-5.612091966938283e-05,-1.9846938144170325,1.5019273439636318,-0.8811017425291505,1.1563232418670357,-0.03910384433280649,-0.07234389665692195,-0.675303344303645,1.180838493053481,0.7589240327524293,0.47773736312233994,0.35312171147666493,0.09799147629527921,-0.05508475772479321,-0.2646831280752022,-0.10786868393513194
2015-02-03,-0.07469624759689625,0.1559064013697225,0.07760587011806032,0.14840890923781958,-7.0,-0.021950762380017936,-1.9101620584846246,1.565958173379337,-0.7311969048413566,1.1263062399600132,0.05103453120243598,-0.1547247371153352,-0.8241161951588435,1.0392654579954157,0.8938885680140118,0.8106431427109261,0.23377572552772388,0.026337398816114382,-0.008428144915081648,0.004722442246358496,-0.4258867389388724
2015-02-04,-1.083521650863566,0.10630299860441089,-0.20269650106834622,0.118009992484684,-5.0,-0.015695150534204064,-1.969680446542033,1.3951014402796649,-0.9665548636807033,0.8543442712985478,0.13191013579599753,-0.09742569332463663,-1.1245579915184734,1.0627282838726697,-0.4571993810015393,0.5536426446390487,0.5485740520882201,-0.4081285835241817,0.5782360663305999,0.1525698931883352,-0.6965968750112052
2015-02-05,1.328281279688447,-0.042507209691523905,0.08449778508392804,0.09629648051815858,0.0,-5.612091966938283e-05,-2.8580451638208593,1.5454487784937503,-0.7845985225820857,0.7679513301254081,0.11468777498920388,-0.2558833097834933,-0.744904011099886,0.7148237258412735,-0.20882648799982778,0.5353526808809421,0.6083228504810706,-0.04246653030344463,0.43412801336261253,0.3028284616718278,-0.765306584002949
2015-02-06,-0.44404394750280524,-0.042507209691523905,-0.02501747356523217,0.09629648051815858,12.0,0.03747755015521385,-1.9686671905009834,1.4737234491039026,-0.7608736766307669,0.3299170618860928,0.19263217382858916,-0.1972227172032618,-0.4284261553243779,-0.2004504760775313,-0.7670174526958609,0.29203410466679613,0.21708528787127673,-0.03546124778174517,0.25327475591312454,0.2762761889033007,-0.7761550521739097
2015-02-09,1.2207864693853279,-0.3029250742094098,0.10977125621622161,0.14840890923781958,6.0,0.018710714617772236,-2.461827194359974,1.5530357101771968,-0.7345530747685649,0.41046217132071416,0.1672440787498925,-0.10631828362216258,0.021680759721802167,-0.7484942802668769,-1.235825840463961,-0.4366123590791414,-0.012273873302589888,0.10218492576706623,0.22065982299979117,0.12011257125581348,-0.4148232031906939
2015-02-10,-0.09674836311982857,0.3543200124309689,0.0714786847292517,0.17446512359765007,-3.0,-0.009439538688390191,-1.9410962594795915,1.7249565145254586,-0.38029311542718525,0.1990199580583341,0.11190441050438474,-0.08227397595999841,0.5344827791810978,-1.8002721520357923,-0.18054569090677453,-1.6397719449362524e-05,-0.7778705400712977,0.447277223413043,-0.6111405435613162,0.04423363265276281,-0.068059734467596
2015-02-11,-0.32552644411864773,-1.257790577441658,0.007912642109988237,0.16143701641773484,0.0,-5.612091966938283e-05,1.583850850767596,1.5874996298998107,-0.5589281116967322,-0.31651992474188695,0.17866290202623875,0.05389341346779486,0.1644644718050487,-1.5757310794577057,-1.3032043841998184,-0.19154521654634823,-0.655846120887866,0.0022670676207201534,-0.662580392950862,-0.21370126948198803,-0.09506832473246674
2015-02-12,0.17337491097416796,0.2799149082830015,-0.04646168754882874,0.16143701641773484,-5.0,-0.015695150534204064,-2.2301239626835025,1.7922882123166042,-0.26821771140742484,-0.17442207524208975,0.1607643169385719,-0.06651746732225917,0.5643460698368368,-2.030659392968871,-0.33869872031897963,0.12989189765050754,-0.8303756228952812,0.22489103778129912,-0.8438567339327119,-0.09807033218496086,0.7021822157387989
2015-02-13,-0.09398932516914128,0.2799149082830015,0.07224528406077796,0.1397235044512094,0.0,-5.612091966938283e-05,-2.0130780219746036,1.7166529614395352,-0.5554669728656704,0.022372165309520242,0.0468573140892211,0.015013041573221197,0.5292598823630383,-1.4414420317959717,-0.3706861033775123,-0.22761313495588806,-0.6679259426471245,0.28090978858628235,-0.6938672356521731,-0.08272700991155768,0.8996911254894816
