Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
2015-01-27,0.6404547429238535,1.7562659985441387,0.4425689749950858,0.9763765225289475,0.0001001358032226,0.006417221983372138,6.1418034042747465,-0.22569526788129296,-0.8724878707063822,-0.26053290349475333,-0.10293513550538039,-0.018220213095910757,4.126428133513889,2.4970041377892094,0.966546748093679,0.7544892429779695,0.5050226029163944
2015-01-28,0.6319327134078959,1.7562659985441387,0.47836411123616324,0.9848903457581291,-0.0041999816894531,-0.2513977291960397,6.652853805745887,-0.26048505796365984,-0.856262860327047,-0.27759033025322066,0.5121651843334837,0.4703802769664204,4.169251245713234,2.2643162673276525,0.9032451510938951,0.7970221227747797,0.5081071827107025
2015-01-29,0.9808692409934626,2.05577068770954,0.39655710708844005,0.6277962743185708,0.0044000148773193,0.2642178786988746,6.466547610546966,-1.0542942790753422,-0.6076832900057504,-0.3901437503696258,0.6486734885933252,0.56830195609999,4.12459686486533,2.010517540263866,0.623260918693504,0.8573528488899413,0.5105545930214671
2015-01-30,0.7255532948046297,1.8714643355176588,0.493713592342298,1.0018977212086906,0.0002999305725097,0.018395982744535425,7.15493250028066,-0.31672289285242095,-1.0360196249563494,-0.15219942328345654,0.5086424628736274,1.2211596819091974,4.1549062520222355,1.9046058553575853,0.9106070781796286,1.0332767605504967,0.5320179984152597
2015-02-02,-0.014848745760349485,1.7562659985441387,0.14599115340073907,1.0273986488807831,-0.0037999153137207,-0.22741161874588237,7.337204013431825,-0.7106003139650001,-0.4114983544657768,-0.6195728562528418,0.4038220092272951,1.7321508265745613,4.303555577620685,2.036276481584966,0.7640620774989662,0.6883379071115011,0.07488777295457945
2015-02-03,0.657478511409302,0.8807146896819716,0.11018382535574209,0.7043193283424236,-0.0061001777648925,-0.36532460660233235,7.249560902175317,-1.3653045207447607,-0.05819846585810462,-0.600394603969094,-0.13848279182361695,2.1606501861114595,3.5003900165400075,2.8836834969184046,-0.18689772273735278,0.6614429796047944,-1.3428817244266311
2015-02-04,0.1723721264866892,0.21248742647458052,0.186894655474612,0.18566532562605373,0.0039000511169433,0.23424238786813262,6.306294068156425,-2.6843473991657394,0.18983134833591367,-0.49318981410154095,-0.4592795293513001,1.8123248264016576,3.22016246155672,2.9257028470340436,-0.5526550488968728,0.23948165951986924,-1.5497169396271002
2015-02-05,0.1808738654561424,0.21248742647458052,0.12553330646185418,0.5172584693935194,-9.989738464355467e-05,-0.0055758332417038085,6.099011618230404,-2.7673784544820053,-0.22814798212522455,0.1367972443015693,-0.9327836915199202,1.4271972968098026,3.0660831416657945,3.0777341539561625,-0.7640504057780336,0.24882284749608355,-1.2701577771663333
2015-02-06,0.4872611171012831,0.1894697330115834,0.1357622299312966,0.508764917172064,-0.0009000301361083,-0.05354805414201518,5.828162428966675,-3.26664189567552,-0.09177319697778435,0.006251137816723682,-0.8280573319613921,0.5967404555788481,3.168488901065855,3.0962570177573188,-1.1307988981789807,0.36250765111287664,-1.1973868998777357
2015-02-09,0.13832458951575433,0.07421646120879595,0.12041274882518453,0.4322418631482113,-0.0043001174926757,-0.25740140404053374,5.421679974698776,-3.8450731326157466,0.10836584875414641,-0.003662483916368515,-0.9674987770039168,0.12332495988950928,3.1169683279090306,3.187836438152748,-1.241145589494396,0.32466841549979353,-1.0015871097341396
