Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7
2015-01-27,-1.4847341596913652,-1.444257783247749,-1.4704225094882437,-1.4849681395859848,0.0039300024509429,0.916120909725541,-7.63416620565897,0.22437955524425335,1.701718464442269,-0.3881597254698779,0.6664477658768039,-0.35951050346747804,0.19016268893911517
2015-01-28,-1.4142886916089328,-1.450154447357042,-1.4281642977459652,-1.4141697996465077,-0.0002099871635437,-0.06307155596748738,-7.656292973912575,0.6740280382987249,0.2770402081390249,-0.20897472626922856,0.35415327482944825,1.0806100196929027,-0.6231807437072265
2015-01-29,-1.420594516218761,-1.4444367120963657,-1.4562152038114076,-1.417952683441892,-0.0033400058746337,-0.8033851858985637,-7.61146696257682,0.8930196983557903,-0.1446708532115301,0.05349937710769551,0.12486523592647898,1.3001294056438577,-0.9470605776515338
2015-01-30,-1.477527349582961,-1.4590886416821194,-1.4536649240441077,-1.4781223332739004,0.0030499994754791,0.7079821548971769,-7.687171374400539,0.027356948217841764,0.09726718673214699,-0.08592453948802378,-0.31644867845462515,1.5834484964913307,-0.9291209659821403
2015-02-02,-1.424017509397204,-1.4340726845613658,-1.4292570421417878,-1.4231771004462765,-0.0015200078487396,-0.37291831992003877,-7.777253732479828,0.6677288524275551,-0.3259355717640465,-0.31457813676819846,0.7114390830106774,1.5340586973648902,-0.26896227824722474
2015-02-03,-1.4429349832266851,-1.4803524182452952,-1.5004770517012178,-1.4505597888107375,-0.005290001630783,-1.2645991816712467,-7.715257202417372,0.054462105069161715,0.24121041510154956,-0.24243863688021156,0.0307775707931459,1.3765699929689386,1.2577718375420814
2015-02-04,-1.5398650220584134,-1.5457514449406848,-1.5112237287027577,-1.5458582875805533,0.0035800039768218,0.8333390912243036,-7.659707278111635,-0.8573319623915556,1.4833591917687394,-0.07215066091104888,-0.6621465105475519,0.5825070386743177,0.2130312351459847
2015-02-05,-1.4814910414485738,-1.5207354878199313,-1.5747934418040028,-1.4813651118893023,-0.0059599876403808,-1.4230646160825497,-7.600167499316162,-0.5574343479983146,2.0737536019935408,0.004902048106847436,0.09052271761891013,-0.44844509002320254,-0.049369127633095665
2015-02-06,-1.5892307585028007,-1.523594621713436,-1.5567607164762187,-1.5887332970917083,0.0062099993228912,1.4553869385588782,-7.617474399617195,-1.317134105695523,2.6560992143112774,0.2973638672671826,-0.02661290490043386,-0.859451068037665,-0.15908803030318078
2015-02-09,-1.4822116150713929,-1.4619477755756263,-1.4547576684399313,-1.47686119304748,0.0024999976158142,0.5778954331294435,-7.540860687119577,0.16952405943473348,1.7106635757546318,0.45542767174508453,0.7402306632071302,-0.7466644977141512,0.8277697548786334
2015-02-10,-1.4323051799398367,-1.401194508628223,-1.4108600686820612,-1.4318241521647639,0.0029999911785125,0.6961541668653985,-7.599999423535974,0.7764744364922918,1.0846366286648976,0.40427729153455805,1.3403255242232561,-0.5520394323352783,0.6104826735546552
