Date,Open,High,Low,Close,Volume,Change,Wave,EFP Volume,EFS Volume,Block Volume,Previous Day Open Interest,BB_UPPER,BB_MIDDLE,BB_LOWER,DEMA,EMA,HT_TRENDLINE,KAMA,MA,MAMA,FAMA,MAVP,MIDPOINT,MIDPRICE,SAR,SAREXT,SMA,T3,TEMA,TRIMA,WMA,APO,CCI,MACD,MACD_signal,MACD_hist,MACDEXT,MACDEXT_signal,MACDEXT_hist,MACDFIX,MACDFIX_signal,MACDFIX_hist,MINUS_DM,MOM,PLUS_DM,PPO,ROC,ROCP,ROCR,ROCR100,TRIX,AD,ADOSC,OBV,ATR,NATR,TRANGE,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR_inphase,HT_PHASOR_quadrature,HT_SINE_sine,HT_SINE_leadsine,AVGPRICE,MEDPRICE,TYPPRICE,WCLPRICE,BETA,LINEARREG,LINEARREG_ANGLE,LINEARREG_INTERCEPT,LINEARREG_SLOPE,STDDEV,TSF,VAR,ADX,ADXR,AROON_down,AROON_up,AROONOSC,CMO,DX,MFI,MINUS_DI,PLUS_DI,RSI,STOCH_slowk,STOCH_slowd,STOCHF_fastk,STOCHF_fastd,STOCHRSI_fastk,STOCHRSI_fastd,ULTOSC,WILLR,BOP,HT_TRENDMODE,CORREL,PATTERN_SUM,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,RF_1_Predicted_Close_Price_Change,RF_2_Predicted_Close_Price_Change,RF_3_Predicted_Close_Price_Change,RF_4_Predicted_Close_Price_Change,RF_5_Predicted_Close_Price_Change,GBT_1_Predicted_Close_Price_Change,GBT_2_Predicted_Close_Price_Change,GBT_3_Predicted_Close_Price_Change,GBT_4_Predicted_Close_Price_Change,GBT_5_Predicted_Close_Price_Change,GRNN_1_Predicted_Close_Price_Change,GRNN_2_Predicted_Close_Price_Change,GRNN_3_Predicted_Close_Price_Change,GRNN_4_Predicted_Close_Price_Change,GRNN_5_Predicted_Close_Price_Change,CNN_1_Predicted_Close_Price_Change,CNN_2_Predicted_Close_Price_Change,CNN_3_Predicted_Close_Price_Change,CNN_4_Predicted_Close_Price_Change,CNN_5_Predicted_Close_Price_Change,LSTM_1_Predicted_Close_Price_Change,LSTM_2_Predicted_Close_Price_Change,LSTM_3_Predicted_Close_Price_Change,LSTM_4_Predicted_Close_Price_Change,LSTM_5_Predicted_Close_Price_Change,CNN_LSTM_1_Predicted_Close_Price_Change,CNN_LSTM_2_Predicted_Close_Price_Change,CNN_LSTM_3_Predicted_Close_Price_Change,CNN_LSTM_4_Predicted_Close_Price_Change,CNN_LSTM_5_Predicted_Close_Price_Change
2015-11-03,2978,2978,2935,2940,21,-39,2939,0,0,0,223,3139.430378630099,3023.75,2908.069621369901,3026.301385,2975.0739179149505,2917.701075268817,2913.0017701690635,2930.133333333333,3046.446011,2975.392524134367,3016.095238095238,3021.0,3025.5,3104.651968,-3104.651968,2930.133333333333,3023.304132723646,3062.8280993246985,2966.1833333333334,2998.660215053764,78.90384615384619,-162.8338701,30.63353720172654,46.765346892108354,-16.13180969,78.90384615384619,127.68518518518516,-48.78133903,29.591815247033992,44.65764582783609,-15.06583058,185.3249017927726,-84.0,181.9990844116334,2.659519303067232,-2.777777778,-0.027777778,0.9722222222222222,97.22222222,0.034862416,111551.24098447512,3425.2730157334736,396375,42.395895130002025,1.4420372493197968,44.0,31.218254505834214,203.5132122437382,26.20331547,-159.3742909,-0.39896053,-0.930502057,2957.75,2956.5,2951.0,2948.25,0.8810673741009651,3007.6857142857143,-80.11845653,3082.3142857142857,-5.740659341,45.027102949218026,3001.945054945055,2027.4399999994785,31.484497409701657,30.40962019270813,100.0,57.142857142857146,-42.85714286,-11.29007694,0.905417971,53.13016917494784,31.223525167590928,30.663191711599524,44.35496153086101,4.763792335176826,23.41004933483709,2.7624309392265194,4.763792335176826,0.0,-1.72e-14,43.89131939192112,-97.23756906,-0.88372093,1,0.9874337807598924,-1,-18.0,-0.4259233611427308,0.41819504,0.27431056,0.08631361,-0.3432351,0.12621254,8.33146,-21.45333,-7.1437116,-8.058151,-15.091061,3.6709082,39.52965,-15.89796,26.504488,-3.4920056,1.8422285,-5.759397,-2.117286,-1.0627542,-1.2794417,0.7939994,-1.5607702,0.9272149,0.7940296,1.7204453,0.69163543,-0.651227,0.43307275,-0.30138215,4.6580143
2015-12-03,2922,2922,2922,2922,11,-18,0,0,0,0,177,3131.935654380944,3025.9,2919.8643456190566,3016.369050812162,2971.649794178502,2921.3834677419354,2913.421468479838,2937.0333333333333,2984.223006,2977.600144,3033.181818181818,3012.0,3019.0,3094.47285,-3094.47285,2937.0333333333333,2993.732140294089,3044.450877110805,2979.945833333333,2998.135483870968,56.68589743589746,-174.4920993,21.06758896120664,41.62579530592801,-20.55820634,56.68589743589746,117.95441595441596,-61.26851852,20.537079539016304,39.83353257007214,-19.29645303,185.0874088075745,-129.0,168.99914981080244,1.9049403938700693,-4.228121927,-0.042281219,0.9577187807276304,95.77187807276304,0.039441441,111551.24098447512,2801.780979013464,396364,40.653331192144734,1.391284435049443,18.0,32.489956778819696,207.4540539748183,-21.84461488,-227.9235419,-0.461037163,-0.953475505,2922.0,2922.0,2922.0,2922.0,0.2252423409522006,2973.485714285714,-84.20206773,3101.514285714285,-9.848351648,37.29557614515469,2963.6373626373625,1390.9599999990314,29.560147234023987,30.05860570188476,100.0,50.0,-50.0,-15.50233835,4.543594950214291,53.96402912620777,32.52016209637143,29.69342853413667,42.24883082598691,-1.146373149,7.373011915324629,0.0,-1.146373149,0.0,-1.72e-14,35.48946361833883,-100.0,0.0,1,0.985361889,1,-20.0,-0.4726964703044403,0.39764538,0.39566016,0.085894294,-0.26319358,0.18345591,-22.357607,-21.62441,-30.254168,-6.667688,3.3252778,-3.8406136,31.737335,-20.380562,12.55771,-37.091774,1.788138,-5.629916,-2.093271,-0.763809,-1.0756173,1.7227232,-1.5712066,-0.4984233,0.50094,1.7170725,0.69198424,-0.651227,0.41623878,-0.13445772,4.619023
2015-02-04,2750,2788,2747,2768,22627,20,2771,614,0,0,70326,3018.3680571633126,2817.4,2616.4319428366875,2773.053735070897,2836.661018957866,2915.877239304813,2853.5598663130013,2901.2,2756.493589155282,2828.3562806036643,2901.2,2743.0,2758.0,2806.36512,-2806.36512,2901.2,2723.827422480956,2724.981691391597,2899.825,2826.976344086021,-128.5576923,39.72096413139647,-56.35237936,-51.34963128,-5.00274808,-128.5576923,-128.6794872,0.1217948717948615,-53.7487863,-48.75367786,-4.99510844,233.26870349041644,53.0,151.7850178534139,-4.465657524,1.952117863720071,0.019521179,1.0195211786372007,101.95211786372008,-0.03673095,134245.22541737207,6176.823616591297,389981,54.62314866932682,1.9733796484583388,41.0,31.703623796785845,-6.839936344,-4.424097468,-167.2596807,-0.119096057,0.6178604866563693,2763.25,2767.5,2767.6666666666665,2767.75,0.3743519939516349,2732.6,-74.38517091,2779.1142857142854,-3.578021978,28.79861107760935,2729.0219780219777,829.36,34.17480752821917,30.842505533210684,85.71428571428572,0.0,-85.71428571,-15.72534754,21.161640862118137,46.33653579388363,30.503642970867133,19.84833766231075,42.137326230445424,30.09952652430191,17.509262782464358,56.32911392405063,30.09952652430191,100.0,77.33558534116143,45.97652359987259,-43.67088608,0.4390243902439024,1,0.9880597196740476,-1,32.0,0.7434043679000071,0.40230954,0.46113694,0.4402174,0.46076903,0.40931946,6.8410354,-0.27820024,10.815984,3.336817,25.942945,14.380694,67.46122,-4.403319,18.685484,1.9622935,1.6783683,-4.927341,-1.8272932,-0.38974217,-0.8986245,2.883255,-1.5320218,-0.34107026,0.24254173,1.7324821,0.6919846,-0.65122706,0.3974882,0.009437239,4.654386
2015-06-04,2773,2808,2752,2800,9781,0,2798,50,0,0,58117,2983.7243643459487,2806.25,2628.775635654052,2772.579572038689,2834.2957919283263,2907.443511730205,2851.1959876476976,2893.633333333333,2758.6689096975174,2826.6140963310104,2893.633333333333,2747.5,2749.5,2679.0,2679.0,2893.633333333333,2734.764274526262,2729.3780104007205,2882.45,2820.447311827957,-115.4038462,106.46214099216624,-49.82627625,-51.04496027,1.2186840212621206,-115.4038462,-130.3632479,14.959401709401732,-47.63286088,-48.52951446,0.8966535810577838,216.6066532,10.0,160.94323086388434,-4.022225797,0.3584229390680926,0.003584229,1.003584229390681,100.35842293906808,-0.043791461,141231.65398880065,8686.267758984584,399762,54.721495192946335,1.9543391140337976,56.0,30.840642029432548,3.786815218748643,-43.77637649,-130.381565,0.066044287,0.7522633127768668,2783.25,2780.0,2786.6666666666665,2790.0,0.2602483982898879,2748.9714285714285,-49.193409,2764.0285714285715,-1.158241758,40.33360881,2747.813186813187,1626.7999999998135,32.78684479180221,30.470117328089607,78.57142857142857,0.0,-78.57142857,-6.975653705,14.743329218381731,51.11283706859136,28.273905434369723,21.00809749681293,46.51217314770424,56.16019820784188,33.086910765807325,85.81560283687944,56.16019820784188,100.0,98.36865709264828,52.18681957036685,-14.18439716,0.4821428571428571,1,0.9880793486707472,-1,-15.0,-0.3557636974001665,0.44993037,0.4684695,0.50941914,0.47105023,0.6412264,-0.2879012,-11.050515,8.391773,-1.6945657,18.7939,23.541924,63.479885,-5.945853,36.188396,-6.219345,1.716638,-4.9650226,-1.8011756,-0.51919335,-1.0549889,4.346956,-1.4255793,-2.0685337,-0.06665865,1.748078,0.69181824,-0.65122706,0.40648502,-0.060359545,4.6784506
2015-07-04,2793,2806,2782,2785,13670,-15,2793,434,969,0,55268,2949.179536698932,2795.5,2641.820463301068,2770.4057016971265,2831.115418255531,2896.641061827957,2847.4068853742656,2884.6666666666665,2759.985464212641,2824.948380528051,2884.6666666666665,2747.5,2749.5,2681.58,2681.58,2884.6666666666665,2748.4939765203526,2730.932905216629,2865.570833333333,2813.4387096774194,-97.37820513,110.03417210313827,-45.34199289,-49.9043668,4.562373904831851,-97.37820513,-128.6168091,31.238603988604098,-43.41334484,-47.50628054,4.092935699459503,201.1347494381652,28.0,149.44728580217833,-3.408453485,1.015596663039542,0.010155967,1.0101559666303954,101.01559666303956,-0.050252248,130979.15398880064,5661.038748237814,386092,52.52710267916445,1.8860719094852585,24.0,29.851565567208333,14.367041456128296,-80.42251343,-71.18735227,0.2481326830118622,0.8604490661189246,2791.5,2794.0,2791.0,2789.5,0.2542415164302847,2760.8,34.78019115958796,2751.7714285714287,0.6945054945054945,35.082759298547394,2761.4945054945056,1230.7999999998135,31.498022250843604,30.12432828047718,71.42857142857143,42.85714285714286,-28.57142857,-10.39560286,14.74332921838172,58.96996796957603,27.351152232659054,20.32247275098389,44.80219857051203,72.44067390848973,52.90013288021114,75.17730496,72.44067390848973,91.97943877073652,97.32647959024548,52.524790235434935,-24.82269504,-0.333333333,1,0.9879387412227776,-1,22.0,0.5095388220914595,0.50604105,0.5477432,0.9181017,1.0960448,0.9279392,11.672201,15.813601,7.2883472,-2.9603572,3.436579,19.606527,58.116886,-3.961696,34.942543,-2.178533,1.7383169,-5.0323725,-1.7936687,-0.6428044,-1.1616156,5.897519,-1.4591087,-1.8698692,-0.1917143,1.7767218,0.6916553,-0.651227,0.414391,-0.11004797,4.6884856
2015-08-04,2795,2838,2786,2807,21462,22,2817,1383,40,0,51195,2915.7935995307707,2786.9,2658.006400469229,2771.3111670831386,2829.5595848196904,2884.0388209121247,2844.995078,2875.5,2762.3361910020094,2823.383076,2875.5,2751.0,2758.5,2684.1084,2684.1084,2875.5,2763.937346631481,2736.6875079831166,2849.866666666667,2808.4279569892474,-85.23076923,139.74872290487437,-39.55696185,-47.83488581,8.277923956938984,-85.23076923,-124.4109687,39.18019943019964,-37.95735022,-45.59649447,7.639144254310828,186.7679816211534,24.0,170.7724796734513,-2.994513662,0.8623787279913753,0.008623787,1.0086237872799138,100.86237872799136,-0.055930621,126851.84629649296,2595.5709100855165,407554,52.56088105922413,1.8724930908166773,53.0,28.889042515074664,24.96659442775644,-90.36360791,121.16930708191204,0.4220897787634265,0.939493051,2806.5,2812.0,2810.333333333333,2809.5,-0.263727662,2774.0857142857144,65.55604521958347,2745.4857142857145,2.2,21.49046300107986,2776.2857142857147,461.8400000007823,29.56771780048885,29.55138771971397,64.28571428571429,100.0,35.714285714285715,-4.336934241,4.473759945877063,66.73064038416895,25.381176736578592,23.20743872002484,47.831532879637926,80.49868415183555,69.69985208938901,80.50314465408805,80.49868415183555,100.0,97.32647959024548,50.79745470891876,-19.49685535,0.2307692307692307,1,0.987973236,-1,-15.0,-0.3557636974001665,0.5133794,0.54859763,0.72009885,0.84426785,0.8864513,-12.193654,0.4611432,0.6492975,6.573695,10.440019,22.038126,41.203712,2.4179037,23.521301,14.335585,1.8047498,-5.226677,-1.9156492,-0.92546326,-1.2819464,7.8563323,-1.4892513,-2.3044448,-0.18835707,1.7986959,0.69144434,-0.651227,0.4282303,-0.21449684,4.6958046
2015-09-04,2780,2801,2768,2792,13813,-15,2787,2156,73,0,43353,2887.72107,2779.5,2671.2789299627807,2770.3790668971897,2827.136385799065,2868.983531966735,2842.3448564018872,2867.766666666667,2763.8193814519086,2821.893983,2867.766666666667,2751.0,2758.5,2690.264064,2690.264064,2867.766666666667,2776.8855462163447,2739.3840911650923,2835.5291666666667,2803.0408602150537,-70.46794872,68.76774559909167,-35.77031973,-45.42197259,9.651652860766935,-70.46794872,-117.6780627,47.21011396011399,-34.36555426,-43.35030643,8.984752170402842,191.4274115053568,6.0,158.57444541106193,-2.486181598,0.2153625269203152,0.002153625,1.0021536252692032,100.21536252692032,-0.061025394,133130.48266012932,3103.302827445179,393741,51.592246697850975,1.847859838748244,39.0,28.14054090481188,35.922750673206735,-15.94996468,237.5386918373528,0.5866939571007853,0.9874765293883722,2785.25,2784.5,2787.0,2788.25,0.6045211995110101,2775.9714285714285,58.68832038598408,2754.6,1.643956043956044,13.425349157479053,2777.6153846153843,180.24000000022352,28.126203096262373,29.23671790899728,57.142857142857146,92.85714285714286,35.714285714285715,-8.042592817,9.386511941318124,67.99829650681374,26.502793368000063,21.95435714835948,45.97870359128329,75.58321066952142,76.17418957661552,71.06918239,75.58321066952142,89.11114202911038,93.69686027,58.20573692494876,-28.93081761,0.3636363636363636,1,0.9872577318882938,1,-11.0,-0.2622174790767475,0.46044996,0.46314183,0.7484361,1.029615,0.79363376,-15.0356245,4.799425,3.880971,3.039984,13.727359,8.060675,40.499073,4.0469947,-11.8597145,15.82755,1.8146477,-5.3661375,-1.9413118,-1.0143262,-1.3175696,8.915934,-1.5134776,-2.7390053,-0.183412,1.7730346,0.69150734,-0.6512269,0.43469626,-0.23824354,4.7120523
2015-10-04,2791,2812,2772,2781,16932,-11,2788,1387,0,0,37331,2858.7760679053845,2772.45,2686.123932094615,2768.279782,2824.1598447797705,2855.185386,2838.4143597314137,2858.766666666667,2772.4096907259545,2809.522910255077,2858.766666666667,2751.0,2758.5,2696.173501,2696.173501,2858.766666666667,2784.9197931847484,2740.105142,2822.575,2797.443010752688,-58.86538462,63.26092786,-33.27343124,-42.99226432,9.718833084,-58.86538462,-109.0420228,50.17663817663808,-31.9798922,-41.07622358,9.096331382674236,177.75402496925983,21.0,158.2476993102718,-2.085490816,0.7608695652173925,0.007608696,1.007608695652174,100.7608695652174,-0.0656682,123817.88266012933,65.79290023367503,376809,50.76422907657591,1.8253947888017228,40.0,27.779830575196463,42.730986912832726,49.53999098670504,185.02288123579703,0.6785570298678577,0.9992159532087724,2789.0,2792.0,2788.333333333333,2786.5,0.2714876344178783,2783.542857142857,71.02112024428656,2745.742857142857,2.907692307692308,9.528903399647502,2786.4505494505497,90.79999999981374,26.53186175,28.81662853,50.0,85.71428571428572,35.714285714285715,-10.77224422,5.805424273,67.41692766856406,25.01114721983854,22.26648035302956,44.61387789129152,71.90775681341722,75.99655054492469,64.15094339622641,71.90775681341722,81.09022326684939,90.06712177,53.50894918467895,-35.8490566,-0.25,1,0.9872650996826916,-1,18.0,0.4159926037680405,0.52346754,0.5582027,0.7746811,0.72260886,1.0100788,6.7620044,8.195564,0.82226926,-7.814638,14.021619,10.641432,45.450554,4.919128,10.441813,24.664194,1.7766868,-5.153045,-1.8458588,-0.8872375,-1.3046528,8.358732,-1.5110873,-3.5630763,-0.1704775,1.810769,0.6914939,-0.651227,0.42690498,-0.23493145,4.710927
2015-04-05,2875,2875,2875,2875,4,-2,0,0,0,0,13,2958.1894482715875,2842.1,2726.0105517284123,2854.0429191240933,2851.540798443771,2807.7325,2840.3666271353736,2812.733333333333,2871.373932,2830.752799,2910.75,2860.0,2862.5,2809.887076082944,2809.887076082944,2812.733333333333,2918.977773017892,2880.9986471024054,2807.358333333333,2841.548387096774,42.83974358974365,22.03189882974639,21.13268965561383,10.15249870304919,10.98019095256464,42.83974358974365,36.82264957264952,6.017094017094124,20.01863765450298,9.465083949585193,10.553553704917787,187.9161968639372,96.0,238.70545042957383,1.5196372698828515,3.4544800287873434,0.0345448,1.0345448002878734,103.45448002878734,-0.058655681,133688.5283909248,231.52202618986485,391277,41.34892576749464,1.4382235049563354,2.0,31.89517765323321,163.01637024609911,163.16823000409155,161.12470841105323,0.2920984624723601,-0.469723815,2875.0,2875.0,2875.0,2875.0,0.8971127920283481,2919.657142857144,83.85481769,2798.914285714286,9.287912087912089,31.57594020768196,2928.945054945056,997.04,19.79889526148741,21.29836034458166,42.85714285714286,71.42857142857143,28.571428571428573,6.147219463173884,11.904987449147017,30.39765630523659,32.46175140269994,41.23538640963953,53.07360973158695,67.14513556618822,77.40563530037213,55.980861244019145,67.14513556618822,45.07953906157532,62.452405845020735,63.82736328301733,-44.01913876,0.0,1,0.9645312732879407,1,61.0,1.4216144507447952,0.1666057,0.28322163,-1.2031641,-1.9566522,0.11591601,-9.007036,-11.314712,-25.463999,0.7556959,-9.739896,-8.370272,-18.083996,-11.255977,-8.236017,-5.0177126,1.925421,-5.633359,-2.1358716,-1.453509,-1.4813001,6.091255,-1.6385186,-4.009769,-0.16819136,1.7654587,0.6909723,-0.6512268,0.4571526,-0.31932363,4.741115
2015-05-05,2936,2936,2936,2936,4,61,0,0,0,0,13,2969.4836764019174,2849.65,2729.816323598083,2864.427906329678,2856.989779189334,2809.602977941176,2843.8836542456625,2818.7,2874.6052354815383,2831.849110378537,2907.75,2860.0,2862.5,2819.313851517968,2819.313851517968,2818.7,2920.218542,2894.262109513927,2813.45,2849.501075268817,43.53846153846143,94.09600968477892,24.543998142977216,13.030798591034795,11.51319955194242,43.53846153846143,38.74857549857547,4.789886039885964,23.269191864280856,12.225905532524326,11.04328633175653,174.4936113736559,163.0,282.6550611131757,1.5403875462660532,5.878110349801657,0.058781103,1.0587811034980166,105.87811034980166,-0.053751909,133688.5283909248,188.20869209556253,391281,42.75257392695931,1.456150338111693,61.0,33.91652195260169,160.89387029566242,164.57531916655955,-55.77370202,0.3273189910698786,-0.436705548,2936.0,2936.0,2936.0,2936.0,0.910553955,2933.342857142857,84.33762209334621,2802.228571428572,10.085714285714284,32.72552521,2943.428571428571,1070.9599999990314,20.07468961066101,21.302062948813926,35.714285714285715,64.28571428571429,28.571428571428573,19.36373360426437,23.66001614991793,83.26355734,29.15340116168903,47.22440164,59.68186680213219,66.02870813,70.65390749601274,85.16746411483254,66.02870813,78.78690228120895,56.76788014356811,61.61581257177428,-14.83253589,0.0,1,0.9686581860852972,1,-47.0,-1.1041334439875188,0.1495,0.21122202,-1.3450183,-2.4978921,0.23146422,-21.986586,-24.224064,-35.049423,-2.462197,-22.052126,-9.694942,2.731277,-7.166842,-2.8994696,-8.415708,2.0284526,-6.0146937,-2.331217,-1.8321087,-1.5737252,3.6459186,-1.7041501,-7.4438043,-0.1669132,1.710352,0.6907684,-0.6512268,0.4734539,-0.401022,4.7509356
