Date,Open,High,Low,Close,Volume,Change,Last,Previous Day Open Interest,BB_UPPER,BB_MIDDLE,BB_LOWER,DEMA,EMA,HT_TRENDLINE,KAMA,MA,MAMA,FAMA,MAVP,MIDPOINT,MIDPRICE,SAR,SAREXT,SMA,T3,TEMA,TRIMA,WMA,APO,CCI,MACD,MACD_signal,MACD_hist,MACDEXT,MACDEXT_signal,MACDEXT_hist,MACDFIX,MACDFIX_signal,MACDFIX_hist,MINUS_DM,MOM,PLUS_DM,PPO,ROC,ROCP,ROCR,ROCR100,TRIX,AD,ADOSC,OBV,ATR,NATR,TRANGE,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR_inphase,HT_PHASOR_quadrature,HT_SINE_sine,HT_SINE_leadsine,AVGPRICE,MEDPRICE,TYPPRICE,WCLPRICE,BETA,LINEARREG,LINEARREG_ANGLE,LINEARREG_INTERCEPT,LINEARREG_SLOPE,STDDEV,TSF,VAR,ADX,ADXR,AROON_down,AROON_up,AROONOSC,CMO,DX,MFI,MINUS_DI,PLUS_DI,RSI,STOCH_slowk,STOCH_slowd,STOCHF_fastk,STOCHF_fastd,STOCHRSI_fastk,STOCHRSI_fastd,ULTOSC,WILLR,BOP,HT_TRENDMODE,CORREL,PATTERN_SUM,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,RF_1_Predicted_Close_Price_Change,RF_2_Predicted_Close_Price_Change,RF_3_Predicted_Close_Price_Change,RF_4_Predicted_Close_Price_Change,RF_5_Predicted_Close_Price_Change,GBT_1_Predicted_Close_Price_Change,GBT_2_Predicted_Close_Price_Change,GBT_3_Predicted_Close_Price_Change,GBT_4_Predicted_Close_Price_Change,GBT_5_Predicted_Close_Price_Change,GRNN_1_Predicted_Close_Price_Change,GRNN_2_Predicted_Close_Price_Change,GRNN_3_Predicted_Close_Price_Change,GRNN_4_Predicted_Close_Price_Change,GRNN_5_Predicted_Close_Price_Change,CNN_1_Predicted_Close_Price_Change,CNN_2_Predicted_Close_Price_Change,CNN_3_Predicted_Close_Price_Change,CNN_4_Predicted_Close_Price_Change,CNN_5_Predicted_Close_Price_Change,LSTM_1_Predicted_Close_Price_Change,LSTM_2_Predicted_Close_Price_Change,LSTM_3_Predicted_Close_Price_Change,LSTM_4_Predicted_Close_Price_Change,LSTM_5_Predicted_Close_Price_Change,CNN_LSTM_1_Predicted_Close_Price_Change,CNN_LSTM_2_Predicted_Close_Price_Change,CNN_LSTM_3_Predicted_Close_Price_Change,CNN_LSTM_4_Predicted_Close_Price_Change,CNN_LSTM_5_Predicted_Close_Price_Change
2015-02-04,381.75,388.5,378.25,386.5,166842,4.75,386.25,486519,397.5940536003738,383.7625,369.9309463996262,384.8993930535957,384.41000859292313,384.15,384.2272555576353,382.65833333333336,386.92415275678064,383.2643932442698,382.65833333333336,383.0,382.75,398.5,-398.5,382.65833333333336,387.6821945562449,385.9050947724094,381.96770833333335,384.06827956989247,2.881410256,1.084990958409008,1.0122462130350982,0.9459825678506116,0.066263645,2.881410256,1.235042735042738,1.646367521367482,0.9677222209165848,0.8923920774961784,0.075330143,26.597389659011085,13.0,26.00961599628363,0.751930009,3.4805890227576963,0.03480589,1.034805890227577,103.4805890227577,-0.009261542,2307740.165,65268.21467514383,1257231,8.493923561467232,2.197651632979879,10.25,15.18029426015126,211.4902221163104,6.082877118710487,-14.67027671,-0.522353049,-0.972330067,383.75,383.375,384.4166666666667,384.9375,-0.059892116,390.37142857142857,42.091399154251725,378.6285714285714,0.9032967032967032,6.490377492873585,391.27472527472526,42.125,11.843401425186643,9.317173338238153,21.42857142857143,85.71428571428572,64.28571428571429,3.3887925305717914,1.1172916143123863,46.99709556425638,22.36673703677984,21.87245624005828,51.69439626528589,46.03174603174608,56.33156966490304,61.90476190476191,46.03174603174608,57.401545754083294,40.22078154272743,48.60718594,-38.0952381,0.4634146341463415,0,0.8088562746758329,0,0.0,-0.0419820308319513,0.20543218,0.094766706,0.18356954,0.22719327,-0.018190756,-5.9859853,-2.0220866,-0.66577375,-0.60056925,-0.30668053,5.470467,2.7284665,-0.52939993,2.7597668,0.8024268,-0.12816125,-0.22205281,-0.21007821,0.14334576,0.35669097,-1.7634526,0.7892953,-0.4648024,-0.11891404,-0.678523,0.16515672,0.16632618,0.26403874,0.17229673,1.0468357
2015-03-04,386.5,386.5,386.5,386.5,0,0.0,386.5,470964,397.8488341179521,384.1125,370.3761658820479,385.1287969373496,384.5448467482184,384.3233333333334,384.2383133054619,382.69166666666666,386.7120763783903,384.126314,386.5,383.0,382.75,397.52,-397.52,382.69166666666666,386.6014580774297,386.1580793880236,382.1895833333333,384.31612903225806,3.6105769230769056,17.339593114241534,1.0158950475646409,0.9599650637934174,0.055929984,3.6105769230769056,1.7528490028489994,1.8577279202279064,0.9716254396400928,0.9082387499249612,0.06338669,24.697576111938865,1.5,24.151786282263373,0.9415983349632592,0.3896103896103842,0.003896104,1.0038961038961038,100.38961038961038,-0.007988975,2307740.165,74380.94239760516,1257231,7.887214735648144,2.040676516338459,0.0,14.882380846393067,233.93480208611464,-0.023507004,-10.2092071,-0.808347619,-0.987865711,386.5,386.5,386.5,386.5,-0.069694431,390.1,37.92290073675984,379.9714285714286,0.7791208791208791,6.030339957248736,390.8791208791209,36.36499999999069,11.077250724409913,9.140191103127414,14.285714285714286,78.57142857142857,64.28571428571429,3.388792530571791,1.1172916143123786,49.92543373894395,22.36673703677984,21.872456240058284,51.69439626528589,56.87830687830692,52.95414462081133,61.90476190476191,56.87830687830692,57.401545754083294,52.14671345049254,47.45440644571178,-38.0952381,0.0,0,0.7865172245695083,1,-1.5,-0.3196513334978559,0.20029718,-0.028215885,0.09593542,0.22719327,-0.11057776,-3.7040324,-3.0104237,-0.6922753,0.0016697199,-3.2035937,1.3092695,1.0752721,-3.0093915,-1.492957,-1.0953326,-0.12122592,-0.27183798,-0.18388751,0.12743817,0.23935291,-1.5385969,0.79582,-0.46040818,-0.06496921,-0.600053,0.16518816,0.1663281,0.26403818,0.17146868,0.81310743
2015-06-04,386.25,390.0,383.5,385.0,84292,1.5,385.0,470873,397.9260179331671,384.1875,370.4489820668329,385.1479576849954,384.57421147413976,384.645,384.2459698659511,382.90833333333336,386.5044108084158,384.2705391422967,382.90833333333336,384.25,382.75,396.5792,-396.5792,382.90833333333336,385.8826773,386.1012891591748,382.45729166666666,384.4650537634408,4.530448717948673,5.050505050505958,0.8875185498591236,0.9454757610065586,-0.057957211,4.530448717948673,2.270121082621074,2.2603276353275987,0.8512635591654885,0.8968437117730668,-0.045580153,22.93346353251466,-5.25,25.926658690673133,1.1813721802940147,-1.34529148,-0.013452915,0.9865470852017936,98.65470852017935,-0.00681006,2262352.165,56905.33624792053,1172939,7.788127968816134,2.022890381510684,6.5,14.636617836261712,255.54865489025087,-0.669090701,-8.994948722,-0.968359911,-0.861197854,386.1875,386.75,386.1666666666667,385.875,-0.111364625,388.0857142857144,17.504472726843627,383.9857142857143,0.3153846153846154,3.883941297190388,388.4010989010989,15.085000000020957,10.72359347728388,9.375185334126789,7.142857142857143,71.42857142857143,64.28571428571429,0.6691893076079372,6.126049264645465,51.85438775391257,21.033354159267176,23.77855371188127,50.33459465380397,60.317460317460366,54.40917107583778,57.142857142857146,60.317460317460366,43.04554835215109,52.616213286772535,47.900634152414526,-42.85714286,-0.192307692,0,0.7896302591058126,-1,-2.0,-0.4122077677198242,0.20086946,0.0010461957,0.10760398,0.22719327,-0.04942426,0.633914,-3.7464926,-0.7485097,-0.64015615,-3.2510328,1.897242,2.415277,-3.5999715,1.2706102,3.7658384,-0.11794013,-0.344516,-0.17981976,0.095396176,0.11400128,-1.1058354,0.76761067,-0.454227,0.012307644,-0.5191284,0.16540106,0.16632682,0.26403806,0.17099199,0.828046
2015-07-04,385.0,387.25,382.0,383.0,98297,2.0,383.5,468910,397.9404596,384.2125,370.4845404,384.9143701283151,384.4726494435501,385.5100000000001,384.2341592,383.10833333333335,386.3291903,384.3220054204392,383.10833333333335,384.25,384.5,395.676032,-395.676032,383.10833333333335,385.17023624087096,385.68268859588176,382.7729166666667,384.4709677419355,4.190705128205138,-36.20837941,0.6172803416869215,0.8798366771426311,-0.262556335,4.190705128205138,2.668803418803413,1.5219017094017255,0.5970523156017293,0.8368854325387993,-0.239833117,22.79535899,-10.25,24.0747545,1.0922867430223162,-2.606484425,-0.026064844,0.9739351557533376,97.39351557533377,-0.005859822,2201501.6408015364,25221.481952026486,1074642,7.606833113900696,1.986118306501488,5.25,14.421829042794652,294.7551705770412,-7.231567137,-9.714030036,-0.908105389,-0.34603239,384.3125,384.625,384.0833333333333,383.8125,0.1378035695246356,385.6928571428572,-8.160951552,387.5571428571429,-0.143406593,1.899999999996324,385.54945054945057,3.61,10.152598345342575,8.974172688607464,0.0,64.28571428571429,64.28571428571429,-2.994770097,2.729661630105625,52.87247371186209,21.40496450778788,22.606323756452014,48.50261495155445,54.56349206349211,57.25308641975312,44.64285714285714,54.56349206349211,34.16935055,44.87214822,45.25105419884408,-55.35714286,-0.380952381,0,0.7903712549481409,0,-3.75,-0.7361552874967129,0.20199743,-0.012880996,0.10047895,0.22719327,-0.086646795,0.05218734,-3.3723848,-0.7222689,-0.64015615,-3.4471874,0.7586936,0.2515334,-4.9839473,-1.1363624,3.4109316,-0.11454466,-0.36767808,-0.15925977,0.09274401,0.1236897,-0.34241524,0.7199234,-0.4431055,0.06354551,-0.45328143,0.16566478,0.1663272,0.2640378,0.1702914,0.83537215
2015-08-04,383.25,385.0,376.75,379.25,213061,3.75,379.25,456900,397.8727516167171,383.975,370.07724838328295,384.2337201640264,384.13570431815975,386.27178571428567,384.1984593327146,383.23333333333335,385.9752307545952,384.3633361,383.23333333333335,385.625,385.625,394.8089907,-394.8089907,383.23333333333335,384.03134724297024,384.6309393650388,383.1322916666667,384.2220430107527,3.379807692307679,-103.6315441,0.099375417,0.7237444250861786,-0.624369008,3.379807692307679,2.929487179,0.4503205128205092,0.1092118867991871,0.6913507233908769,-0.582138837,26.41711906630091,-15.75,22.35512917716204,0.8811732263725209,-3.987341772,-0.039873418,0.960126582,96.01265823,-0.005368625,2117568.519589416,-16738.94991,861581,7.652773605764932,2.0178704299973456,8.25,14.25327799165661,-33.31792025,-10.11232215,3.8149721841232105,-0.549284204,0.2024810164353851,381.0625,380.875,380.3333333333333,380.0625,0.2212056465594649,381.9214285714286,-38.19613524,392.15,-0.786813187,2.722131517763881,381.1346153846154,7.410000000003492,10.02230460965498,8.999422914881698,0.0,57.142857142857146,57.142857142857146,-9.635814383,8.328486045716192,44.72943009398636,24.656904455717903,20.86557140591711,45.18209280850583,42.34281091077213,52.407921097241534,25.24271844660194,42.34281091077213,11.599122528604358,29.604673811297825,42.03705614,-74.75728155,-0.484848485,0,0.7779530999281209,0,-1.25,-0.2733731163868718,0.20940277,0.104995385,0.1049875,0.22719327,-0.03676659,1.6595565,-0.5546023,-0.26663184,-0.5596175,-2.3838456,-5.5730605,0.9045019,-2.3671653,-1.3213421,3.5667396,-0.11009091,-0.34537765,-0.13083622,0.11686902,0.20123923,-0.35145703,0.6872614,-0.42222556,0.07689588,-0.41654655,0.1655442,0.16632935,0.26403743,0.16991988,0.7972236
2015-09-04,379.0,380.0,375.0,378.0,197139,1.25,378.0,442882,397.8873672560122,383.7625,369.63763274398775,383.4612316097881,383.7398524266656,386.5533333333333,384.1630659230853,383.1666666666667,385.5764692168654,384.3936643828698,383.1666666666667,385.625,386.25,393.9766310911999,-393.9766311,383.1666666666667,382.53155012205343,383.48048624236174,383.5135416666666,383.8844086021505,2.2243589743590064,-132.8825445,-0.407238133,0.4975479134725084,-0.904786046,2.2243589743590064,3.003383190883186,-0.779024217,-0.369331284,0.4792143218980363,-0.848545606,26.28018199013656,-13.25,20.75833423593618,0.5801026464048765,-3.38658147,-0.033865815,0.9661341853035144,96.61341853035144,-0.005345085,2156996.319589415,-19837.64932,664442,7.463289776781723,1.9744152848628893,5.0,14.176538423236636,-4.648777728,-3.2181657,8.922959919157993,-0.081047485,0.6474713443770522,378.0,377.5,377.6666666666667,377.75,-0.192994966,379.3071428571428,-48.03782116,393.7642857142857,-1.112087912,3.2619012860576984,378.1950549450549,10.639999999984866,10.14492515234272,9.420749685379874,0.0,50.0,50.0,-11.80330374,11.738992207283315,35.59230836317574,25.15185544983828,19.86708548204323,44.098348131507535,28.73736873390138,41.88122390272187,16.32653061,28.73736873390138,5.932751679379016,17.233741587040466,52.19280090462356,-83.67346939,-0.2,1,0.7767642305526532,0,-1.0,-0.2270948992758877,0.19906674,0.011687338,0.071204245,0.22719327,-0.041227996,1.9474229,-0.77799946,-0.43249974,-0.64015615,-1.7781583,-3.2162604,-0.80795616,-1.0421551,-2.6040912,-0.71851206,-0.10919857,-0.34987602,-0.12547255,0.11148123,0.17656648,-0.39701375,0.65953946,-0.39581832,0.046771616,-0.38542667,0.16577989,0.16632922,0.26403737,0.1702706,0.82728595
2015-10-04,378.25,379.5,374.25,377.0,194371,1.0,377.0,423043,397.9543673,383.5875,369.2206327,382.6376022647793,383.3050232378485,386.2660714285714,384.0851713,382.9333333333333,385.1476457560221,384.4125139171986,382.9333333333333,385.625,386.25,393.17756584755193,-393.1775658,382.9333333333333,380.8728471968152,382.2918983878462,383.8885416666666,383.48655913978496,0.9358974358974592,-119.8079232,-0.87928877,0.2221805767315623,-1.101469347,0.9358974358974592,2.8591524216524187,-1.923254986,-0.816430875,0.220085282,-1.036516158,25.15302613369824,-14.0,19.275596076226453,0.2442124983273177,-3.58056266,-0.035805627,0.9641943734015346,96.41943734015344,-0.005773209,2166252.081494177,-16356.86126,470071,7.305197649868743,1.937718209514256,5.25,14.110589339378654,12.183551897540042,-0.385333854,4.283110868927368,0.211044198,0.8404110587662208,377.25,376.875,376.9166666666667,376.9375,-0.05926989,377.3857142857143,-51.60888301,393.79285714285714,-1.262087912,3.051229260482859,376.1236263736264,9.310000000026776,10.365211007963277,9.987693122255347,50.0,42.85714285714286,-7.142857143,-13.58898689,13.228927131030524,27.888948908574047,24.594060420615264,18.847242157752508,43.20550655482416,17.93804900601023,29.672742883561245,12.244897959183673,17.93804900601023,1.2645197697120956,6.265464659231796,46.75081875785367,-87.75510204,-0.238095238,1,0.7856761483489147,0,-6.5,-1.245215675717538,0.20682506,-0.015094146,0.010129258,0.22719327,-0.077150226,3.4644496,0.27083197,-0.42663983,-0.32841554,-2.3632183,-1.303054,-0.39805153,-0.6906831,-3.1300573,-2.3571646,-0.10750601,-0.35208938,-0.11414549,0.11476505,0.19004795,-0.69679403,0.63766897,-0.36293432,0.0011038036,-0.3530729,0.16591948,0.16632932,0.26403725,0.1699925,0.71670544
2015-04-05,359.0,360.75,356.75,358.75,3334,1.0,358.25,9164,386.0023837253024,370.925,355.8476162746976,365.4439010162723,372.61163551017546,370.9875,378.5787503312328,376.65,365.56355503193146,374.402324,376.65,369.25,369.25,367.75,-367.75,376.65,360.5502634,361.2473481885252,376.75104166666665,371.0698924731183,-7.108974359,-100.6654567,-5.793921656,-4.533130567,-1.260791089,-7.108974359,-6.790954416,-0.318019943,-5.507545996,-4.303570612,-1.203975384,23.10181922740884,-19.25,15.299181610301568,-1.899818412,-5.092592593,-0.050925926,0.949074074,94.90740741,-0.053507288,1864080.7211470725,-73987.25939,189429,6.262814958,1.7457323923345895,4.0,17.88871162449037,-12.6955953,-10.88342789,0.1574653367744609,-0.219771208,0.5344173285690879,358.8125,358.75,358.75,358.75,0.3973232014977821,357.48571428571427,-59.1663037,379.2642857142857,-1.675274725,1.8069310999631307,355.81043956043953,3.265,14.115088435397626,12.898782091235482,100.0,28.571428571428573,-71.42857143,-35.88584744,20.31883921,52.15160313484684,26.34805524382893,17.449001668896297,32.05707627872655,10.88765530002649,13.695555303802784,8.0,10.88765530002649,2.493998171563642,10.341576014172556,38.44153640072008,-92.0,-0.0625,1,0.9411140144935716,1,2.5,0.4208001402778896,0.21533628,0.20361188,0.20967722,0.22768666,0.1812227,0.014430732,0.7682524,0.15563957,0.38639295,-0.039963186,-7.8024216,-1.5898619,0.24338336,-10.461615,-0.83624095,-0.08760452,-0.12332228,0.042177364,0.26010427,0.9385192,0.44580644,0.6174528,-0.28954336,-0.0055029094,-0.29662707,0.1667179,0.16633514,0.26403567,0.16806355,0.48207283
2015-05-05,357.75,361.75,354.0,361.25,4202,2.5,354.5,7870,384.4031058919629,369.8375,355.27189410803703,364.4876089011849,371.8786267675835,369.6987745098039,377.2888859173352,375.5833333333333,365.3478772803349,374.1759628511008,375.5833333333333,369.25,367.875,365.55,-365.55,375.5833333333333,359.8103115535166,360.3529234235385,375.7083333333333,370.0763440860215,-7.371794872,-85.61151079,-5.723136286,-4.771131711,-0.952004576,-7.371794872,-7.033297721,-0.338497151,-5.445556328,-4.531967755,-0.913588573,24.20168928259392,-11.75,14.206382923851455,-1.976811146,-3.150134048,-0.03150134,0.9684986595174264,96.84986595174264,-0.058673893,1867740.527598685,-59858.57476,193631,6.369042461,1.763056736480562,7.75,17.446115957937447,-5.655587663,-9.320601143,6.943677218163518,-0.098548411,0.6339805179485808,358.6875,357.875,359.0,359.5625,0.2858430249451669,356.7428571428572,-58.43136723,377.9,-1.627472527,1.805547008529358,355.11538461538464,3.260000000009313,14.96572305048694,13.246492181073547,100.0,21.42857142857143,-78.57142857,-27.15914818,26.023973046648045,44.088454032714246,27.142103421840787,15.932404968390774,36.42042591022061,14.46815888053007,13.512169924541114,26.126126126126124,14.46815888053007,27.97428131910204,12.619645173685266,48.89823379099344,-73.87387387,0.4516129032258064,1,0.9431886857759912,1,5.25,0.9298605284987148,0.2229884,0.22439383,0.2263812,0.22768666,0.21783362,0.47421858,1.3654438,0.21053916,0.46693167,0.80011016,-5.4484515,-1.3486056,0.35316774,-9.5735,-0.12850356,-0.09195125,-0.16239098,0.015062764,0.23211566,0.8744616,0.21226124,0.56425256,-0.26849917,-0.06903133,-0.3147473,0.1667477,0.16633281,0.26403606,0.16871193,0.7304249
2015-06-05,361.75,369.0,361.75,366.5,2962,5.25,367.0,5123,383.1656722000782,369.2,355.2343277999218,364.2928200308485,371.5316185890297,368.8249183006536,376.6503463,374.6333333333333,365.4054834163181,373.9567008652312,374.6333333333333,369.25,367.875,354.0,354.0,374.6333333333333,360.13700971421963,360.5672872,374.7083333333333,369.4903225806452,-7.955128205,-11.65501166,-5.183653319,-4.853636032,-0.330017286,-7.955128205,-7.244123932,-0.711004274,-4.941804443,-4.613935093,-0.32786935,22.47299719098007,-6.0,20.44164128643349,-2.135384404,-1.610738255,-0.016107383,0.9838926174496644,98.38926174496645,-0.063340583,1868659.768977996,-48344.48381,196593,6.467682284783456,1.7647154938017615,7.75,16.992185994015788,6.809498383695598,-5.036413153,8.92583754,0.1185685785833589,0.7859594009260293,364.75,365.375,365.75,365.9375,0.7791579053026076,357.8071428571428,-53.60456751,375.4428571428571,-1.356593407,2.6972207918511564,356.45054945054943,7.274999999994179,14.234848559388269,12.51935773102756,92.85714285714286,14.285714285714286,-78.57142857,-11.03296146,4.733480175105522,38.41691946948889,24.81900029090044,22.57558690204907,44.48351927029534,26.39039039039044,17.248734856982335,45.04504504504504,26.39039039039044,75.05964444857295,35.17597464641286,53.91064146489735,-54.95495495,0.6551724137931034,1,0.9404840391375648,1,-8.75,-1.661719629716395,0.22586167,0.22526702,0.22589594,0.22768666,0.24045245,0.258326,1.0936469,0.28713542,0.46693167,0.5291465,-2.6251612,-1.620626,1.3740326,-6.796419,-4.776974,-0.10062012,-0.2679609,-0.05009094,0.17293285,0.5443488,-0.62934536,0.47484905,-0.2161797,-0.11843991,-0.334748,0.16613291,0.16632955,0.26403674,0.16883166,0.6244609
