Date,Open,High,Low,Close,Adj Close,Volume,upperband,middleband,lowerband,DEMA,EMA,HT_TRENDLINE,KAMA,MA,MAMA,FAMA,MAVP,MIDPOINT,MIDPRICE,SAR,SAREXT,SMA,T3,TEMA,TRIMA,WMA,ADX,ADXR,APO,AROON_down,AROON_up,AROONOSC,BOP,CCI,CMO,DX,MACD,MACD_signal,MACD_hist,MACDEXT,MACDEXT_signal,MACDEXT_hist,MACDFIX,MACDFIX_signal,MACDFIX_hist,MFI,MINUS_DI,MINUS_DM,MOM,PLUS_DI,PLUS_DM,PPO,ROC,ROCP,ROCR,ROCR100,RSI,STOCH_slowk,STOCH_slowd,STOCHF_fastk,STOCHF_fastd,STOCHRSI_fastk,STOCHRSI_fastd,TRIX,ULTOSC,WILLR,AD,ADOSC,OBV,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR_inphase,HT_PHASOR_quadrature,HT_SINE_sine,HT_SINE_leadsine,HT_TRENDMODE,AVGPRICE,MEDPRICE,TYPPRICE,WCLPRICE,ATR,NATR,TRANGE,PATTERN_SUM,BETA,CORREL,LINEARREG,LINEARREG_ANGLE,LINEARREG_INTERCEPT,LINEARREG_SLOPE,STDDEV,TSF,VAR,SENTIMENT_NEGATIVE,SENTIMENT_POSITIVE,SENTIMENT_UNCERTAINTY,SENTIMENT_LITIGIOUS,SENTIMENT_STRONG_MODAL,SENTIMENT_WEAK_MODAL,SENTIMENT_CONSTRAINING,NEXT_DAY_CLOSEPRICE,DAILY_CLOSEPRICE_CHANGE,CLOSEPRICE_DIRECTION,DAILY_MIDPRICE,NEXT_DAY_MIDPRICE,DAILY_MIDPRICE_CHANGE,MIDPRICE_DIRECTION
2023-09-05,48.222999572753906,48.85100173950195,47.86000061035156,48.54800033569336,48.533470153808594,382653000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32795196027484264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148658521.56591025,,382653000.0,,,,,,,0,48.370500564575195,48.35550117492676,48.41966756184896,48.45175075531006,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.06100082397461,-1.48699951171875,-1.0,48.35550117492676,47.56450080871582,-0.7910003662109375,-1.0
2023-09-06,48.441001892089844,48.54899978637695,46.58000183105469,47.06100082397461,47.0507926940918,468670000,,,,,,,,,,,,,,48.85100173950195,-48.85100173950195,,,,,,,,,,,,-0.7008646526955736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91032268.5751504,,-86017000.0,,,,,,,0,47.65775108337402,47.56450080871582,47.39666748046875,47.312750816345215,,,1.9689979553222656,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.24100112915039,-0.8199996948242188,-1.0,47.56450080871582,45.74800109863281,-1.8164997100830078,-1.0
2023-09-07,45.525001525878906,46.34400177001953,45.152000427246094,46.24100112915039,46.23096466064453,433330000,,,,,,,,,,,,,,48.80558174133301,-48.80558174133301,,,,,,,,,,,,0.6006701314660966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267409782.71838894,,-519347000.0,,,,,,,0,45.81550121307373,45.74800109863281,45.91233444213867,45.9945011138916,,,1.9090003967285156,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.571998596191406,-0.6690025329589844,-1.0,45.74800109863281,45.938499450683594,0.19049835205078125,1.0
2023-09-08,45.94200134277344,46.60599899291992,45.270999908447266,45.571998596191406,45.56211471557617,473069000,,,,,,,,,,,,,,48.65943848876953,-48.65943848876953,,,,,,,,,,,,-0.27715580548745294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7663997.495993376,,-992416000.0,,,,,,,0,45.84774971008301,45.938499450683594,45.816332499186196,45.7552490234375,,,1.3349990844726562,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.178001403808594,-0.3939971923828125,-1.0,45.938499450683594,45.23749923706055,-0.7010002136230469,-1.0
2023-09-11,46.14799880981445,46.16299819946289,44.3120002746582,45.178001403808594,45.16819763183594,473966000,,,,,,,,,,,,,,48.51914096630859,-48.51914096630859,,,,,,,,,,,,-0.5240402449982277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22805998.88508933,,-1466382000.0,,,,,,,0,45.450249671936035,45.23749923706055,45.21766662597656,45.20775032043457,,,1.8509979248046875,0.0,,,,,,,1.1985803700085993,,1.4365949033699508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.869998931884766,-0.3080024719238281,-1.0,45.23749923706055,45.101999282836914,-0.1354999542236328,-1.0
2023-09-12,44.737998962402344,45.67300033569336,44.53099822998047,44.869998931884766,44.86026382446289,349256000,,,,,,,,,,,,,,48.26671252480957,-48.26671252480957,,,,,,,,,,,,0.11558645016685094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-164710316.1657697,,-1815638000.0,,,,,,,0,44.952999114990234,45.101999282836914,45.02466583251953,44.98599910736084,,,1.1420021057128906,0.0,0.5353729587769953,,,,,,0.7857680551009083,,0.6174314364170641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.48500061035156,0.6150016784667969,1.0,45.101999282836914,45.21649932861328,0.11450004577636719,1.0
2023-09-13,44.599998474121094,45.93000030517578,44.50299835205078,45.48500061035156,45.475135803222656,398355000,,,,,,,,,,,,,,48.02942978980049,-48.02942978980049,,,,,,,,,,,,0.6201828485885372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14803264.037882596,,-1417283000.0,,,,,,,0,45.129499435424805,45.21649932861328,45.305999755859375,45.35074996948242,,,1.427001953125,0.0,0.6121210317847383,,,,,,0.458330172709341,,0.21006654721577434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.58100128173828,0.09600067138671875,1.0,45.21649932861328,45.55900001525879,0.3425006866455078,1.0
2023-09-14,45.95000076293945,45.98699951171875,45.13100051879883,45.58100128173828,45.57111358642578,370097000,,,,,,,,,,,,,,47.806384018891954,-47.806384018891954,,,,,,,,,,,,-0.43107466743911405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4221531.055590965,,-1047186000.0,,,,,,,0,45.66225051879883,45.55900001525879,45.56633377075195,45.570000648498535,,,0.8559989929199219,0.0,0.6919699986596484,,,,,,0.2756938509465264,,0.0760070994497255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.900001525878906,-1.680999755859375,-1.0,45.55900001525879,44.70349884033203,-0.8555011749267578,-1.0
2023-09-15,45.340999603271484,45.5989990234375,43.80799865722656,43.900001525878906,43.89047622680664,506831000,,,,,,,,,,,,,,47.59672099423793,-47.59672099423793,,,,,,,,,,,,-0.8045772097976571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-450538116.19467527,,-1554017000.0,,,,,,,0,44.66199970245361,44.70349884033203,44.43566640218099,44.30175018310547,,,1.7910003662109375,0.0,1.2707231252928064,,,,,,0.6051991872001061,,0.36626605618766916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.965999603271484,0.06599807739257812,1.0,44.70349884033203,43.12100028991699,-1.582498550415039,-1.0
2023-09-18,42.74800109863281,44.242000579833984,42.0,43.965999603271484,43.956459045410156,500271000,,,,,,,,,,,,,,47.293623207277015,-47.293623207277015,,,,,,,,,,,,0.5432641345386549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73438613.8185721,-91215228.2982096,-1053746000.0,,,,,,,0,43.23900032043457,43.12100028991699,43.40266672770182,43.54349994659424,,,2.2420005798339844,0.0,1.331175523173114,,,,,,0.7185822094337364,,0.5163603917146702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.52000045776367,-0.4459991455078125,-1.0,43.12100028991699,43.483999252319336,0.36299896240234375,1.0
