Date,Open,High,Low,Close,Adj Close,Volume,upperband,middleband,lowerband,DEMA,EMA,HT_TRENDLINE,KAMA,MA,MAMA,FAMA,MAVP,MIDPOINT,MIDPRICE,SAR,SAREXT,SMA,T3,TEMA,TRIMA,WMA,ADX,ADXR,APO,AROON_down,AROON_up,AROONOSC,BOP,CCI,CMO,DX,MACD,MACD_signal,MACD_hist,MACDEXT,MACDEXT_signal,MACDEXT_hist,MACDFIX,MACDFIX_signal,MACDFIX_hist,MFI,MINUS_DI,MINUS_DM,MOM,PLUS_DI,PLUS_DM,PPO,ROC,ROCP,ROCR,ROCR100,RSI,STOCH_slowk,STOCH_slowd,STOCHF_fastk,STOCHF_fastd,STOCHRSI_fastk,STOCHRSI_fastd,TRIX,ULTOSC,WILLR,AD,ADOSC,OBV,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR_inphase,HT_PHASOR_quadrature,HT_SINE_sine,HT_SINE_leadsine,HT_TRENDMODE,AVGPRICE,MEDPRICE,TYPPRICE,WCLPRICE,ATR,NATR,TRANGE,PATTERN_SUM,BETA,CORREL,LINEARREG,LINEARREG_ANGLE,LINEARREG_INTERCEPT,LINEARREG_SLOPE,STDDEV,TSF,VAR,DAILY_MIDPRICE,NEXT_DAY_MIDPRICE,PRICE_DIRECTION
2022-09-02,1.4015400409698486,1.4029300212860107,1.3984800577163696,1.4015400409698486,1.4015400409698486,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,1.4011225402355194,1.4007050395011902,1.4009833733240764,1.4011225402355194,,,,0.0,,,,,,,,,,1.4007050395011902,1.4042049646377563,1.0
2022-09-05,1.4033000469207764,1.4061199426651,1.4022899866104126,1.4033000469207764,1.4033000469207764,0,,,,,,,,,,,,,,1.3984800577163696,1.3984800577163696,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,1.4037525057792664,1.4042049646377563,1.403903325398763,1.4037525057792664,,,0.004579901695251465,0.0,,,,,,,,,,1.4042049646377563,1.4041849970817566,-1.0
2022-09-06,1.4021300077438354,1.4079699516296387,1.4004000425338745,1.4021300077438354,1.4021300077438354,0,,,,,,,,,,,,,,1.3986328554153442,1.3986328554153442,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,1.403157502412796,1.4041849970817566,1.403500000635783,1.403157502412796,,,0.00756990909576416,0.0,,,,,,,,,,1.4041849970817566,1.4084250330924988,1.0
2022-09-07,1.40693998336792,1.4106500148773193,1.4062000513076782,1.40693998336792,1.40693998336792,0,,,,,,,,,,,,,,1.399006339263916,1.399006339263916,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,1.4076825082302094,1.4084250330924988,1.4079300165176392,1.4076825082302094,,,0.008520007133483887,0.0,,,,,,,,,,1.4084250330924988,1.4057000279426575,-1.0
2022-09-08,1.4050899744033813,1.4082000255584717,1.4032000303268433,1.4050899744033813,1.4050899744033813,0,,,,,,,,,,,,,,1.3997049598007203,1.3997049598007203,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,1.4053950011730194,1.4057000279426575,1.4054966767628987,1.4053950011730194,,,0.004999995231628418,0.0,,,,,,,0.001983419852028507,,3.933954309420784e-06,1.4057000279426575,1.4000149965286255,-1.0
2022-09-09,1.4038499593734741,1.4039700031280518,1.3960599899291992,1.4038499593734741,1.4038499593734741,0,,,,,,,,,,,,,,1.4106500148773193,-1.4106500148773193,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,1.4019324779510498,1.4000149965286255,1.4012933174769084,1.4019324779510498,,,0.009029984474182129,0.0,1.4053653095256502,,,,,,0.0016430251803473477,,2.6995317432554344e-06,1.4000149965286255,1.3971500396728516,-1.0
2022-09-12,1.3980000019073486,1.399780035018921,1.3945200443267822,1.3980000019073486,1.3980000019073486,0,,,,,,,,,,,,,,1.4103582143783568,-1.4103582143783568,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,1.3975750207901,1.3971500396728516,1.3974333604176838,1.3975750207901,,,0.009329915046691895,0.0,1.0525340229621467,,,,,,0.003038643444305234,,9.233353981619175e-06,1.3971500396728516,1.3997349739074707,1.0
2022-09-13,1.395300030708313,1.4059699773788452,1.3934999704360962,1.395300030708313,1.395300030708313,0,,,,,,,,,,,,,,1.4097246875762939,-1.4097246875762939,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,1.3975175023078918,1.3997349739074707,1.3982566595077515,1.3975175023078918,,,0.012470006942749023,0.0,0.5843593958065306,,,,,,0.004430097153444262,,1.962576078895495e-05,1.3997349739074707,1.4047150015830994,1.0
2022-09-14,1.4055999517440796,1.4068299531936646,1.4026000499725342,1.4055999517440796,1.4055999517440796,0,,,,,,,,,,,,,,1.408751204547882,-1.408751204547882,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,1.4051574766635895,1.4047150015830994,1.4050099849700928,1.4051574766635895,,,0.011529922485351562,0.0,0.5499387535355272,,,,,,0.004144546454683197,,1.7177265315027057e-05,1.4047150015830994,1.4069499969482422,1.0
2022-09-15,1.405400037765503,1.4093999862670898,1.4045000076293945,1.405400037765503,1.405400037765503,0,,,,,,,,,,,,,,1.3934999704360962,1.3934999704360962,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,0,1.4061750173568726,1.4069499969482422,1.406433343887329,1.4061750173568726,,,0.0048999786376953125,1.0,0.5273215358027619,,,,,,0.0041987454938313086,,1.762946372196872e-05,1.4069499969482422,1.4085350036621094,1.0
