Date,Open,High,Low,Close,BB_UPPER,BB_MIDDLE,BB_LOWER,DEMA,EMA,HT_TRENDLINE,KAMA,MA,MAMA,FAMA,MAVP,MIDPOINT,MIDPRICE,SAR,SAREXT,SMA,T3,TEMA,TRIMA,WMA,APO,CCI,MACD,MACD_signal,MACD_hist,MACDEXT,MACDEXT_signal,MACDEXT_hist,MACDFIX,MACDFIX_signal,MACDFIX_hist,MINUS_DM,MOM,PLUS_DM,PPO,ROC,ROCP,ROCR,ROCR100,TRIX,ATR,NATR,TRANGE,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR_inphase,HT_PHASOR_quadrature,HT_SINE_sine,HT_SINE_leadsine,AVGPRICE,MEDPRICE,TYPPRICE,WCLPRICE,BETA,LINEARREG,LINEARREG_ANGLE,LINEARREG_INTERCEPT,LINEARREG_SLOPE,STDDEV,TSF,VAR,ADX,ADXR,AROON_down,AROON_up,AROONOSC,CMO,DX,MINUS_DI,PLUS_DI,RSI,STOCH_slowk,STOCH_slowd,STOCHF_fastk,STOCHF_fastd,STOCHRSI_fastk,STOCHRSI_fastd,ULTOSC,WILLR,BOP,HT_TRENDMODE,CORREL,PATTERN_SUM,DAILY_CLOSEPRICE_CHANGE
2015-01-27,1.6918560916332201,1.7003724063005774,1.7166925981134882,1.6941143443611146,1.804354909695061,1.8573047060302774,1.8817446774986486,1.784348372377094,1.8888468285238578,1.854112989842648,1.883306169940431,1.8504169449514727,1.7829068683560905,1.8480727344747452,1.7469244798905004,1.822895826504717,1.8167884854923833,1.8982805035558559,-1.044885505102778,1.8504169449514727,1.8295427690847863,1.8056981588245622,1.850649531809179,1.8515697211659132,0.13675651973346187,-2.1352924066176038,-0.3740214149737498,-0.27610971852545135,-0.4460444717937582,0.13675651973346187,0.1683162347283096,-0.06458949188953444,-0.37152430850529117,-0.2768081309817721,-0.4341331669484244,0.2721176894286581,-0.9899421034045269,-1.0383537757536971,0.13111635725955076,-0.9074670552536578,-0.9074670552536621,-0.9074670552536719,-0.9074670552536505,-0.5420011796180877,-0.8237198388652106,-0.9002610677572771,0.08279946370768822,0.17626323941120828,1.335910191773888,-0.7044352820975716,-0.837241469135485,-1.6289191888032275,-1.3262332022852865,1.7017598120492297,1.7096133480384623,1.704793849593991,1.7022535916647872,0.15731007912265435,1.8068540289630912,-0.3732793966521061,1.8810441696990503,-0.37327938354302953,0.6558697446229406,1.7972764590640167,0.21184933323715582,0.3733134289707226,0.4423794417218619,1.0,0.5,-0.5,-0.44198987302935644,0.527061401013373,0.3158317870595227,0.09781469349447941,0.27900506348532184,0.2906816355887316,0.32105296154804663,0.0,0.2906816355887316,0.0,0.16704625802590317,0.46018570874669457,-1.0,0.0,0,0.0,1.0,0.0002747625112533
2015-01-28,1.7321720016641613,1.7189961478550282,1.7514719701423498,1.734471412210326,1.8095104240835893,1.8490902277791679,1.860853205390842,1.7707636873535952,1.8789178268668205,1.851064603709882,1.8772524699386033,1.843326833060654,1.7804677095871944,1.8462336233047523,1.714331240173067,1.822895826504717,1.8167884854923833,1.888640811740635,-1.0444334421529764,1.843326833060654,1.7974268037925831,1.7876034471174984,1.8501129774459717,1.8433587494685166,0.060162654869277576,-1.2937664753157765,-0.4440806948091371,-0.3128678807474099,-0.5887567301262986,0.060162654869277576,0.16857771913221276,-0.2592794385058173,-0.44101920213762674,-0.31276560514038426,-0.5781182010491196,0.15758441364488643,-0.8939705440073329,-0.9627294422480555,0.06063431882232589,-0.818699301850944,-0.8186993018509388,-0.818699301850971,-0.8186993018509291,-0.5381878245313969,-0.8329020513855732,-0.9105554497951942,-0.47579401870614335,0.09531711004887265,1.5400737630673071,-0.7647292371465189,0.0074981046511043425,-1.747690474556242,-1.0565361289253485,1.7353216008161068,1.7363854842204693,1.7360976668327288,1.7358225009451183,0.21823019308055577,1.7730819997186775,-0.596594444436473,1.897890959249847,-0.5965944262750906,0.7672295944879286,1.7596673520576551,0.3073321021735535,0.3787411106506213,0.4380674286328623,0.9285714285714286,0.4285714285714286,-0.5,-0.314903054317124,0.4493009724893044,0.2950217290422092,0.11210106276201204,0.342548472841438,0.1870196557094152,0.2848955931278766,0.1552169704112126,0.1870196557094152,0.22069765131151278,0.07356588377050442,0.4893852965054527,-0.8447830295887875,0.0,0,0.0,1.0,-3.600120544433594e-05
2015-01-29,1.7268895439042706,1.6988521457673162,1.731639284488741,1.7291835616802775,1.813697015008692,1.841397234085114,1.8419019406805603,1.757988867025772,1.8692846034949524,1.8467232035779402,1.8719322937601683,1.8370236328034704,1.7778853853314516,1.8443758206248824,1.7318720147000672,1.822895826504717,1.8167884854923833,1.8793867075980313,-1.0439994617211674,1.8370236328034704,1.7683495429525402,1.7710991905729316,1.8494215681249078,1.8352628353234466,-0.047369898569068966,-1.1019377928996628,-0.49804833130772275,-0.3534974666641968,-0.649993964481547,-0.047369898569068966,0.14916737753820705,-0.4843101470341094,-0.49478270233952754,-0.3527093388470074,-0.6413915958821162,0.1641662275529813,-0.9951213001991912,-1.0069201001887937,-0.03834275062459882,-0.9107410650139877,-0.910741065013983,-0.9107410650140018,-0.9107410650139758,-0.5362824992647092,-0.8991259394754798,-0.967884944664974,-0.878223554492365,0.036874215828802244,1.6989521291606142,-0.513410353299227,0.23290741121384054,-1.6891480474001512,-0.7579493755195514,1.7226742657244636,1.7163861912125764,1.7209959650786575,1.7231724825781496,0.17498279424958896,1.7415915102464345,-0.7952996989979559,1.911449042064921,-0.7952996771238169,0.5890630969019934,1.724765084307633,0.1573221673841301,0.3859793404803694,0.4308408546656058,0.8571428571428572,0.35714285714285715,-0.5,-0.3233183034260274,0.4800763282670946,0.3096839331953112,0.10878628659111811,0.33834084828698624,0.0966987948426559,0.19146669538026762,0.13487941411675577,0.0966987948426559,0.20608381698663522,0.14226048943271616,0.5290881448383938,-0.8651205858832443,0.0,0,0.0,1.0,-2.5779008865356445e-06
2015-01-30,1.726511288443802,1.6946763794979185,1.7346281876456826,1.7288049200653233,1.8151797438976125,1.8336852713354799,1.8255009950578975,1.7465597770328143,1.8602481884934023,1.8412332361999266,1.868670905538588,1.8329476970426892,1.7531634607273352,1.8200711192470307,1.7290377723453094,1.822895826504717,1.8167884854923833,1.8705027676211288,-1.0435828405066307,1.8329476970426892,1.7454134338018492,1.7569016790468943,1.8484774839070774,1.8275490388342353,-0.15809949088508066,-0.8683106454930054,-0.5337611546139399,-0.39342793869801873,-0.6389355518472308,-0.15809949088508066,0.11416972264675103,-0.679373098400025,-0.5306059535682556,-0.39211219475368764,-0.6328063108060122,0.057343770474626944,-1.1294328197611674,-1.0479542825623234,-0.14030272489270068,-1.032487266310866,-1.0324872663108713,-1.0324872663108802,-1.0324872663108557,-0.5357887424164414,-0.9748757415687468,-1.0337844454867693,-0.9776578082372984,-0.0657676471751668,1.855030234231091,-0.255500783599491,-0.007134261598480866,-1.5069755259551791,-0.4132140812494742,1.7222000932044788,1.7158165945549964,1.7204898768553114,1.7226982094570964,0.2916363188229396,1.7153163698924263,-0.9401686283745003,1.9180357614411276,-0.9401686043924677,-0.19711926790755854,1.6960081690667308,-0.32916188134997515,0.3927005538937069,0.42269055566518854,0.7857142857142857,0.28571428571428575,-0.5,-0.3239586602699316,0.48007632826709457,0.30319873147114107,0.1065081541543222,0.3380206698650342,0.1411731694656058,0.1416305400058923,0.1334231238688497,0.1411731694656058,0.20497177993288787,0.2105844160770121,0.5465761394423089,-0.8665768761311503,0.0,0,0.0,1.0,-0.0001130551099777
2015-02-02,1.7099227093774352,1.677984314858393,1.7028854717653852,1.7121994060042596,1.8161917358497521,1.8251414113329991,1.8079343247340576,1.734352767394588,1.8507119797976772,1.8338164840534383,1.865178936793862,1.829004865612939,1.7324767888736063,1.7966620185422264,1.7205427083542038,1.822895826504717,1.809789698960123,1.8619741852433012,-1.0431828841406754,1.829004865612939,1.7273508057649198,1.7418237200422513,1.8468734686620918,1.8190231372347376,-0.2879695500950464,-0.854904615952893,-0.5713988065347996,-0.43319940507406796,-0.6364204391947075,-0.2879695500950464,0.06327780443893123,-0.8841114956504077,-0.5683372500874924,-0.4314790424879634,-0.6322347576323966,0.13890544360791734,-0.8212648171913073,-1.0860574519091397,-0.2599352452520076,-0.7533660344230448,-0.7533660344230381,-0.7533660344230589,-0.7533660344230395,-0.536759343457975,-0.9908999933665369,-1.0468837600909293,-0.5988219524853411,-0.1950824834397469,1.9860124042909357,-0.41808401392496425,-0.7647753522651908,-1.2685185292693175,-0.10354012077176017,1.7017537960195603,1.6915338472200334,1.6987601695363643,1.702247574358749,0.023243506957779974,1.6924731469933618,-1.0278267959703584,1.9151156305725399,-1.0278267709988174,-0.7329548832448873,1.6716750500522002,-0.4967970873954018,0.40243202170719317,0.4148153241341515,1.0,0.2142857142857143,-0.7857142857142857,-0.35288080993286813,0.5289411032825146,0.32473743885093825,0.1000499360894736,0.32355959503356596,0.12838290465266375,0.12208495632030852,0.11684617597238647,0.12838290465266375,0.15474587479048643,0.1886004905700033,0.5570768286600871,-0.8831538240276136,0.0,0,0.0,1.0,-0.0002179145812988
2015-02-03,1.677948097506264,1.6715424583585192,1.7028854717653852,1.6801921518024638,1.8228629383852506,1.817346774202367,1.786408212449543,1.719547667367083,1.8397039278909235,1.825160259573012,1.860037080836641,1.8242079114516925,1.7298376684549894,1.794840244350783,1.6962277771291299,1.8158859299423904,1.809789698960123,1.8488768162487195,-1.0425686699753454,1.8242079114516925,1.71030344340702,1.7232221894597504,1.8442293193441417,1.8086794254962744,-0.45335022912393497,-0.8086353666117542,-0.6259037769039928,-0.47635137773279146,-0.6898924618371558,-0.45335022912393497,-0.007598878974764864,-1.1300094266137775,-0.622726068987593,-0.4742802825659168,-0.6867484339589465,0.03388732823993656,-0.7683837116633044,-1.1214389663026643,-0.41235131134816344,-0.7062324215486958,-0.7062324215486995,-0.7062324215487227,-0.7062324215487054,-0.5396722643391056,-1.0342957977510603,-1.0830932315744066,-0.7977166751750814,-0.3002977624340106,-1.4860441829342006,-1.2310090301527081,-0.6616159959387452,-1.0552128032885415,0.12168062056667035,1.68415636233702,1.6883327358699434,1.6859606587349092,1.6846464071814247,0.5503943191184553,1.6697426597346703,-1.0804537841984287,1.9043967172548013,-1.0804537587474528,-0.5952934371093198,1.648065388553547,-0.46641496637302343,0.411468384676859,0.4041122190490985,1.0,0.14285714285714288,-0.8571428571428572,-0.40566115319347973,0.5289411032825146,0.31135106492736925,0.09592566307598333,0.2971694234032601,0.0834230999470785,0.11765972468844937,0.0,0.0834230999470785,0.06308807808846524,0.14093524427061332,0.4865571073117959,-1.0,0.0,0,0.0,1.0,9.734928607940674e-05
2015-02-04,1.692232160645924,1.7003724063005774,1.7170659396842862,1.6944907972961973,1.8233159523702347,1.8090454549568682,1.7698475856276912,1.7081108617469198,1.830338438161253,1.8160837081085737,1.8566264339763716,1.8204364756429294,1.7280474127234442,1.7930191810408487,1.6873703592487086,1.8158859299423904,1.809789698960123,1.8365652893938265,-1.0419913086599353,1.8204364756429294,1.696797108974717,1.7099066359777555,1.8403749619245298,1.7995708773640264,-0.5599871416277871,-0.5821732147648571,-0.645534995302005,-0.5149554445596034,-0.6179547982774926,-0.5599871416277871,-0.09705082825172766,-1.1817147240567716,-0.6427527377807811,-0.5126849392702498,-0.6169620208176074,-0.06362949317317071,-0.7552677144114219,-0.9771790806129813,-0.5106898267698446,-0.6938093735005366,-0.6938093735005226,-0.6938093735005508,-0.6938093735005171,-0.5435360816034787,-1.0363448659714942,-1.0855861192155583,-0.5309507995864063,-0.34848008700652566,-1.3470518808282541,-1.3044250196496718,0.3422445940129147,-0.6927575100217785,0.4408106396536387,1.7020420185317071,1.7098013914647692,1.705044706004406,1.7025358580205647,0.20972695416660794,1.659351952392187,-1.0247062039989918,1.8814749710492331,-1.024706179059242,-0.61225908185283,1.6386645131550455,-0.47063319339949433,0.41014180285688334,0.396648890602807,0.9285714285714286,0.07142857142857144,-0.8571428571428572,-0.35258685535517287,0.3928962391972004,0.2895524910277754,0.12620351847176894,0.3237065723224136,0.05634834393343752,0.08938478284439329,0.05219885582792675,0.05634834393343752,0.15525635326140116,0.12436343538011776,0.425436138556024,-0.9478011441720732,0.0,0,0.0,1.0,0.0002053380012512
2015-02-05,1.722361410617528,1.6905006132285372,1.7159459149718836,1.7246508057002417,1.8206022199013334,1.8026375325430934,1.7599953826404453,1.7016846850621856,1.8235438035397664,1.8087246569583393,1.8536644467968368,1.8163236396715745,1.727858838984003,1.791238921851073,1.7096075029151279,1.77821476124458,1.772178235539437,1.8249924541502136,-1.0414485890234493,1.8163236396715745,1.6910359988873487,1.7040980890866138,1.8352176586121027,1.7926582092301226,-0.5872696443828576,-0.4723046542217384,-0.6213604199735187,-0.5408113773219839,-0.4163079275547127,-0.5872696443828576,-0.1928144689112551,-1.01696033160707,-0.619490071042491,-0.538572216596456,-0.418275237357672,-0.14780302095379094,-0.6602578403251094,-1.020337621527569,-0.5359984453198905,-0.606240136490318,-0.6062401364903222,-0.6062401364903321,-0.6062401364903056,-0.5470600586504797,-1.0777274134279138,-1.1230913833259535,-0.8063152607876407,-0.3207024543031323,-1.2945330175226486,-0.7759866619546023,0.6496293087689986,-0.544488484888299,0.554262575662674,1.7143787077279142,1.7043317329659713,1.7114451906388923,1.7148751645850537,0.1811995622989483,1.666948974488358,-0.8137853398000633,1.8413984718852714,-0.8137853176261001,-0.636648835639652,1.6499269124620417,-0.476463878556101,0.4090729894688646,0.391795495092028,0.8571428571428572,0.0,-0.8571428571428572,-0.2457421476063037,0.3951784154246215,0.2789951437757533,0.12094674278338091,0.3771289261968482,0.09182911339891428,0.07720018575981012,0.22328848436881682,0.09182911339891428,0.5656480304586162,0.2613308206028277,0.5386840921899115,-0.7767115156311831,0.0,0,0.0,1.0,-0.0001129955053329
2015-02-06,1.7057815773421585,1.731171432646802,1.7305170891858104,1.7080540463586025,1.8174797584909845,1.7953025386553616,1.7487332259063308,1.694026659544965,1.81610531509686,1.801890007038067,1.8498918559814952,1.8116556166032647,1.7268129112428312,1.789416604107287,1.7163915121358553,1.774365434300362,1.769102994483364,1.8141139890212306,-1.0409384325651532,1.8116556166032647,1.6895734542209868,1.696441320814394,1.8286946991708328,1.7849363832729783,-0.6381007361459168,-0.29411208949340545,-0.6110704887205834,-0.5593562396381837,-0.30066320107008226,-0.6381007361459168,-0.2915894477169674,-0.9045122130533989,-0.609756261169323,-0.5572583209625795,-0.3039719275856422,-0.23234196028163207,-0.8027378917445324,-0.8105559492456581,-0.5830282866810244,-0.7366347175895667,-0.7366347175895663,-0.7366347175895809,-0.7366347175895583,-0.5505628915916966,-1.0719046195630502,-1.1172276400533656,-0.49768371073792494,-0.28024974530939695,-1.1975267519172952,-0.4587209337580366,0.5755332256449048,-0.2603600854196703,0.7488285018249717,1.719865873694383,1.7318811881950793,1.7242913724004392,1.720363494715905,0.12635710598459615,1.6661657518933415,-0.7132082669848964,1.8179068941126706,-0.7132082465399967,-0.7210170975512461,1.6508989963663787,-0.4945097305279398,0.39545793706070803,0.3809774792723779,0.7857142857142857,0.0,-0.7857142857142857,-0.2794720590845668,0.21846225575467146,0.2578994903218336,0.1654201309529345,0.3602639704577166,0.13995201770880614,0.09604315834705267,0.14436871292967554,0.13995201770880614,0.468427754635833,0.39644404611861694,0.44952066849762873,-0.8556312870703244,0.0,0,0.0,1.0,0.0002235919237136
2015-02-09,1.7385892258054372,1.7068296634136764,1.742485725356749,1.7408951875852168,1.8105364304846765,1.789000755234685,1.7431342792830913,1.6913525228600035,1.811288186508207,1.7958679690974568,1.8480197789896373,1.8080861801615609,1.7287648040529822,1.7846831550265154,1.72451655916447,1.774365434300362,1.769102994483364,1.803888231799976,-1.0404588854943544,1.8080861801615609,1.6942151910101286,1.6960731831952232,1.8211507024882472,1.779641856026534,-0.6843311557360757,-0.16204558161946858,-0.5610977707505808,-0.5637998526452658,-0.07761308392638562,-0.6843311557360757,-0.3862320655869932,-0.7905003361538258,-0.5607531510221413,-0.5620191637398013,-0.08293800743427984,-0.31084240394327567,-0.247613735970398,-0.8656161424008337,-0.6258050558683101,-0.22834050899283748,-0.2283405089928306,-0.22834050899283892,-0.228340508992819,-0.5528523943500943,-1.1080823705069747,-1.1502679280828236,-0.7877286839606278,-0.2541201171522589,-1.092483383789468,-0.19011413049266804,0.31421375157898956,0.054118010296544845,0.9320724995464682,1.7332433360226605,1.7258135078695969,1.7311862775182547,1.7337437952242671,-0.055725907936911574,1.6727036079869708,-0.595123296431683,1.7977417430096956,-0.5951232783008386,-0.551315033127401,1.6594850508184429,-0.45486019981114306,0.3828153883959912,0.3708720269998926,0.7142857142857143,0.14285714285714288,-0.5714285714285715,-0.1681517853865622,0.21846225575467149,0.2463529870708136,0.15801405164099527,0.41592410730671886,0.22739833398047524,0.15305982169606525,0.31453780464293407,0.22739833398047524,0.7892880012025109,0.6077879287656536,0.4833694126334363,-0.685462195357066,0.0,0,0.0,1.0,-0.0001388639211654
