Date,Open,High,Low,Close,BB_UPPER,BB_MIDDLE,BB_LOWER,DEMA,EMA,HT_TRENDLINE,KAMA,MA,MAMA,FAMA,MAVP,MIDPOINT,MIDPRICE,SAR,SAREXT,SMA,T3,TEMA,TRIMA,WMA,APO,CCI,MACD,MACD_signal,MACD_hist,MACDEXT,MACDEXT_signal,MACDEXT_hist,MACDFIX,MACDFIX_signal,MACDFIX_hist,MINUS_DM,MOM,PLUS_DM,PPO,ROC,ROCP,ROCR,ROCR100,TRIX,ATR,NATR,TRANGE,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR_inphase,HT_PHASOR_quadrature,HT_SINE_sine,HT_SINE_leadsine,AVGPRICE,MEDPRICE,TYPPRICE,WCLPRICE,BETA,LINEARREG,LINEARREG_ANGLE,LINEARREG_INTERCEPT,LINEARREG_SLOPE,STDDEV,TSF,VAR,ADX,ADXR,AROON_down,AROON_up,AROONOSC,CMO,DX,MINUS_DI,PLUS_DI,RSI,STOCH_slowk,STOCH_slowd,STOCHF_fastk,STOCHF_fastd,STOCHRSI_fastk,STOCHRSI_fastd,ULTOSC,WILLR,BOP,HT_TRENDMODE,CORREL,PATTERN_SUM,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE
2015-01-27,-1.2836633475190222,-1.26980318140003,-1.2977037990116274,-1.2878232463021853,-1.0011893816873754,-1.06323152349108,-1.1179834863043216,-1.0501401201034186,-1.108286674865472,-1.0314286756757796,-1.132138407168893,-1.0229035524935828,-1.1615964424991077,-1.0597194991614476,-1.307750948252044,-1.0856995187496012,-1.0642331307297788,-0.8642079881452099,-0.9623208523300362,-1.0229035524935828,-1.1811491757075696,-1.1289548270099008,-1.0030262946280484,-1.062313829954016,-0.4547348913170471,-1.3273120605336415,-0.49960870745990865,0.16726169095407986,-1.9889263345008035,-0.4547348913170471,-0.23672177099763833,-0.4773925320702746,-0.49073309154043393,0.17407191440339473,-1.988047010656308,1.032750880725616,-2.1650537216237487,0.2847119891019004,-0.48422061636661207,-2.2839497712741514,-2.2839497712741577,-2.283949771274154,-2.2839497712741603,1.5989735048001592,1.7600201636651218,2.2839356971389786,-0.08154632036766023,-0.04198320027172091,1.794249310226118,-1.6524543035542594,1.3000206189009569,-1.5730396788576337,-0.4237808007679247,-1.285816827138433,-1.2850670596679017,-1.286351388287726,-1.286856430680748,-0.13485224936219098,-1.2301552727308653,-1.3587721064613318,-0.8879627875355014,-1.3586819393361178,2.3753989638522146,-1.2533565687004646,2.343313109610795,0.22834274339398547,0.30751238045065454,1.0,0.2142857142857143,-0.7857142857142857,-0.1527714467539698,0.16889737238368194,0.17727689322968332,0.12604638804037413,0.4236142766230151,0.09448208901503331,0.23624563396520049,0.10582035351474983,0.09448208901503331,0.08444510771643725,0.02814836923881211,0.45667351077352714,-0.8941796464852502,-0.0276537770305524,0,0.8461345608279792,1.0,-0.0189800262451171,-0.4964939369420849
2015-01-28,-1.3297118083374357,-1.3156363175937373,-1.3511724602863389,-1.3251926906119935,-0.9891919930858356,-1.0747613397404399,-1.1541157417545556,-1.0807739900155104,-1.1223665618395482,-1.0529100416452044,-1.1377820554814668,-1.0370971778782117,-1.1701886244384856,-1.0624060728461742,-1.3066679319349814,-1.0856995187496012,-1.0908541465068005,-0.903974235377386,-0.9601841087439636,-1.0370971778782117,-1.2322536058180993,-1.1697012735228876,-1.0094545881223262,-1.0816108536685165,-0.6304473399259075,-1.2482029974278142,-0.6938642966840152,-0.015633766579436017,-2.062369115077608,-0.6304473399259075,-0.30758397049408853,-0.702166307286447,-0.6850142549606212,-0.00820938020484239,-2.063281151179387,1.1125040278967218,-1.7735144050483302,0.08013796106285116,-0.6725587349794814,-1.8834160475597213,-1.8834160475597188,-1.8834160475597137,-1.8834160475597175,1.5169414125636564,1.6311359859453407,2.1465449088724005,-0.010669790312097279,-0.1293133680845027,1.849881752403883,-0.5654320635438481,1.14832457522992,-1.4949296490163584,-0.3018800968187596,-1.3315250512924341,-1.3347507467629443,-1.3319394504969506,-1.3303925996873485,-0.18662555538631284,-1.2971627922790896,-1.7548855969166581,-0.8562783948929832,-1.7548326928318096,2.169567339692976,-1.3277945630855121,2.0438276713188275,0.22761654927324493,0.3049481324368196,1.0,0.14285714285714288,-0.8571428571428572,-0.1781951199477264,0.2181760257036176,0.18719615317287913,0.12014227612309192,0.41090244002613674,0.0842145549407129,0.14123080375328492,0.12235578024529196,0.0842145549407129,0.02502644876727005,0.03649051882790212,0.4955980086294934,-0.877644219754708,0.0374599771887152,0,0.8698410847842873,1.0,0.0566997528076171,1.4332392378321894
2015-01-29,-1.2167526968384677,-1.259009903729372,-1.2895846306735261,-1.2135575312312539,-0.9895330869753929,-1.0813658241432424,-1.1672352079067896,-1.0946798553074557,-1.1282630548187413,-1.0686812700451147,-1.138932199234286,-1.0432066240928322,-1.1955566344435002,-1.0949568950067723,-1.2695166211175861,-1.0856995187496012,-1.0908541465068005,-0.952959589936884,-0.9575519986140993,-1.0432066240928322,-1.2622979929707687,-1.1850530161030859,-1.0155560240265047,-1.0927480384911472,-0.8455014082243253,-0.7370828782581959,-0.7093667407224149,-0.1652845528121213,-1.6869821607242423,-0.8455014082243253,-0.3995441700993025,-0.9670334589678603,-0.7029190960329993,-0.1578835539979326,-1.6936764436250349,0.9084145480868372,-1.5951144270618778,0.32210010138467515,-0.9030054808097311,-1.6878689228888228,-1.6878689228888248,-1.6878689228888257,-1.6878689228888288,1.433748046336724,1.5042676175397398,1.9665117604532136,-0.053777740777680334,-0.27208052452290965,-1.6840639096333487,0.038345616970415004,0.0867648422505174,-1.2220250748890606,0.037303078028661556,-1.2457485425716686,-1.2755932481959775,-1.2552514427299695,-1.2449507946036704,0.050650838084881716,-1.320114689169707,-1.8279184193343807,-0.8609935338571891,-1.8278776389345148,-0.4068466022862553,-1.3520923563993306,-0.408463680935041,0.22137374827483844,0.302832046515385,0.9285714285714286,0.07142857142857144,-0.8571428571428572,-0.07446627493969683,0.14021733529555402,0.17847712343622577,0.13458095402224923,0.4627668625301516,0.17738190300159964,0.1186928489857818,0.3039695752447573,0.17738190300159964,0.2674551811440177,0.12564224587590803,0.5144270535720047,-0.6960304247552426,0.0282653423199716,0,0.8818609875296771,1.0,-0.0009994506835937,-0.038013301864785375
2015-01-30,-1.2204912252844327,-1.2145067802912008,-1.280079216799215,-1.2155253323385102,-0.9904516620117259,-1.0880098213462903,-1.17982866039,-1.1075821829132775,-1.1339073661024808,-1.08015169340461,-1.1399915802946199,-1.048582891410433,-1.2092322983571615,-1.1227968663843115,-1.2146556922239575,-1.0856995187496012,-1.097263275238964,-0.9960667019492419,-0.9552357416998187,-1.048582891410433,-1.2729275597483545,-1.1986047479344548,-1.0222830968284125,-1.1036189609964724,-0.9398888602173631,-0.5629776568867376,-0.71665181479917,-0.2865721281547767,-1.3667149138217818,-0.9398888602173631,-0.48633853571165087,-0.9924704284188142,-0.7122706453788636,-0.2796332658023463,-1.3771501037052996,0.7189028882633723,-0.7161996962898975,0.454307599492596,-1.0046154458490266,-0.7674050453000084,-0.7674050453000042,-0.7674050453000112,-0.7674050453000211,1.3500808409203653,1.4453075784606764,1.8992662547869066,0.29902778936114943,-0.4160994706121622,-1.5449341204665594,-0.5444233417963533,-1.468066549492901,-0.9002315559183479,0.35057445044604413,-1.2336187258169382,-1.248463568961551,-1.2378249705863464,-1.2323759554893,0.31735581883562514,-1.3214386714074047,-1.659906483837095,-0.9040698915826942,-1.6598404126234132,-0.18815311558203654,-1.3501966260232603,-0.29355736526840687,0.21139218374916613,0.290567879991227,0.8571428571428572,0.0,-0.8571428571428572,-0.07601051295594989,0.08163184491542586,0.16781513888253405,0.1424847837231206,0.4619947435220251,0.2444963342858448,0.1686975974093856,0.3071636473674852,0.2444963342858448,0.26384608220206757,0.18544257070445144,0.5407102128601338,-0.6928363526325149,0.0328904622140568,0,0.8896141141593394,1.0,-0.0211000442504882,-0.5505515614131171
2015-02-02,-1.2547329178028563,-1.1868100118552638,-1.2277380604088595,-1.2570688433099961,-1.0055817646171057,-1.1038113579423083,-1.1961806277051077,-1.1244926996405311,-1.1418948261645772,-1.0939301791090486,-1.1420676971087234,-1.0567172719190019,-1.212009636267448,-1.1249544589109792,-1.236422159800098,-1.1086782839206861,-1.097263275238964,-1.0340009605201128,-0.953197435615252,-1.0567172719190019,-1.275660323070129,-1.2176867372874738,-1.030642329724374,-1.1168391689654091,-1.1439765209011932,-0.4271441939718367,-0.7634032260301338,-0.3936579480159509,-1.2063537633557788,-1.1439765209011932,-0.5948845265185899,-1.202221034080948,-0.7601927673619668,-0.3873352135854654,-1.2179174090335292,0.5429277755701551,-0.21593508855696764,0.44887952077657195,-1.2238083450394845,-0.2355730813917333,-0.235573081391729,-0.23557308139174657,-0.23557308139173905,1.264608694978539,1.3502017621384905,1.8017709612628037,0.05707127470524471,-0.5006060219915625,-1.3787408150116862,-2.0344165177394515,-0.8548584123052463,-0.4551772222381709,0.6979633305423667,-1.2325987067529713,-1.2084689858686535,-1.2250313118685143,-1.233179004704447,0.5114746968604171,-1.315514004720703,-1.3739933777012088,-0.9692224795104768,-1.3739038373357548,-0.4246735733728451,-1.338811875159975,-0.41706780127488263,0.19955157552816258,0.2778937190666408,0.7857142857142857,0.14285714285714288,-0.6428571428571429,-0.10978011647330549,0.045623668655116516,0.15905950305932826,0.14517902525155235,0.4451099417633473,0.2830915537355512,0.2349899303409984,0.2381414385944115,0.2830915537355512,0.2249993064797697,0.2521001899419514,0.4500038512704241,-0.7618585614055885,-0.0123594181646787,0,0.890893941291197,0.0,0.0871496200561523,2.2096701382980397
2015-02-03,-1.0849001285796787,-1.1301443700865883,-1.124619523246652,-1.085481468706265,-1.009269414203511,-1.1061460080509737,-1.1970710550392805,-1.1184526117141735,-1.138184999967486,-1.1010377783726046,-1.141675915161874,-1.0640122129807827,-1.2060010875992877,-1.1269075491090752,-1.1713679151451837,-1.1086782839206861,-1.097263275238964,-1.3121855233731985,0.917949771646765,-1.0640122129807827,-1.255159861686678,-1.2031204264349855,-1.0404970609397237,-1.1183996593204768,-1.0770820946817996,0.2834929798492269,-0.5928820306174919,-0.4426492052891586,-0.5503707122060176,-1.0770820946817996,-0.6886845283590811,-0.8804322093274345,-0.5934005560000702,-0.4376401979375714,-0.5673175598872783,0.37952231378359613,-0.128231564328157,0.6648021930962167,-1.152598485472018,-0.14053608851942992,-0.14053608851942098,-0.1405360885194224,-0.14053608851942698,1.1866288899261095,1.322504887672488,1.7212675565414002,0.4204848153027211,-0.5155826259670927,-1.2269836953594802,-1.7869040064645423,0.622780714734438,-0.019640526943499194,0.9674911984099912,-1.1072411358373113,-1.1286180205647058,-1.1145418762390855,-1.1073878531870829,0.6970226548951616,-1.2707738385695058,-0.9433207894471746,-1.0316697515933093,-0.9432337404888298,0.6712172940584317,-1.2859296190102323,0.3255272960517492,0.18714297121835727,0.2619530246448804,0.7142857142857143,0.07142857142857144,-0.6428571428571429,0.045403412757861465,0.02583111519088818,0.1485944688198814,0.156474746871602,0.5227017063789308,0.3561764348040392,0.29458810760847826,0.5232242184502213,0.3561764348040392,0.6662883904224023,0.3850445930347463,0.549036258019264,-0.47677578154977873,-0.0010170011896995,0,0.8843316227597561,1.0,0.005350112915039,0.12389207992924306
2015-02-04,-1.074667971407279,-1.0995877006271522,-1.0747146839430959,-1.0749477242294263,-1.0069368861093457,-1.1040991695564661,-1.1953444020103916,-1.1117107068491976,-1.1340280567776233,-1.105048623921671,-1.141345208037269,-1.0677307023438425,-1.1997621260504576,-1.128655475839242,-1.080262102794057,-1.160651375086143,-1.1679874842267364,-1.306069340130407,0.9182784100329566,-1.0677307023438425,-1.2184699010497173,-1.188163236036987,-1.050952829148183,-1.1188061526916486,-0.8900255873352142,0.6041779263463453,-0.4412225972704953,-0.4492217883078388,-0.0713941931714804,-0.8900255873352142,-0.7692914067519503,-0.33595632464633585,-0.4444245008702173,-0.4458576844054415,-0.0902519080198161,0.22778867069607694,-0.09600412672305506,0.6661529725344141,-0.9524297101429228,-0.10617721247726704,-0.10617721247725714,-0.10617721247725952,-0.10617721247726576,1.1158563516368214,1.1286589881828422,1.497003223358869,-0.5875014811457532,-0.46870251123722717,-1.0570386056627057,-1.2569518455499675,1.2031485875764756,0.46424007567442266,1.1925051382037788,-1.0819431595681204,-1.0883968632369434,-1.0842170950540644,-1.0820126257346585,0.5217558499760535,-1.2091968666550392,-0.3413219696965137,-1.1199045207639649,-0.34128854629915306,0.5549514656381027,-1.2129703111546721,0.22614486351030222,0.17827671502899212,0.2461494654212742,0.6428571428571429,0.0,-0.6428571428571429,0.05414749505980964,0.06301538456724484,0.14410976538992123,0.16349350368480692,0.5270737475299048,0.4892883111813709,0.37618543324032033,0.7064992764994803,0.4892883111813709,0.97577937266326,0.6223556898551437,0.5832810559792796,-0.2935007235005197,0.0024971461187214,0,0.8742092134009111,1.0,-0.0445003509521484,-1.1472280938673305
2015-02-05,-1.1618477522165778,-1.0772595510948964,-1.1295714793719105,-1.1625636929956025,-1.0104139042729139,-1.1083412788786025,-1.200348655626623,-1.1165703915508596,-1.1358490406146287,-1.109667274973951,-1.14207769027125,-1.0763030375664187,-1.1982504549561586,-1.1303218248706748,-1.1188223680568972,-1.160651375086143,-1.1679874842267364,-1.2929187460509797,0.9189850255551154,-1.0763030375664187,-1.187264737270217,-1.1906143694974085,-1.0625859615120627,-1.1246587084176007,-0.944037860779803,0.35338430244629127,-0.4201204009299826,-0.449940983968471,-0.005299833774629999,-0.944037860779803,-0.8527621239894332,-0.28439950186363694,-0.4237286113093466,-0.44798252282577783,-0.021191183136839924,0.3722602443157877,-0.8609737547187877,0.43433315996447064,-1.010475200770424,-0.9178296312062288,-0.9178296312062336,-0.9178296312062316,-0.9178296312062436,1.0472327099088268,1.0770525816794623,1.4614161342231318,0.1822645733570312,-0.42453715561257066,-0.8904951206844596,-0.31150584021472677,1.800742294693277,0.8969873309775926,1.316974382559967,-1.1337226349172498,-1.1044667113553914,-1.1241690793583041,-1.1338969353827113,2.2090428612038497,-1.1913698966044082,-0.14706758157712382,-1.1504099820719587,-0.14705790007339986,0.45154924400575525,-1.1914659231881908,0.14186599906198308,0.16620669776667593,0.23010146208799004,0.5714285714285715,0.2142857142857143,-0.35714285714285715,-0.025786866536044874,0.009296473356565612,0.15651456033660227,0.153631297631354,0.4871065667319776,0.5820085646612251,0.4758244368822116,0.516302199033974,0.5820085646612251,0.6548657587372919,0.7656445072743178,0.5438297501650533,-0.4836978009660261,-0.00126434428697,0,0.8749479152049344,-1.0,0.0711708068847656,1.8022317676223127
2015-02-06,-1.026453716499183,-1.0100733589902664,-1.027899623518616,-1.0224367263614635,-1.0107626275320922,-1.108501404737327,-1.2003090889036143,-1.1035452690837144,-1.128420779942485,-1.1142978260504852,-1.1415777582394102,-1.077587612345279,-1.1132736241968086,-1.1252751908404703,-1.0925538213760901,-1.160651375086143,-1.1679874842267364,-1.2727072991875648,0.9200710390076422,-1.077587612345279,-1.1501599737854535,-1.167233822265725,-1.0740983949503364,-1.1208649314017352,-0.9332456336419608,0.9035537749243108,-0.23690698847390385,-0.4111089733122808,0.44129826147876033,-0.9332456336419608,-0.9228892403014484,-0.1249270838738161,-0.24286173149609439,-0.41080008254464295,0.4243604290885088,0.22104532047596892,1.0602197769405872,0.7315414270085251,-0.9987852233727096,1.1380056273472503,1.1380056273472396,1.1380056273472472,1.1380056273472403,0.9876535195524532,1.11254309054854,1.4646115753910094,0.6823430840934323,-0.3876442561342657,-0.7259182474398078,0.6307780474620819,1.0181514942797243,1.2501151997982598,1.336689630610864,-1.022572505952486,-1.02004101481969,-1.02112986945851,-1.0215654337884486,2.0694643574615705,-1.1559915074639167,0.02390796299997063,-1.1576448228954623,0.023896070137082927,0.7774616275390015,-1.1528957527986496,0.42061894697392405,0.1596666312247631,0.216996868074404,0.5,0.14285714285714288,-0.35714285714285715,0.09270867860159802,0.0746457661798961,0.1441472298141897,0.16740314634632625,0.546354339300799,0.6810972751543807,0.5841313836656589,0.820490349929688,0.6810972751543807,1.0,0.8768817104668504,0.5711594479469901,-0.17950965007031205,0.036529610309911,0,0.8651204683240452,1.0,0.0617294311523437,1.5614893104638699
2015-02-09,-0.8987337986610844,-0.948961888066834,-0.9695583280703021,-0.9008987205688047,-1.010408773356093,-1.1084074793219625,-1.2004891410926464,-1.0766573046754795,-1.1135514013046934,-1.1132434575811418,-1.1405737312043474,-1.078168864481172,-1.1028999641473298,-1.124636749591772,-0.9616563175768148,-1.1163707904831623,-1.1456749525827516,-1.2422618983245837,0.9217069493473723,-1.078168864481172,-1.096987987759405,-1.1246321635868934,-1.0839067137698255,-1.1091010995922472,-0.9297158080614323,1.2381239537699575,0.04962812962888926,-0.3184125351498166,1.0495161381603921,-0.9297158080614323,-0.978691422527851,-0.008489700232855748,0.04057979304465614,-0.3201205778427993,1.0307545649684702,0.08063146262470945,1.9840551732301266,0.9611849777472298,-0.9946448591899659,2.1413277307799596,2.141327730779953,2.1413277307799565,2.1413277307799503,0.941759898578569,1.0142429035447562,1.3213402552908151,-0.10458353954068737,-0.32262119203478307,-0.6214069734529442,0.4907960869266148,0.5112309793225177,1.4229283801699575,1.2948460781266289,-0.9303023613574043,-0.9602423393723135,-0.9407095423673015,-0.9308467166590965,2.1454985862151217,-1.0732537734088436,0.5927031811012227,-1.2165436268038912,0.5926274518552639,0.9320269674399434,-1.0594597809693582,0.566249837207107,0.15857286373402998,0.20788249674287662,0.4285714285714286,1.0,0.5714285714285715,0.18107083313845307,0.14435388635449997,0.13694687735723987,0.1831547982613743,0.5905354165692266,0.7751634684119252,0.6794231027425103,0.9886978562721136,0.7751634684119252,1.0,0.8849552529124304,0.5759181270822047,-0.011302143727886302,-0.014088711121724,1,0.8496060724743724,0.0,-0.057199478149414,-1.4710388574553925
