Ticker_Symbol,Best_Cov1D_Classification_Accuracy,Best_Cov1D_Classification_Path,Best_Cov1D_Regression_Path,Best_Cov1D_Regression_RMSE,Best_CoviD_Regression_RMSE,Best_LSTM_Classification_Accuracy,Best_LSTM_Classification_Path,Best_LSTM_Regression_Path,Best_LSTM_Regression_RMSE,Best_Transformer_Classification_Accuracy,Best_Transformer_Classification_Path,Best_Transformer_Regression_Path,Best_Transformer_Regression_RMSE,Best_XGBClassifier_Classification_Accuracy,Best_XGBClassifier_Classification_Path,Best_XGBRegressor_Regression_Path,Best_XGBRegressor_Regression_RMSE
CL=F,0.5537190082644629,../models/hyperparameters-search-models/pytorch/conv1d-classification/CL=F.pth,,1.6824214458465576,,0.6666666666666666,../models/hyperparameters-search-models/pytorch/lstm-classification/CL=F.pth,../models/hyperparameters-search-models/pytorch/lstm-regression/CL=F.pth,3.504371404647827,,,,,0.7251655629139073,../models/hyperparameters-search-models/xgboost/xbclassifier/CL=F.pkl,../models/hyperparameters-search-models/xgboost/xbregressor/CL=F.pkl,1.2902150295287949
NVDA,0.5619834710743802,../models/hyperparameters-search-models/pytorch/conv1d-classification/NVDA.pth,../models/hyperparameters-search-models/pytorch/conv1d-regression/NVDA.pth,35193.08203125,,0.6949152542372882,../models/hyperparameters-search-models/pytorch/lstm-classification/NVDA.pth,../models/hyperparameters-search-models/pytorch/lstm-regression/NVDA.pth,3001454.0,,,,,0.7275747508305648,../models/hyperparameters-search-models/xgboost/xbclassifier/NVDA.pkl,../models/hyperparameters-search-models/xgboost/xbregressor/NVDA.pkl,1.1143992099122313
SGDUSD=X,0.5714285714285714,../models/hyperparameters-search-models/pytorch/conv1d-classification/SGDUSD=X.pth,../models/hyperparameters-search-models/pytorch/conv1d-regression/SGDUSD=X.pth,0.0091345459222793,,0.6885245901639344,../models/hyperparameters-search-models/pytorch/lstm-classification/SGDUSD=X.pth,../models/hyperparameters-search-models/pytorch/lstm-regression/SGDUSD=X.pth,0.0694248974323272,,,,,0.653968253968254,../models/hyperparameters-search-models/xgboost/xbclassifier/SGDUSD=X.pkl,../models/hyperparameters-search-models/xgboost/xbregressor/SGDUSD=X.pkl,0.0019187466094452
USDSGD=X,0.5634920634920635,../models/hyperparameters-search-models/pytorch/conv1d-classification/USDSGD=X.pth,../models/hyperparameters-search-models/pytorch/conv1d-regression/USDSGD=X.pth,0.0124601647257804,,0.7377049180327869,../models/hyperparameters-search-models/pytorch/lstm-classification/USDSGD=X.pth,../models/hyperparameters-search-models/pytorch/lstm-regression/USDSGD=X.pth,0.1006248593330383,,,,,0.6476190476190476,../models/hyperparameters-search-models/xgboost/xbclassifier/USDSGD=X.pkl,../models/hyperparameters-search-models/xgboost/xbregressor/USDSGD=X.pkl,0.003560865703803189
True,,,../models/hyperparameters-search-models/pytorch/conv1d-regression/True.pth,1.706153491157446,,,,,,,,,,,,,
True,,,../models/hyperparameters-search-models/pytorch/conv1d-regression/True.pth,1.706153491157446,,,,,,,,,,,,,
True,,,../models/hyperparameters-search-models/pytorch/conv1d-regression/True.pth,1.706153491157446,,,,,,,,,,,,,
