,importance
High,0.15744561
PC4,0.12738077
PC9,0.12475536
Low,0.117670015
PC1,0.108967505
PC2,0.0870038
Open,0.074939676
PC11,0.067144774
Close,0.041386742
PC10,0.020471442
PC3,0.019369334
PC6,0.016064847
PC5,0.013435211
PC7,0.0119913835
PC8,0.011973515
