,importance
Low,0.12979563
PC7,0.12241308
PC4,0.119096436
PC5,0.10638846
PC2,0.09290958
PC1,0.07634694
PC6,0.07566843
High,0.07300723
Close,0.070478104
PC3,0.06836425
Open,0.065531924
