,importance
Low,0.09896227
PC8,0.095063604
Close,0.093454175
PC6,0.09256948
Open,0.08872454
PC5,0.08725778
High,0.08334052
PC4,0.08176946
PC2,0.08005524
PC1,0.076435514
PC7,0.06871618
PC3,0.05365116
