Date,Open,High,Low,Close,Volume,Change,Wave,EFP Volume,EFS Volume,Block Volume,Last,Previous Day Open Interest,BB_UPPER,BB_MIDDLE,BB_LOWER,DEMA,EMA,HT_TRENDLINE,KAMA,MA,MAMA,FAMA,MAVP,MIDPOINT,MIDPRICE,SAR,SAREXT,SMA,T3,TEMA,TRIMA,WMA,APO,CCI,MACD,MACD_signal,MACD_hist,MACDEXT,MACDEXT_signal,MACDEXT_hist,MACDFIX,MACDFIX_signal,MACDFIX_hist,MINUS_DM,MOM,PLUS_DM,PPO,ROC,ROCP,ROCR,ROCR100,TRIX,AD,ADOSC,OBV,ATR,NATR,TRANGE,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR_inphase,HT_PHASOR_quadrature,HT_SINE_sine,HT_SINE_leadsine,AVGPRICE,MEDPRICE,TYPPRICE,WCLPRICE,BETA,LINEARREG,LINEARREG_ANGLE,LINEARREG_INTERCEPT,LINEARREG_SLOPE,STDDEV,TSF,VAR,ADX,ADXR,AROON_down,AROON_up,AROONOSC,CMO,DX,MFI,MINUS_DI,PLUS_DI,RSI,STOCH_slowk,STOCH_slowd,STOCHF_fastk,STOCHF_fastd,STOCHRSI_fastk,STOCHRSI_fastd,ULTOSC,WILLR,BOP,HT_TRENDMODE,CORREL,DEMA_Trend,EMA_Trend,HT_TRENDLINE_Trend,KAMA_Trend,MA_Trend,MAMA_Trend,MAVP_Trend,MIDPOINT_Trend,MIDPRICE_Trend,SAR_Trend,SAREXT_Trend,SMA_Trend,T3_Trend,TEMA_Trend,TRIMA_Trend,WMA_Trend,ADX_Trend,ADXR_Trend,AROONOSC_Trend,DX_Trend,TRIX_Trend,DMI_Trend,AROON_Up_Trend,AROON_Down_Trend,PM_Uptrend,PM_Downtrend,ROC_Trend,ROCP_Trend,ROCR_Trend,ROCR100_Trend,ROC_Buy_Sell_Signal,ROCP_Buy_Sell_Signal,ROCR_Buy_Sell_Signal,ROCR100_Buy_Sell_Signal,APO_Buy_Sell_Signal,MACD_Buy_Sell_Signal,MACDEXT_Buy_Sell_Signal,MACDFIX_Buy_Sell_Signal,PPO_Buy_Sell_Signal,MOM_Buy_Sell_Signal,STOCH_Buy_Sell_Signal,STOCHF_Buy_Sell_Signal,STOCHRSI_Buy_Sell_Signal,ULTOSC_Buy_Sell_Signal,WILLR_Buy_Sell_Signal,BOP_Buy_Sell_Pressure,MFI_Buy_Sell_Pressure,AD_Buy_Sell_Pressure,ADOSC_Buy_Sell_Pressure,OBV_Buy_Sell_Pressure,BB_Overbought_Oversold_Signal,CCI_Overbought_Oversold_Signal,RSI_Overbought_Oversold_Signal,STOCH_Overbought_Oversold_Signal,STOCHF_Overbought_Oversold_Signal,STOCHRSI_Overbought_Oversold_Signal,ULTOSC_Overbought_Oversold_Signal,WILLR_Overbought_Oversold_Signal,BB_RSI_Reversal,BB_Volatility,ATR_Volatility,NATR_Volatility,TRANGE_Volatility,PATTERN_SUM,NEXT_DAY_CLOSEPRICE,DAILY_CLOSEPRICE_CHANGE,DAILY_CLOSEPRICE_CHANGE_PERCENT,DAILY_CLOSEPRICE_DIRECTION,DAILY_MIDPRICE,NEXT_DAY_MIDPRICE,DAILY_MIDPRICE_CHANGE,DAILY_MIDPRICE_CHANGE_PERCENT,DAILY_MIDPRICE_DIRECTION,scaled_NET_SENTIMENT,scaled_UNCERTAINTY_MODAL,scaled_REGULATORY_PRESSURE
16/01/2014,84.45,86.67,84.31,86.19,21339,1.4,0.0,128,0,0,0,107178,,,,,,,,,,,,,,82.44,82.44,,,,,,,,,,,,,,,,,,2.1499999999999915,,,2.558305568776764,0.025583056,1.0255830556877676,102.55830556877676,,-25673.76753,-3842.41229,29486,,,2.3599999999999994,,,,,,,85.405,85.49000000000001,85.72333333333334,85.84,0.2875026621627732,,,,,1.215855254542036,,1.478303999997479,,,,,,,,,,,,,,,,,,,,0.7372881355932184,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86.8,0.6099999999999994,0.007077387,1.0,85.49000000000001,86.515,1.0249999999999917,0.011989706,1.0,5.0,5.0,5.0
17/01/2014,86.01,87.14,85.89,86.8,15086,0.61,0.0,26,0,0,0,109102,,,,,,,,,,,,,,82.6092,82.6092,,,,,,,,,,,,,,,,,,3.86,,,4.653966722932235,0.046539667,1.0465396672293223,104.65396672293224,,-18794.55153,1623.0426373212504,44572,,,1.25,,,,,,,86.46,86.515,86.61,86.6575,-0.031889777,,,,,1.2687221918115423,,1.609655999995084,,,,,,,,,,,,,,,,,,,,0.6319999999999937,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88.13,1.3299999999999983,0.015322581,1.0,86.515,87.39,0.875,0.010113853,1.0,5.0,5.0,5.0
21/01/2014,86.96,88.43,86.35,88.13,18124,0.0,0.0,6,0,0,0,108920,,,,,,,,,,,,,,82.881048,82.881048,,,,,,,,,,,,,,,,,,4.5,,,5.380844194666978,0.053808442,1.0538084419466698,105.38084419466698,,-5898.628449,7814.609483359289,62696,,,2.0800000000000125,,,,,,,87.46749999999999,87.39,87.63666666666666,87.75999999999999,-0.164546913,,,,,1.5364947119970456,,2.360815999994884,,,,,,,,,,,,,,,,,,,,0.5624999999999974,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.84,-0.29,-0.003290593,-1.0,87.39,87.42,0.03,0.000343289,1.0,5.0,5.0,5.0
22/01/2014,88.0,88.2,86.64,87.84,14464,-0.29,0.0,132,0,0,0,109697,,,,,,,,,,,,85.36,85.41,83.32496416000001,83.32496416000001,,,,,,,151.58383732141232,,,,,,,,,,1.9000000000000057,3.1700000000000017,5.740000000000009,,3.743947088697297,0.037439471,1.037439470886973,103.7439470886973,,1889.6792435967063,12115.20205125828,48232,,,1.5600000000000025,,,,,,,87.67,87.42,87.56,87.63,0.034441355,86.89514285714279,19.12272400901534,82.38771428571431,0.3467252747252677,1.204176066858273,87.24186813186806,1.45004,,,,,,,,,,,,,,,,,,,-9.768211921,-0.102564103,0,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,87.33,-0.51,-0.005806011,-1.0,87.42,87.55000000000001,0.1300000000000096,0.001487074,1.0,5.0,5.0,5.0
23/01/2014,87.91,88.15,86.95,87.33,12546,-0.51,0.0,22,0,0,0,108480,,,,,,,,,,,,85.36,85.41,83.73336703,83.73336703,,,,,,,113.98030568298466,,,,,,,,,,1.7642857142857196,4.189999999999998,5.330000000000008,,5.039692085638681,0.050396921,1.0503969208563868,105.03969208563868,,-2710.520756,11309.453369829804,35686,1.557857142857143,1.7838739755606812,1.2000000000000028,,,,,,,87.58500000000001,87.55000000000001,87.47666666666667,87.44,0.1053587637150328,87.50057143,21.98463358225268,82.25228571428575,0.4037142857142817,0.7006682524536908,87.90428571428569,0.490936,,,42.85714285714286,85.71428571428572,42.85714285714286,29.244444444444373,50.2617801,55.65610947974052,8.674884978751825,26.20728409370284,64.62222222222218,,,,,,,,-18.21192053,-0.483333333,0,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,-1,87.21,-0.12,-0.001374098,-1.0,87.55000000000001,87.34,-0.21,-0.002398629,-1.0,5.0,5.0,5.0
24/01/2014,87.29,88.19,86.49,87.21,15195,-0.12,0.0,68,0,0,0,108907,,,,,,,,,,,,85.36,85.41,84.10909766502401,84.10909766502401,,,,,,,87.77068832173285,,,,,,,,,,2.098265306122462,4.399999999999992,4.949285714285722,,5.313367950730585,0.05313368,1.053133679507306,105.31336795073058,,-5034.461933,9212.260955838428,20491,1.568010204081633,1.7979706502484043,1.7000000000000028,,,,,,,87.295,87.34,87.29666666666667,87.275,0.3988665683170544,87.824,22.12417356754981,82.53885714285714,0.4065494505494507,0.4708035683765297,88.23054945054945,0.2216559999960736,,,35.714285714285715,78.57142857142857,42.85714285714286,27.77665111877226,40.454058436857295,55.041631582485216,10.193100337324614,24.04298719356385,63.888325559386125,,,79.80132450331106,83.94039735099325,,,,-20.1986755,-0.047058824,0,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,84.25,-2.96,-0.033941062,-1.0,87.34,85.41,-1.93,-0.02209755,-1.0,5.0,5.0,5.0
27/01/2014,87.0,87.16,83.66,84.25,27238,-2.96,0.0,0,0,248,0,107288,,,,,,,,,,,,85.36,85.41,88.43,-88.43,,,,,,,-9.965256308,,,,,,,,,,4.778389212827999,1.6599999999999966,4.595765306122456,,2.0099285627799945,0.020099286,1.020099286,102.0099286,,-23089.36479,1772.0985177657494,-6747,1.7095809037900875,2.0291761469318548,3.549999999999997,,,,,,,85.5175,85.41,85.02333333333333,84.83,1.241358044474606,87.36285714285714,18.20041043072372,83.08857142857144,0.3287912087912079,1.3918678098140005,87.69164835164835,1.9372959999964223,,,28.571428571428573,71.42857142857143,42.85714285714286,-1.837211625,1.948164032674693,46.71383826020513,21.08287908268843,20.27711848613744,49.08139418755615,,,30.794701986754923,64.12803532008817,,,,-69.20529801,-0.785714286,0,,0,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,1,-1,0,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,84.35,0.1,0.001186944,1.0,85.41,84.505,-0.905,-0.010595949,-1.0,5.0,5.0,5.0
28/01/2014,84.02,84.99,84.02,84.35,12428,0.1,0.0,643,0,434,0,104151,,,,,,,,,,,,85.36,85.41,88.33460000000001,-88.3346,,,,,,,-34.94987968,,,,,,,,,,4.437075697625999,0.6699999999999875,4.267496355685138,,0.8006692160611673,0.008006692,1.0080066921606117,100.80066921606117,,-27061.19984,-2696.469861,5681,1.656753696,1.9641419044179136,0.9699999999999988,,,,,,,84.345,84.505,84.45333333333333,84.4275,0.1132049316034504,87.05828571,15.931424403971876,83.34742857142855,0.2854505494505505,1.5627872535950758,87.34373626373626,2.442304,,,21.42857142857143,64.28571428571429,42.85714285714286,-0.985688667,1.948164033,42.06333641915239,20.15398592225264,19.38372643084717,49.50715567,47.68211920529788,65.25018396,32.450331125827674,47.68211920529788,,,,-67.54966887,0.3402061855670089,0,,0,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,1,-1,0,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85.55,1.2000000000000028,0.014226437,1.0,84.505,85.305,0.8000000000000114,0.009466895,1.0,5.0,5.0,5.0
29/01/2014,84.37,86.61,84.0,85.55,18603,1.2,0.0,56,0,0,0,101810,,,,,,,,,,,,85.36,85.41,88.24110800000001,-88.241108,,,,,,,0.05560189,,,,,,,,,,4.120141719224142,1.8199999999999927,5.582675187421918,,2.1736534097694937,0.021736534,1.021736534097695,102.1736534097695,,-23568.6826,-3168.131452,24284,1.724842718063902,2.016180851039044,2.6099999999999994,,,,,,,85.13250000000001,85.305,85.38666666666667,85.42750000000001,0.1502786968463013,86.85285714285713,12.809164419694133,83.89714285714287,0.2273626373626355,1.332462382207991,87.08021978021976,1.7754559999993944,,,14.285714285714286,57.142857142857146,42.85714285714286,8.862429242611212,15.07328729655814,49.40448080629941,17.872235301985544,24.21637199968676,54.431214621305614,38.520971302428144,50.11037527593808,52.31788079470187,38.520971302428144,,,,-47.68211921,0.4521072796934838,0,,0,0,0,0,0,0,0,1,1,-1,1,0,0,0,0,0,0,0,1,-1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,86.03,0.48,0.005610754,1.0,85.305,86.03,0.7249999999999943,0.008498916,1.0,5.0,5.0,5.0
30/01/2014,85.5,86.81,85.25,86.03,16547,0.48,0.0,93,0,0,0,99819,88.44302544814288,84.98499999999999,81.52697455,,,,,,,,,85.36,85.41,88.14948584000001,-88.14948584,,,,,,,22.84248822091088,,,,,,,,,,3.825845882136703,1.2399999999999949,5.383912674034641,,1.4624366080905782,0.014624366,1.0146243660809058,101.46243660809058,,-23568.6826,-3073.071971,40831,1.7130682382021951,1.9912451914473963,1.5600000000000025,,,,,,,85.89750000000001,86.03,86.03000000000002,86.03,0.2276236923177207,86.65485714285715,9.174976112236964,84.55514285714284,0.1615164835164859,1.1036376216864057,86.81637362637365,1.2180160000016258,,,7.142857142857143,50.0,42.85714285714286,12.53664142709417,16.91756393,56.60473763254734,16.65827097974176,23.44231289453977,56.26832071354709,48.34437086092704,44.84915378955103,60.26490066,48.34437086092704,,,,-39.73509934,0.33974359,0,,0,0,0,0,0,0,0,1,1,-1,1,0,0,0,0,0,0,0,1,-1,0,1,-1,-1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,85.83,-0.2,-0.00232477,-1.0,86.03,86.125,0.095,0.001104266,1.0,5.0,5.0,5.0
31/01/2014,86.03,86.55,85.7,85.83,11957,-0.2,0.0,425,0,0,0,95955,88.52270228525215,85.07449999999997,81.62629771474779,,,,,,,,,85.905,85.525,88.05969612320001,-88.05969612,,,,,,,13.678373382625296,,,,,,,,,,3.552571176269796,-0.36,4.999347483032167,,-0.417681866,-0.004176819,0.9958231813435432,99.58231813435432,,-31868.24731,-5395.58441,28874,1.651420506902038,1.9240597773529515,0.8499999999999943,,,,,,,86.0275,86.125,86.02666666666666,85.97749999999999,0.2417601601226744,86.28199999999998,3.9214595340533873,85.39085714285717,0.068549451,0.7527655677572372,86.35054945054942,0.5666560000008758,,,0.0,42.85714285714286,42.85714285714286,10.537019110882897,16.91756393,58.387878332881016,16.01976891295071,22.54378235366138,55.26850955544145,55.94411705478478,47.603153072713326,55.24956970740091,55.94411705478478,,,,-44.75043029,-0.235294118,0,,0,0,0,0,0,0,0,-1,1,-1,1,0,0,0,0,0,0,0,1,-1,0,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,85.01,-0.82,-0.009553769,-1.0,86.125,85.325,-0.8,-0.009288824,-1.0,5.0,5.0,5.0
