Date,Open,High,Low,Close,Volume,Change,Wave,Prev. Day Open Interest,EFP Volume,EFS Volume,Block Volume,Last,Previous Day Open Interest,BB_UPPER,BB_MIDDLE,BB_LOWER,DEMA,EMA,HT_TRENDLINE,KAMA,MA,MAMA,FAMA,MAVP,MIDPOINT,MIDPRICE,SAR,SAREXT,SMA,T3,TEMA,TRIMA,WMA,ADX,ADXR,APO,AROON_down,AROON_up,AROONOSC,BOP,CCI,CMO,DX,MACD,MACD_signal,MACD_hist,MACDEXT,MACDEXT_signal,MACDEXT_hist,MACDFIX,MACDFIX_signal,MACDFIX_hist,MFI,MINUS_DI,MINUS_DM,MOM,PLUS_DI,PLUS_DM,PPO,ROC,ROCP,ROCR,ROCR100,RSI,STOCH_slowk,STOCH_slowd,STOCHF_fastk,STOCHF_fastd,STOCHRSI_fastk,STOCHRSI_fastd,TRIX,ULTOSC,WILLR,AD,ADOSC,OBV,ATR,NATR,TRANGE,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR_inphase,HT_PHASOR_quadrature,HT_SINE_sine,HT_SINE_leadsine,HT_TRENDMODE,AVGPRICE,MEDPRICE,TYPPRICE,WCLPRICE,BETA,CORREL,LINEARREG,LINEARREG_ANGLE,LINEARREG_INTERCEPT,LINEARREG_SLOPE,STDDEV,TSF,VAR,DEMA_Trend,EMA_Trend,HT_TRENDLINE_Trend,KAMA_Trend,MA_Trend,MAMA_Trend,MAVP_Trend,MIDPOINT_Trend,MIDPRICE_Trend,SAR_Trend,SAREXT_Trend,SMA_Trend,T3_Trend,TEMA_Trend,TRIMA_Trend,WMA_Trend,ADX_Trend,ADXR_Trend,AROONOSC_Trend,DX_Trend,TRIX_Trend,DMI_Trend,AROON_Up_Trend,AROON_Down_Trend,PM_Uptrend,PM_Downtrend,ROC_Trend,ROCP_Trend,ROCR_Trend,ROCR100_Trend,ROC_Buy_Sell_Signal,ROCP_Buy_Sell_Signal,ROCR_Buy_Sell_Signal,ROCR100_Buy_Sell_Signal,APO_Buy_Sell_Signal,MACD_Buy_Sell_Signal,MACDEXT_Buy_Sell_Signal,MACDFIX_Buy_Sell_Signal,PPO_Buy_Sell_Signal,MOM_Buy_Sell_Signal,STOCH_Buy_Sell_Signal,STOCHF_Buy_Sell_Signal,STOCHRSI_Buy_Sell_Signal,ULTOSC_Buy_Sell_Signal,WILLR_Buy_Sell_Signal,BOP_Buy_Sell_Pressure,MFI_Buy_Sell_Pressure,AD_Buy_Sell_Pressure,ADOSC_Buy_Sell_Pressure,OBV_Buy_Sell_Pressure,BB_Overbought_Oversold_Signal,CCI_Overbought_Oversold_Signal,RSI_Overbought_Oversold_Signal,STOCH_Overbought_Oversold_Signal,STOCHF_Overbought_Oversold_Signal,STOCHRSI_Overbought_Oversold_Signal,ULTOSC_Overbought_Oversold_Signal,WILLR_Overbought_Oversold_Signal,BB_RSI_Reversal,BB_Volatility,ATR_Volatility,NATR_Volatility,TRANGE_Volatility,PATTERN_SUM,SENTIMENT_NEGATIVE,SENTIMENT_POSITIVE,SENTIMENT_UNCERTAINTY,SENTIMENT_LITIGIOUS,SENTIMENT_STRONG_MODAL,SENTIMENT_WEAK_MODAL,SENTIMENT_CONSTRAINING,NEXT_DAY_CLOSEPRICE,DAILY_CLOSEPRICE_CHANGE,DAILY_CLOSEPRICE_CHANGE_PERCENT,DAILY_CLOSEPRICE_DIRECTION,DAILY_MIDPRICE,NEXT_DAY_MIDPRICE,DAILY_MIDPRICE_CHANGE,DAILY_MIDPRICE_CHANGE_PERCENT,DAILY_MIDPRICE_DIRECTION
2014-09-22,21180.0,21180.0,20895.0,20895.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0,21037.5,21037.5,20990.0,20966.25,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20970.0,75.0,0.003589375448671931,1.0,21037.5,21045.0,7.5,0.00035650623885918,1.0
2014-09-23,20890.0,21200.0,20890.0,20970.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,21200.0,-21200.0,,,,,,,,,,,,0.25806451612903225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,310.0,,,,,,,0,20987.5,21045.0,21020.0,21007.5,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21007.0,37.0,0.0017644253695755841,1.0,21045.0,21047.0,2.0,9.50344499881207e-05,1.0
2014-09-24,20971.0,21190.0,20904.0,21007.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,21200.0,-21200.0,,,,,,,,,,,,0.1258741258741259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,286.0,,,,,,,0,21018.0,21047.0,21033.666666666668,21027.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20863.0,-144.0,-0.006854857904508021,-1.0,21047.0,21026.5,-20.5,-0.0009740105478215422,-1.0
2014-09-25,21009.0,21190.0,20863.0,20863.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,21200.0,-21200.0,,,,,,,,,,,,-0.44648318042813456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,327.0,,,,,,,0,20981.25,21026.5,20972.0,20944.75,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21003.0,140.0,0.006710444327277956,1.0,21026.5,21023.5,-3.0,-0.00014267709794782774,-1.0
2014-09-26,20852.0,21195.0,20852.0,21003.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,20852.0,20852.0,,,,,,,,,,,,0.4402332361516035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,343.0,,,,,,,0,20975.5,21023.5,21016.666666666668,21013.25,,,,,,,58.349293055231605,,3404.6400000452995,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20901.0,-102.0,-0.004856449078703042,-1.0,21023.5,21048.0,24.5,0.0011653625704568698,1.0
2014-09-29,21013.0,21195.0,20901.0,20901.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,20852.0,20852.0,,,,,,,,,,,,-0.38095238095238093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,294.0,,,,,,,0,21002.5,21048.0,20999.0,20974.5,-0.6619282520431605,,,,,,57.30759112042859,,3284.160000026226,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20850.0,-51.0,-0.0024400746375771495,-1.0,21048.0,21027.5,-20.5,-0.0009739642721398708,-1.0
2014-09-30,20903.0,21205.0,20850.0,20850.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,21205.0,-21205.0,,,,,,,,,,,,-0.14929577464788732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,355.0,,,,,,,0,20952.0,21027.5,20968.333333333332,20938.75,-3.066916177609602,,,,,,67.60591690127417,,4570.560000061989,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20888.0,38.0,0.0018225419664268585,1.0,21027.5,21035.0,7.5,0.0003566757817144216,1.0
2014-10-01,20850.0,21220.0,20850.0,20888.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,20850.0,20850.0,,,,,,,,,,,,0.10270270270270271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,370.0,,,,,,,0,20952.0,21035.0,20986.0,20961.5,-1.443357577209137,,,,,,54.07032457849538,,2923.600000023842,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20937.0,49.0,0.0023458445040214475,1.0,21035.0,21053.5,18.5,0.000879486570002377,1.0
2014-10-02,20881.0,21235.0,20872.0,20937.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,20850.0,20850.0,,,,,,,,,,,,0.15426997245179064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,363.0,,,,,,,0,20981.25,21053.5,21014.666666666668,20995.25,-1.8943043222652491,,,,,,51.72001546827057,,2674.960000038147,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21139.0,202.0,0.009647991593829106,1.0,21053.5,21088.0,34.5,0.0016386824043508204,1.0
2014-10-03,20901.0,21275.0,20901.0,21139.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,20850.0,20850.0,,,,,,,,,,,,0.6363636363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,374.0,,,,,,,0,21054.0,21088.0,21105.0,21113.5,0.2264443025999502,,,,,,101.87246929372037,,10378.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20788.0,-351.0,-0.016604380528880268,-1.0,21088.0,21021.5,-66.5,-0.00315345220030349,-1.0
2014-10-06,21134.0,21255.0,20788.0,20788.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,21275.0,-21275.0,,,,,,,,,,,,-0.7408993576017131,,,,,,,,,,,,,,,,-107.0,,,,-0.51208423067719,-0.005120842306771955,0.9948791576932281,99.48791576932281,,,,,,,,,,,0.0,0.0,0.0,,,467.0,,,,,,,0,20991.25,21021.5,20943.666666666668,20904.75,2.553864746186423,,,,,,119.66386254813109,,14319.439999938011,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20843.0,55.0,0.0026457571675966903,1.0,21021.5,21039.0,17.5,0.0008324810313250719,1.0
2014-10-07,20818.0,21260.0,20818.0,20843.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,21275.0,-21275.0,,,,,,,,,,,,0.05656108597285068,,,,,,,,,,,,,,,,-127.0,,,,-0.6056270863137869,-0.006056270863137816,0.9939437291368621,99.39437291368621,,,,,,,,,,,0.0,0.0,0.0,,,472.0,,,,,,,0,20934.75,21039.0,20973.666666666668,20941.0,2.310812242819217,,,,,,120.51721868669289,,14524.399999976158,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20944.0,101.0,0.0048457515712709304,1.0,21039.0,21042.5,3.5,0.00016635771662151244,1.0
2014-10-08,20855.0,21230.0,20855.0,20944.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,21265.26,-21265.26,,,,,,,,,,,,0.23733333333333334,,,,,,,,,,,,,,,,-63.0,,,,-0.29990003332223125,-0.002999000333222259,0.9970009996667777,99.70009996667777,,,,,,,,,,,0.0,0.0,0.0,,,387.0,,,,,,,0,20971.0,21042.5,21009.666666666668,20993.25,0.9018265249198475,,,,,,119.71532901007483,,14331.759999990463,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21021.0,77.0,0.003676470588235294,1.0,21042.5,21012.5,-30.0,-0.001425686111441131,-1.0
