Date,Open,High,Low,Close,Volume,Change,Wave,EFP Volume,EFS Volume,Block Volume,Last,Previous Day Open Interest,BB_UPPER,BB_MIDDLE,BB_LOWER,DEMA,EMA,HT_TRENDLINE,KAMA,MA,MAMA,FAMA,MAVP,MIDPOINT,MIDPRICE,SAR,SAREXT,SMA,T3,TEMA,TRIMA,WMA,APO,CCI,MACD,MACD_signal,MACD_hist,MACDEXT,MACDEXT_signal,MACDEXT_hist,MACDFIX,MACDFIX_signal,MACDFIX_hist,MINUS_DM,MOM,PLUS_DM,PPO,ROC,ROCP,ROCR,ROCR100,TRIX,AD,ADOSC,OBV,ATR,NATR,TRANGE,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR_inphase,HT_PHASOR_quadrature,HT_SINE_sine,HT_SINE_leadsine,AVGPRICE,MEDPRICE,TYPPRICE,WCLPRICE,BETA,LINEARREG,LINEARREG_ANGLE,LINEARREG_INTERCEPT,LINEARREG_SLOPE,STDDEV,TSF,VAR,ADX,ADXR,AROON_down,AROON_up,AROONOSC,CMO,DX,MFI,MINUS_DI,PLUS_DI,RSI,STOCH_slowk,STOCH_slowd,STOCHF_fastk,STOCHF_fastd,STOCHRSI_fastk,STOCHRSI_fastd,ULTOSC,WILLR,BOP,HT_TRENDMODE,CORREL,DEMA_Trend,EMA_Trend,HT_TRENDLINE_Trend,KAMA_Trend,MA_Trend,MAMA_Trend,MAVP_Trend,MIDPOINT_Trend,MIDPRICE_Trend,SAR_Trend,SAREXT_Trend,SMA_Trend,T3_Trend,TEMA_Trend,TRIMA_Trend,WMA_Trend,ADX_Trend,ADXR_Trend,AROONOSC_Trend,DX_Trend,TRIX_Trend,DMI_Trend,AROON_Up_Trend,AROON_Down_Trend,PM_Uptrend,PM_Downtrend,ROC_Trend,ROCP_Trend,ROCR_Trend,ROCR100_Trend,ROC_Buy_Sell_Signal,ROCP_Buy_Sell_Signal,ROCR_Buy_Sell_Signal,ROCR100_Buy_Sell_Signal,APO_Buy_Sell_Signal,MACD_Buy_Sell_Signal,MACDEXT_Buy_Sell_Signal,MACDFIX_Buy_Sell_Signal,PPO_Buy_Sell_Signal,MOM_Buy_Sell_Signal,STOCH_Buy_Sell_Signal,STOCHF_Buy_Sell_Signal,STOCHRSI_Buy_Sell_Signal,ULTOSC_Buy_Sell_Signal,WILLR_Buy_Sell_Signal,BOP_Buy_Sell_Pressure,MFI_Buy_Sell_Pressure,AD_Buy_Sell_Pressure,ADOSC_Buy_Sell_Pressure,OBV_Buy_Sell_Pressure,BB_Overbought_Oversold_Signal,CCI_Overbought_Oversold_Signal,RSI_Overbought_Oversold_Signal,STOCH_Overbought_Oversold_Signal,STOCHF_Overbought_Oversold_Signal,STOCHRSI_Overbought_Oversold_Signal,ULTOSC_Overbought_Oversold_Signal,WILLR_Overbought_Oversold_Signal,BB_RSI_Reversal,BB_Volatility,ATR_Volatility,NATR_Volatility,TRANGE_Volatility,PATTERN_SUM,NEXT_DAY_CLOSEPRICE,DAILY_CLOSEPRICE_CHANGE,DAILY_CLOSEPRICE_CHANGE_PERCENT,DAILY_CLOSEPRICE_DIRECTION,DAILY_MIDPRICE,NEXT_DAY_MIDPRICE,DAILY_MIDPRICE_CHANGE,DAILY_MIDPRICE_CHANGE_PERCENT,DAILY_MIDPRICE_DIRECTION
2014-09-25,25.40900039672852,25.444000244140625,25.37299919128418,25.415000915527344,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,25.41025018692017,25.4084997177124,25.410666783650715,25.411750316619877,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0845130960376091,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.415000915527344,0.0,0.0,0.0,25.4084997177124,25.385499954223636,-0.0229997634887695,-0.0009051995884958,-1.0
2014-09-26,25.41900062561035,25.43199920654297,25.339000701904297,25.415000915527344,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,25.444000244140625,-25.444000244140625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0929985046386718,,,,,,,25.40125036239624,25.385499954223636,25.39533360799153,25.40025043487549,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0430083268386726,0,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.958999633789062,-0.4560012817382812,-0.0179422099276686,-1.0,25.385499954223636,25.19499969482422,-0.190500259399414,-0.007504294173561,-1.0
2014-09-29,24.96299934387207,25.427000045776367,24.96299934387207,24.958999633789062,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,25.4419002532959,-25.4419002532959,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.4640007019042969,,,,,,,25.077999591827396,25.19499969482422,25.1163330078125,25.07699966430664,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0086200517943026,0,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.393999099731445,0.4349994659423828,0.0174285617342406,1.0,25.19499969482422,25.38249969482422,0.1875,0.0074419528585474,1.0
2014-09-30,25.38400077819824,25.420000076293945,25.34499931335449,25.393999099731445,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,25.43199920654297,-25.43199920654297,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.4610004425048828,,,,,,,25.38574981689453,25.38249969482422,25.386332829793293,25.388249397277832,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1333095976806876,0,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.392000198364254,-0.0019989013671875,-7.871550122283179e-05,-1.0,25.38249969482422,25.407999992370605,0.0255002975463867,0.0010046409082233,1.0
2014-10-01,25.381000518798828,25.447999954223636,25.368000030517575,25.392000198364254,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,24.96299934387207,24.96299934387207,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0799999237060546,,,,,,,25.397250175476078,25.407999992370605,25.402666727701824,25.40000009536743,,,,,,0.178273113654821,,0.0317813030521847,,,,,,,,,,,,,,,,,,,,0.1374961256943947,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.45800018310547,0.0659999847412109,0.0025992432350982,1.0,25.407999992370605,25.451000213623047,0.0430002212524414,0.0016923890611363,1.0
2014-10-02,25.450000762939453,25.496999740600582,25.405000686645508,25.45800018310547,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,24.9726993560791,24.9726993560791,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.1049995422363281,,,,,,,25.452500343322757,25.451000213623047,25.453333536783852,25.454500198364254,0.5748476105320103,,,,,0.1838399216703124,,0.0337971167997466,,,,,,,,,,,,,,,,,,,,0.0869511133225525,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.46699905395508,0.0089988708496093,0.0003534790943862,1.0,25.451000213623047,25.435999870300293,-0.0150003433227539,-0.0005893812894129,-1.0
2014-10-03,25.472000122070312,25.492000579833984,25.3799991607666,25.46699905395508,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,24.99367137145996,24.99367137145996,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.1120014190673828,,,,,,,25.45274972915649,25.435999870300293,25.446332931518555,25.45149946212769,0.4631203596925322,,,,,0.1900810266173695,,0.0361307966799131,,,,,,,,,,,,,,,,,,,,-0.0446518281364418,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.066999435424805,-0.3999996185302734,-0.0157065863034283,-1.0,25.435999870300293,25.29650020599365,-0.1394996643066406,-0.00548433971607,-1.0
2014-10-06,25.07699966430664,25.516000747680664,25.07699966430664,25.066999435424805,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,25.013804506225583,25.013804506225583,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.4390010833740234,,,,,,,25.184249877929688,25.29650020599365,25.21999994913737,25.18174982070923,-4.250113417407748,,,,,0.1476382727447647,,0.0217970595790575,,,,,,,,,,,,,,,,,,,,-0.0227795084353262,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,25.530000686645508,0.4630012512207031,0.0184705493935739,1.0,25.29650020599365,25.501500129699707,0.2049999237060547,0.0081038848076495,1.0
2014-10-07,25.525999069213867,25.545000076293945,25.45800018310547,25.530000686645508,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,25.04393628071289,25.04393628071289,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.4780006408691406,,,,,,,25.514750003814697,25.501500129699707,25.51100031534831,25.515750408172607,2.362706584035682,,,,,0.1638457998306277,,0.0268454461221381,,,,,,,,,,,,,,,,,,,,0.0459956591322649,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.53400039672852,0.0039997100830078,0.0001566670574004,1.0,25.501500129699707,25.495500564575195,-0.0059995651245117,-0.0002352632234965,-1.0
2014-10-08,25.524999618530277,25.554000854492188,25.437000274658203,25.53400039672852,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,25.07699966430664,25.07699966430664,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,0.1170005798339843,,,,,,,25.51250028610229,25.495500564575195,25.50833384195964,25.514750480651852,2.4433664837907387,,,,,0.1749121841378524,,0.0305942721598739,,,,,,,,,,,,,,,,,,,,0.0769293469401063,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,25.53300094604492,-0.0009994506835937,-3.914195457292318e-05,-1.0,25.495500564575195,25.5004997253418,0.0049991607666015,0.0001960801182914,1.0
