Date,Open,High,Low,Close,Volume,Change,Wave,EFP Volume,EFS Volume,Block Volume,Last,Previous Day Open Interest,BB_UPPER,BB_MIDDLE,BB_LOWER,DEMA,EMA,HT_TRENDLINE,KAMA,MA,MAMA,FAMA,MAVP,MIDPOINT,MIDPRICE,SAR,SAREXT,SMA,T3,TEMA,TRIMA,WMA,APO,CCI,MACD,MACD_signal,MACD_hist,MACDEXT,MACDEXT_signal,MACDEXT_hist,MACDFIX,MACDFIX_signal,MACDFIX_hist,MINUS_DM,MOM,PLUS_DM,PPO,ROC,ROCP,ROCR,ROCR100,TRIX,AD,ADOSC,OBV,ATR,NATR,TRANGE,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR_inphase,HT_PHASOR_quadrature,HT_SINE_sine,HT_SINE_leadsine,AVGPRICE,MEDPRICE,TYPPRICE,WCLPRICE,BETA,LINEARREG,LINEARREG_ANGLE,LINEARREG_INTERCEPT,LINEARREG_SLOPE,STDDEV,TSF,VAR,ADX,ADXR,AROON_down,AROON_up,AROONOSC,CMO,DX,MFI,MINUS_DI,PLUS_DI,RSI,STOCH_slowk,STOCH_slowd,STOCHF_fastk,STOCHF_fastd,STOCHRSI_fastk,STOCHRSI_fastd,ULTOSC,WILLR,BOP,HT_TRENDMODE,CORREL,DEMA_Trend,EMA_Trend,HT_TRENDLINE_Trend,KAMA_Trend,MA_Trend,MAMA_Trend,MAVP_Trend,MIDPOINT_Trend,MIDPRICE_Trend,SAR_Trend,SAREXT_Trend,SMA_Trend,T3_Trend,TEMA_Trend,TRIMA_Trend,WMA_Trend,ADX_Trend,ADXR_Trend,AROONOSC_Trend,DX_Trend,TRIX_Trend,DMI_Trend,AROON_Up_Trend,AROON_Down_Trend,PM_Uptrend,PM_Downtrend,ROC_Trend,ROCP_Trend,ROCR_Trend,ROCR100_Trend,ROC_Buy_Sell_Signal,ROCP_Buy_Sell_Signal,ROCR_Buy_Sell_Signal,ROCR100_Buy_Sell_Signal,APO_Buy_Sell_Signal,MACD_Buy_Sell_Signal,MACDEXT_Buy_Sell_Signal,MACDFIX_Buy_Sell_Signal,PPO_Buy_Sell_Signal,MOM_Buy_Sell_Signal,STOCH_Buy_Sell_Signal,STOCHF_Buy_Sell_Signal,STOCHRSI_Buy_Sell_Signal,ULTOSC_Buy_Sell_Signal,WILLR_Buy_Sell_Signal,BOP_Buy_Sell_Pressure,MFI_Buy_Sell_Pressure,AD_Buy_Sell_Pressure,ADOSC_Buy_Sell_Pressure,OBV_Buy_Sell_Pressure,BB_Overbought_Oversold_Signal,CCI_Overbought_Oversold_Signal,RSI_Overbought_Oversold_Signal,STOCH_Overbought_Oversold_Signal,STOCHF_Overbought_Oversold_Signal,STOCHRSI_Overbought_Oversold_Signal,ULTOSC_Overbought_Oversold_Signal,WILLR_Overbought_Oversold_Signal,BB_RSI_Reversal,BB_Volatility,ATR_Volatility,NATR_Volatility,TRANGE_Volatility,PATTERN_SUM,NEXT_DAY_CLOSEPRICE,DAILY_CLOSEPRICE_CHANGE,DAILY_CLOSEPRICE_CHANGE_PERCENT,DAILY_CLOSEPRICE_DIRECTION,DAILY_MIDPRICE,NEXT_DAY_MIDPRICE,DAILY_MIDPRICE_CHANGE,DAILY_MIDPRICE_CHANGE_PERCENT,DAILY_MIDPRICE_DIRECTION
2014-09-25,178.48500061035156,178.48500061035156,177.27999877929688,178.38400268554688,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,178.15850067138672,177.88249969482422,178.04966735839844,178.13325119018555,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0838155778703574,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,177.35899353027344,-1.0250091552734375,-0.0057460822710672,-1.0,177.88249969482422,177.61949920654297,-0.26300048828125,-0.0014785068161986,-1.0
2014-09-26,177.33999633789062,178.08700561523438,177.15199279785156,177.35899353027344,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,178.48500061035156,-178.48500061035156,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,1.2320098876953125,,,,,,,177.4844970703125,177.61949920654297,177.53266398111978,177.4892463684082,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0203175742937807,0,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,177.66200256347656,0.303009033203125,0.0017084503422793,1.0,177.61949920654297,177.7429962158203,0.1234970092773437,0.0006952897054041,1.0
2014-09-29,177.6300048828125,178.14599609375,177.33999633789062,177.66200256347656,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,178.45834045410157,-178.45834045410157,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.805999755859375,,,,,,,177.69449996948242,177.7429962158203,177.71599833170572,177.70249938964844,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0396993676877058,0,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,177.63099670410156,-0.031005859375,-0.0001745216136687,-1.0,177.7429962158203,177.71900177001953,-0.0239944458007812,-0.0001349951689328,-1.0
2014-09-30,177.6750030517578,178.07200622558594,177.36599731445312,177.63099670410156,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,178.4322135009766,-178.4322135009766,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.7060089111328125,,,,,,,177.6860008239746,177.71900177001953,177.68966674804688,177.67499923706055,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0623311504463031,0,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,177.7760009765625,0.1450042724609375,0.0008163230244239,1.0,177.71900177001953,177.6469955444336,-0.0720062255859375,-0.0004051689738788,-1.0
2014-10-01,177.7100067138672,178.11599731445312,177.17799377441406,177.7760009765625,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,178.40660908691407,-178.40660908691407,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.9380035400390624,,,,,,,177.69499969482422,177.6469955444336,177.68999735514322,177.71149826049805,,,,,,0.3396051049398439,,0.1153316273012023,,,,,,,,,,,,,,,,,,,,0.0703560912921119,0,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,176.50999450683594,-1.2660064697265625,-0.0071213575666687,-1.0,177.6469955444336,175.51499938964844,-2.131996154785156,-0.0120013071330097,-1.0
2014-10-02,176.41200256347656,176.61199951171875,174.41799926757812,176.50999450683594,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,178.3815167611328,-178.3815167611328,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,3.358001708984375,,,,,,,175.98799896240234,175.51499938964844,175.84666442871094,176.0124969482422,1.8199018361459536,,,,,0.4596528630884851,,0.2112807545454416,,,,,,,,,,,,,,,,,,,,0.0446635972904177,0,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,175.3249969482422,-1.18499755859375,-0.006713487028905,-1.0,175.51499938964844,175.427001953125,-0.0879974365234375,-0.0005013670445799,-1.0
2014-10-03,175.3000030517578,175.88999938964844,174.96400451660156,175.3249969482422,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,178.22297606139065,-178.22297606139065,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,1.545989990234375,,,,,,,175.3697509765625,175.427001953125,175.39300028483072,175.3759994506836,1.5295354062674424,,,,,0.9468346041665032,,0.8964957676471386,,,,,,,,,,,,,,,,,,,,0.0269913983455821,0,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,175.2570037841797,-0.0679931640625,-0.0003878121502695,-1.0,175.427001953125,174.92699432373047,-0.5000076293945312,-0.0028502318561434,-1.0
2014-10-06,175.22900390625,175.30299377441406,174.55099487304688,175.2570037841797,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,178.07077698963812,-178.07077698963812,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.7740020751953125,,,,,,,175.08499908447266,174.92699432373047,175.03699747721353,175.09199905395508,1.5824765447958056,,,,,1.080102170016037,,1.166620697673352,,,,,,,,,,,,,,,,,,,,0.0372339346224864,0,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,174.98800659179688,-0.2689971923828125,-0.0015348727102174,-1.0,174.92699432373047,174.47900390625,-0.4479904174804687,-0.0025610136343587,-1.0
2014-10-07,175.00999450683594,175.1300048828125,173.8280029296875,174.98800659179688,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,177.92466588075573,-177.92466588075573,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,1.4290008544921875,,,,,,,174.7390022277832,174.47900390625,174.64867146809897,174.73350524902344,1.4212341467919556,,,,,1.0432573970343888,,1.0883859964669682,,,,,,,,,,,,,,,,,,,,-0.0168877742358897,0,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,173.85699462890625,-1.131011962890625,-0.0064633684611825,-1.0,174.47900390625,173.8530044555664,-0.6259994506835938,-0.0035878210940495,-1.0
2014-10-08,173.8800048828125,174.26800537109375,173.43800354003906,173.85699462890625,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,177.67886610369163,-177.67886610369163,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,1.5500030517578125,,,,,,,173.8607521057129,173.8530044555664,173.85433451334634,173.85499954223633,1.6762354526709704,,,,,0.8464951292371615,,0.7165540038222389,,,,,,,,,,,,,,,,,,,,-0.0277231363176762,0,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,174.73399353027344,0.8769989013671875,0.0050443693866854,1.0,173.8530044555664,174.51000213623047,0.6569976806640625,0.0037790412810034,1.0
