Date,Open,High,Low,Close,Volume,Change,Wave,EFP Volume,EFS Volume,Block Volume,Last,Previous Day Open Interest,BB_UPPER,BB_MIDDLE,BB_LOWER,DEMA,EMA,HT_TRENDLINE,KAMA,MA,MAMA,FAMA,MAVP,MIDPOINT,MIDPRICE,SAR,SAREXT,SMA,T3,TEMA,TRIMA,WMA,APO,CCI,MACD,MACD_signal,MACD_hist,MACDEXT,MACDEXT_signal,MACDEXT_hist,MACDFIX,MACDFIX_signal,MACDFIX_hist,MINUS_DM,MOM,PLUS_DM,PPO,ROC,ROCP,ROCR,ROCR100,TRIX,AD,ADOSC,OBV,ATR,NATR,TRANGE,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR_inphase,HT_PHASOR_quadrature,HT_SINE_sine,HT_SINE_leadsine,AVGPRICE,MEDPRICE,TYPPRICE,WCLPRICE,BETA,LINEARREG,LINEARREG_ANGLE,LINEARREG_INTERCEPT,LINEARREG_SLOPE,STDDEV,TSF,VAR,ADX,ADXR,AROON_down,AROON_up,AROONOSC,CMO,DX,MFI,MINUS_DI,PLUS_DI,RSI,STOCH_slowk,STOCH_slowd,STOCHF_fastk,STOCHF_fastd,STOCHRSI_fastk,STOCHRSI_fastd,ULTOSC,WILLR,BOP,HT_TRENDMODE,CORREL,DEMA_Trend,EMA_Trend,HT_TRENDLINE_Trend,KAMA_Trend,MA_Trend,MAMA_Trend,MAVP_Trend,MIDPOINT_Trend,MIDPRICE_Trend,SAR_Trend,SAREXT_Trend,SMA_Trend,T3_Trend,TEMA_Trend,TRIMA_Trend,WMA_Trend,ADX_Trend,ADXR_Trend,AROONOSC_Trend,DX_Trend,TRIX_Trend,DMI_Trend,AROON_Up_Trend,AROON_Down_Trend,PM_Uptrend,PM_Downtrend,ROC_Trend,ROCP_Trend,ROCR_Trend,ROCR100_Trend,ROC_Buy_Sell_Signal,ROCP_Buy_Sell_Signal,ROCR_Buy_Sell_Signal,ROCR100_Buy_Sell_Signal,APO_Buy_Sell_Signal,MACD_Buy_Sell_Signal,MACDEXT_Buy_Sell_Signal,MACDFIX_Buy_Sell_Signal,PPO_Buy_Sell_Signal,MOM_Buy_Sell_Signal,STOCH_Buy_Sell_Signal,STOCHF_Buy_Sell_Signal,STOCHRSI_Buy_Sell_Signal,ULTOSC_Buy_Sell_Signal,WILLR_Buy_Sell_Signal,BOP_Buy_Sell_Pressure,MFI_Buy_Sell_Pressure,AD_Buy_Sell_Pressure,ADOSC_Buy_Sell_Pressure,OBV_Buy_Sell_Pressure,BB_Overbought_Oversold_Signal,CCI_Overbought_Oversold_Signal,RSI_Overbought_Oversold_Signal,STOCH_Overbought_Oversold_Signal,STOCHF_Overbought_Oversold_Signal,STOCHRSI_Overbought_Oversold_Signal,ULTOSC_Overbought_Oversold_Signal,WILLR_Overbought_Oversold_Signal,BB_RSI_Reversal,BB_Volatility,ATR_Volatility,NATR_Volatility,TRANGE_Volatility,PATTERN_SUM,NEXT_DAY_CLOSEPRICE,DAILY_CLOSEPRICE_CHANGE,DAILY_CLOSEPRICE_CHANGE_PERCENT,DAILY_CLOSEPRICE_DIRECTION,DAILY_MIDPRICE,NEXT_DAY_MIDPRICE,DAILY_MIDPRICE_CHANGE,DAILY_MIDPRICE_CHANGE_PERCENT,DAILY_MIDPRICE_DIRECTION,scaled_NET_SENTIMENT,scaled_UNCERTAINTY_MODAL,scaled_REGULATORY_PRESSURE
16/01/2014,568.25,573.75,564.0,572.75,48845,0.0,0,0,0,0,572.75,254788,,,,,,,,,,,,,,599.8347572,-599.8347572,,,,,,,,,,,,,,,,,,-24.25,,,-4.061976549,-0.040619765,0.9593802345058626,95.93802345058626,,-123263.456,-23007.67672,-85081,,,9.75,,,,,,,569.6875,568.875,570.1666666666666,570.8125,-0.823946638,,,,,4.035467754785829,,16.28499999991618,,,,,,,,,,,,,,,,,,,,0.4615384615384615,0,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563.5,-9.25,-0.016150153,-1.0,568.875,568.5,-0.375,-0.000659196,-1.0,5.0,5.0,5.0
17/01/2014,572.75,574.25,562.75,563.5,32154,0.0,0,0,0,0,563.5,255540,,,,,,,,,,,,,,597.4746718,-597.4746718,,,,,,,,,,,,,,,,,,-42.25,,,-6.974824598,-0.069748246,0.9302517540239372,93.02517540239371,,-151223.456,-23337.44684,-117235,,,11.5,,,,,,,568.3125,568.5,566.8333333333334,566.0,-0.514673619,,,,,5.358637886624492,,28.714999999967404,,,,,,,,,,,,,,,,,,,,-0.804347826,0,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,562.25,-1.25,-0.002218279,-1.0,568.5,564.25,-4.25,-0.007475814,-1.0,5.0,5.0,5.0
21/01/2014,566.0,567.75,560.75,562.25,39573,0.0,0,0,0,0,562.25,255601,,,,,,,,,,,,,,595.2561914654261,-595.2561915,,,,,,,,,,,,,,,,,,-43.5,,,-7.181180355,-0.071811804,0.928188196,92.81881964506807,,-173836.5989,-28545.85764,-156808,,,7.0,,,,,,,564.1875,564.25,563.5833333333334,563.25,0.2040729636508617,,,,,6.268173577684256,,39.289999999979045,,,,,,,,,,,,,,,,,,,,-0.535714286,0,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,561.25,-1.0,-0.001778568,-1.0,564.25,563.75,-0.5,-0.000886132,-1.0,5.0,5.0,5.0
22/01/2014,562.5,566.75,560.75,561.25,28989,0.0,0,0,0,0,561.25,254886,,,,,,,,,,,,583.5,586.625,593.1708199775005,-593.17082,,,,,,,-90.77625571,,,,,,,,,,54.5,-41.25,11.5,,-6.846473029,-0.06846473,0.9315352697095436,93.15352697095436,,-197994.0989,-35767.97045,-185797,,,6.0,,,,,,,562.8125,563.75,562.9166666666666,562.5,0.045810691,557.4142857142858,-74.55889249,604.4785714285715,-3.62032967,4.248529157,553.7939560439561,18.04999999998836,,,,,,,,,,,,,,,,,,,-98.5645933,-0.208333333,0,,0,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,570.0,8.75,0.0155902,1.0,563.75,569.75,6.0,0.010643016,1.0,5.0,5.0,5.0
23/01/2014,561.75,578.0,561.5,570.0,47181,0.0,0,0,0,0,570.0,256294,,,,,,,,,,,,583.5,586.625,591.2105707788505,-591.2105708,,,,,,,-51.99025527,,,,,,,,,,50.60714285714285,-18.75,21.92857142857143,,-3.184713376,-0.031847134,0.9681528662420382,96.81528662420382,,-196564.3716,-35015.92424,-138616,12.517857142857142,2.1961152882205512,16.75,,,,,,,567.8125,569.75,569.8333333333334,569.875,0.1673817737089568,556.8928571428571,-73.62798667,601.1428571428571,-3.403846154,4.570010940900591,553.4890109890109,20.884999999951106,,,42.85714285714286,14.285714285714286,-28.57142857,-29.18918919,39.53717380600689,25.185616080284863,30.871459694989102,13.37690631808279,35.40540541,,,,,,,,-81.81818182,0.5,0,,0,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,-1,1,0,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,1,565.25,-4.75,-0.008333333,-1.0,569.75,568.0,-1.75,-0.003071523,-1.0,5.0,5.0,5.0
24/01/2014,571.0,573.5,562.5,565.25,39735,0.0,0,0,0,0,565.25,257362,,,,,,,,,,,,583.5,586.625,589.3679365321195,-589.3679365,,,,,,,-61.11029231,,,,,,,,,,46.99234693877551,-19.0,20.362244897959187,,-3.25203252,-0.032520325,0.967479675,96.74796748,,-216431.8716,-37846.48041,-178351,12.409438775510203,2.1953894339690767,11.0,,,,,,,568.0625,568.0,567.0833333333334,566.625,0.086774942,557.1714285714286,-71.07093941,595.0785714285714,-2.915934066,3.0797727188751804,554.2554945054945,9.484999999927824,,,35.714285714285715,7.142857142857143,-28.57142857,-32.8999212,39.53717380600688,18.192875553754902,28.79090994342159,12.475383701666097,33.550039401103234,,,9.090909090909092,9.569377990430624,,,,-90.90909091,-0.522727273,0,,0,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,-1,1,0,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,1,-1,563.5,-1.75,-0.003095975,-1.0,568.0,567.5,-0.5,-0.000880282,-1.0,5.0,5.0,5.0
27/01/2014,567.0,572.25,562.75,563.5,44316,0.0,0,0,0,0,563.5,258080,,,,,,,,,,,,581.875,585.25,587.6358603401924,-587.6358603,,,,,,,-64.62163731,,,,,,,,,,43.635750728862966,-5.5,18.90779883381925,,-0.966608084,-0.009666081,0.9903339191564148,99.03339191564147,,-253750.6084,-47437.98962,-222667,12.20162172011662,2.1653277231795243,9.5,,,,,,,566.375,567.5,566.1666666666666,565.5,0.088262495,558.1571428571428,-66.50143432,588.0571428571428,-2.3,3.0797727188751804,555.8571428571428,9.484999999927824,,,28.571428571428573,0.0,-28.57142857,-34.26662708,39.53717380600688,12.155053276061148,27.092709372758524,11.739536735972996,32.86668646080761,,,6.0606060606060606,11.111111111111112,,,,-93.93939394,-0.368421053,0,,0,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,-1,1,0,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,1,0,566.0,2.5,0.004436557,1.0,567.5,566.5,-1.0,-0.001762115,-1.0,5.0,5.0,5.0
28/01/2014,564.0,569.0,564.0,566.0,44214,0.0,0,0,0,0,566.0,257872,,,,,,,,,,,,575.0,583.875,586.0077087197808,-586.0077087,,,,,,,-60.55096419,,,,,,,,,,40.51891139108704,-7.5,17.557241774260728,,-1.307759372,-0.013077594,0.986922406,98.69224063,,-262593.4084,-49862.86251,-178453,11.722934454394004,2.071189832931803,5.5,,,,,,,565.75,566.5,566.3333333333334,566.25,-0.007552711,560.5285714285715,-56.90117952,580.4714285714286,-1.534065934,2.9043071462810994,558.9945054945056,8.434999999939464,,,21.42857142857143,0.0,-21.42857143,-30.18712906,39.53717380600687,18.53766159648126,26.131705550652534,11.323124352929192,34.90643546815484,8.972073678,9.884187593165924,11.76470588235294,8.972073678,,,,-88.23529412,0.4,0,,0,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,-1,1,0,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,-1,-1,0,0,-1,0,0,0,0,1,0,551.5,-14.5,-0.025618375,-1.0,566.5,558.5,-8.0,-0.014121801,-1.0,5.0,5.0,5.0
29/01/2014,567.0,567.0,550.0,551.5,84563,0.0,0,0,0,0,551.5,255251,,,,,,,,,,,,567.875,571.625,584.4772461965939,-584.4772462,,,,,,,-171.7978848,,,,,,,,,,51.62470343458082,-27.75,16.303153076099246,,-4.7906776,-0.047906776,0.9520932239965472,95.20932239965472,,-332233.5261,-68480.08772,-263016,12.099867707651578,2.1939923313964784,17.0,,,,,,,558.875,558.5,556.1666666666666,555.0,0.1765822903539221,558.25,-55.86901598,577.4285714285714,-1.475274725,6.248999919986266,556.7747252747253,39.04999999998836,,,100.0,0.0,-100.0,-41.32289303,51.99862349981276,17.899862815408543,32.06880820512289,10.127374190124124,29.33855348476536,7.097840011814849,9.0603416,3.468208092485549,7.097840011814849,,,,-96.53179191,-0.911764706,0,,0,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,-1,1,0,-1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,-1,0,0,0,0,-1,-1,553.5,2.0,0.003626473,1.0,558.5,553.5,-5.0,-0.008952551,-1.0,5.0,5.0,5.0
30/01/2014,551.75,556.75,550.25,553.5,62188,0.0,0,0,0,0,553.5,252399,607.8644463501998,575.15,542.4355536498001,,,,,,,,,565.375,571.625,581.7190665008663,-581.7190665,,,,,,,-188.0597015,,,,,,,,,,47.93722461782505,-14.25,15.138642142092158,,-2.50990753,-0.025099075,0.974900925,97.49009247027742,,-332233.5261,-69870.76278,-200828,11.699877157105036,2.113798944373087,6.5,,,,,,,553.0625,553.5,553.5,553.5,-0.606937466,556.9071429,-53.34809889,574.3785714285715,-1.343956044,6.169278726069966,555.5631868131869,38.05999999993946,,,92.85714285714286,7.142857142857143,-85.71428571,-38.0519444,51.99862349981274,18.13248645399322,30.732457107752047,9.705352656742177,30.97402780021571,7.775133174657145,7.948348954809344,8.092485549132949,7.775133174657145,,,,-91.90751445,0.2692307692307692,0,,0,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,-1,1,0,-1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,0,-1,-1,0,0,-1,0,1,0,0,1,1,555.75,2.25,0.004065041,1.0,553.5,554.375,0.875,0.001580849,1.0,5.0,5.0,5.0
31/01/2014,554.0,557.5,551.25,555.75,45720,0.0,0,0,0,0,555.75,244406,605.2279243126932,573.0875,540.9470756873068,,,,,,,,,565.375,565.0,579.1815412,-579.1815412,,,,,,,-135.7207858,,,,,,,,,,44.51313714512326,-17.0,14.807310560514146,,-2.968136185,-0.029681362,0.9703186381492798,97.03186381492796,,-312116.7261,-57686.98778,-155108,11.31060021731182,2.035195720613913,6.25,,,,,,,554.625,554.375,554.8333333333334,555.0625,-0.199425238,554.8428571428572,-56.58878864,574.55,-1.515934066,5.688585061335045,553.3269231,32.36000000004424,,,85.71428571428572,0.0,-85.71428571,-34.28637749,50.07687523198864,26.884660014948047,29.46118277983152,9.800272703287328,32.85681125411637,10.242453436095056,8.371808874,19.166666666666668,10.242453436095056,,,,-80.83333333,0.28,0,,0,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,-1,1,0,-1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,0,-1,-1,0,0,-1,0,1,0,0,1,-1,563.75,8.0,0.014394962,1.0,554.375,559.125,4.75,0.008568207,1.0,5.0,5.0,5.0
03/02/2014,555.0,564.25,554.0,563.75,45447,0.0,0,0,0,0,563.75,241298,599.6133078488648,570.9875,542.3616921511351,,,,,,,,,565.375,565.0,576.8470178863332,-576.8470179,,,,,,,-51.60766483,,,,,,,,,,41.33362734904303,0.25,20.499645520477426,,0.044365572,0.000443656,1.0004436557231589,100.04436557231588,,-271103.5798,-34408.8071,-109661,11.234843058932404,1.992876817548985,10.25,,,,,,,559.25,559.125,560.6666666666666,561.4375,0.1803718224575219,555.8571428571428,-51.40153624,572.1428571428571,-1.252747253,5.737159575955601,554.6043956043956,32.914999999979045,,,78.57142857142857,7.142857142857143,-71.42857143,-21.58740499,33.69380409885326,34.53328300535486,27.45533801604891,13.61662968,39.20629750266221,24.36416184971098,14.127249486821064,45.833333333333336,24.36416184971098,,,,-54.16666667,0.8536585365853658,0,,0,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,-1,1,0,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,584.5,20.75,0.036807095,1.0,559.125,574.0,14.875,0.026604069,1.0,2.2,5.0,5.0
