Date,Open,High,Low,Close,Volume,Change,Wave,EFP Volume,EFS Volume,Block Volume,Last,Previous Day Open Interest,BB_UPPER,BB_MIDDLE,BB_LOWER,DEMA,EMA,HT_TRENDLINE,KAMA,MA,MAMA,FAMA,MAVP,MIDPOINT,MIDPRICE,SAR,SAREXT,SMA,T3,TEMA,TRIMA,WMA,APO,CCI,MACD,MACD_signal,MACD_hist,MACDEXT,MACDEXT_signal,MACDEXT_hist,MACDFIX,MACDFIX_signal,MACDFIX_hist,MINUS_DM,MOM,PLUS_DM,PPO,ROC,ROCP,ROCR,ROCR100,TRIX,AD,ADOSC,OBV,ATR,NATR,TRANGE,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR_inphase,HT_PHASOR_quadrature,HT_SINE_sine,HT_SINE_leadsine,AVGPRICE,MEDPRICE,TYPPRICE,WCLPRICE,BETA,LINEARREG,LINEARREG_ANGLE,LINEARREG_INTERCEPT,LINEARREG_SLOPE,STDDEV,TSF,VAR,ADX,ADXR,AROON_down,AROON_up,AROONOSC,CMO,DX,MFI,MINUS_DI,PLUS_DI,RSI,STOCH_slowk,STOCH_slowd,STOCHF_fastk,STOCHF_fastd,STOCHRSI_fastk,STOCHRSI_fastd,ULTOSC,WILLR,BOP,HT_TRENDMODE,CORREL,DEMA_Trend,EMA_Trend,HT_TRENDLINE_Trend,KAMA_Trend,MA_Trend,MAMA_Trend,MAVP_Trend,MIDPOINT_Trend,MIDPRICE_Trend,SAR_Trend,SAREXT_Trend,SMA_Trend,T3_Trend,TEMA_Trend,TRIMA_Trend,WMA_Trend,ADX_Trend,ADXR_Trend,AROONOSC_Trend,DX_Trend,TRIX_Trend,DMI_Trend,AROON_Up_Trend,AROON_Down_Trend,PM_Uptrend,PM_Downtrend,ROC_Trend,ROCP_Trend,ROCR_Trend,ROCR100_Trend,ROC_Buy_Sell_Signal,ROCP_Buy_Sell_Signal,ROCR_Buy_Sell_Signal,ROCR100_Buy_Sell_Signal,APO_Buy_Sell_Signal,MACD_Buy_Sell_Signal,MACDEXT_Buy_Sell_Signal,MACDFIX_Buy_Sell_Signal,PPO_Buy_Sell_Signal,MOM_Buy_Sell_Signal,STOCH_Buy_Sell_Signal,STOCHF_Buy_Sell_Signal,STOCHRSI_Buy_Sell_Signal,ULTOSC_Buy_Sell_Signal,WILLR_Buy_Sell_Signal,BOP_Buy_Sell_Pressure,MFI_Buy_Sell_Pressure,AD_Buy_Sell_Pressure,ADOSC_Buy_Sell_Pressure,OBV_Buy_Sell_Pressure,BB_Overbought_Oversold_Signal,CCI_Overbought_Oversold_Signal,RSI_Overbought_Oversold_Signal,STOCH_Overbought_Oversold_Signal,STOCHF_Overbought_Oversold_Signal,STOCHRSI_Overbought_Oversold_Signal,ULTOSC_Overbought_Oversold_Signal,WILLR_Overbought_Oversold_Signal,BB_RSI_Reversal,BB_Volatility,ATR_Volatility,NATR_Volatility,TRANGE_Volatility,PATTERN_SUM,NEXT_DAY_CLOSEPRICE,DAILY_CLOSEPRICE_CHANGE,DAILY_CLOSEPRICE_CHANGE_PERCENT,DAILY_CLOSEPRICE_DIRECTION,DAILY_MIDPRICE,NEXT_DAY_MIDPRICE,DAILY_MIDPRICE_CHANGE,DAILY_MIDPRICE_CHANGE_PERCENT,DAILY_MIDPRICE_DIRECTION
2014-09-25,3.2427000999450684,3.262200117111206,3.2392001152038574,3.2513999938964844,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,3.248875081539154,3.250700116157532,3.2509334087371826,3.251050055027008,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3782562273891094,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.2583999633789062,0.0069999694824218,0.002152909360756,1.0,3.250700116157532,3.261299967765808,0.0105998516082763,0.0032607903619254,1.0
2014-09-26,3.2583999633789062,3.271199941635132,3.2513999938964844,3.2583999633789062,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,3.2392001152038574,3.2392001152038574,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0197999477386474,,,,,,,3.259849965572357,3.261299967765808,3.260333299636841,3.259849965572357,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.280400037765503,0.0220000743865966,0.0067518029197934,1.0,3.261299967765808,3.268249988555908,0.0069500207901,0.002131058430317,1.0
2014-09-29,3.2704999446868896,3.283499956130981,3.253000020980835,3.280400037765503,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,3.239840111732483,3.239840111732483,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0304999351501464,,,,,,,3.271849989891052,3.268249988555908,3.2723000049591064,3.2743250131607056,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3245939058518206,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.282500028610229,0.0020999908447265,0.0006401630351635,1.0,3.268249988555908,3.2763999700546265,0.0081499814987182,0.0024936836310735,1.0
2014-09-30,3.278899908065796,3.2855000495910645,3.2672998905181885,3.282500028610229,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,3.241586505508423,3.241586505508423,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0182001590728759,,,,,,,3.27854996919632,3.2763999700546265,3.278433322906494,3.279449999332428,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1978070922357441,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.2730000019073486,-0.0095000267028808,-0.0028941436770993,-1.0,3.2763999700546265,3.2739999294281006,-0.0024000406265258,-0.0007325236993229,-1.0
2014-10-01,3.282399892807007,3.2874999046325684,3.260499954223633,3.2730000019073486,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,3.244221318153381,3.244221318153381,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0269999504089355,,,,,,,3.275849938392639,3.2739999294281006,3.2736666202545166,3.2734999656677246,,,,,,0.0122493643332602,,0.0001500469265689,,,,,,,,,,,,,,,,,,,,-0.3481447468343253,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.2509000301361084,-0.0220999717712402,-0.0067522064645161,-1.0,3.2739999294281006,3.260949969291687,-0.0130499601364135,-0.0039859378184816,-1.0
2014-10-02,3.2679998874664307,3.2769999504089355,3.2448999881744385,3.2509000301361084,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,3.2874999046325684,-3.2874999046325684,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.032099962234497,,,,,,,3.2601999640464783,3.260949969291687,3.2575999895731607,3.2559249997138977,0.9560170392956748,,,,,0.0123949451736828,,0.0001536346658586,,,,,,,,,,,,,,,,,,,,-0.5327064625622971,0,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.25600004196167,0.0051000118255615,0.0015687999564071,1.0,3.260949969291687,3.2626500129699707,0.0017000436782836,0.0005213338733476,1.0
2014-10-03,3.250699996948242,3.280600070953369,3.2446999549865723,3.25600004196167,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,3.2874999046325684,-3.2874999046325684,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0359001159667968,,,,,,,3.2580000162124634,3.2626500129699707,3.260433355967204,3.2593250274658203,0.7979648913287728,,,,,0.0128362891085235,,0.0001647703180776,,,,,,,,,,,,,,,,,,,,0.1476330889384762,0,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.2590999603271484,0.0030999183654785,0.0009520633677912,1.0,3.2626500129699707,3.263949990272522,0.0012999773025512,0.0003984421551142,1.0
2014-10-06,3.262700080871582,3.271899938583374,3.25600004196167,3.2590999603271484,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,3.2857879066467284,-3.2857879066467284,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0158998966217041,,,,,,,3.262425005435944,3.263949990272522,3.262333313624064,3.261524975299835,0.4828899255399308,,,,,0.011682636543123,,0.0001364839965987,,,,,,,,,,,,,,,,,,,,-0.2264241479104499,0,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.2671000957489014,0.0080001354217529,0.0024547069801902,1.0,3.263949990272522,3.260450005531311,-0.0034999847412109,-0.0010723156762946,-1.0
2014-10-07,3.260999917984009,3.267800092697144,3.2530999183654785,3.2671000957489014,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,3.284144388580322,-3.284144388580322,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.014700174331665,,,,,,,3.262250006198883,3.260450005531311,3.262666702270508,3.263775050640106,0.0790732644103726,,,,,0.007894153267837,,6.231765581610205e-05,,,,,,,,,,,,,,,,,,,,0.4149731579544902,0,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.2699999809265137,0.0028998851776123,0.0008876021831671,1.0,3.260450005531311,3.2596501111984253,-0.0007998943328857,-0.0002453324944497,-1.0
2014-10-08,3.2581000328063965,3.280100107192993,3.2392001152038574,3.2699999809265137,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,3.282566611236572,-3.282566611236572,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,0.0408999919891357,,,,,,,3.26185005903244,3.2596501111984253,3.2631000677744546,3.264825046062469,-0.3589158689389402,,,,,0.0070442605024197,,4.962160602595134e-05,,,,,,,,,,,,,,,,,,,,0.2909523337627589,0,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.2516000270843506,-0.018399953842163,-0.0056268972322592,-1.0,3.2596501111984253,3.2409499883651733,-0.0187001228332519,-0.005736849721695,-1.0
