Date,Open,High,Low,Close,Volume,Change,Wave,EFP Volume,EFS Volume,Block Volume,Last,Previous Day Open Interest,BB_UPPER,BB_MIDDLE,BB_LOWER,DEMA,EMA,HT_TRENDLINE,KAMA,MA,MAMA,FAMA,MAVP,MIDPOINT,MIDPRICE,SAR,SAREXT,SMA,T3,TEMA,TRIMA,WMA,APO,CCI,MACD,MACD_signal,MACD_hist,MACDEXT,MACDEXT_signal,MACDEXT_hist,MACDFIX,MACDFIX_signal,MACDFIX_hist,MINUS_DM,MOM,PLUS_DM,PPO,ROC,ROCP,ROCR,ROCR100,TRIX,AD,ADOSC,OBV,ATR,NATR,TRANGE,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR_inphase,HT_PHASOR_quadrature,HT_SINE_sine,HT_SINE_leadsine,AVGPRICE,MEDPRICE,TYPPRICE,WCLPRICE,BETA,LINEARREG,LINEARREG_ANGLE,LINEARREG_INTERCEPT,LINEARREG_SLOPE,STDDEV,TSF,VAR,ADX,ADXR,AROON_down,AROON_up,AROONOSC,CMO,DX,MFI,MINUS_DI,PLUS_DI,RSI,STOCH_slowk,STOCH_slowd,STOCHF_fastk,STOCHF_fastd,STOCHRSI_fastk,STOCHRSI_fastd,ULTOSC,WILLR,BOP,HT_TRENDMODE,CORREL,DEMA_Trend,EMA_Trend,HT_TRENDLINE_Trend,KAMA_Trend,MA_Trend,MAMA_Trend,MAVP_Trend,MIDPOINT_Trend,MIDPRICE_Trend,SAR_Trend,SAREXT_Trend,SMA_Trend,T3_Trend,TEMA_Trend,TRIMA_Trend,WMA_Trend,ADX_Trend,ADXR_Trend,AROONOSC_Trend,DX_Trend,TRIX_Trend,DMI_Trend,AROON_Up_Trend,AROON_Down_Trend,PM_Uptrend,PM_Downtrend,ROC_Trend,ROCP_Trend,ROCR_Trend,ROCR100_Trend,ROC_Buy_Sell_Signal,ROCP_Buy_Sell_Signal,ROCR_Buy_Sell_Signal,ROCR100_Buy_Sell_Signal,APO_Buy_Sell_Signal,MACD_Buy_Sell_Signal,MACDEXT_Buy_Sell_Signal,MACDFIX_Buy_Sell_Signal,PPO_Buy_Sell_Signal,MOM_Buy_Sell_Signal,STOCH_Buy_Sell_Signal,STOCHF_Buy_Sell_Signal,STOCHRSI_Buy_Sell_Signal,ULTOSC_Buy_Sell_Signal,WILLR_Buy_Sell_Signal,BOP_Buy_Sell_Pressure,MFI_Buy_Sell_Pressure,AD_Buy_Sell_Pressure,ADOSC_Buy_Sell_Pressure,OBV_Buy_Sell_Pressure,BB_Overbought_Oversold_Signal,CCI_Overbought_Oversold_Signal,RSI_Overbought_Oversold_Signal,STOCH_Overbought_Oversold_Signal,STOCHF_Overbought_Oversold_Signal,STOCHRSI_Overbought_Oversold_Signal,ULTOSC_Overbought_Oversold_Signal,WILLR_Overbought_Oversold_Signal,BB_RSI_Reversal,BB_Volatility,ATR_Volatility,NATR_Volatility,TRANGE_Volatility,PATTERN_SUM,SENTIMENT_NEGATIVE,SENTIMENT_POSITIVE,SENTIMENT_UNCERTAINTY,SENTIMENT_LITIGIOUS,SENTIMENT_STRONG_MODAL,SENTIMENT_WEAK_MODAL,SENTIMENT_CONSTRAINING,NEXT_DAY_CLOSEPRICE,DAILY_CLOSEPRICE_CHANGE,DAILY_CLOSEPRICE_CHANGE_PERCENT,DAILY_CLOSEPRICE_DIRECTION,DAILY_MIDPRICE,NEXT_DAY_MIDPRICE,DAILY_MIDPRICE_CHANGE,DAILY_MIDPRICE_CHANGE_PERCENT,DAILY_MIDPRICE_DIRECTION
2014-09-25,979.8900146484375,979.8900146484375,972.72998046875,972.72998046875,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,976.3099975585938,976.3099975585938,975.1166585286459,974.5199890136719,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.77001953125,5.0400390625,0.0051813341458554095,1.0,976.3099975585938,974.9049987792969,-1.404998779296875,-0.0014390908449265914,-1.0
2014-09-26,972.0399780273438,977.77001953125,972.0399780273438,977.77001953125,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,979.8900146484375,-979.8900146484375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,5.73004150390625,,,,,,,974.9049987792969,974.9049987792969,975.8600056966146,976.3375091552734,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,974.4099731445312,-3.36004638671875,-0.003436438343987659,-1.0,974.9049987792969,976.3099975585938,1.404998779296875,0.0014411648120135905,1.0
2014-09-29,978.2100219726562,978.2100219726562,974.4099731445312,974.4099731445312,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,979.7330139160156,-979.7330139160156,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,3.800048828125,,,,,,,976.3099975585938,976.3099975585938,975.6766560872396,975.3599853515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.77001953125,-2.63995361328125,-0.0027092842705230334,-1.0,976.3099975585938,973.8900146484375,-2.41998291015625,-0.0024787033997477974,-1.0
2014-09-30,974.510009765625,976.010009765625,971.77001953125,971.77001953125,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,979.5791531982421,-979.5791531982421,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,4.239990234375,,,,,,,973.5150146484375,973.8900146484375,973.183349609375,972.8300170898438,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6462256002763862,0,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970.719970703125,-1.050048828125,-0.0010805528129294512,-1.0,973.8900146484375,971.8849792480469,-2.005035400390625,-0.0020587903872434903,-1.0
2014-10-01,971.7999877929688,973.0499877929688,970.719970703125,970.719970703125,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,979.2667878515624,-979.2667878515624,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,2.33001708984375,,,,,,,971.5724792480469,971.8849792480469,971.4966430664062,971.3024749755859,,,,,,2.464688290587168,,6.074688369757496,,,,,,,,,,,,,,,,,,,,-0.4635232481990832,0,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972.2999877929688,1.58001708984375,0.001627675475450753,1.0,971.8849792480469,971.1650085449219,-0.719970703125,-0.0007407982616235571,-1.0
2014-10-02,970.4000244140625,972.2999877929688,970.030029296875,972.2999877929688,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,978.7539788226562,-978.7539788226562,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,2.26995849609375,,,,,,,971.2575073242188,971.1650085449219,971.5433349609375,971.7324981689453,1.0748338550078185,,,,,2.4966520110416437,,6.233271264238283,,,,,,,,,,,,,,,,,,,,0.8370035761340109,0,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979.2100219726562,6.9100341796875,0.0071068952652901295,1.0,971.1650085449219,974.9200134277344,3.7550048828125,0.0038664952400195643,1.0
2014-10-03,970.6300048828125,979.2100219726562,970.6300048828125,979.2100219726562,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,970.030029296875,970.030029296875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,8.58001708984375,,,,,,,974.9200134277344,974.9200134277344,976.3500162760416,977.0650177001953,0.24337263254670535,,,,,3.014240084584383,,9.085643287515268,,,,,,,,,,,,,,,,,,,,1.0,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,962.72998046875,-16.48004150390625,-0.01682993549300749,-1.0,974.9200134277344,970.875,-4.045013427734375,-0.004149072100297191,-1.0
2014-10-06,979.02001953125,979.02001953125,962.72998046875,962.72998046875,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,979.2100219726562,-979.2100219726562,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,16.48004150390625,,,,,,,970.875,970.875,968.1599934895834,966.802490234375,0.2752817472683301,,,,,5.245196509207597,,27.51208642020356,,,,,,,,,,,,,,,,,,,,-1.0,0,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968.22998046875,5.5,0.005712920664755936,1.0,970.875,969.1950073242188,-1.67999267578125,-0.001730390293066821,-1.0
2014-10-07,964.1099853515625,974.280029296875,964.1099853515625,968.22998046875,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,979.2100219726562,-979.2100219726562,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,11.550048828125,,,,,,,967.6824951171875,969.1950073242188,968.8733317057291,968.7124938964844,0.0015670960309069517,,,,,5.377430878921782,,28.91676285758149,,,,,,,,,,,,,,,,,,,,0.4051108470466794,0,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973.9000244140625,5.6700439453125,0.005856092105893536,1.0,969.1950073242188,971.3550109863281,2.160003662109375,0.0022286574381689965,1.0
2014-10-08,968.8099975585938,973.9000244140625,968.8099975585938,973.9000244140625,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,979.02001953125,-979.02001953125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,5.6700439453125,,,,,,,971.3550109863281,971.3550109863281,972.2033487955729,972.6275177001953,-0.026399117182857524,,,,,5.535258342340078,,30.639084916445427,,,,,,,,,,,,,,,,,,,,1.0,0,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978.3699951171875,4.469970703125,0.004589763416233935,1.0,971.3550109863281,973.364990234375,2.009979248046875,0.0020692529768348163,1.0
2014-10-09,968.3599853515625,978.3699951171875,968.3599853515625,978.3699951171875,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,978.69421875,-978.69421875,,,,,,,,,,,,,,,,,,5.6400146484375,,,0.5798129760244075,0.005798129760244078,1.005798129760244,100.57981297602441,,0.0,0.0,0.0,,,10.010009765625,,,,,,,973.364990234375,973.364990234375,975.0333251953125,975.8674926757812,-0.033153019833097284,,,,,6.2470302449403645,,39.025386881199665,,,,,,,,,,,,,,,,,,,,1.0,0,,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.6799926757812,-2.69000244140625,-0.002749473568109625,-1.0,973.364990234375,975.6700134277344,2.305023193359375,0.0023680974932171663,1.0
