Date,Open,High,Low,Close,Volume,Change,Wave,EFP Volume,EFS Volume,Block Volume,Last,Previous Day Open Interest,BB_UPPER,BB_MIDDLE,BB_LOWER,DEMA,EMA,HT_TRENDLINE,KAMA,MA,MAMA,FAMA,MAVP,MIDPOINT,MIDPRICE,SAR,SAREXT,SMA,T3,TEMA,TRIMA,WMA,APO,CCI,MACD,MACD_signal,MACD_hist,MACDEXT,MACDEXT_signal,MACDEXT_hist,MACDFIX,MACDFIX_signal,MACDFIX_hist,MINUS_DM,MOM,PLUS_DM,PPO,ROC,ROCP,ROCR,ROCR100,TRIX,AD,ADOSC,OBV,ATR,NATR,TRANGE,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR_inphase,HT_PHASOR_quadrature,HT_SINE_sine,HT_SINE_leadsine,AVGPRICE,MEDPRICE,TYPPRICE,WCLPRICE,BETA,LINEARREG,LINEARREG_ANGLE,LINEARREG_INTERCEPT,LINEARREG_SLOPE,STDDEV,TSF,VAR,ADX,ADXR,AROON_down,AROON_up,AROONOSC,CMO,DX,MFI,MINUS_DI,PLUS_DI,RSI,STOCH_slowk,STOCH_slowd,STOCHF_fastk,STOCHF_fastd,STOCHRSI_fastk,STOCHRSI_fastd,ULTOSC,WILLR,BOP,HT_TRENDMODE,CORREL,DEMA_Trend,EMA_Trend,HT_TRENDLINE_Trend,KAMA_Trend,MA_Trend,MAMA_Trend,MAVP_Trend,MIDPOINT_Trend,MIDPRICE_Trend,SAR_Trend,SAREXT_Trend,SMA_Trend,T3_Trend,TEMA_Trend,TRIMA_Trend,WMA_Trend,ADX_Trend,ADXR_Trend,AROONOSC_Trend,DX_Trend,TRIX_Trend,DMI_Trend,AROON_Up_Trend,AROON_Down_Trend,PM_Uptrend,PM_Downtrend,ROC_Trend,ROCP_Trend,ROCR_Trend,ROCR100_Trend,ROC_Buy_Sell_Signal,ROCP_Buy_Sell_Signal,ROCR_Buy_Sell_Signal,ROCR100_Buy_Sell_Signal,APO_Buy_Sell_Signal,MACD_Buy_Sell_Signal,MACDEXT_Buy_Sell_Signal,MACDFIX_Buy_Sell_Signal,PPO_Buy_Sell_Signal,MOM_Buy_Sell_Signal,STOCH_Buy_Sell_Signal,STOCHF_Buy_Sell_Signal,STOCHRSI_Buy_Sell_Signal,ULTOSC_Buy_Sell_Signal,WILLR_Buy_Sell_Signal,BOP_Buy_Sell_Pressure,MFI_Buy_Sell_Pressure,AD_Buy_Sell_Pressure,ADOSC_Buy_Sell_Pressure,OBV_Buy_Sell_Pressure,BB_Overbought_Oversold_Signal,CCI_Overbought_Oversold_Signal,RSI_Overbought_Oversold_Signal,STOCH_Overbought_Oversold_Signal,STOCHF_Overbought_Oversold_Signal,STOCHRSI_Overbought_Oversold_Signal,ULTOSC_Overbought_Oversold_Signal,WILLR_Overbought_Oversold_Signal,BB_RSI_Reversal,BB_Volatility,ATR_Volatility,NATR_Volatility,TRANGE_Volatility,PATTERN_SUM,SENTIMENT_NEGATIVE,SENTIMENT_POSITIVE,SENTIMENT_UNCERTAINTY,SENTIMENT_LITIGIOUS,SENTIMENT_STRONG_MODAL,SENTIMENT_WEAK_MODAL,SENTIMENT_CONSTRAINING,NEXT_DAY_CLOSEPRICE,DAILY_CLOSEPRICE_CHANGE,DAILY_CLOSEPRICE_CHANGE_PERCENT,DAILY_CLOSEPRICE_DIRECTION,DAILY_MIDPRICE,NEXT_DAY_MIDPRICE,DAILY_MIDPRICE_CHANGE,DAILY_MIDPRICE_CHANGE_PERCENT,DAILY_MIDPRICE_DIRECTION
2014-01-02,1312.5,1312.5,1280.25,1287.0,8929.0,0.0,0,0,0,0,1287.0,13648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5191.279069767442,,8929.0,,,,,,,,,,1298.0625,1296.375,1293.25,1291.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7906976744186046,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1289.25,2.25,0.0017482517482517483,1.0,1296.375,1287.875,-8.5,-0.006556744769067592,-1.0
2014-01-03,1287.0,1294.0,1281.75,1289.25,7761.0,0.0,0,0,0,0,1289.25,10168.0,,,,,,,,,,,,,,1280.25,1280.25,,,,,,,,,,,,,,,,,,,,,,,,,,-3449.0137636449927,,16690.0,,,12.25,,,,,,,1288.0,1287.875,1288.3333333333333,1288.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1836734693877551,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296.75,7.5,0.005817335660267597,1.0,1287.875,1295.75,7.875,0.006114723866834902,1.0
2014-01-06,1291.25,1301.5,1290.0,1296.75,3084.0,0.0,0,0,0,0,1296.75,7179.0,,,,,,,,,,,,,,1280.525,1280.525,,,,,,,,,,,,,,,,,,,,,,,,,,-2912.665937558036,,19774.0,,,12.25,,,,,,,1294.875,1295.75,1296.0833333333333,1296.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4782608695652174,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1299.5,2.75,0.002120686331212647,1.0,1295.75,1296.375,0.625,0.0004823461315840247,1.0
2014-01-07,1297.0,1305.5,1287.25,1299.5,2710.0,0.0,0,0,0,0,1299.5,6535.0,,,,,,,,,,,,,,1281.364,1281.364,,,,,,,,,,,,,,,,,,,,,,,,,,-1984.5837457772143,,22484.0,,,18.25,,,,,,,1297.3125,1296.375,1297.4166666666667,1297.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.136986301369863,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.75,1.25,0.0009619084263178145,1.0,1296.375,1298.375,2.0,0.0015427634750747276,1.0
2014-01-08,1299.25,1304.5,1292.25,1300.75,3148.0,0.0,0,0,0,0,1300.75,5286.0,,,,,,,,,,,,,,1282.81216,1282.81216,,,,,,,,,,,,,,,,,,,,,,,,,,-763.9306845527246,,25632.0,,,12.25,,,,,,,1299.1875,1298.375,1299.1666666666667,1299.5625,,,,,,5.528562200040015,,30.56499999971129,,,,,,,,,,,,,,,,,,,,0.12244897959183673,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296.25,-4.5,-0.0034595425715933117,-1.0,1298.375,1301.875,3.5,0.0026956772889188407,1.0
2014-01-09,1300.75,1307.5,1296.25,1296.25,2554.0,0.0,0,0,0,0,1296.25,3602.0,,,,,,,,,,,,,,1284.1734304,1284.1734304,,,,,,,,,,,,,,,,,,,,,,,,,,-3317.9306845527244,,23078.0,,,11.25,,,,,,,1300.1875,1301.875,1300.0,1299.0625,0.11263643259961938,,,,,3.993745109537342,,15.949999999953434,,,,,,,,,,,,,,,,,,,,-0.4,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1303.75,7.5,0.0057859209257473485,1.0,1301.875,1308.625,6.75,0.0051848295727316375,1.0
2014-01-10,1297.25,1320.0,1297.25,1303.75,1143.0,0.0,0,0,0,0,1303.75,1976.0,,,,,,,,,,,,,,1286.0395559679998,1286.0395559679998,,,,,,,,,,,,,,,,,,,,,,,,,,-3807.787827409867,,24221.0,,,23.75,,,,,,,1304.5625,1308.625,1307.0,1306.1875,-0.09672624611343791,,,,,2.7459060434711877,,7.539999999571592,,,,,,,,,,,,,,,,,,,,0.2857142857142857,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1326.75,23.0,0.017641418983700863,1.0,1308.625,1311.75,3.125,0.0023880026745629955,1.0
2014-01-13,1301.75,1327.5,1296.0,1326.75,1121.0,0.0,0,0,0,0,1326.75,1148.0,,,,,,,,,,,,,,1289.4356003711998,1289.4356003711998,,,,,,,,,,,,,,,,,,,,,,,,,,-2740.16877979082,,25342.0,,,31.5,,,,,,,1313.0,1311.75,1316.75,1319.25,-0.31543492602196405,,,,,10.942577392906932,,119.73999999975786,,,,,,,,,,,,,,,,,,,,0.7936507936507936,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339.0,12.25,0.009233088373845864,1.0,1311.75,1326.875,15.125,0.011530398322851153,1.0
2014-01-14,1327.0,1339.0,1314.75,1339.0,333.0,0.0,0,0,0,0,1339.0,409.0,,,,,,,,,,,,,,1294.003328326656,1294.003328326656,,,,,,,,,,,,,,,,,,,,,,,,,,-2407.16877979082,,25675.0,,,24.25,,,,,,,1329.9375,1326.875,1330.9166666666667,1332.9375,0.30906542080314525,,,,,16.618062462277273,,276.160000000149,,,,,,,,,,,,,,,,,,,,0.4948453608247423,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1318.0,-21.0,-0.01568334578043316,-1.0,1326.875,1312.125,-14.75,-0.011116344795101272,-1.0
2014-01-15,1305.25,1321.0,1303.25,1318.0,97622.0,0.0,0,0,0,0,1318.0,275933.0,,,,,,,,,,,,,,1296.0,1296.0,,,,,,,,,,,,,,,,,,,,,,,,,,62215.84530471622,21063.43454385273,-71947.0,,,35.75,,,,,,,1311.875,1312.125,1314.0833333333333,1315.0625,0.6529038184378791,,,,,15.400487005288065,,237.17500000004657,,,,,,,,,,,,,,,,,,,,0.7183098591549296,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1315.0,-3.0,-0.002276176024279211,-1.0,1312.125,1320.75,8.625,0.006573306659045442,1.0
