,importance
High,0.11546048
Low,0.10896287
PC7,0.10131945
Open,0.09348669
Close,0.089731134
PC5,0.087918825
PC3,0.0867346
PC4,0.0838021
PC2,0.082802236
PC6,0.076957546
PC1,0.07282418
