Date,Open,High,Low,Close,Volume,Change,Wave,EFP Volume,EFS Volume,Block Volume,Previous Day Open Interest,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,scaled_NET_SENTIMENT,scaled_UNCERTAINTY_MODAL,scaled_REGULATORY_PRESSURE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
2015-02-01,2.4168243347093705,2.407794854884428,2.254505864310473,2.1855877129302836,-0.37890259482699173,0.007069837245769134,-1.5477504903516655,-0.7203070292413938,-0.27233330374720155,-0.10605110478764836,0.6682542246715975,7.049999999999983,2.959551915326369,5.0,5.0,5.0,14.655047896673606,-5.600540641858315,2.4515296564229727,-0.856181816354004,1.7663561816692204,-0.253257284375431,-1.9697226548082993,-0.5149969756509943
2015-05-01,2.1871973842185057,2.484420057353156,2.2488247469055174,2.578060196575773,-0.06515204720100647,3.0073363292954136,-1.5477504903516655,-0.23978571998889317,0.015343365942630154,-0.10605110478764836,0.6792025501411504,6.800000000000011,2.854489746485468,5.0,5.0,5.0,14.619262346714038,-4.331300964225132,3.6068714143456795,0.5125527848368331,1.8063826621687376,-0.02838497984872883,-1.556699051287067,-0.7768809000674363
2015-06-01,2.584844054580734,2.8538629978273784,2.700473580599513,2.956615216262203,0.11279399562499644,2.900943900499327,-1.5477504903516655,2.62112149694796,-0.20879735215926326,-0.10605110478764836,0.6966954053606595,0.1500000000000056,0.05983605531717717,5.0,5.0,5.0,14.898280433370756,-1.3540686600452156,5.192683582636862,0.5831731706554238,3.86153140140869,-0.9219703583225191,0.07136958712877753,-1.9853052383583445
2015-07-01,3.007693682923665,3.2616185395359643,2.98168889214483,2.9649656946376393,0.597897474482591,0.07090529452342115,-1.5477504903516655,2.487797665479058,3.384513687647469,-0.10605110478764836,0.6975109230865107,1.8499999999999943,0.7742588034353816,5.0,5.0,5.0,15.349180487690246,0.5063956870628409,5.475522261878663,-0.4985820865884625,6.010460660067682,-1.3212329796646458,0.9670063113536568,-1.7201345534437507
2015-08-01,3.0188949975817567,3.234252395797133,3.0555434184092576,3.0679549279346827,0.4041143697855191,0.7943738103368108,-1.5477504903516655,0.5518245293577118,0.22889475877986717,-0.10605110478764836,0.7080107138068454,3.1500000000000057,1.3205820814081344,5.0,5.0,5.0,15.359035995958124,1.772493757317464,5.936862825844201,-0.16882409818071487,6.185857179475375,-1.4852933831499686,1.1932302086659696,-1.8185572585319263
2015-09-01,3.1281078154981428,3.316350827013627,3.2515419688802356,3.243314973818838,0.3452521569943356,1.3476144400764614,-1.5477504903516655,1.22122126652449,-0.09054988670393366,-0.10605110478764836,0.6948604904774942,-3.3,-1.390021874687426,5.0,5.0,5.0,15.065843646328261,2.8942087428424865,6.179583576143853,-0.8396839977797875,3.8595235065647566,-0.36739322656069334,1.3291694272456926,-0.48714709462813394
2015-12-01,3.3241308220147334,3.3738197288651732,3.1123545924588165,3.059604449559246,0.4742596395320566,-1.3973102228625751,-1.5477504903516655,0.33517330322074623,-0.15938050092420014,0.6510026403543652,0.6694367253740818,0.1999999999999886,0.08084848908535265,5.0,6.8,5.0,14.968220385367054,2.9817590945677845,5.670731347565661,-1.8923660493014183,3.3281753354932886,0.6525616855478995,2.420799653259348,1.688959282345651
2015-02-02,2.2684069154896656,2.2107586199648432,2.2261002772856933,2.263525511101018,-0.019815908711723073,0.24113318059715988,-1.5477504903516655,1.2628849638585218,5.2782380224768515,-0.10605110478764836,0.34626743856238146,-1.7,-0.7176239941055821,5.0,5.0,5.0,13.93515701300634,-3.923871633131449,1.0792337531466423,0.48442843139180947,2.9756740346656056,-0.30447387669466863,0.1603544261846746,1.530057111900484
2015-03-02,2.290809544805848,2.1970755480954276,2.152245751021267,2.168886756179411,0.17430704709846193,-0.7163986785676203,-1.5477504903516655,0.904577166785848,-0.24762487812967,-0.10605110478764836,0.2404132377468904,4.150000000000006,1.740830756771787,5.0,5.0,5.0,13.540356575850458,-3.4600747865674824,1.6342789350742732,-0.43917621286126335,2.7047347432771347,0.48478320631666144,-0.88871918115449,2.155953228485732
2015-04-02,2.2208013281927794,2.3941117830150125,2.251665305607996,2.3999166578998063,-0.12224703420400206,1.7731841552608083,-1.5477504903516655,0.01019646401529786,-0.34292880551157745,-0.10605110478764836,0.19225691603537465,-0.15,-0.06623854729192091,5.0,5.0,5.0,13.307208494519825,-1.7004872125588342,2.9092789293443437,0.18944818215327258,2.00710077767061,1.3782890462188309,-2.3061369868898365,1.9299368274857938
2015-05-02,2.3832203907350964,2.3612724105284153,2.430620503864107,2.39156617952437,-0.15963065664643963,-0.05676562003188288,-1.5477504903516655,0.08241353939428639,-0.30939594217349886,-0.10605110478764836,0.1556809460309465,2.0999999999999943,0.8793209722762946,5.0,5.0,5.0,12.910041354892567,-1.290160153760817,3.3986778618057647,-0.332786667796389,1.1267748498999197,1.2098868369046136,-2.648587526683128,0.8506890294853107
2015-06-02,2.439226964025551,2.5446255735785845,2.530040058450836,2.508472876780473,0.5677186956381506,0.9007662391328974,-1.5477504903516655,2.304477397209318,-0.34292880551157745,-0.10605110478764836,0.1340085624664498,0.75,0.31198526053536624,5.0,5.0,5.0,12.860513749136164,0.009652840412801034,4.305767527247885,-0.6322176512083113,1.7807822919007221,0.8495866369470555,-0.8737985232613562,0.49841771947994723
2015-09-02,2.498033865980529,2.454317299240441,2.459026090888887,2.5502252686576528,0.2727958996786293,0.32624712363402925,-1.5477504903516655,0.37683700055477803,-0.29351195427651433,-0.10605110478764836,0.028337853139275306,-8.2,-3.449240383969322,5.0,5.0,5.0,12.711877684300234,0.7915197155185362,4.665718727408356,-0.707922281914186,1.617663884418156,0.5340967555775887,-0.6671819744416982,0.7278752389501579
2015-10-02,2.5288374812902794,2.5172594298397533,2.1749702206410912,2.0937324508004878,1.0018445075287847,-3.4826018272658743,-1.5477504903516655,1.1073404938114697,5.707105695695435,-0.10605110478764836,-0.059085647071977686,0.05,0.01781118778080958,5.0,5.0,5.0,13.263340876784238,-1.916882260994209,2.241442021303149,-0.9488832106174714,3.8604739851068164,-0.41717472567643793,-2.1539570474293828,1.6545942868730494
2015-11-02,2.1507931115797114,2.0848743587662186,2.1863324554510024,2.096515943592299,0.5947028740193282,0.028348323004986475,-1.5477504903516655,2.198929363963104,3.5874757552200496,-0.10605110478764836,-0.19839646259051585,5.100000000000023,2.140066998367264,5.0,6.8,5.0,12.766073296260878,-2.45302366353162,2.0754686602521404,-0.4646774258554224,2.5593188491679624,-0.766601851851992,-1.9293180485389978,0.8340280789044516
