Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
2015-01-27,-2.19495276195796,-2.1639269288766556,-2.1395149765865,-2.114193810753125,-0.1339988708496093,-0.5059755466374896,-9.498589581506012,-6.6336569105741,1.9998762235833725,0.32269586392806127,0.22946879990756275,-0.05367752182872307,0.19139964617087982,-0.38140520325379357,-0.9923277835793194
2015-01-28,-2.157078152419045,-2.1718000877611106,-2.1228492936966954,-2.1669139411109044,0.0989990234375,0.3561096401967176,-9.728677479824292,-6.805295667648422,1.5390181723296228,0.09655260598194008,0.5191466030597122,-0.11299939628146637,0.5807541468752172,-0.41688054570629485,-0.48912859721309243
2015-01-29,-2.157078152419045,-2.1619597653941742,-2.1478478180314062,-2.127964050057153,-0.1520004272460937,-0.5725807627783993,-9.733789069100538,-6.644317593375112,0.7764883173912538,0.13075476029617178,0.29983964210858804,-0.5692487611960385,0.4524205389494844,-1.0844332576235898,-0.5599446241874803
2015-01-30,-2.2276457148812456,-2.179673246645565,-2.14268917613418,-2.1877666609899387,0.207000732421875,0.755712708512343,-9.778478847212549,-7.335231890650261,0.8236421941052798,0.011347112985150433,0.13201650503532036,-0.43990983924188193,0.20651667730465872,-0.648222164167735,-0.5062964870957961
2015-02-02,-2.1929604020617264,-2.140308953874805,-2.10816805315644,-2.106324888173177,-0.0680007934570312,-0.26178464931732026,-9.910332696612869,-6.386829223649807,-0.18082592859519475,0.20122428007307946,0.3959098296985989,-0.5674849271879565,-0.25501314104525097,-0.4468864091242879,-0.058434625677222886
2015-02-03,-2.1271760242359052,-2.1678642591446398,-2.1466580608332784,-2.1330789247762953,-0.1450004577636718,-0.5466810866566426,-10.058798902048828,-6.324286587610032,-0.5062477190538621,0.11374694876321965,0.5282623001272596,-0.24833838525368318,-0.05277149410687429,0.022184513152750857,0.2891885308486488
2015-02-04,-2.1391362671549934,-2.179673246645565,-2.1347529204219855,-2.190127487848275,0.1010017395019531,0.363519629277874,-10.126443895292324,-6.817634991603994,-0.4519533650103904,-0.037254404017202314,0.344656250664795,-0.12035805681812016,0.05260590629501585,0.6469936291472198,0.3731970328092552
2015-02-05,-2.1550842716373886,-2.1639269288766556,-2.1168974803340475,-2.1503896539460676,0.0319976806640625,0.10820669120351178,-10.20491545927246,-5.781525360896003,-1.4485912770599503,0.0005082038059775786,0.29006598483029483,-0.4828096918426914,0.0877617615126227,0.019920693315835875,0.5685661036894286
2015-02-06,-2.1431240287183035,-2.1225939709719035,-2.300616577854639,-2.137800578492968,0.0979995727539062,0.3524117027885974,-10.313368564248348,-5.2120561716710165,-1.7361787701121643,1.2705976468645557,-0.16585698278650282,-0.5129898363700639,0.6693908104868854,0.21377478920279389,0.9790621728405816
2015-02-09,-2.1431240287183035,-2.073387854182697,-2.058567590219728,-2.0992439084416916,0.1650009155273437,0.6003146517818032,-10.314261628773941,-3.9431579413421245,-2.830054509449605,0.6887761454895692,0.5379762639327825,-0.47551508796024294,-0.20201337023506624,-0.5402079622234177,1.1377106564849224
2015-02-10,-2.045443641927692,-2.063547531815761,-2.024838125021399,-2.034326422789761,0.0270004272460937,0.08971700416291153,-10.491930679952116,-2.71477765898581,-3.4029390584418957,0.7936697988483825,0.2355656526406035,-0.29562349565161145,0.33942929982486814,-0.45711043710296373,1.5705453536350362
