Date,Open,High,Low,Close,Volume,Change,Last,Previous Day Open Interest,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
2015-02-01,0.42000091207458407,0.34546622219893586,0.3593908233495715,0.29149207708624336,-0.6923403095260339,0.9532337761689309,0.30128166411826623,-0.7770553523938959,37.5,3.0414737639125855,2.558270373382456,-3.514945421634027,-1.048035325262498,2.2693042674886423,2.4252440677226486,-0.6676216080816662,0.4217056258591499,0.05253122338595937
2015-05-01,0.294796548943512,0.5345754297071494,0.34712157770949087,0.5930966827112798,-0.7211831149118599,3.231966998197278,0.5829465596445861,-0.7988038584155466,11.5,0.888918391440032,3.422213430312348,-1.5402911436017341,-0.20617377179496013,2.381921019317443,1.025985662010967,1.0570311668949115,1.6161255664545227,-1.73827195547353
2015-06-01,0.5775160785943199,0.6173107079919928,0.6170449817912643,0.6855887617696242,-0.7730131857640418,0.4106782471145627,0.6634222440806774,-0.8116093679945074,1.5,0.061012478950588284,3.648886317726166,0.029242976859791735,0.6102194186916468,1.606998069172592,0.9428690663690389,1.0219572809907402,1.8212406445329852,-1.686686440645704
2015-07-01,0.6784873391838941,0.6448891340869406,0.6988399527251351,0.6976529459946257,-0.7750634013326626,-0.6744328109941741,0.6875649494115048,-0.8212521926012605,-7.5,-0.6841028422899109,3.47465274865464,0.14591338595872905,2.201089800074168,1.4172834446554181,0.6255021664434602,-0.8675210695113086,1.8544598325030648,-0.2496594154389164
2015-08-01,0.690603890454643,0.6567084595562039,0.6865707070850545,0.6373320248696185,-0.7724540360635087,-0.02336617612893202,0.6473271071934591,-0.8293607785406445,6.0,0.4335701395708379,3.3352246824019853,0.0020299617456592616,2.4705456484167945,1.1054423063716738,0.8749226649248091,-1.1799759329567163,1.9450884382509097,0.06788667833368497
2015-09-01,0.6380988349480644,0.6173107079919928,0.6783912099916675,0.6855887617696242,-0.7835283065212869,-0.18613283484524254,0.6875649494115048,-0.8369714098248298,-38.0,-3.209215875382714,3.079975356755741,0.7086327739818657,2.222191949830035,-1.3679012055491255,0.564370181761946,0.3404295232665844,2.2763243376902675,-0.010714711620020634
2015-12-01,0.6582930870659792,0.6685277850254673,0.4452755428301358,0.37996276140292073,-0.7836370300741683,3.286222551102715,0.3817573485543576,-0.8488483012630147,-13.0,-1.139451094159105,3.08384682727592,-2.503378174772905,1.117135043772622,2.553787231292809,1.571997257930804,-0.39231577373487586,0.2663271869725988,1.5007772437399898
2015-02-02,-0.0363891857902915,-0.02881241766107013,-0.020955791492927464,-0.05434787069713169,0.5102198450230153,-0.7286883638996109,-0.06085891584414496,1.0809076737898766,28.0,2.2549631470476137,-1.1745990093303544,-5.997451820856435,1.9414517772272697,-0.5449166971403517,1.452683256893371,-0.583122825415341,0.4190783691786928,1.8012347334539447
2015-03-02,-0.048505737061040416,0.19969454141135456,0.007672448333927296,0.17085023483622883,1.9972784735904687,2.0926003871831047,0.1644730005769109,1.0884510139044405,-15.0,-1.3050322766569937,-0.0432421487810462,-3.230012191217088,4.1533560596327606,0.39820047001440484,-0.19304433691169162,-0.03363584211827501,1.5038951900293338,-0.5376603857990121
2015-04-02,0.161514484965274,0.13271836375219562,0.06901867653433036,0.050208392586214255,1.047500579490703,0.7904671174526205,0.05180704236638296,1.0716820544347767,9.5,0.7233372089421433,-0.4314656021363408,-3.5909812035374604,3.7451067160729394,0.08133907144496562,0.6294902658957849,-0.22393001026485895,1.0031926720056263,-0.5817783558506802
2015-05-02,0.036310121834201944,0.06968196124945776,0.08946741926779804,0.12661489267789014,0.5972918789449007,0.19365603549281532,0.12825894258066978,0.9878574444373436,-8.5,-0.7668934335388553,-0.36224006826337274,-2.2879759737388126,4.237617675352661,-0.5223553520498544,0.07977812894773344,0.35769180763236885,1.5640142495382678,-0.9251511412108973
2015-06-02,0.12920368157661025,0.1051399376572478,0.1058264134545722,0.05825118206954856,0.9213967900843906,-0.02336617612893202,0.06790217925360124,0.9512174025784672,5.0,0.35077954832189356,-0.4127622308171599,-2.1114156166931983,4.05807155312933,-0.33574331840723204,1.007265028894591,0.020166443978407375,0.5236625771930186,-0.47080304826980063
