Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
2015-01-27,-0.8241659846940476,-0.4217575374988752,-0.5429182317859793,-0.23123673124640323,2.0,0.022573683717118643,-0.9916712590400164,-1.07273648031285,3.6330872312974023,-1.1078006007398735,3.8367210297699086,-0.7802311397102668,0.11355503482051743,3.2084450100462925,0.49589305826821756,-1.282930481069773,-1.4196489320706063,-0.012956476497171021,-1.3568487157447704
2015-01-28,-0.8895537745678269,-0.4217575374988752,-0.5911845418038433,-0.21091126219251327,-1.0,-0.0145586581195567,-0.9555864114138402,-0.9880364910929914,3.6925938925420856,-1.0127655472200678,3.6332341538064443,-0.7434385339142975,0.045642629430370674,3.446973167150546,0.9842561034421784,-0.7988314244002936,-1.3037472350797863,0.2921521704670972,-1.232136199738651
2015-01-29,-0.35261499522916684,-0.4217575374988752,-0.26074308159304044,-0.22107399671945827,0.0,-0.0021812108406649195,-1.2546302305335835,-1.5316259506024932,1.3384045110192169,0.0287100602827515,1.7113545321634251,-0.806418764911434,0.7059309845986611,3.5644980059079123,-0.299176344835241,-0.24394174538752267,2.3516152374278825,0.4624348013297901,-2.2027651109753505
2015-01-30,-0.45069668003983576,-0.4217575374988752,-0.26724007726519483,-0.22107399671945827,-1.0,-0.0145586581195567,-0.9936356036654622,-1.442797214629022,1.4750524861126182,0.10718055666760837,1.6428772139899,-0.78285200808266,0.7643718587076728,3.0261164913523113,-0.25348383171558597,-0.10893400423224547,2.2631818599918776,0.6482434259176669,-1.9251277480779256
2015-02-02,-0.41800278510294614,-0.4346408758183039,-0.2579580074105927,-0.23123673124640323,0.0,-0.0021812108406649195,-1.0562012755344687,-1.3768041620383766,1.6328622270235749,0.2689208306424832,1.548717684243696,-0.6079502962407819,0.8021037304087134,2.433022179655529,-0.4761944632324588,-0.09814261081355885,2.0888641556656524,0.7014546992724816,-1.7079610358469246
2015-02-03,-0.4607570484804374,-0.4346408758183039,-0.27466618637494367,-0.23123673124640323,2.0,0.022573683717118643,-0.9924041522655882,-1.3589608479085444,1.567865971700401,0.06902255172734481,1.647854700047568,-0.6069619235823029,0.8880594223710595,1.6478817387943299,-0.3172535975245224,-0.14990768994103057,1.9696366590709087,0.753758864607912,-1.5503673540843703
2015-02-04,-0.5940484878365015,-0.4217575374988752,-0.3730559002206929,-0.21091126219251327,0.0,-0.0021812108406649195,-0.954515487055434,-0.9449607060772937,1.754043987390781,0.007840992428097854,1.7803684579118275,-0.4850844507294463,0.9705034838570091,0.7567731684044188,-0.13147114357813686,-0.13933169763823308,1.4833652982751584,0.7601195719672159,-1.2941888150515481
2015-02-05,-0.2759096746088883,-0.4217575374988752,-0.26445613614791486,-0.21091126219251327,0.0,-0.0021812108406649195,-1.4424395843601852,-0.8629365250886296,1.8590330851871504,-0.004749088361861692,1.7314726843315296,-0.45418301734734,0.9823591726140591,0.06551594296329044,-0.29747941044625487,-0.08411856979496249,1.4190361553284925,0.8907761516212468,-1.280956578481236
2015-02-06,-0.4959668030258327,-0.4217575374988752,-0.3006564351938968,-0.21091126219251327,-1.0,-0.0145586581195567,-0.9540326800521588,-0.9184079920774754,1.4221307743665146,-0.13253529299429767,1.6952780619619852,-0.34858122303445405,1.2471707832288748,-0.17367191052926395,-0.5676059477283258,-0.6735289323078579,1.1354236067431136,0.4229335141626851,-1.2097155100826993
2015-02-09,-0.2809383238324787,-0.4346408758183039,-10.720243500792298,-0.22107399671945827,1.0,0.01019623643822686,-1.9574396354537715,-5.9668440447245485,-0.321288536448721,2.2135956456092827,7.730281174542626,0.37103822028942973,4.804765457477887,-1.1248952809626813,6.590453215329711,-1.5397088877155183,-0.012254445173236504,-4.291876595966898,-1.059366273317983
2015-02-10,-0.47207457922693663,-0.4217575374988752,-0.2830202758571192,-0.21091126219251327,-2.0,-0.026936105398448477,-0.9664008820976514,-2.369405553892132,1.123973344924457,3.2525937135876752,5.271739528813356,-3.905514018557318,1.0971766048929128,-0.12092548588939056,-1.3506451348301767,-5.3042964389438865,1.6115840710225706,1.6783171858022077,-0.644883222830698
2015-02-11,-0.500995452249423,-0.4346408758183039,-0.30436835668360346,-0.23123673124640323,0.0,-0.0021812108406649195,-0.998709501563739,-2.4483590082676727,0.8263572605636016,3.3265158087229203,5.37208217469826,-4.172234005709337,1.1760624001956277,0.009505983335232143,-2.403163847188799,-6.092920905018407,1.589289840088346,2.1178904125056124,0.0766094284866876
