Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
2015-01-27,0.6768407116275815,0.316262210505383,0.9910193063797516,-0.1819042123271405,9.0000219643116e-05,0.01995425172134782,-204.66576284937184,-12.872352133497445,5.305980510162077,-0.6743463246791349,0.5060240403221913,0.3862843614649526,-0.14181797302102755,0.5606530461133756,1.9602627007217883,0.7574779883907312,0.022216797964808542,-0.4644254696138145
2015-01-28,0.7554547693320661,0.34369172053829966,1.060841923179187,-0.17706376333130253,-0.0004900004714727,-0.09916495199543317,-204.47720364605533,-12.96335992861252,5.3002970311467354,-0.6663970537911226,0.5201606276098744,0.3486745098919257,-0.26781986025220583,0.3945029679697695,1.9552146238645611,0.7062764037388916,0.047034877172956145,-0.3608819412096951
2015-01-29,0.3274455323286914,0.292751410442072,0.5371760904183172,-0.20341728001721415,0.0002399999648332,0.05076085329692243,-205.3033786148711,-12.73548661206234,4.5533199977946275,-0.6578688717637575,0.4613704411181643,-0.05058863645331646,-0.19722843153270553,-0.09149691213293613,-0.1054426914779599,-0.4362877928392506,0.3510075523648826,0.120590700965892
2015-01-30,0.5370824772083665,0.29666975547309676,0.8048278291440425,-0.1905094494209635,7.999967783689499e-05,0.017900363519246433,-205.111615351956,-12.71549882677301,5.051811888641579,-0.5002566439683951,0.5815067217319738,-0.06351758275660119,-0.732285517296038,-0.596737505725127,0.4034815890608817,0.20841366949624213,0.7860220434464388,0.2766023801907135
2015-02-02,0.5982266539230968,0.25356650037750017,0.8862870068527461,-0.18620685591854122,1.0000541806221008e-05,0.0035241024689444803,-205.0772765961333,-12.521385590352063,5.273151082318051,-0.4751842106900008,0.6468079165417471,-0.16199987509612976,-1.0043177672034795,-1.045522661494931,0.4367381965152923,0.01668226480545415,0.5957805646750792,0.1750643897333841
2015-02-03,0.6156965349128511,0.2731589554097864,0.909560128671165,-0.18566900042512555,0.0088199991732835,1.8129012942591334,-204.98852631950666,-12.730733445675316,5.253914403962198,-0.6420257910843521,0.7052329597407732,-0.244561442278138,-1.2637841405664754,-1.431226926613762,0.47696710152847366,-0.06327971383291758,0.5461704212517121,0.15888486211620548
2015-02-04,8.319854665988917,3.7018444250751017,0.8513751565623123,0.2886937990314994,-0.008899999782443,-1.8263912062507381,-204.4545467953661,-12.875383756505794,5.586399721619731,-0.6622412799719499,0.9348023752864985,1.4681635428394177,-1.4851668903007897,1.1012373071554724,5.370855071142096,1.2591047075925554,1.6445719259154503,1.5992549319651888
2015-02-05,0.5370824772083665,0.24181073540730155,0.8048278291440425,-0.1899716440165317,0.0001000007614493,0.022008139923441607,-205.33064881563504,-12.601415738345514,4.5394002808237985,-0.7286137741861126,0.5747398548829725,0.30661550167985585,-0.5624605810533831,0.6381316308775109,0.9456462178432093,0.031401642527443874,0.23599134700456464,0.731019757257727
2015-02-06,0.6331664159026054,0.2496477904079326,0.8513751565623123,-0.18459333952727267,-8.00006091594696e-05,-0.014960126258441796,-205.5272306278083,-12.58388151131294,4.67097661563872,-0.581944840525416,0.5805188222680902,0.11464639822985379,-0.7863813337764223,0.32085462472343346,0.9145959074845665,-0.05012765298311517,0.20571883641271127,0.636087984548765
2015-02-09,0.5720222391877872,0.2653219004091553,0.8513751565623123,-0.1888959831186788,4.99999150633812e-05,0.011739081458705376,-205.91560460972323,-12.429871120282865,4.922756774511579,-0.42050109181363426,0.5953529881579049,-0.10113406866598551,-0.9964589360396945,-0.04288513084440286,0.832164746556655,-0.22055599798057063,0.16431213866656297,0.6243237330432557
