Date,Open,High,Low,Settle,Change,Wave,Volume,Prev. Day Open Interest,EFP Volume,EFS Volume,Block Volume,COP=X_High_Model,COP=X_Low_Model,VND=X_High_Model,VND=X_Low_Model,BRL=X_High_Model,BRL=X_Low_Model
2014-01-21 00:00:00+00:00,117.15,118.55,114.7,116.2,,,14429.0,82566.0,1010.0,1.0,,1946.75,1943.497866368659,21069.7,20791.27,2.354082980155945,2.309995021820068
2014-01-22 00:00:00+00:00,115.9,116.0,114.25,114.85,-1.35,,12194.0,82835.0,842.0,40.0,,1946.75,1943.497866368659,21066.7,20773.56,2.369368011951446,2.341205997467041
2014-01-23 00:00:00+00:00,114.95,116.6,114.6,115.2,0.35,,12317.0,82630.0,496.0,3.0,,1946.75,1943.497866368659,21066.7,20752.5,2.398127946853638,2.348201012611389
2014-01-24 00:00:00+00:00,115.1,115.1,113.65,114.4,-0.8,,11846.0,83659.0,238.0,,,1946.75,1943.497866368659,21066.4,20776.59,2.394523997306824,2.3447670269012453
2014-01-27 00:00:00+00:00,114.2,117.75,113.15,113.85,-0.55,,20821.0,83320.0,414.0,5.0,,1946.75,1943.497866368659,21066.65,20759.3,2.409306960105896,2.369448974132538
2014-01-28 00:00:00+00:00,113.5,114.85,113.3,114.65,0.8,,14079.0,82526.0,478.0,4.0,,1946.75,1943.497866368659,21066.7,20752.03,2.4186669850349425,2.381650006771088
2014-01-29 00:00:00+00:00,114.7,117.7,113.7,117.1,2.45,,17069.0,81667.0,376.0,66.0,,1946.75,1943.497866368659,21067.2,20773.72,2.426192038059235,2.3920740485191345
2014-01-30 00:00:00+00:00,117.3,120.55,117.15,120.0,2.9,,19427.0,80867.0,625.0,20.0,,1946.75,1943.497866368659,21066.75,20754.55,2.428888056278229,2.392494051456451
2014-01-31 00:00:00+00:00,120.2,125.95,120.0,125.2,5.2,,29752.0,80055.0,818.0,7.0,,1946.75,1943.497866368659,21070.25,20778.91,2.4131029725074766,2.373698003292084
2014-02-03 00:00:00+00:00,125.0,136.4,125.0,135.95,10.75,,39341.0,79315.0,1256.0,5.0,,2010.46,2003.77,21051.9,20758.4,2.420444073677063,2.389547061920166
2014-02-04 00:00:00+00:00,135.95,137.95,133.05,136.25,0.3,,44052.0,78825.0,510.0,15.0,,2010.46,2003.77,21048.05,20764.75,2.441940042972565,2.415224039554596
2014-02-05 00:00:00+00:00,136.25,143.7,134.25,143.1,6.85,,34860.0,71092.0,609.0,66.0,,2010.46,2003.77,21048.2,20760.69,2.4201640129089355,2.3855860161781317
2014-02-06 00:00:00+00:00,142.6,144.15,134.8,135.75,-7.35,,36575.0,68501.0,259.0,32.0,,2010.46,2003.77,21072.8,20733.22,2.406842963695526,2.3755199837684637
2014-02-07 00:00:00+00:00,135.1,142.75,132.05,135.7,-0.05,,34528.0,63757.0,288.0,13.0,,2010.46,2003.77,21081.05,20816.76,2.4006299638748168,2.3434770607948305
2014-02-10 00:00:00+00:00,133.95,138.2,132.9,136.2,0.5,,32673.0,58293.0,453.0,45.0,,2010.46,2003.77,21079.4,20800.89,2.4119219636917117,2.340673053264618
2014-02-11 00:00:00+00:00,136.65,138.5,135.5,137.15,0.95,,21852.0,51686.0,483.0,,,2010.46,2003.77,21081.15,20817.03,2.419081993103027,2.380156021118164
2014-02-12 00:00:00+00:00,136.6,141.65,135.5,141.05,3.9,,42469.0,45245.0,2293.0,203.0,,2010.46,2003.77,21078.5,20805.12,2.4131859803199767,2.38513697385788
2014-02-13 00:00:00+00:00,141.55,142.75,136.35,139.7,-1.35,,23558.0,29907.0,602.0,58.0,,2010.46,2003.77,21069.3,20756.82,2.426747074127197,2.3981820511817933
2014-02-14 00:00:00+00:00,137.9,140.6,137.2,139.9,0.2,,17323.0,23982.0,1511.0,213.0,,2010.46,2003.77,21072.6,20807.38,2.389643979072571,2.3582530212402344
2014-02-17 00:00:00+00:00,139.9,140.6,137.2,139.9,,,17323.0,18413.0,,,,2034.8860009765624,2026.615,21066.05,20747.37,2.4039749836921693,2.3604060053825378
2014-02-18 00:00:00+00:00,140.05,154.35,138.75,152.65,,,13190.0,18147.0,2485.0,252.0,,1970.6839990234373,1968.7930004882808,21075.2,20784.06,2.4036260080337524,2.3600270128250123
2014-02-19 00:00:00+00:00,152.9,172.9,150.85,171.75,19.1,,6738.0,11433.0,5690.0,5.0,,2039.4485009765624,2034.52,21076.8,20769.78,2.393498978614807,2.345736026763916
2014-02-20 00:00:00+00:00,172.4,175.7,161.8,168.8,-2.95,,1424.0,2345.0,19.0,8.0,,2049.6490380859377,2039.765,21071.3,20795.42,2.3990509414672854,2.360921015739441
2014-02-21 00:00:00+00:00,169.3,172.5,167.8,168.55,-0.25,,358.0,1191.0,4.0,2.0,,2048.36501953125,2034.285,21076.8,20783.6,2.373690013885498,2.350381984710693
2014-02-24 00:00:00+00:00,169.45,178.35,169.45,175.6,7.05,,256.0,1050.0,,,,2048.606025390625,2034.22,21074.9,20794.23,2.3480249357223517,2.308106050491333
2014-02-25 00:00:00+00:00,174.8,180.35,173.2,175.65,0.05,,123.0,912.0,,,,2048.5990234375,2034.105,21075.45,20783.97,2.3432599329948425,2.30164300441742
2014-02-26 00:00:00+00:00,177.25,177.4,171.65,177.1,1.45,,54.0,862.0,6.0,,,2048.820009765625,2038.905,21077.75,20814.91,2.3440409326553344,2.301320049762726
2014-02-27 00:00:00+00:00,177.55,179.95,176.7,178.75,1.65,,62.0,843.0,,,,2049.7310205078124,2041.01,21073.95,20804.82,2.3646669721603395,2.341833951473236
2014-02-28 00:00:00+00:00,178.35,179.8,176.55,179.8,1.05,,56.0,845.0,413.0,,,2049.7450439453123,2038.525,21075.35,20780.91,2.330878050327301,2.295961923599243
2014-03-03 00:00:00+00:00,180.55,191.0,177.1,192.6,12.8,,62.0,781.0,,,,2047.7060009765623,2041.555,21074.65,20808.34,2.3441199898719787,2.3173419880867003
2014-03-04 00:00:00+00:00,194.9,194.9,184.9,185.15,-7.45,,65.0,357.0,,,,2065.58900390625,2044.0,21073.2,20806.24,2.3562459564208984,2.321255030632019
2014-03-05 00:00:00+00:00,185.0,200.9,181.5,200.65,15.5,,17.0,284.0,,,,2047.1530078125,2042.845,21075.15,20793.67,2.3420289850234983,2.311496036052704
2014-03-06 00:00:00+00:00,200.65,200.65,192.9,194.8,-5.85,,32.0,282.0,,,,2044.3675,2029.44,21072.65,20802.75,2.3334169793128967,2.3056039595603943
2014-03-07 00:00:00+00:00,198.0,198.0,197.0,196.05,1.25,,4.0,270.0,,,,2034.9625,2024.715,21068.5,20785.97,2.337598030567169,2.311889951229096
2014-03-10 00:00:00+00:00,201.5,202.3,201.5,202.5,6.45,,17.0,269.0,,,,2046.4425,2033.705,21061.8,20779.1,2.3402740001678466,2.311673004627228
2014-03-11 00:00:00+00:00,206.65,207.55,206.5,205.05,2.55,,229.0,262.0,,,,2054.682001953125,2039.145,21064.5,20779.08,2.361075985431671,2.3345630049705504
2014-03-12 00:00:00+00:00,203.8,203.8,201.8,204.8,-0.25,,13.0,43.0,,,,2132.2155078125,2041.755,21070.45,20783.41,2.362754991054535,2.33601900100708
2014-03-13 00:00:00+00:00,206.05,206.05,205.55,205.05,0.25,,2.0,32.0,,,,2047.6360107421876,2039.94,21068.55,20801.56,2.366185042858124,2.3491729283332825
2014-03-14 00:00:00+00:00,200.5,201.35,200.5,197.85,-7.2,,5.0,30.0,,,,2109.2920166015624,2040.975,21070.6,20811.06,2.3666550135612487,2.337583999633789
2014-03-17 00:00:00+00:00,195.35,195.5,191.2,189.9,-7.95,,30.0,30.0,,,,2051.671005859375,2023.755,21075.15,20789.72,2.35426296710968,2.323366997241974
2014-03-18 00:00:00+00:00,191.6,191.85,191.0,190.95,1.05,,12.0,24.0,,,,2039.27,2029.52,21075.75,20786.5,2.357214016914368,2.32198498249054
2014-03-19 00:00:00+00:00,191.2,191.2,184.1,185.1,-5.85,,6.0,7.0,,,,2018.3425,2011.43,21067.9,20158.67165000916,2.330589003562927,2.30589097738266
2014-03-20 00:00:00+00:00,184.15,184.35,172.55,174.15,-11.35,,23598.0,85166.0,718.0,,,1999.2,1989.9,21066.75,20779.68,2.3573759484291075,2.3239589881896974
2014-03-21 00:00:00+00:00,173.0,175.6,168.5,171.15,-3.0,,15985.0,84187.0,152.0,14.0,,1992.06,1981.86,21063.95,20758.2,2.3393320536613462,2.3130230069160462
2014-03-24 00:00:00+00:00,171.15,177.55,166.0,176.4,5.25,,17992.0,84795.0,246.0,,,1992.2,1982.42,21075.5,18298.246600036626,2.3362540125846865,2.3137639927864075
2014-03-25 00:00:00+00:00,177.0,177.3,173.65,175.3,-1.1,,10592.0,83533.0,372.0,,,1977.11,1965.19,21076.25,20776.41,2.3421229887008668,2.3181029987335204
2014-03-26 00:00:00+00:00,175.0,179.4,172.15,176.0,0.7,,18544.0,81524.0,233.0,99.0,,1961.905,1949.28,21069.9,20773.51,2.330593993663788,2.295502986907959
2014-03-27 00:00:00+00:00,175.5,176.8,173.6,176.35,0.35,,9195.0,78925.0,431.0,31.0,,1957.55,1945.2175,21067.3,20766.18,2.305716953277588,2.270676996707916
2014-03-28 00:00:00+00:00,176.7,181.05,176.4,180.6,4.25,,12830.0,76982.0,210.0,15.0,,1956.49,1944.7725,21042.2,20776.83,2.2892639899253844,2.2529960560798643
2014-03-31 00:00:00+00:00,180.6,180.9,174.15,177.9,-2.7,,14864.0,76594.0,399.0,2.0,,1958.34,1945.4975,21078.9,20788.25,2.289519989490509,2.252898051738739
2014-04-01 00:00:00+00:00,177.0,178.95,174.25,175.25,-2.65,,11240.0,74750.0,511.0,64.0,,1967.730993652344,1956.25,21069.65,20777.29,2.295776977539062,2.2539909887313843
2014-04-02 00:00:00+00:00,174.0,178.3,167.9,172.7,-2.55,,22118.0,73102.0,553.0,1.0,,1972.867985839844,1959.7325,21070.7,20783.3,2.299846954345703,2.2561089777946477
2014-04-03 00:00:00+00:00,172.5,175.0,170.85,174.6,1.9,,11231.0,70100.0,441.0,354.0,,1971.1789892578124,1955.66,21074.05,20823.25,2.29827299118042,2.2578750157356264
2014-04-04 00:00:00+00:00,175.6,185.4,175.25,185.0,10.4,,18690.0,68562.0,363.0,7.0,,1963.133498535156,1951.49,21070.15,20793.61,2.297685966491699,2.2539379954338075
2014-04-07 00:00:00+00:00,185.8,196.8,185.55,193.35,8.35,,30237.0,67237.0,238.0,204.0,,1947.5584985351563,1936.2834924316403,21074.5,20779.65,2.231162274678548,2.1933302807807924
2014-04-08 00:00:00+00:00,194.35,202.8,194.3,196.5,3.15,,24046.0,58356.0,555.0,23.0,,1931.9954931640625,1927.3350061035155,21072.4,20793.54,2.2190260608990986,2.190255281448364
2014-04-09 00:00:00+00:00,195.15,200.25,190.15,199.85,3.35,,22219.0,51329.0,542.0,,,1924.5234997558596,1909.6265002441403,21073.3,20787.73,2.2123898180325825,2.1850237220525743
2014-04-10 00:00:00+00:00,199.95,207.8,199.95,206.1,6.25,,23767.0,44515.0,547.0,7.0,,1928.5260009765625,1921.5920007324216,21075.0,20771.12,2.189242022037506,2.1726879596710207
2014-04-11 00:00:00+00:00,206.0,208.65,199.85,201.2,-4.9,,23462.0,36938.0,691.0,84.0,,1918.56,1915.7225,21073.15,20746.68,2.213372976779938,2.185965309143066
2014-04-14 00:00:00+00:00,199.8,205.3,195.0,204.85,3.65,,19651.0,25022.0,1071.0,794.0,,1928.4269992675784,1924.3049914550784,21074.85,20777.73,2.2206425674756365,2.191636945724487
2014-04-15 00:00:00+00:00,205.85,207.4,191.65,192.15,-12.7,,8630.0,18973.0,770.0,436.0,,1927.1815002441408,1921.5610144042969,21074.35,20830.89,2.218475730419159,2.1871381151676177
2014-04-16 00:00:00+00:00,192.0,199.4,185.6,185.95,-6.2,,8792.0,15071.0,2842.0,24.0,,1934.2075,1928.748498535156,21073.7,20790.26,2.238085985183716,2.1965489554405213
2014-04-17 00:00:00+00:00,187.2,201.55,186.9,201.2,15.25,,5643.0,9313.0,1276.0,1056.0,,1929.6075024414065,1921.4980078125,21083.45,20803.39,2.2389369773864747,2.200058963298797
2014-04-21 00:00:00+00:00,202.0,203.0,196.15,196.7,,,2924.0,3920.0,94.0,12.0,,1935.2480102539064,1927.525,21071.55,20787.54,2.2373529744148253,2.1974569582939147
2014-04-22 00:00:00+00:00,197.1,213.2,197.0,211.8,15.1,,432.0,1875.0,68.0,,,1924.044665934245,1921.5910009765623,21074.95,20795.27,2.2367369723320008,2.195150945186615
2014-04-23 00:00:00+00:00,211.85,215.7,210.2,212.35,0.55,,753.0,1382.0,1.0,,,1931.6889990234372,1928.5200024414064,21088.25,20800.58,2.262491037845612,2.2211140298843386
2014-04-24 00:00:00+00:00,210.3,212.95,206.1,212.45,0.1,,131.0,903.0,,,,1933.678498535156,1927.8895056152344,21084.1,20804.7,2.2305330204963685,2.196628954410553
2014-04-25 00:00:00+00:00,210.5,210.5,203.0,204.75,-7.7,,100.0,784.0,,,,1936.9969799804687,1930.03701171875,21085.25,20811.62,2.2152300572395323,2.183468990325928
2014-04-28 00:00:00+00:00,203.35,203.75,198.25,198.8,-5.95,,63.0,768.0,,,,1942.495,1933.1135009765624,21081.5,20792.11,2.262239029407501,2.222618041038513
2014-04-29 00:00:00+00:00,200.9,208.9,192.4,208.9,10.1,,55.0,236.0,,,,1940.87599609375,1936.4299951171877,21070.0,16011.44265007019,2.2337720227241515,2.198835959434509
2014-04-30 00:00:00+00:00,207.0,208.4,200.9,203.05,-5.85,,25.0,206.0,,,,1934.3059985351565,1928.087001953125,21063.5,20679.47,2.236041967868805,2.195153946876526
2014-05-01 00:00:00+00:00,203.95,203.95,202.95,201.45,-1.6,,9.0,190.0,,,,1937.6979833984376,1934.309501953125,21065.09,20780.83,2.23821900844574,2.2105799889564515
2014-05-02 00:00:00+00:00,202.0,202.0,201.8,200.6,-0.85,,4.0,182.0,,,,1936.980993652344,1934.0324938964843,21063.51,20688.66,2.240781011581421,2.212892997264862
2014-05-05 00:00:00+00:00,197.4,197.4,197.4,202.4,1.8,,13.0,175.0,,,,1929.63299975586,1924.2789990234376,21063.05,20744.23,2.2403339672088625,2.214050981998444
2014-05-06 00:00:00+00:00,203.1,203.1,200.4,199.55,-2.85,,33.0,173.0,,,,1923.900666666667,988.0928994941712,21064.8,15989.10265007019,2.245855977535248,2.2059049725532534
2014-05-07 00:00:00+00:00,198.95,199.85,198.95,198.4,-1.15,,5.0,143.0,,,,1921.085,1383.524299850464,21068.66,16650.331000061036,2.2447700023651125,2.216087975502014
2014-05-08 00:00:00+00:00,198.4,198.4,193.8,192.95,-5.45,,11.0,141.0,,,,1919.81,1531.8169998931885,21073.95,20798.84,2.225024049282074,2.1966249799728392
2014-05-09 00:00:00+00:00,192.45,192.45,183.65,180.8,-12.15,,57.0,135.0,,,,1906.73,1744.8122999572754,21054.67,20806.18,2.22215904712677,2.195760977268219
2014-05-12 00:00:00+00:00,182.4,182.4,182.4,186.1,5.3,,2.0,35.0,,,,1893.555,1741.142299957275,21079.3,20803.04,2.2157290148735047,2.1895450258255007
2014-05-13 00:00:00+00:00,183.65,183.65,183.65,183.65,-2.45,,5.0,34.0,,,,1905.449,1910.8315,21039.4,20815.91,2.219242029190064,2.193385977745056
2014-05-14 00:00:00+00:00,182.0,182.05,180.95,180.75,-2.9,,14.0,35.0,,,,1924.0586666666668,1919.5209997558595,21043.95,18107.167150039677,2.2166550397872924,2.189591991901397
2014-05-15 00:00:00+00:00,182.5,194.25,182.5,194.15,13.4,,5.0,33.0,,,,1925.1366666666663,1920.3234980468749,21104.65,20974.91,2.216552038192749,2.19322496175766
2014-05-16 00:00:00+00:00,192.25,192.25,183.4,182.5,-11.65,,27.0,31.0,,,,1924.8846666666664,1917.2775,21102.55,20967.54,2.24106897354126,2.211117961406708
2014-05-19 00:00:00+00:00,180.15,180.15,180.15,180.15,-2.35,,27.0,27.0,,,,1923.188333333333,1874.4091990127563,21104.45,20972.15,2.21773099899292,2.195331943035126
2014-05-20 00:00:00+00:00,183.9,186.4,180.05,185.7,2.2,,17354.0,77716.0,394.0,,,1922.0996666666667,1913.0249997558597,21102.8,20980.25,2.210194013118744,2.180431025028229
2014-05-21 00:00:00+00:00,185.3,186.25,180.85,181.4,-4.3,,12842.0,78063.0,282.0,2.0,,1923.2183333333328,1918.2984997558597,21104.35,20975.32,2.219214026927948,2.196791937351227
2014-05-22 00:00:00+00:00,181.0,183.25,176.7,181.35,-0.05,,12163.0,75677.0,315.0,2.0,,1912.14,1910.805,21105.55,20980.36,2.209446008205414,2.1821930241584777
2014-05-23 00:00:00+00:00,181.5,184.25,180.5,181.9,0.55,,6693.0,75046.0,108.0,,,1911.055,1906.64,21105.55,20979.49,2.21815899848938,2.196426932811737
2014-05-26 00:00:00+00:00,181.9,181.9,181.9,181.9,0.0,,6693.0,75046.0,,,,1911.055,1906.64,21105.1,20937.27,2.2433219528198243,2.2179459619522093
2014-05-27 00:00:00+00:00,181.5,182.55,177.75,179.35,-2.55,,8862.0,74505.0,233.0,10.0,,1912.39,1835.9673999786376,21103.3,21028.38928571429,2.242198987007141,2.221542949676514
2014-05-28 00:00:00+00:00,178.75,179.25,170.8,176.15,-3.2,,16416.0,73541.0,569.0,31.0,,1917.665,1914.9975,21102.1,21027.029285714285,2.2536460328102117,2.2140719795227053
2014-05-29 00:00:00+00:00,176.9,182.95,176.8,181.95,5.8,,12769.0,71545.0,272.0,,,1915.35,1911.0025,21103.15,20950.19,2.243112986087799,2.224987950325012
2014-05-30 00:00:00+00:00,180.9,181.25,174.65,177.5,-4.45,,14442.0,70384.0,674.0,11.0,,1910.27,1906.46,21103.15,20950.19,2.24254899263382,2.22192994594574
2014-06-02 00:00:00+00:00,177.25,179.35,172.15,172.35,-5.15,,9271.0,68272.0,761.0,67.0,,1907.8655714285717,1901.955,21122.55,20852.86,2.252670993804932,2.2206369543075564
2014-06-03 00:00:00+00:00,172.05,174.35,167.35,171.15,-1.2,,18115.0,66452.0,451.0,7.0,,1909.295285714286,1901.07,21130.5,20868.8,2.280964994430542,2.2480510020256044
2014-06-04 00:00:00+00:00,171.0,171.75,167.35,170.2,-0.95,,10251.0,63237.0,433.0,76.0,,1908.8752857142856,1900.835,21130.5,20868.8,2.286125991344452,2.252578990459442
2014-06-05 00:00:00+00:00,169.0,171.0,168.0,169.15,-1.05,,10832.0,61764.0,255.0,42.0,,1908.735285714286,1900.835,21126.7,20868.8,2.2848079919815065,2.2514949941635134
2014-06-06 00:00:00+00:00,168.6,173.8,168.25,172.1,2.95,,16990.0,59519.0,307.0,637.0,,1908.735285714286,1900.835,21125.25,20867.73,2.2832399368286134,2.2484309387207038
2014-06-09 00:00:00+00:00,171.95,171.95,165.1,165.35,-6.75,,15891.0,55218.0,241.0,4.0,,1908.735285714286,1900.835,21125.25,20867.73,2.2463410091400147,2.2154779744148256
2014-06-10 00:00:00+00:00,165.35,167.85,165.1,165.65,0.3,,16250.0,49887.0,1315.0,,,1908.735285714286,1900.835,21126.7,20868.8,2.2409790086746217,2.22305299282074
2014-06-11 00:00:00+00:00,166.6,173.5,166.15,171.6,5.95,,21341.0,45498.0,725.0,1.0,,1912.27,1908.32,21126.7,20868.8,2.2334089851379395,2.211552016735077
2014-06-12 00:00:00+00:00,171.6,173.3,168.15,171.95,0.35,,24040.0,40381.0,384.0,47.0,,1908.735285714286,1900.835,21126.7,20868.8,2.242729017734528,2.2195219659805296
2014-06-13 00:00:00+00:00,171.95,179.7,171.6,173.7,1.75,,19373.0,34770.0,459.0,3196.0,,1908.735285714286,1900.835,21130.45,20868.47,2.243448023796081,2.215055010318756
2014-06-16 00:00:00+00:00,173.65,176.7,172.1,172.95,-0.75,,7114.0,22047.0,476.0,942.0,,1890.6,1887.41,21188.6,20910.24,2.23594598531723,2.211725015640259
2014-06-17 00:00:00+00:00,172.5,172.8,166.7,169.05,-3.9,,8130.0,18647.0,959.0,2175.0,,1901.775,1894.67,21175.5,20893.82,2.24528804063797,2.2201069951057435
2014-06-18 00:00:00+00:00,169.2,170.5,166.0,166.75,-2.3,,5321.0,13118.0,3752.0,15.0,,1896.715,1893.55,21180.4,20899.13,2.280490956306457,2.25382892370224
2014-06-19 00:00:00+00:00,167.25,168.6,163.1,167.0,0.25,,5897.0,8172.0,5602.0,334.0,,1889.42,1885.33,21177.05,20894.69,2.2290149879455567,2.202750020027161
2014-06-20 00:00:00+00:00,168.25,175.8,168.05,173.25,6.25,,363.0,1196.0,10.0,,,1889.63,1882.96,21181.1,20902.21,2.229122977256775,2.208902044296265
2014-06-23 00:00:00+00:00,173.0,175.85,173.0,175.1,1.85,,109.0,478.0,,,,1892.51,1883.96,21178.0,20900.89,2.2432969927787783,2.2201989769935606
2014-06-24 00:00:00+00:00,174.85,175.3,171.0,174.15,-0.95,,30.0,371.0,,,,1893.47,1887.71,21178.0,20900.89,2.218318002223969,2.194369945526123
2014-06-25 00:00:00+00:00,173.55,179.5,173.55,179.95,5.8,,45.0,348.0,1.0,,,1889.42,1885.33,21178.1,20903.18,2.2322450065612798,2.201082003116608
2014-06-26 00:00:00+00:00,178.6,179.2,177.7,178.8,-1.15,,26.0,320.0,,,,1888.07,1882.26,21180.9,20902.4,2.209951038360596,2.1921469879150397
2014-06-27 00:00:00+00:00,180.5,182.5,169.9,170.45,-8.35,,57.0,300.0,6.0,,,1887.04,1882.16,21181.15,20902.4,2.214522044658661,2.188388946056366
2014-06-30 00:00:00+00:00,172.55,172.75,168.65,173.0,2.55,,46.0,252.0,,,,1890.75,1879.24,21180.9,20902.4,2.214410035610199,2.187180950641632
2014-07-01 00:00:00+00:00,172.25,172.25,168.2,168.3,-4.7,,15.0,212.0,,,,1899.81,1877.29,21298.2,20968.75,2.218274986743927,2.196984989643097
2014-07-02 00:00:00+00:00,169.5,169.5,169.5,171.05,2.75,,49.0,172.0,,,,1899.68,1876.025,21297.25,21005.59,2.2145850396156312,2.1894929885864256
2014-07-03 00:00:00+00:00,172.0,172.0,172.0,169.4,-1.65,,4.0,126.0,,,,1899.68,1876.025,21300.85,20954.06,2.230383973121643,2.212137062549591
2014-07-07 00:00:00+00:00,170.3,170.3,165.0,169.0,,,22.0,125.0,,,,1899.68,1876.025,21302.25,20934.72,2.2168529558181764,2.1946349787712096
2014-07-08 00:00:00+00:00,169.5,169.5,169.0,170.2,1.2,,5.0,108.0,,,,1899.68,1876.025,21275.25,20927.97,2.239951014518738,2.218000988960266
2014-07-09 00:00:00+00:00,170.2,170.2,170.2,170.2,0.0,,5.0,108.0,,,,1899.68,1876.025,21229.4,20916.48,2.220667986869812,2.1957999897003173
2014-07-10 00:00:00+00:00,166.9,166.9,160.85,160.25,-9.95,,103.0,103.0,,,,1899.68,1876.025,21218.7,20906.11,2.221335003376007,2.1999789810180665
2014-07-11 00:00:00+00:00,160.0,160.0,157.8,158.95,-1.3,,12.0,14.0,,,,1899.68,1876.025,21173.5,20891.03,2.2379859709739685,2.2123380088806157
2014-07-14 00:00:00+00:00,162.3,162.3,162.3,162.3,3.35,,12.0,12.0,,,,1899.68,1876.025,21177.45,20885.56,2.225409994125366,2.2065750336647034
2014-07-15 00:00:00+00:00,159.4,159.4,159.4,159.4,-2.9,,1.0,12.0,,,,1899.68,1876.025,21174.25,20877.85,2.219443025588989,2.200226981639862
2014-07-16 00:00:00+00:00,160.35,160.35,160.35,160.35,0.95,,1.0,11.0,,,,1880.7809997558595,1868.92,21178.05,20889.59,2.2218560218811034,2.198873009681701
2014-07-17 00:00:00+00:00,161.7,161.7,161.7,161.7,1.35,,2.0,11.0,,,,1883.1609997558596,1872.72,21182.65,20895.16,2.228462996482849,2.211756021976471
2014-07-18 00:00:00+00:00,163.8,164.95,163.8,170.7,9.0,,7.0,9.0,,,,1880.7809997558595,1868.47,21201.65,20904.49,2.266448950767517,2.23226499080658
2014-07-21 00:00:00+00:00,171.65,171.65,171.65,171.65,0.95,,2.0,3.0,,,,1873.6109997558597,1839.94,21181.75,20892.72,2.238799982070923,2.217351973056793
2014-07-22 00:00:00+00:00,172.0,173.6,166.6,168.3,-4.6,,11618.0,78826.0,356.0,22.0,,1858.0,1814.64,21200.25,20898.67,2.2245880270004275,2.202040021419525
2014-07-23 00:00:00+00:00,168.5,178.6,166.95,176.6,8.3,,13990.0,78314.0,404.0,7.0,,1863.73,1690.82,21205.4,20900.04,2.217436983585358,2.193200981616974
2014-07-24 00:00:00+00:00,175.8,180.5,175.7,178.3,1.7,,11834.0,78735.0,333.0,223.0,,1863.73,1690.82,21227.35,20923.33,2.232175979614258,2.2010709834098816
2014-07-25 00:00:00+00:00,178.0,181.2,176.6,179.15,0.85,,9602.0,78216.0,430.0,7.0,,1858.12,1810.49,21207.5,20894.55,2.227855031490326,2.2057879853248594
2014-07-28 00:00:00+00:00,179.8,183.4,178.0,181.1,1.95,,13586.0,77922.0,250.0,4.0,,1856.7,1816.7,21198.6,20896.69,2.23890100479126,2.2147979712486268
2014-07-29 00:00:00+00:00,181.15,182.2,178.4,180.7,-0.4,,11749.0,76452.0,620.0,1.0,,1856.12,1822.81,21199.8,20888.77,2.240121994018555,2.2131440019607544
