Date,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest,INR=X_High_Model,INR=X_Low_Model,RUB=X_High_Model,RUB=X_Low_Model,CNY=X_High_Model,CNY=X_Low_Model
2014-01-02 00:00:00+00:00,605.0,605.25,595.0,597.0,,597.0,39410.0,259444.0,62.39243503570557,61.56204055786133,32.89314315795898,32.628343772888186,6.071830153465271,6.0539648151397705
2014-01-03 00:00:00+00:00,596.75,609.0,596.0,605.75,,605.75,49227.0,262483.0,62.38304016113281,61.566060066223145,33.17804817199707,32.9750484085083,6.078689041137696,6.055177826881408
2014-01-06 00:00:00+00:00,608.0,612.75,605.0,605.75,,605.75,39412.0,256401.0,62.39737548828125,61.48206943511963,33.212261276245115,32.981422653198244,6.080013036727905,6.055177826881408
2014-01-07 00:00:00+00:00,606.5,610.0,601.75,602.5,,602.5,45885.0,258621.0,62.50662967681885,61.98834041595459,33.25662338256836,33.04251815795899,6.080013036727905,6.055177826881408
2014-01-08 00:00:00+00:00,603.0,607.25,586.75,588.75,,588.75,55311.0,257666.0,62.19459510803223,61.46185073852539,33.185853996276855,33.01629238128662,6.078226041793823,6.055177826881408
2014-01-09 00:00:00+00:00,588.0,591.0,578.5,584.25,,584.25,67915.0,261957.0,62.244680404663086,61.62605033874512,33.21010902404785,33.032438583374024,6.071830153465271,6.0539648151397705
2014-01-10 00:00:00+00:00,584.5,593.25,560.5,569.0,,569.0,110229.0,258024.0,62.17249450683594,61.43213691075643,33.20234729766846,32.989747543334964,6.071830153465271,6.0539648151397705
2014-01-13 00:00:00+00:00,571.5,576.0,570.0,573.5,,573.5,58090.0,253824.0,61.642610502243045,61.22264983558655,33.17970268249512,32.831056365966795,6.078226041793823,6.055177826881408
2014-01-14 00:00:00+00:00,571.25,580.0,570.75,579.25,,579.25,37729.0,249551.0,61.70561704317728,61.21043021202088,33.316051712036135,33.17485492706299,6.078341040611267,6.055177826881408
2014-01-15 00:00:00+00:00,579.0,579.75,566.5,567.75,,567.75,39042.0,252352.0,61.79084353383383,61.328109922409055,33.44826950073242,33.25438213348389,6.071830153465271,6.0539648151397705
2014-01-16 00:00:00+00:00,568.25,573.75,564.0,572.75,,572.75,48845.0,254788.0,61.70557018280029,61.05743049621582,33.445322265625,33.258706436157226,6.078933992385864,6.037372002601623
2014-01-17 00:00:00+00:00,572.75,574.25,562.75,563.5,,563.5,32154.0,255540.0,61.71560039520264,61.20065084266663,33.426688766479494,33.24852806091309,6.072449111938477,6.042795085906983
2014-01-21 00:00:00+00:00,566.0,567.75,560.75,562.25,,562.25,39573.0,255601.0,62.04884190241495,61.23719967651368,33.43607177734375,33.25973316192627,6.072315111160278,6.042143125534057
2014-01-22 00:00:00+00:00,562.5,566.75,560.75,561.25,,561.25,28989.0,254886.0,62.30483989715576,61.694230194091794,33.43607177734375,33.25973316192627,6.070831098556519,6.041751070022583
2014-01-23 00:00:00+00:00,561.75,578.0,561.5,570.0,,570.0,47181.0,256294.0,62.13461032867431,61.759470291137696,33.43607177734375,33.25973316192627,6.09884400844574,6.041041021347046
2014-01-24 00:00:00+00:00,571.0,573.5,562.5,565.25,,565.25,39735.0,257362.0,62.75167041778565,61.651009979248045,33.43607177734375,33.25973316192627,6.073218097686768,6.041687111854554
2014-01-27 00:00:00+00:00,567.0,572.25,562.75,563.5,,563.5,44316.0,258080.0,62.93388977050781,62.16121002197266,33.43607177734375,33.25973316192627,6.068031101226807,6.041739068031311
2014-01-28 00:00:00+00:00,564.0,569.0,564.0,566.0,,566.0,44214.0,257872.0,63.84049884796143,62.99040058135986,33.43607177734375,33.25973316192627,6.068031101226807,6.041739068031311
2014-01-29 00:00:00+00:00,567.0,567.0,550.0,551.5,,551.5,84563.0,255251.0,62.696629219055175,62.30649974822998,33.43607177734375,33.25973316192627,6.085989027023316,6.040680975914001
2014-01-30 00:00:00+00:00,551.75,556.75,550.25,553.5,,553.5,62188.0,252399.0,62.664329032897946,61.82251949310303,33.43607177734375,33.25973316192627,6.060766048431397,6.04165789604187
2014-01-31 00:00:00+00:00,554.0,557.5,551.25,555.75,,555.75,45720.0,244406.0,62.7819495010376,61.94303031921387,33.43607177734375,33.25973316192627,6.067802128791809,6.051524839401245
2014-02-03 00:00:00+00:00,555.0,564.25,554.0,563.75,,563.75,45447.0,241298.0,62.87397953033447,62.04251003265381,35.27127872467041,34.67705764770508,6.063171029090881,6.046981911659241
2014-02-04 00:00:00+00:00,563.75,586.0,562.0,584.5,,584.5,84974.0,235124.0,63.03531959533692,62.07273960113525,35.280969848632814,34.677348670959475,6.094760074615478,6.0465079069137575
2014-02-05 00:00:00+00:00,585.0,588.75,579.0,587.5,,587.5,76556.0,224182.0,62.30820941925049,61.70452053070069,35.14024272918701,34.51485885620117,6.063171029090881,6.046981911659241
2014-02-06 00:00:00+00:00,587.0,592.75,579.5,580.75,,580.75,68566.0,214376.0,62.54917980194092,62.04860008239746,35.09563865661621,34.49867275238037,6.059317989349365,6.046733918190003
2014-02-07 00:00:00+00:00,582.0,586.0,566.25,577.5,,577.5,101541.0,205627.0,62.36855049133301,61.89803062438965,34.8241616821289,34.40934944152832,6.063171029090881,6.046981911659241
2014-02-10 00:00:00+00:00,574.5,590.5,570.5,584.75,,584.75,90466.0,186154.0,62.36162986755371,61.71756019592285,34.885613708496095,34.42538150787354,6.070519099235535,6.051756849288941
2014-02-11 00:00:00+00:00,585.75,591.25,582.5,590.25,,590.25,94476.0,174963.0,62.553755378723146,61.9895694732666,34.91837070465088,34.46198947906494,6.0631730318069454,6.046086926460266
2014-02-12 00:00:00+00:00,589.75,598.25,585.5,587.0,,587.0,91464.0,151339.0,62.17101963043213,61.60765048980713,34.91837070465088,34.46198947906494,6.063171029090881,6.046702904701233
