Date,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest,ARS=X_High_Model,ARS=X_Low_Model,BRL=X_High_Model,BRL=X_Low_Model,CNY=X_High_Model,CNY=X_Low_Model
2014-01-02 00:00:00+00:00,1312.5,1312.5,1280.25,1287.0,,1287.0,8929.0,13648.0,6.504926052093506,6.415431098937988,2.401365947723389,2.333368000984192,6.071830153465271,6.0539648151397705
2014-01-03 00:00:00+00:00,1287.0,1294.0,1281.75,1289.25,,1289.25,7761.0,10168.0,6.504926052093506,6.415431098937988,2.388272988796234,2.3356230521202086,6.078689041137696,6.055177826881408
2014-01-06 00:00:00+00:00,1291.25,1301.5,1290.0,1296.75,,1296.75,3084.0,7179.0,6.504926052093506,6.415431098937988,2.3850480246543886,2.3370350551605226,6.080013036727905,6.055177826881408
2014-01-07 00:00:00+00:00,1297.0,1305.5,1287.25,1299.5,,1299.5,2710.0,6535.0,6.504926052093506,6.415431098937988,2.369090032577515,2.33080600976944,6.080013036727905,6.055177826881408
2014-01-08 00:00:00+00:00,1299.25,1304.5,1292.25,1300.75,,1300.75,3148.0,5286.0,6.504926052093506,6.415431098937988,2.3675800585746765,2.337104012966156,6.078226041793823,6.055177826881408
2014-01-09 00:00:00+00:00,1300.75,1307.5,1296.25,1296.25,,1296.25,2554.0,3602.0,6.504926052093506,6.415431098937988,2.394844958782196,2.3634189891815187,6.071830153465271,6.0539648151397705
2014-01-10 00:00:00+00:00,1297.25,1320.0,1297.25,1303.75,,1303.75,1143.0,1976.0,6.504926052093506,6.415431098937988,2.3967259335517883,2.348262085914612,6.071830153465271,6.0539648151397705
2014-01-13 00:00:00+00:00,1301.75,1327.5,1296.0,1326.75,,1326.75,1121.0,1148.0,6.504926052093506,6.415431098937988,2.3595560145378114,2.338529977798462,6.078226041793823,6.055177826881408
2014-01-14 00:00:00+00:00,1327.0,1339.0,1314.75,1339.0,,1339.0,333.0,409.0,6.504926052093506,6.415431098937988,2.382638008594513,2.3407119703292847,6.078341040611267,6.055177826881408
2014-01-15 00:00:00+00:00,1305.25,1321.0,1303.25,1318.0,,1318.0,97622.0,275933.0,6.504926052093506,6.415431098937988,2.362651040554047,2.342581963539124,6.071830153465271,6.0539648151397705
2014-01-16 00:00:00+00:00,1316.5,1330.5,1311.0,1315.0,,1315.0,103100.0,272238.0,6.647814054489135,6.534575891494751,2.3743979692459107,2.3407279801368714,6.078933992385864,6.037372002601623
