Date,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest,INR=X_High_Model,INR=X_Low_Model,RUB=X_High_Model,RUB=X_Low_Model,CNY=X_High_Model,CNY=X_Low_Model,CNY=X_GBT_2_Predicted_Close_Price_Change,CNY=X_GBT_3_Predicted_Close_Price_Change,CNY=X_GBT_4_Predicted_Close_Price_Change,INR=X_GBT_1_Predicted_Close_Price_Change,INR=X_GBT_2_Predicted_Close_Price_Change,INR=X_GBT_3_Predicted_Close_Price_Change,Wheat_GBT_1_Predicted_Close_Price_Change,Wheat_GBT_4_Predicted_Close_Price_Change,Wheat_GBT_5_Predicted_Close_Price_Change
2015-03-06 00:00:00+00:00,482.5,489.0,482.5,485.5,4.0,485.5,305.0,361.0,62.63818893432617,62.04302879333496,60.982370681762696,58.72302486419678,6.249293808937073,6.247531895637512,-0.00023055996,-0.0008263323,-0.0020396276,-0.02421062,0.012601363,0.041555524,1.7206414,0.8412114,1.4005526
2015-03-09 00:00:00+00:00,491.5,499.5,491.5,494.5,8.0,494.5,54.0,188.0,62.65063926696777,62.08425888061524,60.9321675491333,58.90617088317871,6.249293808937073,6.247531895637512,0.0024056572,0.00078035926,0.001522153,-0.03553494,-0.01645424,-0.022988562,0.9172581,4.7686195,6.608724
2015-03-10 00:00:00+00:00,490.5,492.5,489.0,496.0,2.5,496.0,83.0,130.0,63.0870694732666,62.13349922180176,60.74800247192383,58.69601020812989,6.249293808937073,6.247531895637512,-0.001420446,1.7381058e-06,-0.0005264747,0.004268017,-0.019273853,-0.0058045657,0.118205756,4.5500994,4.5820756
2015-03-11 00:00:00+00:00,502.5,503.5,501.0,503.0,6.0,503.0,27.0,72.0,63.12036956787109,62.25660942077637,63.40063278198242,61.40802974700928,6.2492498111724855,6.245250010490418,0.0036880425,-0.009487596,0.0034389496,-0.16249996,-0.11702658,-0.11426689,-2.9294724,-6.052529,-3.9653676
2015-03-12 00:00:00+00:00,503.0,516.75,503.0,513.25,10.25,513.25,29.0,51.0,63.21738945007324,62.10483901977539,63.30387050628662,61.26562519073487,6.2492498111724855,6.245250010490418,0.0032604395,0.0022502816,0.0031787285,0.35328054,0.36578587,0.2638883,0.7547606,-2.4179187,0.2590015
2015-03-13 00:00:00+00:00,507.25,513.5,498.75,501.0,5.25,502.0,57285.0,203677.0,62.74006969451904,62.1767590713501,61.79513130187989,60.118503379821775,6.2492498111724855,6.245250010490418,0.0030365924,-0.00078359264,0.0011688027,-0.25690982,-0.16175032,-0.204244,3.0291884,-0.79904497,-4.3586226
2015-03-16 00:00:00+00:00,503.25,515.75,493.0,515.0,12.0,514.0,59467.0,205534.0,63.16790985107422,62.91338012695312,62.89430973052978,61.44435478210449,6.249557809829712,6.249022912979126,0.0045778374,0.0019202549,0.0037392233,-0.08831766,-0.03361815,-0.07697826,2.1202016,3.7087002,3.8181834
2015-03-17 00:00:00+00:00,515.5,518.0,503.0,504.25,10.5,503.5,51440.0,203007.0,62.93791877746582,62.59795021057129,62.74403343200684,61.2651330947876,6.252077818007695,6.234520878791809,-0.01644881,-0.01155488,-0.013264086,-0.042307116,-0.054638144,-0.044233814,0.6359358,2.4195702,0.47920287
2015-03-18 00:00:00+00:00,503.0,512.5,500.75,511.0,7.25,510.75,44469.0,198574.0,62.9368692779541,62.15717926025391,62.222749938964846,60.42969818115235,6.235620970726013,6.22713987827301,-0.016215427,-0.021163326,-0.01939105,-0.27221528,-0.17449233,-0.17068133,0.66589606,1.4173714,-0.06468423
2015-03-19 00:00:00+00:00,516.0,520.0,505.25,512.5,1.25,512.0,55463.0,197940.0,62.67907974243164,61.94003913879394,61.24440841674805,59.19775604248047,6.213954901695251,6.201843900680542,-0.028098628,-0.023411475,-0.026616745,-0.026513882,-0.11586199,-0.052976284,-10.942368,-18.174828,-15.928918
2015-03-20 00:00:00+00:00,511.0,530.5,510.0,530.5,18.0,530.0,70823.0,197675.0,62.62963943481445,62.02141948699951,60.92253723144531,59.59850009918213,6.188685960769654,6.171725940704346,0.00090745,0.009313556,0.0072753006,-0.06779595,-0.10486255,-0.032635394,-4.4838867,-2.2318707,-6.2396874
2015-03-23 00:00:00+00:00,533.25,540.5,531.75,534.5,4.0,534.0,58083.0,196523.0,62.5048592376709,62.041489372253416,61.20695377349853,57.89605484008789,6.197364180882772,6.189635930856068,0.0020414277,0.006661587,0.0029790585,0.030665807,-0.016863951,0.006922406,0.92698205,2.238396,-0.004411107
2015-03-24 00:00:00+00:00,531.25,531.75,522.5,523.25,10.5,523.5,57322.0,193612.0,62.4070496749878,61.99820972442627,60.22960792541504,57.48996475219727,6.210047585964203,6.200958914756775,-0.0006724443,-0.005796963,-0.0024684551,0.08472486,0.07935225,0.010075272,1.5690843,2.126538,4.147494
2015-03-25 00:00:00+00:00,523.0,528.25,516.0,520.5,4.5,519.0,46745.0,190869.0,62.40946937561035,61.92213005065918,58.03905014038086,55.329274368286136,6.198141158421834,6.190656910737355,0.0022806937,0.001060734,0.0010039293,0.21315865,0.13245045,0.0374239,-11.445417,-18.466274,-18.639828
2015-03-26 00:00:00+00:00,519.0,525.25,498.25,499.5,19.75,499.25,83931.0,192057.0,62.67614044189453,62.22168003082275,57.87859169006347,54.822111473083496,6.205974206924439,6.199310960769654,-2.048651e-05,0.0011271026,-0.001254494,-0.21736617,-0.13763241,-0.16872326,-2.3635387,-0.6709712,-1.1066791
2015-03-27 00:00:00+00:00,499.0,509.0,499.0,509.0,8.5,507.75,55439.0,200036.0,62.94015880584717,62.61897071838379,58.16171607971192,55.1841934967041,6.207038013935089,6.197930974960327,0.001350335,0.0034063999,-0.0015093815,-0.11081378,-0.048233654,0.0014654996,-4.235622,-5.5337453,-4.5237503
2015-03-30 00:00:00+00:00,513.25,531.0,508.75,531.0,22.5,530.25,87866.0,196488.0,62.77294971466065,62.05685928344727,58.232672996521,54.82782455444336,6.210302633047104,6.201379923820496,-0.00038789673,-0.007165695,-0.0022656275,-0.15657192,-0.10945666,-0.0071853157,0.24902052,-3.9967327,-3.1454608
2015-03-31 00:00:00+00:00,531.75,531.75,509.0,511.5,18.5,511.75,103010.0,184390.0,62.70991977691651,62.04884925842285,58.069447135925294,55.41932247161865,6.202190495513735,6.188705694811684,0.00010748668,-0.004294918,-0.0014565006,-0.086986415,-0.044941507,-0.023546502,-16.503378,-16.771238,-16.687042
2015-04-01 00:00:00+00:00,513.0,529.0,506.0,528.5,16.75,528.5,83612.0,183064.0,62.4353498840332,61.926209983825686,58.22493320465088,56.897504005432125,6.19475537220637,6.185502104759216,0.004874793,0.002785826,0.0012843031,0.02749515,-0.008588659,0.027858036,17.930748,21.360058,20.621088
2015-04-02 00:00:00+00:00,528.0,544.25,522.5,535.0,7.75,536.25,92280.0,183602.0,62.32249984741211,62.06320053100586,58.048533515930174,56.25357219696045,6.193326391379039,6.183144092559815,0.005344883,0.0046047955,0.0010065426,-0.30271953,-0.17375432,-0.1620308,4.1378074,2.8423073,3.2408261
2015-04-06 00:00:00+00:00,537.5,543.75,525.0,528.5,8.5,527.75,53268.0,176072.0,62.23058929443359,61.290539894104,58.116219940185545,54.96622898101807,6.191286418437958,6.183302092552185,0.002040153,0.0042390283,0.001785374,0.2447611,0.12346661,0.0861495,2.1512184,9.482736,9.749332
2015-04-07 00:00:00+00:00,526.0,534.0,517.75,526.0,1.75,526.0,81370.0,175193.0,62.251269569396975,61.7603702545166,57.22501209259033,53.84159996032715,6.194462389151256,6.18310405254364,-0.000498934,-0.0031446123,-0.00275241,0.07367407,-0.024073772,-0.023896717,-14.045792,-15.554052,-14.808164
2015-04-08 00:00:00+00:00,528.0,530.75,518.25,526.75,0.25,526.25,91342.0,168662.0,62.431279296875,61.93691028594971,55.21416690826416,53.396387367248536,6.194456479549408,6.186192092895507,0.0019393752,0.0027803418,0.004710114,0.14954218,0.0796493,0.0224089,-0.5674731,-0.24108502,-1.6376996
2015-04-09 00:00:00+00:00,525.5,526.75,513.75,519.0,7.5,518.75,92552.0,153450.0,62.39010944366455,62.05538017272949,54.444629173278805,52.56709735870361,6.2021394089063016,6.187647858460744,0.0035602432,0.00067672424,0.0050592595,0.019476773,0.021226684,0.004703648,-2.152143,2.4443798,-0.06445034
2015-04-10 00:00:00+00:00,518.0,527.5,515.5,526.0,7.75,526.5,97456.0,144098.0,62.41205955505371,61.836739768981936,53.83824192047119,51.85795337677002,6.2049699926376345,6.185843636194864,0.0026767976,0.002955343,0.003379848,0.08595265,0.13918802,0.063227944,0.53109366,5.8474274,1.1950837
2015-04-13 00:00:00+00:00,518.0,520.0,501.5,501.5,24.25,502.25,105637.0,126694.0,62.39513931274414,61.90151992797851,54.41843589782715,52.58757339477539,6.203661942481995,6.195369954109192,0.0065909284,0.0032694165,0.0042469264,0.014294112,-0.025842343,-0.01926777,2.7474535,1.5921526,3.9195902
2015-04-14 00:00:00+00:00,504.25,506.25,496.25,497.0,5.25,497.0,89803.0,121383.0,62.49064037322998,61.97140903472901,53.90649494171143,51.98520435333252,6.208342217206955,6.198915934562683,-0.0010143843,-0.0028415576,-0.0007938884,-0.004254521,-0.41373557,-0.24653125,2.774372,5.3165197,7.135024
2015-04-15 00:00:00+00:00,498.5,503.75,490.0,491.0,6.25,490.75,74273.0,111056.0,62.402269744873045,61.82190971374512,52.80600883483887,49.83471885681152,6.208407917022705,6.1988779463768005,-0.0015686217,-0.0012886772,-0.0026029577,0.012231301,-0.07418655,-0.056077976,-0.22849008,-2.5049455,-0.4201079
2015-04-16 00:00:00+00:00,490.0,495.5,489.0,493.75,3.75,494.5,69438.0,102064.0,62.5150496673584,62.09293926239014,49.13432586669922,47.46384510040284,6.20120765431722,6.1891820430755615,-0.002644195,-0.0043826075,-0.002529281,0.089390896,0.0064311493,-0.012930052,-6.3011956,-9.26556,-12.077345
2015-04-17 00:00:00+00:00,494.25,499.75,490.75,494.5,,494.5,45428.0,83658.0,62.388819999694825,62.12280979156494,50.28511104583741,49.200799827575686,6.187164597511291,6.184342450380325,-0.008350642,0.00054925156,-0.0049360334,0.44906566,0.53778917,0.28906143,3.1455886,5.5440693,7.564212
2015-04-20 00:00:00+00:00,495.0,499.25,492.0,498.75,4.25,498.75,50032.0,73345.0,62.83647953033447,62.315029335021975,53.54059658050537,51.39707386016845,6.185701403617859,6.185472400903702,0.0058521107,0.007905594,0.0057234713,-0.12183216,-0.18314804,-0.13924189,2.5380044,3.795553,3.6740687
