Date,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest,INR=X_High_Model,INR=X_Low_Model,BRL=X_High_Model,BRL=X_Low_Model,CNY=X_High_Model,CNY=X_Low_Model,CNY=X_GBT_2_Predicted_Close_Price_Change,CNY=X_GBT_3_Predicted_Close_Price_Change,CNY=X_GBT_4_Predicted_Close_Price_Change,Corn_GBT_1_Predicted_Close_Price_Change,Corn_GBT_2_Predicted_Close_Price_Change,Corn_GBT_5_Predicted_Close_Price_Change,INR=X_GBT_1_Predicted_Close_Price_Change,INR=X_GBT_2_Predicted_Close_Price_Change,INR=X_GBT_3_Predicted_Close_Price_Change
2015-03-06 00:00:00+00:00,381.0,382.0,376.0,377.0,3.0,379.5,4630.0,7851.0,62.63818893432617,62.04302879333496,2.8877940368652344,2.842619009017944,6.249293808937073,6.247531895637512,-0.00023055996,-0.0008263323,-0.0020396276,-2.356038,-2.4834385,-1.5859697,-0.02421062,0.012601363,0.041555524
2015-03-09 00:00:00+00:00,379.5,384.5,379.5,383.0,4.0,383.5,1873.0,5666.0,62.65063926696777,62.08425888061524,2.8877940368652344,2.842619009017944,6.249293808937073,6.247531895637512,0.0024056572,0.00078035926,0.001522153,-0.21211763,-1.2281464,1.2159352,-0.03553494,-0.01645424,-0.022988562
2015-03-10 00:00:00+00:00,383.0,384.0,377.0,382.5,1.0,382.5,4126.0,4555.0,63.0870694732666,62.13349922180176,2.8877940368652344,2.842619009017944,6.249293808937073,6.247531895637512,-0.001420446,1.7381058e-06,-0.0005264747,3.9661417,1.5767454,4.226343,0.004268017,-0.019273853,-0.0058045657
2015-03-11 00:00:00+00:00,382.5,387.5,381.0,384.0,1.5,384.0,1609.0,2502.0,63.12036956787109,62.25660942077637,2.8877940368652344,2.842619009017944,6.2492498111724855,6.245250010490418,0.0036880425,-0.009487596,0.0034389496,1.4800591,0.13441224,0.12331885,-0.16249996,-0.11702658,-0.11426689
2015-03-12 00:00:00+00:00,384.0,384.75,380.0,382.25,1.75,382.25,1241.0,1429.0,63.21738945007324,62.10483901977539,2.8877940368652344,2.842619009017944,6.2492498111724855,6.245250010490418,0.0032604395,0.0022502816,0.0031787285,-5.451106,-0.35009623,-3.3123846,0.35328054,0.36578587,0.2638883
2015-03-13 00:00:00+00:00,388.5,389.75,380.25,380.5,8.0,380.5,153402.0,528320.0,62.74006969451904,62.1767590713501,2.8877940368652344,2.842619009017944,6.2492498111724855,6.245250010490418,0.0030365924,-0.00078359264,0.0011688027,-8.204936,-7.0979295,-3.39309,-0.25690982,-0.16175032,-0.204244
2015-03-16 00:00:00+00:00,380.75,382.25,375.5,379.0,1.5,379.0,144423.0,539467.0,63.16790985107422,62.91338012695312,3.127828986644745,3.0720949745178223,6.249557809829712,6.249022912979126,0.0045778374,0.0019202549,0.0037392233,-5.132315,-3.5455215,-2.9132254,-0.08831766,-0.03361815,-0.07697826
2015-03-17 00:00:00+00:00,379.0,379.75,370.0,371.25,8.0,371.0,174585.0,551142.0,62.93791877746582,62.59795021057129,3.127828986644745,3.0720949745178223,6.252077818007695,6.234520878791809,-0.01644881,-0.01155488,-0.013264086,-4.6722355,-3.57286,-1.9546696,-0.042307116,-0.054638144,-0.044233814
2015-03-18 00:00:00+00:00,371.5,375.25,367.0,374.75,3.75,374.75,145130.0,563675.0,62.9368692779541,62.15717926025391,3.127828986644745,3.0720949745178223,6.235620970726013,6.22713987827301,-0.016215427,-0.021163326,-0.01939105,-1.5538875,-5.6609917,-2.7891374,-0.27221528,-0.17449233,-0.17068133
2015-03-19 00:00:00+00:00,377.5,380.5,370.5,373.75,1.25,373.5,151013.0,568157.0,62.67907974243164,61.94003913879394,3.127828986644745,3.0720949745178223,6.213954901695251,6.201843900680542,-0.028098628,-0.023411475,-0.026616745,-15.56917,-11.31629,-14.495412,-0.026513882,-0.11586199,-0.052976284
2015-03-20 00:00:00+00:00,373.5,387.5,372.75,384.75,11.5,385.0,209490.0,575536.0,62.62963943481445,62.02141948699951,3.127828986644745,3.0720949745178223,6.188685960769654,6.171725940704346,0.00090745,0.009313556,0.0072753006,-2.131254,-3.8747363,-3.0925035,-0.06779595,-0.10486255,-0.032635394
2015-03-23 00:00:00+00:00,385.0,391.75,385.0,390.25,5.25,390.25,160101.0,555714.0,62.5048592376709,62.041489372253416,3.127828986644745,3.0720949745178223,6.197364180882772,6.189635930856068,0.0020414277,0.006661587,0.0029790585,-4.6170177,-4.60879,-3.2830997,0.030665807,-0.016863951,0.006922406
2015-03-24 00:00:00+00:00,389.25,393.75,388.5,393.25,3.0,393.25,134001.0,553954.0,62.4070496749878,61.99820972442627,3.1279379153251647,3.069682002067566,6.210047585964203,6.200958914756775,-0.0006724443,-0.005796963,-0.0024684551,-0.076877125,-1.85448,-3.2695925,0.08472486,0.07935225,0.010075272
2015-03-25 00:00:00+00:00,392.75,395.75,391.5,395.0,1.75,395.0,149358.0,545350.0,62.40946937561035,61.92213005065918,3.12920791387558,3.069467000961304,6.198141158421834,6.190656910737355,0.0022806937,0.001060734,0.0010039293,-4.047285,-3.8204625,-3.267029,0.21315865,0.13245045,0.0374239
2015-03-26 00:00:00+00:00,394.0,397.0,389.25,391.25,3.75,391.25,153764.0,533438.0,62.67614044189453,62.22168003082275,3.127553985118866,3.071584975719452,6.205974206924439,6.199310960769654,-2.048651e-05,0.0011271026,-0.001254494,-1.5680376,-3.2481446,-1.2942588,-0.21736617,-0.13763241,-0.16872326
2015-03-27 00:00:00+00:00,391.0,393.5,389.25,390.25,0.25,391.0,134939.0,523290.0,62.94015880584717,62.61897071838379,3.127828986644745,3.0720949745178223,6.207038013935089,6.197930974960327,0.001350335,0.0034063999,-0.0015093815,-3.4661856,-3.0839982,-3.5493865,-0.11081378,-0.048233654,0.0014654996
2015-03-30 00:00:00+00:00,391.5,395.0,390.0,394.5,3.5,394.5,163093.0,506269.0,62.77294971466065,62.05685928344727,3.127828986644745,3.0720949745178223,6.210302633047104,6.201379923820496,-0.00038789673,-0.007165695,-0.0022656275,-3.4211578,-4.654619,-2.799597,-0.15657192,-0.10945666,-0.0071853157
2015-03-31 00:00:00+00:00,394.0,398.5,375.25,375.25,18.25,376.25,335327.0,493974.0,62.70991977691651,62.04884925842285,3.127828986644745,3.0720949745178223,6.202190495513735,6.188705694811684,0.00010748668,-0.004294918,-0.0014565006,-2.3348534,-1.9991962,-1.3941694,-0.086986415,-0.044941507,-0.023546502
2015-04-01 00:00:00+00:00,377.0,382.25,374.0,381.5,5.5,381.75,207848.0,491177.0,62.4353498840332,61.926209983825686,3.173940963745117,3.1216770362854005,6.19475537220637,6.185502104759216,0.004874793,0.002785826,0.0012843031,-14.145191,-12.090725,-13.878639,0.02749515,-0.008588659,0.027858036
2015-04-02 00:00:00+00:00,381.75,388.5,378.25,386.25,4.75,386.5,166842.0,486519.0,62.32249984741211,62.06320053100586,3.170460968017578,3.103890993595124,6.193326391379039,6.183144092559815,0.005344883,0.0046047955,0.0010065426,-4.207956,-0.9297215,-0.10624225,-0.30271953,-0.17375432,-0.1620308
2015-04-03 00:00:00+00:00,386.5,386.5,386.5,386.5,,386.5,0.0,470964.0,62.22872905731201,61.6087996673584,3.131670928001404,3.070092003345489,6.191286418437958,6.183302092552185,0.0025301105,0.004226466,0.0007668631,2.2390418,0.07457429,1.8245612,0.106305845,0.027888196,0.05897334
2015-04-06 00:00:00+00:00,386.25,390.0,383.5,385.0,1.5,385.0,84292.0,470873.0,62.23058929443359,61.290539894104,3.1286069774627685,3.0557240295410155,6.191286418437958,6.183302092552185,0.002040153,0.0042390283,0.001785374,-1.2432545,-1.8892722,0.89708304,0.2447611,0.12346661,0.0861495
2015-04-07 00:00:00+00:00,385.0,387.25,382.0,383.5,2.0,383.0,98297.0,468910.0,62.251269569396975,61.7603702545166,3.135067915916443,3.0708090019226075,6.194462389151256,6.18310405254364,-0.000498934,-0.0031446123,-0.00275241,-5.0085783,-4.9778547,-5.3915915,0.07367407,-0.024073772,-0.023896717
2015-04-08 00:00:00+00:00,383.25,385.0,376.75,379.25,3.75,379.25,213061.0,456900.0,62.431279296875,61.93691028594971,3.1320919585227966,3.0621420168876647,6.194456479549408,6.186192092895507,0.0019393752,0.0027803418,0.004710114,-5.0480304,-5.11213,-4.654349,0.14954218,0.0796493,0.0224089
2015-04-09 00:00:00+00:00,379.0,380.0,375.0,378.0,1.25,378.0,197139.0,442882.0,62.39010944366455,62.05538017272949,3.0475780367851257,2.974652051925659,6.2021394089063016,6.187647858460744,0.0035602432,0.00067672424,0.0050592595,-1.4223558,-0.99323225,-2.1436274,0.019476773,0.021226684,0.004703648
2015-04-10 00:00:00+00:00,378.25,379.5,374.25,377.0,1.0,377.0,194371.0,423043.0,62.41205955505371,61.836739768981936,3.083943054676056,2.993387072086334,6.2049699926376345,6.185843636194864,0.0026767976,0.002955343,0.003379848,3.0942137,2.306425,2.434204,0.08595265,0.13918802,0.063227944
2015-04-13 00:00:00+00:00,375.0,376.0,370.25,370.75,6.5,370.5,183775.0,384552.0,62.39513931274414,61.90151992797851,3.093639051914215,3.008130075931549,6.203661942481995,6.195369954109192,0.0065909284,0.0032694165,0.0042469264,2.77861,1.3926512,-2.5734036,0.014294112,-0.025842343,-0.01926777
2015-04-14 00:00:00+00:00,371.0,374.75,370.0,373.25,3.0,373.5,171862.0,359817.0,62.49064037322998,61.97140903472901,3.1342199444770813,3.0743200039863585,6.208342217206955,6.198915934562683,-0.0010143843,-0.0028415576,-0.0007938884,2.1383634,2.3837016,1.6494296,-0.004254521,-0.41373557,-0.24653125
2015-04-15 00:00:00+00:00,372.75,379.0,370.5,375.75,2.5,376.0,218909.0,334766.0,62.402269744873045,61.82190971374512,3.0902500534057618,2.997941071987152,6.208407917022705,6.1988779463768005,-0.0015686217,-0.0012886772,-0.0026029577,2.5847461,1.0621724,0.9060466,0.012231301,-0.07418655,-0.056077976
2015-04-16 00:00:00+00:00,375.75,377.75,373.0,376.5,0.25,376.25,120167.0,303003.0,62.5150496673584,62.09293926239014,3.084757914543152,3.03139193058014,6.20120765431722,6.1891820430755615,-0.002644195,-0.0043826075,-0.002529281,-4.2842712,-1.59418,-4.837338,0.089390896,0.0064311493,-0.012930052
2015-04-17 00:00:00+00:00,376.25,380.75,375.0,379.5,3.5,379.75,151864.0,293453.0,62.388819999694825,62.12280979156494,3.04985392332077,3.004301955699921,6.187164597511291,6.184342450380325,-0.008350642,0.00054925156,-0.0049360334,-1.583876,-1.3671801,0.03309984,0.44906566,0.53778917,0.28906143
2015-04-20 00:00:00+00:00,379.5,381.75,375.75,378.0,1.75,378.0,132726.0,267505.0,62.83647953033447,62.315029335021975,3.099537935256958,3.0410969400405885,6.185701403617859,6.185472400903702,0.0058521107,0.007905594,0.0057234713,-3.2237654,-1.5016743,-3.234816,-0.12183216,-0.18314804,-0.13924189
2015-04-21 00:00:00+00:00,377.0,377.0,371.25,373.25,5.0,373.0,178828.0,254397.0,63.23536060333252,62.81483978271484,3.093329930305481,3.0358869361877443,6.199946510791778,6.187334966659546,-0.0014525175,-0.005115718,-0.0011615864,-2.6616254,-0.8914142,-1.828476,0.04483949,-0.04377185,-0.035588983
2015-04-22 00:00:00+00:00,373.0,374.0,369.25,372.75,0.5,372.5,140050.0,233266.0,63.04814022064209,62.5015295791626,3.067911922931671,3.018451943397522,6.201694340705871,6.187483954429626,-0.0038653247,-0.0054279338,-0.003501283,4.2818575,2.8900206,3.341079,0.4186219,0.25531173,0.13386177
2015-04-23 00:00:00+00:00,372.5,378.0,370.25,370.5,1.75,370.75,191056.0,203968.0,63.26782047271728,62.65626979827881,3.0000179529190065,2.9657749843597414,6.185274415016174,6.185473395109177,0.0041824747,0.002170011,0.0020756654,2.8896472,-0.62645465,-2.6448429,0.17747523,0.11988308,0.113753855
2015-04-24 00:00:00+00:00,371.0,371.25,363.75,364.25,6.25,364.5,144204.0,162919.0,63.46659957885742,62.98573112487793,2.97581000328064,2.932095012664795,6.191383900642395,6.186837038993835,-0.0011962228,0.0011812613,-0.00019050005,5.062284,2.413689,3.1685133,-0.24641481,-0.2472671,-0.15712598
2015-04-27 00:00:00+00:00,363.75,365.25,360.5,361.25,3.75,360.75,139071.0,115999.0,63.7404806137085,63.27572067260742,2.926544048786164,2.8834180521965025,6.195924873352051,6.181481966972351,0.013701886,0.012049286,0.017415725,-3.027089,-2.6340885,-2.1430316,-0.009069145,0.01740894,0.027727708
2015-04-28 00:00:00+00:00,360.5,363.5,359.0,361.0,0.25,361.0,116173.0,76232.0,63.25046001434326,62.84566997528077,2.88918004989624,2.8443890619277954,6.208751882314682,6.198767075538635,-0.006169755,-0.0065251207,-0.011004072,-4.08693,-1.7172695,-3.7420423,0.2167458,0.18140115,0.13926739
2015-04-29 00:00:00+00:00,361.0,364.5,359.5,363.5,2.75,363.75,78725.0,46713.0,63.34928066253662,62.81162044525146,2.90864105463028,2.872405061721801,6.203293081204097,6.193165178140005,-0.00027639134,-0.0020995368,-0.00015442245,3.080165,1.951058,3.226777,0.07746441,-0.09602201,-0.09768771
2015-04-30 00:00:00+00:00,364.25,367.75,360.0,362.25,1.25,362.5,19215.0,18412.0,63.489520416259765,63.24535015106201,2.9691540241241454,2.916709027290344,6.199293448925018,6.186669433116913,0.0040853224,0.0022295204,0.004506255,1.0406482,1.3873329,-0.15679403,-0.12055376,-0.100101866,-0.090508886
2015-05-01 00:00:00+00:00,362.5,363.0,357.5,359.0,2.75,359.75,6083.0,12574.0,63.61030044555664,63.25171997070313,3.058392972946167,3.008440995216369,6.193168873786926,6.187799062728882,0.0042232787,0.0036724554,0.0034452085,-0.3134905,0.19843267,-0.7831004,-0.057564538,-0.07021324,-0.07971758
2015-05-04 00:00:00+00:00,359.0,360.75,356.75,358.25,1.0,358.75,3334.0,9164.0,63.61244037628174,63.26199981689453,3.0329469776153566,3.00308100938797,6.194745917320251,6.188965494632721,0.007165396,0.0056381556,0.0038445587,3.3174927,0.33636656,0.27021265,-0.12550923,-0.11384473,-0.07692607
2015-05-05 00:00:00+00:00,357.75,361.75,354.0,354.5,2.5,361.25,4202.0,7870.0,63.66284091949463,63.23832981109619,3.10794298171997,3.0543520140647886,6.2049640417099,6.196172919273376,0.005136148,0.000328601,0.0034989552,-2.6366045,-1.4334285,-0.6752297,0.20327632,-0.07338796,-0.009494146
