Date,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest,ARS=X_High_Model,ARS=X_Low_Model,BRL=X_High_Model,BRL=X_Low_Model,CNY=X_High_Model,CNY=X_Low_Model,CNY=X_GBT_2_Predicted_Close_Price_Change,CNY=X_GBT_3_Predicted_Close_Price_Change,CNY=X_GBT_4_Predicted_Close_Price_Change,Soya Bean_GBT_1_Predicted_Close_Price_Change,Soya Bean_GBT_3_Predicted_Close_Price_Change,Soya Bean_GBT_4_Predicted_Close_Price_Change
2015-04-14 00:00:00+00:00,948.75,961.5,948.5,959.5,11.5,960.25,141580.0,261498.0,8.811611795425415,8.76767008781433,3.1342199444770813,3.0743200039863585,6.208342217206955,6.198915934562683,-0.0010143843,-0.0028415576,-0.0007938884,-3.658675,-1.6762856,-2.7235868
2015-04-15 00:00:00+00:00,959.25,976.75,958.75,964.5,4.75,965.0,154854.0,235582.0,8.811731796264649,8.76587010383606,3.0902500534057618,2.997941071987152,6.208407917022705,6.1988779463768005,-0.0015686217,-0.0012886772,-0.0026029577,6.91677,-0.92208457,3.3217614
2015-04-16 00:00:00+00:00,964.0,970.25,955.5,964.0,1.0,966.0,89590.0,210049.0,8.853044338226319,8.758200922012328,3.084757914543152,3.03139193058014,6.20120765431722,6.1891820430755615,-0.002644195,-0.0043826075,-0.002529281,-1.6601238,-2.3387434,-2.058647
2015-04-17 00:00:00+00:00,965.25,972.5,963.0,968.5,2.75,968.75,90111.0,181989.0,8.853044338226319,8.756420907974244,3.04985392332077,3.004301955699921,6.187164597511291,6.184342450380325,-0.008350642,0.00054925156,-0.0049360334,12.966109,8.926552,15.217162
2015-04-20 00:00:00+00:00,968.0,981.0,967.5,977.0,8.75,977.5,108842.0,170762.0,8.852307291030884,8.754262886047364,3.099537935256958,3.0410969400405885,6.185701403617859,6.185472400903702,0.0058521107,0.007905594,0.0057234713,9.940502,7.485202,8.55317
2015-04-21 00:00:00+00:00,976.75,977.0,968.75,974.0,2.25,975.25,67681.0,148971.0,8.852508296966553,8.754063892364503,3.093329930305481,3.0358869361877443,6.199946510791778,6.187334966659546,-0.0014525175,-0.005115718,-0.0011615864,13.842893,9.034995,9.705331
2015-04-22 00:00:00+00:00,973.75,976.5,965.25,970.0,4.75,970.5,107593.0,138943.0,8.853044338226319,8.758200922012328,3.067911922931671,3.018451943397522,6.201694340705871,6.187483954429626,-0.0038653247,-0.0054279338,-0.003501283,10.863123,11.9519,16.129585
2015-04-23 00:00:00+00:00,971.25,983.0,971.0,977.0,7.75,978.25,82360.0,120913.0,8.853044338226319,8.758200922012328,3.0000179529190065,2.9657749843597414,6.185274415016174,6.185473395109177,0.0041824747,0.002170011,0.0020756654,22.492876,18.21397,26.38131
2015-04-24 00:00:00+00:00,978.0,981.0,966.75,968.0,8.5,969.75,61608.0,109417.0,8.853044338226319,8.758200922012328,2.97581000328064,2.932095012664795,6.191383900642395,6.186837038993835,-0.0011962228,0.0011812613,-0.00019050005,22.292723,23.00849,11.953094
2015-04-27 00:00:00+00:00,968.0,979.0,965.0,972.5,3.25,973.0,62778.0,72606.0,8.853044338226319,8.758200922012328,2.926544048786164,2.8834180521965025,6.195924873352051,6.181481966972351,0.013701886,0.012049286,0.017415725,-15.485973,-23.32192,-23.44642
2015-04-28 00:00:00+00:00,972.0,988.5,972.0,977.0,4.5,977.5,77960.0,57783.0,8.853044338226319,8.758200922012328,2.88918004989624,2.8443890619277954,6.208751882314682,6.198767075538635,-0.006169755,-0.0065251207,-0.011004072,-86.763245,-97.861824,-98.78034
2015-04-29 00:00:00+00:00,977.0,989.75,974.0,988.0,11.0,988.5,51617.0,38283.0,8.853044338226319,8.758200922012328,2.90864105463028,2.872405061721801,6.203293081204097,6.193165178140005,-0.00027639134,-0.0020995368,-0.00015442245,-155.49788,-146.81046,-130.95671
2015-04-30 00:00:00+00:00,989.0,997.25,975.0,978.5,10.0,978.5,13856.0,18964.0,8.853044338226319,8.758200922012328,2.9691540241241454,2.916709027290344,6.199293448925018,6.186669433116913,0.0040853224,0.0022295204,0.004506255,-36.017323,-27.335073,-31.018217
2015-05-01 00:00:00+00:00,979.75,980.5,964.5,966.0,10.0,968.5,5905.0,13871.0,8.904895105361938,8.82061583518982,3.058392972946167,3.008440995216369,6.193168873786926,6.187799062728882,0.0042232787,0.0036724554,0.0034452085,7.621287,6.0753202,7.0419235
2015-05-04 00:00:00+00:00,968.0,984.0,966.75,983.0,14.5,983.0,3946.0,10287.0,8.91321310043335,8.834478797912597,3.0329469776153566,3.00308100938797,6.194745917320251,6.188965494632721,0.007165396,0.0056381556,0.0038445587,3.12574,0.92867327,-6.939183
2015-05-05 00:00:00+00:00,982.5,994.5,981.5,993.5,10.5,993.5,2787.0,7840.0,8.905159788131714,8.823705673217773,3.10794298171997,3.0543520140647886,6.2049640417099,6.196172919273376,0.005136148,0.000328601,0.0034989552,6.1676927,8.693783,3.0821373
2015-05-06 00:00:00+00:00,993.25,1000.5,988.25,990.5,3.0,990.5,2303.0,6390.0,8.905154790878296,8.824410667419434,3.088646981716156,3.030599958896637,6.199534056981405,6.1904017293453215,-0.001789876,-0.0024091844,-0.0015739967,15.799866,12.720829,7.4771814
2015-05-07 00:00:00+00:00,990.5,992.5,979.25,981.5,9.0,981.5,2962.0,5117.0,8.908467102050782,8.821816987991333,3.062800981998444,3.015054979324341,6.1916875076293945,6.185047874450683,0.006711757,0.0052626585,0.0048919097,20.849712,17.476486,15.019171
2015-05-08 00:00:00+00:00,982.75,986.25,977.75,984.5,3.0,984.5,1693.0,4093.0,8.911395082473755,8.833599796295166,3.0380159831047058,3.0126080203056333,6.203943553765615,6.190842165788015,0.0016418621,0.0017782596,0.0007003053,-20.917923,-9.62419,-8.408933
2015-05-11 00:00:00+00:00,983.0,989.0,981.5,983.0,1.5,983.0,1315.0,3410.0,8.908504095077515,8.82973388671875,3.002516007423401,2.953204984664917,6.2030060625076295,6.190077924728394,0.016395835,0.0055671637,0.009635103,-42.241894,-37.000656,-38.80835
2015-05-12 00:00:00+00:00,982.0,991.25,967.0,969.0,16.0,967.0,1362.0,2366.0,8.908467102050782,8.821816987991333,3.085848004817963,3.024618980884552,6.203443977038066,6.196904907226562,0.005200494,0.0014169567,0.0024440452,5.4799123,1.2679312,8.254949
2015-05-13 00:00:00+00:00,974.5,978.5,970.5,975.0,8.0,975.0,1399.0,1299.0,8.908504095077515,8.834790811538696,3.034254002571106,3.004123034477234,6.204000973701477,6.196363921165466,0.00032177987,-0.001003761,-0.0015774742,8.00483,-1.067227,5.8007665
2015-05-14 00:00:00+00:00,957.5,962.25,953.0,957.0,0.25,957.0,98198.0,365150.0,8.908467102050782,8.821816987991333,3.0513800024986266,3.0157989978790285,6.198988427321117,6.190186638434727,0.004084175,0.0019073834,0.0011959024,11.544899,10.802383,11.332003
2015-05-15 00:00:00+00:00,957.25,961.25,950.25,952.75,3.75,953.25,93072.0,360217.0,8.908467102050782,8.821816987991333,3.007468008995056,2.9695360136032103,6.195402913093567,6.188925497531891,0.006868705,0.006112618,0.004922498,3.196233,-3.2935472,-4.0302634
2015-05-18 00:00:00+00:00,953.25,964.5,950.0,954.0,1.25,954.5,88257.0,357550.0,8.925642280578613,8.788043699264527,3.0204050159454345,2.970090017318725,6.198483607053756,6.191353499968848,0.0035126205,-0.01048843,0.002967903,-11.8907995,-8.146795,-12.411318
2015-05-19 00:00:00+00:00,953.25,956.0,942.0,947.0,8.25,946.25,118985.0,356614.0,8.933651266098023,8.796126832962036,3.032996995449066,2.9832710361480714,6.200978039105732,6.191519683678946,0.004563694,0.0047898693,0.0026304724,-6.8189154,-9.880703,-9.679288
2015-05-20 00:00:00+00:00,946.25,947.25,936.5,940.5,5.0,941.25,92951.0,352951.0,8.925512189865112,8.840230283737183,3.0831829714775085,3.0294939661026,6.2033991534709925,6.191567313114804,-0.0012170026,-0.0008922745,-0.0013859639,12.833262,8.099901,11.064505
2015-05-21 00:00:00+00:00,941.25,946.5,936.5,936.5,2.75,938.5,90411.0,351502.0,8.931702308654785,8.795536842346191,3.0192489719390867,2.973688006401062,6.200659534931183,6.192130088806152,-0.0011903528,-0.0014672123,-0.0034747722,3.528077,-2.73393,3.3534803
2015-05-22 00:00:00+00:00,938.0,942.5,922.75,926.5,14.25,924.25,115004.0,352191.0,8.92592225074768,8.791829843521118,3.085585956573486,3.026226975917816,6.1892096185684204,6.185276896953583,-0.0018000731,0.0020484223,0.0015968429,-11.047387,-7.7598085,-15.071249
2015-05-26 00:00:00+00:00,923.75,930.5,920.5,921.75,1.75,922.5,106157.0,354097.0,8.925501194000244,8.79856590270996,3.128034942150116,3.071787030696869,6.20520490805308,6.188180257081987,0.002514299,0.0014116967,0.00347759,-11.818326,-11.256092,-10.984312
2015-05-27 00:00:00+00:00,922.0,931.75,922.0,925.0,4.5,927.0,106502.0,348360.0,8.931702308654785,8.795536842346191,3.192418968677521,3.118706996440888,6.199951955636343,6.1909049232800815,0.0020169034,0.0031796535,0.0005455012,-63.77698,-52.109055,-57.392666
2015-05-28 00:00:00+00:00,927.0,934.25,922.0,926.25,1.0,926.0,107786.0,350183.0,8.92592225074768,8.791829843521118,3.194086985588074,3.1234349822998047,6.1941169738769535,6.189717907905578,0.00376783,0.0031165106,0.0023082343,-0.5663169,-1.6628733,1.0864165
2015-05-29 00:00:00+00:00,926.0,937.5,924.75,934.5,8.0,934.0,112302.0,349786.0,8.92592225074768,8.791829843521118,3.190437979698181,3.122414991855621,6.194262995719909,6.189608898162842,-0.00010318595,0.003954369,-0.00045387156,-5.420693,-4.7130146,-6.1784887
2015-06-01 00:00:00+00:00,931.0,935.0,921.5,926.0,8.0,926.0,114036.0,351808.0,9.004442920684815,8.910818090438843,3.202390985488892,3.1362550401687623,6.1908419537544255,6.1850079464912415,0.0046178526,0.0037675768,0.0016810886,-2.6759138,-2.6836061,-5.10971
2015-06-02 00:00:00+00:00,926.0,944.5,925.25,941.0,14.75,940.75,117849.0,350193.0,9.020844087600707,8.910689086914063,3.1887189626693724,3.1320479989051817,6.194294009208679,6.185920929908752,0.0019214916,0.0035842676,0.0011619909,-14.567018,-7.393682,-10.198415
2015-06-03 00:00:00+00:00,941.5,945.5,931.5,934.0,5.5,935.25,128209.0,342786.0,9.020844087600707,8.911053085327149,3.1678179812431337,3.102922966480256,6.190918011665344,6.18609099149704,0.00016544729,0.0006388356,9.680575e-05,-10.55187,-6.3810754,-8.441997
2015-06-04 00:00:00+00:00,934.75,948.75,932.0,945.0,11.25,946.5,114961.0,331033.0,9.020844087600707,8.910689086914063,3.177481994628906,3.116991004943848,6.192015638351441,6.18451101064682,0.0046690055,0.0050945766,0.0034137666,-8.108058,-7.3025985,-13.475507
2015-06-05 00:00:00+00:00,944.5,952.0,935.25,939.75,8.75,937.75,127758.0,320936.0,9.020519075393675,8.910689086914063,3.16634699344635,3.123542959690094,6.192635998725891,6.189757990837097,0.01538583,0.009693134,0.012178109,-4.3352413,-5.1470885,-6.9484434
2015-06-08 00:00:00+00:00,938.25,951.0,935.25,944.0,6.5,944.25,109019.0,302209.0,9.020163068771362,8.910818090438843,3.158115940093994,3.1044689798355103,6.196510047912597,6.190098469257355,0.005020336,0.0017493565,0.002344005,-5.7304006,-8.424589,-4.541002
2015-06-09 00:00:00+00:00,946.0,955.0,943.25,950.5,7.25,951.5,133731.0,289148.0,9.020163068771362,8.910818090438843,3.137228946685791,3.086959009170532,6.197331305662791,6.191296427249909,0.0022134525,0.00029883886,0.0014538234,-10.804588,-8.08996,-11.578042
2015-06-10 00:00:00+00:00,951.5,957.75,944.5,950.0,2.0,949.5,151167.0,267725.0,9.020163068771362,8.910818090438843,3.1191209626197813,3.0693869757652283,6.198959346930186,6.190063621203105,0.0022134525,-0.00053344737,0.001559099,-3.5232298,-4.742966,-4.949452
2015-06-11 00:00:00+00:00,947.25,953.0,938.0,940.5,9.5,940.0,129178.0,245167.0,9.020163068771362,8.910818090438843,3.1145639324188235,3.070558974742889,6.199298661470413,6.184807114601134,0.0027116153,0.0017097932,0.0013386287,9.96262,6.8861084,7.2247148
2015-06-12 00:00:00+00:00,939.0,947.0,933.25,939.75,,940.0,113082.0,230230.0,9.020163068771362,8.910818090438843,3.104569969177246,3.0550180220603944,6.199600625832876,6.189197869459787,0.0023924299,0.001236788,0.0017804895,-9.198205,-4.90893,-8.261336
2015-06-15 00:00:00+00:00,940.0,943.75,930.25,936.5,2.25,937.75,111951.0,208871.0,9.020163068771362,8.910818090438843,3.1266349363327026,3.080410978794098,6.199901013374329,6.193343551158905,0.002312727,-9.337266e-05,-0.0004795798,5.366931,8.060922,2.405395
2015-06-16 00:00:00+00:00,939.0,959.0,938.75,956.5,19.75,957.5,129321.0,202038.0,9.038917970657348,8.984362859725952,3.1393319368362427,3.0905599999427795,6.2010790713628126,6.196676049232483,-0.0030523562,-0.0017188881,-0.0038407303,6.0938168,0.82376397,5.6583114
2015-06-17 00:00:00+00:00,957.5,972.0,957.5,967.0,11.5,969.0,135639.0,186446.0,9.026447811126708,8.96744481086731,3.1198729944229124,3.063748018741608,6.200283045768738,6.1943709204196935,-0.0005734086,-0.0027695606,-0.00044541142,-1.5486565,-1.1892276,-0.060688417
2015-06-18 00:00:00+00:00,967.0,981.75,962.0,976.0,8.75,977.75,139085.0,166965.0,9.025516834259031,8.989506845474244,3.086925950050354,3.022218964099884,6.209447064399719,6.19703100681305,-0.0020328274,-0.0042494186,-0.0046329508,21.085062,11.009055,16.945934
2015-06-19 00:00:00+00:00,976.0,981.5,966.5,969.5,6.25,971.5,100999.0,147149.0,9.026001834869383,8.989506845474244,3.086243009567261,3.0156280326843263,6.199707970619202,6.191488267183304,0.012655326,0.007270776,0.010132807,-3.6568491,-1.7697194,-2.09826
2015-06-22 00:00:00+00:00,972.5,990.0,971.5,989.0,18.0,989.5,95871.0,129869.0,9.02283981323242,8.967638807296753,3.1241290044784544,3.083432011604309,6.209984064102173,6.197152938842773,-0.00086259114,0.00078848074,-0.00036413688,-3.9632657,-1.8359768,-1.274093
2015-06-23 00:00:00+00:00,989.5,996.0,978.0,986.5,2.0,987.5,106161.0,110895.0,9.02283981323242,8.967638807296753,3.116887993812561,3.061707034111023,6.209336061477661,6.1968941102027895,-0.001142718,0.0012605601,-0.0011743094,5.173065,5.215285,5.032339
2015-06-24 00:00:00+00:00,987.25,990.5,979.0,981.75,5.75,981.75,79991.0,96931.0,9.02283981323242,8.967638807296753,3.087140018939972,3.0126150369644167,6.199468699137369,6.1914541727701815,0.0019744379,0.002942816,0.00068679446,-11.75958,-4.003184,-8.544178
2015-06-25 00:00:00+00:00,981.0,1002.5,980.0,999.0,18.5,1000.25,89224.0,83845.0,9.025516834259031,8.989506845474244,3.132388978004456,3.079739019870758,6.200137684186299,6.189844366947809,0.0048760357,0.0031677405,0.0033716143,23.242777,14.830893,17.930532
2015-06-26 00:00:00+00:00,999.0,1024.5,997.75,999.5,1.75,1002.0,98050.0,69156.0,9.025516834259031,8.989506845474244,3.154425961971283,3.1028480172157287,6.207468028068543,6.197027997970581,0.0038803013,0.00085608824,0.0018131391,17.141588,16.0657,16.615562
2015-06-29 00:00:00+00:00,997.25,1014.75,995.0,1003.0,0.5,1002.5,51286.0,36256.0,9.025516834259031,8.989506845474244,3.174831986427307,3.1305519700050355,6.202779072125752,6.19728997707367,0.0053173336,0.0017924015,0.0017646408,1.4031938,6.460207,2.0039012
2015-06-30 00:00:00+00:00,1000.5,1059.25,993.75,1056.25,53.75,1056.25,20161.0,16785.0,9.025084857940676,8.989298830032348,3.129346959590912,3.0849130034446715,6.2033931016922,6.196487998962402,-0.015263398,-0.016745921,-0.012294252,9.596783,10.200214,11.582768
2015-07-01 00:00:00+00:00,1053.5,1060.25,1038.75,1044.5,12.25,1044.0,8751.0,11296.0,9.079451789855955,9.044562978744509,3.1356919765472413,3.095345039367676,6.194123029708862,6.1887769651412965,0.009149174,0.008534084,0.015664428,-10.653181,0.70140624,7.152121
2015-07-02 00:00:00+00:00,1041.75,1055.0,1032.0,1045.25,1.25,1045.25,3991.0,7605.0,9.09943769454956,9.054005002975464,3.1607489490509035,3.109077997207641,6.194444055557251,6.189593029022217,0.010049962,0.011569831,0.005016242,-0.9487358,5.4728985,0.66479194
2015-07-06 00:00:00+00:00,1037.0,1042.5,1026.25,1035.0,11.5,1033.75,2020.0,5246.0,9.090618953704832,9.048850946426391,3.161835992336273,3.1004950332641603,6.1991471004486085,6.194037990570068,0.0038238529,0.002694419,0.0026505296,4.5853314,2.0310247,2.1570807
2015-07-07 00:00:00+00:00,1029.0,1034.25,1001.0,1001.5,31.75,1002.0,1819.0,4434.0,9.079486656188966,9.051765995025637,3.1639739632606507,3.1218359875679016,6.205156006813049,6.197428016662598,0.0033619697,3.9780305e-05,0.0017018267,8.199186,11.017485,9.186121
2015-07-08 00:00:00+00:00,1008.25,1016.0,999.0,1006.25,4.25,1006.25,1380.0,3290.0,9.081630773544312,9.04606198310852,3.2065809559822083,3.158564088344574,6.20217300415039,6.197270059585572,0.00083147304,0.0010330358,0.0016539235,-9.391034,-2.081713,-7.349395
2015-07-09 00:00:00+00:00,1008.75,1042.25,1008.75,1037.5,31.5,1037.75,839.0,2115.0,9.08437364578247,9.05607398033142,3.272810068130493,3.1918950414657594,6.199458937644959,6.198322997093201,0.00054607046,0.0012315037,0.00046684765,21.849068,14.434985,23.621744
2015-07-10 00:00:00+00:00,1037.25,1059.0,1035.0,1045.0,5.75,1043.5,673.0,1421.0,9.081630773544312,9.04606198310852,3.27915906906128,3.1755850505828858,6.199223008155823,6.197452030181885,-0.002053548,0.0021920472,-0.0015817429,5.071327,4.0350604,0.519564
2015-07-13 00:00:00+00:00,1044.5,1051.5,1034.75,1048.0,1.75,1045.25,531.0,666.0,9.0824786567688,9.0570809841156,3.171567986011505,3.103530993461609,6.203046011924744,6.19715006351471,-0.0035381874,-0.013565826,-0.009736702,27.226072,17.617176,24.00717
2015-07-14 00:00:00+00:00,1039.5,1053.25,1030.5,1032.5,4.0,1033.5,27096.0,80574.0,9.079589653015136,9.055817975997924,3.167247972488404,3.103897008895874,6.1987819480896,6.196360030174255,-0.0029508392,-0.0030113433,-0.0009394254,-20.700672,-13.5447855,-21.426311
2015-07-15 00:00:00+00:00,1030.0,1035.0,1014.25,1024.75,8.5,1025.0,25160.0,80119.0,9.079486656188966,9.051765995025637,3.166452929973602,3.0974980092048643,6.199295973777771,6.197732048034668,-0.0045701666,-0.0031348264,-0.0023568738,18.513498,11.613992,21.440393
2015-07-16 00:00:00+00:00,1027.25,1038.25,1015.25,1016.5,6.0,1019.0,20526.0,77773.0,9.12598621368408,9.044888105392456,3.156872985363006,3.10509797334671,6.202457051277161,6.196633043289185,-0.0046154796,-0.0039304234,-0.0020651778,-5.3292465,-5.8871417,-9.239022
2015-07-17 00:00:00+00:00,1016.5,1021.25,1007.5,1014.5,4.25,1014.75,17509.0,75991.0,9.148070001602171,9.058782167434693,3.1597579646110536,3.116074993610382,6.203888025283813,6.197304148674011,-0.0041561867,-0.0025338265,-0.0020669335,-8.299707,3.513447,2.312244
2015-07-20 00:00:00+00:00,1012.0,1012.75,998.25,1008.0,7.0,1007.75,20428.0,73938.0,9.131855030059814,9.083587245941162,3.210202000141144,3.146304066181183,6.203035035133362,6.197131171226501,-0.00359057,-0.003655677,-0.0013863613,7.7893815,3.9811234,8.6587715
2015-07-21 00:00:00+00:00,1011.0,1020.0,1008.25,1017.75,11.0,1018.75,26536.0,69292.0,9.116520833969116,9.06123601913452,3.198089983463287,3.1353350567817686,6.20301703453064,6.197255177497864,-0.0028257594,-0.0036058014,-0.003868499,6.45347,3.7768404,7.2789392
2015-07-22 00:00:00+00:00,1018.75,1027.5,1011.5,1023.0,2.0,1020.75,38583.0,68738.0,9.117668876647947,9.0600940990448,3.180004997253418,3.114366021156311,6.200086040496826,6.197227168083191,-0.0032674354,-0.0018925171,-0.0009953227,7.3552527,5.634629,5.559766
