Open,High,Low,Close,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
1.4428989693309746,1.4399112241500995,1.4707042712533973,1.4356130265101237,8.571732461993362,-8.636846641913461,-1.5493915684715671,7.760494547284667,-1.1328920466676469,-0.05899378309744727,-0.22495852153740226,-0.5101451790514506
1.368923059920029,1.7065007838536914,1.426978692728326,1.3730737126555235,8.504833611674075,-9.491983197123787,-1.6664137521481552,7.6953629017699114,-0.4444179124510405,-0.8428718445533508,-1.8459621982659333,-0.9856967926001987
1.493337271586078,1.4700921548177777,1.252082392874762,1.5006755576742237,8.201905679121936,-9.282687335093335,-3.456900883019897,5.904405881123108,0.488373680140965,-0.31061414016080713,-3.099122218866083,-0.9452542478876207
1.241147764534608,1.2018256546618522,1.1932229648111148,1.240090740968033,7.730843884153316,-11.725722154055891,-2.9678688344272763,5.885968993225202,0.5843471212803458,-0.6607038396623736,-2.7300473418092395,-1.076367764981025
1.2243343290415558,1.2672163386170754,1.275626164100221,1.2283224073370698,7.469007611556615,-12.466186542211723,-3.240474462142962,4.741418283838579,1.2487397382186545,-1.3533994309262007,-2.0705973963259994,-0.9588179333521103
1.266366915662156,1.2588336350925522,0.9544192791328594,1.2686718387049487,7.4499805900945555,-10.249676272566365,-2.9440435633351423,6.954200355172747,-2.2520972939103276,-0.8469602775372252,-1.6836528039937335,-0.7689195168225658
1.094877489684422,1.2068564760188456,1.1360435163359328,1.10895759420244,7.135864836812206,-11.474492437866786,-2.755587283645044,6.0478770967341156,-1.8720781874576253,-0.826223588575636,-0.9753322098612667,-0.6345585653766515
1.1199282859923985,1.1934429511373366,1.1444534380228197,1.1271131347955725,6.942367346829657,-10.516479384461213,-3.642663782818547,4.031061284711119,-1.4488848294195709,-0.9465682989517805,-2.3588726766231174,-1.0492307922942103
1.1722144828147434,1.273922101689261,1.2216422853911646,1.1711622160072492,6.852808115508934,-9.655858573619295,-4.372894957425786,3.937978428751549,-1.1343155612108473,-0.7351053004832971,-2.72689647500716,-0.9830198459620867
1.1991151779140041,1.3007491514522755,1.231397393598171,1.1948672313660766,6.5010004198488245,-8.14560358129258,-5.311608891229523,3.536782220490258,-0.5172390209525748,-0.7534865202214095,-2.8027876262163245,-1.4372792559873293
1.2882229788462893,1.3124857358814583,1.2705802110880886,1.2922085059668755,6.350876193899527,-6.565165110209583,-6.491227811521202,3.562628051089513,0.2643448353998478,-1.6959989693808664,-1.6320442931436583,-2.3920746785785227
