Ticker_Symbol,xgbrfregressor_1,xgbrfregressor_2,xgbrfregressor_3,xgbrfregressor_4,xgbrfregressor_5,xgbregressor_gbtree_1,xgbregressor_gbtree_2,xgbregressor_gbtree_3,xgbregressor_gbtree_4,xgbregressor_gbtree_5,grnn_regression_1,grnn_regression_2,grnn_regression_3,grnn_regression_4,grnn_regression_5,conv1d_regression_1,conv1d_regression_2,conv1d_regression_3,conv1d_regression_4,conv1d_regression_5,lstm_regression_1,lstm_regression_2,lstm_regression_3,lstm_regression_4,lstm_regression_5,conv1d_lstm_regression_1,conv1d_lstm_regression_2,conv1d_lstm_regression_3,conv1d_lstm_regression_4,conv1d_lstm_regression_5,transformer_regression_1,transformer_regression_2,transformer_regression_3,transformer_regression_4,transformer_regression_5,xgbrfclassifier_1,xgbrfclassifier_2,xgbrfclassifier_3,xgbrfclassifier_4,xgbrfclassifier_5,xgbclassifier_gbtree_1,xgbclassifier_gbtree_2,xgbclassifier_gbtree_3,xgbclassifier_gbtree_4,xgbclassifier_gbtree_5,grnn_classification_1,grnn_classification_2,grnn_classification_3,grnn_classification_4,grnn_classification_5,conv1d_classification_1,conv1d_classification_2,conv1d_classification_3,conv1d_classification_4,conv1d_classification_5,lstm_classification_1,lstm_classification_2,lstm_classification_3,lstm_classification_4,lstm_classification_5,conv1d_lstm_classification_1,conv1d_lstm_classification_2,conv1d_lstm_classification_3,conv1d_lstm_classification_4,conv1d_lstm_classification_5,transformer_classification_1,transformer_classification_2,transformer_classification_3,transformer_classification_4,transformer_classification_5
AUDSGD=X,47.6938460569413,47.64817964222726,47.534013605442176,47.282848324514994,47.21434870244394,50.2739984882842,50.25116528092719,50.22833207357017,50.11416603678508,50.06849962207105,78.90625,78.46153846153847,74.40476099650066,68.16161727905273,67.25417501276189,57.87581920623779,57.74572658538818,57.511311848958336,57.25640996297201,57.171546173095706,62.57485103607178,58.40592384338379,55.758809407552086,55.26876525878906,54.0347760518392,58.070500807328656,57.451616287231445,56.19403076171875,55.99343236287435,55.88039334615072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDUSD=X,49.94094860166289,49.846466364323504,49.81103552532124,49.76379440665155,49.633881330309904,50.69680650037793,50.37792894935752,50.37792894935752,50.318877551020414,50.259826152683296,74.17112452189127,67.77777650621202,54.070377826690674,51.83794502590013,51.58730146620009,61.15646107991537,57.56359100341797,57.212884267171226,55.74894618988037,55.47906112670898,56.44964599609375,54.88674449920654,53.95288340250651,53.87731456756592,53.23329416910807,64.94024022420247,62.36338806152344,60.01016139984131,54.21720123291016,54.20754623413086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDT=X,51.43298059964727,51.43298059964727,51.24007936507936,51.24007936507936,51.21252204585538,52.177028218694886,52.177028218694886,52.12191358024691,52.03924162257496,51.95656966490299,65.6565670967102,64.8863639831543,64.0625,63.43101555960519,62.53846206665039,61.31138687133789,60.04549312591553,59.126983642578125,59.12208684285482,59.09091059366862,61.44047546386719,61.31485080718994,57.20899418422154,57.01287896292551,56.54623222351074,62.10692024230957,61.925619506835936,61.81968688964844,60.686177571614586,59.55387306213379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAD=X,49.58427815570673,49.45672713529856,49.43783068783068,49.42838246409675,49.343348450491305,49.97637944066516,49.971655328798185,49.96220710506425,49.919690098261526,49.91496598639456,76.98412649972099,76.6946787516276,76.52380952380952,75.97723865509033,75.9765625,67.33067830403645,67.20000076293945,58.689024925231934,55.30075263977051,55.16273880004883,55.48633880615235,54.61105619158064,54.23280379885719,53.73563151889377,53.723588943481445,59.28961690266927,55.84522120157877,55.518636067708336,54.1743972084739,54.08163324991862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHF=X,49.81575963718821,49.81575963718821,49.72363945578231,49.355158730158735,49.293745275888135,50.79837490551776,50.706254724111865,50.67554799697657,50.64484126984127,50.61413454270597,78.3333346048991,77.734375,77.01863271539861,75.66845143636068,73.68627471923828,68.11377239227295,59.20572853088379,58.69047737121582,58.65174865722656,57.94077758789062,62.411153157552086,53.99105919731988,52.995644887288414,52.9110803604126,51.87743250528971,59.22619120279948,59.00135040283203,58.94654337565104,58.49567127227783,58.33748881022135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNY=X,51.2871083637341,51.2871083637341,51.2871083637341,51.28197020659344,51.27683204945278,51.18948337806165,51.15351627807706,51.06616760668593,51.04561497812331,51.00964787813872,80.54692913237072,73.35241317749023,70.19230709075927,63.77840948104858,63.00549468994141,63.32335376739502,58.06724739074707,57.29067738850912,55.44915517171224,55.3733772277832,69.9101791381836,60.11143589019776,58.77684656778971,54.81220579147339,54.145650227864586,58.0338503519694,56.10251490275065,55.6460812886556,54.1424674987793,54.08574676513672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNYJPY=X,50.047241118669696,50.047241118669696,49.91732804232804,49.8937074829932,49.71655328798186,51.94869614512472,51.94869614512472,51.79516250944823,51.275510204081634,51.22826908541194,69.46640329775603,69.24603250291612,58.73016087214152,56.71428644089472,55.8479531940661,55.66393915812174,54.37231731414795,54.34782444347035,54.32234573364258,53.80824279785156,54.12373733520508,54.08102694424716,54.033898162841794,53.74603118896484,53.038063049316406,55.41748682657877,54.94522476196289,54.5424861907959,53.00925922393799,52.980093002319336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNYUSD=X,51.08909169239039,51.08474402096368,51.08474402096368,51.08039634953697,51.07604867811026,51.07604867811026,50.958661549589145,50.91518483532206,50.889098806761815,50.85866510677486,77.35351602654708,76.94444465637207,76.72727272727273,73.8461541395921,72.95822726978975,64.67065811157227,57.97856203715006,55.85307820638021,55.64809875488281,55.548556327819824,56.278167724609375,56.05053043365479,55.924479484558105,55.59960047403971,54.57143046061198,56.845299530029294,55.93929926554362,55.2410043988909,55.13017654418945,53.90896987915039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cocoa,51.50680357291928,51.49845563068703,51.48175974622256,51.46506386175808,51.42332415059688,51.45671591952584,51.440020035061366,51.34819267050672,51.31480090157776,51.147842056932966,57.2751333448622,57.04110659085787,55.09061813354492,55.02645656040737,54.8651369268244,58.67446645100912,57.29166889190674,55.07427406311035,54.8790283203125,54.421936864438266,57.331974029541016,56.170989990234375,54.12763214111328,54.09579658508301,54.02198028564453,58.10096549987793,56.75126075744629,56.25874137878418,55.91949462890625,54.94209518432617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coffee,50.95887500094863,50.95356267407357,50.94825034719851,50.942938020323446,50.92700103969826,50.95887500094863,50.95356267407357,50.95356267407357,50.95356267407357,50.94825034719851,58.0952377319336,56.11300005231585,54.76190403529576,54.55917763710022,54.10997772216797,54.07417678833008,54.050594329833984,53.5984853108724,53.29921913146973,53.22128963470459,58.92018763224284,54.79532157050239,54.30288569132487,54.1359224319458,53.877577463785805,54.49386405944824,54.16308498382568,54.0151252746582,51.59476280212402,51.091426849365234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
