Ticker_Symbol,Best_Cov1D_Classification_Accuracy,Best_Cov1D_Classification_Path,Best_Cov1D_Regression_RMSE,Best_Cov1D_Regression_Path,Best_LSTM_Classification_Accuracy,Best_LSTM_Classification_Path,Best_LSTM_Regression_RMSE,Best_LSTM_Regression_Path,Best_Transformer_Classification_Accuracy,Best_Transformer_Classification_Path,Best_Transformer_Regression_RMSE,Best_Transformer_Regression_Path,Best_XGBClassifier_Classification_Accuracy,Best_XGBClassifier_Classification_Path,Best_XGBRegressor_Regression_RMSE,Best_XGBRegressor_Regression_Path
CL=F,,,,,,,,,,,,,0.7622950819672131,../models/trained-models/xgboost/xbclassifier/CL=F.pkl,1.3055095940468124,../models/trained-models/xgboost/xbregressor/CL=F.pkl
NVDA,,,,,,,,,,,,,0.743801652892562,../models/trained-models/xgboost/xbclassifier/NVDA.pkl,1.1831292225933294,../models/trained-models/xgboost/xbregressor/NVDA.pkl
SGDUSD=X,,,,,,,,,,,,,0.7165354330708661,../models/trained-models/xgboost/xbclassifier/SGDUSD=X.pkl,0.0019242699999002,../models/trained-models/xgboost/xbregressor/SGDUSD=X.pkl
USDSGD=X,,,,,,,,,,,,,0.6850393700787402,../models/trained-models/xgboost/xbclassifier/USDSGD=X.pkl,0.0035746971141080177,../models/trained-models/xgboost/xbregressor/USDSGD=X.pkl
