,Date,Open,High,Low,Close,Volume,Change,Wave,EFP Volume,EFS Volume,Block Volume,Last,Previous Day Open Interest,BB_UPPER,BB_MIDDLE,BB_LOWER,DEMA,EMA,HT_TRENDLINE,KAMA,MA,MAMA,FAMA,MAVP,MIDPOINT,MIDPRICE,SAR,SAREXT,SMA,T3,TEMA,TRIMA,WMA,APO,CCI,MACD,MACD_signal,MACD_hist,MACDEXT,MACDEXT_signal,MACDEXT_hist,MACDFIX,MACDFIX_signal,MACDFIX_hist,MINUS_DM,MOM,PLUS_DM,PPO,ROC,ROCP,ROCR,ROCR100,TRIX,AD,ADOSC,OBV,ATR,NATR,TRANGE,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR_inphase,HT_PHASOR_quadrature,HT_SINE_sine,HT_SINE_leadsine,AVGPRICE,MEDPRICE,TYPPRICE,WCLPRICE,BETA,LINEARREG,LINEARREG_ANGLE,LINEARREG_INTERCEPT,LINEARREG_SLOPE,STDDEV,TSF,VAR,ADX,ADXR,AROON_down,AROON_up,AROONOSC,CMO,DX,MFI,MINUS_DI,PLUS_DI,RSI,STOCH_slowk,STOCH_slowd,STOCHF_fastk,STOCHF_fastd,STOCHRSI_fastk,STOCHRSI_fastd,ULTOSC,WILLR,BOP,HT_TRENDMODE,CORREL,DEMA_Trend,EMA_Trend,HT_TRENDLINE_Trend,KAMA_Trend,MA_Trend,MAMA_Trend,MAVP_Trend,MIDPOINT_Trend,MIDPRICE_Trend,SAR_Trend,SAREXT_Trend,SMA_Trend,T3_Trend,TEMA_Trend,TRIMA_Trend,WMA_Trend,ADX_Trend,ADXR_Trend,AROONOSC_Trend,DX_Trend,TRIX_Trend,DMI_Trend,AROON_Up_Trend,AROON_Down_Trend,PM_Uptrend,PM_Downtrend,ROC_Trend,ROCP_Trend,ROCR_Trend,ROCR100_Trend,ROC_Buy_Sell_Signal,ROCP_Buy_Sell_Signal,ROCR_Buy_Sell_Signal,ROCR100_Buy_Sell_Signal,APO_Buy_Sell_Signal,MACD_Buy_Sell_Signal,MACDEXT_Buy_Sell_Signal,MACDFIX_Buy_Sell_Signal,PPO_Buy_Sell_Signal,MOM_Buy_Sell_Signal,STOCH_Buy_Sell_Signal,STOCHF_Buy_Sell_Signal,STOCHRSI_Buy_Sell_Signal,ULTOSC_Buy_Sell_Signal,WILLR_Buy_Sell_Signal,BOP_Buy_Sell_Pressure,MFI_Buy_Sell_Pressure,AD_Buy_Sell_Pressure,ADOSC_Buy_Sell_Pressure,OBV_Buy_Sell_Pressure,BB_Overbought_Oversold_Signal,CCI_Overbought_Oversold_Signal,RSI_Overbought_Oversold_Signal,STOCH_Overbought_Oversold_Signal,STOCHF_Overbought_Oversold_Signal,STOCHRSI_Overbought_Oversold_Signal,ULTOSC_Overbought_Oversold_Signal,WILLR_Overbought_Oversold_Signal,BB_RSI_Reversal,BB_Volatility,ATR_Volatility,NATR_Volatility,TRANGE_Volatility,PATTERN_SUM,SENTIMENT_NEGATIVE,SENTIMENT_POSITIVE,SENTIMENT_UNCERTAINTY,SENTIMENT_LITIGIOUS,SENTIMENT_STRONG_MODAL,SENTIMENT_WEAK_MODAL,SENTIMENT_CONSTRAINING,NEXT_DAY_CLOSEPRICE,DAILY_CLOSEPRICE_CHANGE,DAILY_CLOSEPRICE_CHANGE_PERCENT,DAILY_CLOSEPRICE_DIRECTION,DAILY_MIDPRICE,NEXT_DAY_MIDPRICE,DAILY_MIDPRICE_CHANGE,DAILY_MIDPRICE_CHANGE_PERCENT,DAILY_MIDPRICE_DIRECTION,Top_1_RF_Diff_Predict,Top_1_RF_Price_Predict,Top_5_RF_Diff_Predict,Top_5_RF_Price_Predict,Top_1_GT_Diff_Predict,Top_1_GT_Price_Predict,Top_5_GT_Diff_Predict,Top_5_GT_Price_Predict,Top_1_GRNN_Diff_Predict,Top_1_GRNN_Price_Predict,Top_5_GRNN_Diff_Predict,Top_5_GRNN_Price_Predict,Top_1_CNN1D_Diff_Predict,Top_1_CNN1D_Price_Predict,Top_5_CNN1D_Diff_Predict,Top_5_CNN1D_Price_Predict,Top_1_LSTM_Diff_Predict,Top_1_LSTM_Price_Predict,Top_5_LSTM_Diff_Predict,Top_5_LSTM_Price_Predict,Top_1_CNN1D_LSTM_Diff_Predict,Top_1_CNN1D_LSTM_Price_Predict,Top_5_CNN1D_LSTM_Diff_Predict,Top_5_CNN1D_LSTM_Price_Predict,Top_1_Transformer_Diff_Predict,Top_1_Transformer_Price_Predict,Top_5_Transformer_Diff_Predict,Top_5_Transformer_Price_Predict,Top_1_Combined_Diff_Predict,Top_1_Combined_Price_Predict,Top_5_Combined_Diff_Predict,Top_5_Combined_Price_Predict
714,2019-09-18,42000.0,42000.0,42000.0,42000.0,0,0,0,0,0,0,0,0,42000.0,42000.0,42000.0,41999.99982046156,42000.00001067868,42000.0,42000.00000000001,42000.0,42000.0,42000.000000000015,42000.0,42000.0,42000.0,42021.42483133224,-42021.42483133224,42000.0,42000.0,42000.0013261141,42000.0,42000.0,0.0,0.0,-6.213522283360362e-07,-9.13768386045e-07,2.924161577089637e-07,0.0,0.0,0.0,-4.706307663582266e-07,-6.965459007247437e-07,2.2591513436651722e-07,1.0425690203579864e-05,0.0,8.421533917740346e-06,0.0,0.0,0.0,1.0,100.0,-2.784679153933212e-07,0.0,0.0,0.0,2.1279434968922635e-06,5.066532135457771e-09,0.0,15.493537275147707,216.47601440437245,0.0,0.0,-0.594486217958327,-0.9889538996001498,42000.0,42000.0,42000.0,42000.0,0.0,42000.0,-0.0,42000.0,-0.0,0.0,42000.0,0.0,10.63369481831277,10.63369485677055,100.0,100.0,0.0,-7.039868463920223,10.633694770851644,0.0,34.99586142612056,28.26852018674197,46.480065768039886,-2.3684757858670007e-14,1.2237124893646167e-14,0.0,-2.3684757858670007e-14,0.0,33.33333333333328,0.0,0.0,0.0,1,0.0,1,-1,0,-1,0,-1,0,0,0,-1,1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,0,0,1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,1,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,0.0,0.0,0.0,42000.0,42000.0,0.0,0.0,0.0,0.5818387866020203,42000.5818387866,0.36304154992103577,42000.36304154992,1.1657966375350952,42001.165796637535,3.012786865234375,42003.012786865234,50.32823181152344,42050.32823181152,-148.054931640625,41851.945068359375,-21.571985244750977,41978.42801475525,-128.04566955566406,41871.954330444336,-154.82594299316406,41845.174057006836,-240.85665893554688,41759.14334106445,-639.50830078125,41360.49169921875,-165.11892700195312,41834.88107299805,,,,,45.694759368896484,42045.6947593689,104.06661987304688,42104.06661987305
715,2019-09-19,42000.0,42000.0,42000.0,42000.0,0,0,0,0,0,0,0,0,42000.0,42000.0,42000.0,41999.99983140019,42000.00000998974,42000.0,42000.00000000001,42000.0,42000.0,42000.000000000015,42000.0,42000.0,42000.0,42020.9963347056,-42020.9963347056,42000.0,42000.0,42000.00125079128,42000.0,42000.0,0.0,0.0,-5.753245204687119e-07,-8.460796129297423e-07,2.707550924610305e-07,0.0,0.0,0.0,-4.3533509597182274e-07,-6.443037397741596e-07,2.0896864380233682e-07,9.6809980461813e-06,0.0,7.819995780758893e-06,0.0,0.0,0.0,1.0,100.0,-2.623941841584099e-07,0.0,0.0,0.0,1.9759475328285304e-06,4.704636982925072e-09,0.0,15.493537275147707,216.47601440437245,0.0,0.0,-0.594486217958327,-0.9889538996001498,42000.0,42000.0,42000.0,42000.0,0.0,42000.0,-0.0,42000.0,-0.0,0.0,42000.0,0.0,10.63369481492269,10.633694850633482,100.0,100.0,0.0,-7.039868463920223,10.633694770851635,0.0,34.995861426120555,28.26852018674197,46.480065768039886,-2.3684757858670007e-14,1.2237124893646167e-14,0.0,-2.3684757858670007e-14,0.0,-5.684341886080803e-14,0.0,0.0,0.0,1,0.0,1,-1,0,-1,0,-1,0,0,0,-1,1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,0,0,1,1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,1,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,0.0,0.0,0.0,42000.0,42000.0,0.0,0.0,0.0,0.5818387866020203,42000.5818387866,0.36304154992103577,42000.36304154992,1.1657966375350952,42001.165796637535,3.012786865234375,42003.012786865234,43.04833984375,42043.04833984375,-151.02120971679688,41848.9787902832,-21.622011184692383,41978.37798881531,-126.11286926269531,41873.887130737305,-154.87501525878906,41845.12498474121,-239.8815155029297,41760.11848449707,-640.8555908203125,41359.14440917969,-165.48886108398438,41834.511138916016,,,,,44.25859832763672,42044.25859832764,104.07829284667969,42104.07829284668
716,2019-09-20,42000.0,42000.0,42000.0,42000.0,0,0,0,0,0,0,0,0,42000.0,42000.0,42000.0,41999.99984167468,42000.00000934524,42000.0,42000.00000000001,42000.0,42000.0,42000.000000000015,42000.0,42000.0,42000.0,42020.57640801148,-42020.57640801148,42000.0,42000.0,42000.00117970668,42000.0,42000.0,0.0,0.0,-5.327092367224395e-07,-7.834055376882818e-07,2.5069630096584225e-07,0.0,0.0,0.0,-4.026805981993675e-07,-5.959791114592011e-07,1.9329851325983365e-07,8.989498185739779e-06,0.0,7.261424653561829e-06,0.0,0.0,0.0,1.0,100.0,-2.4724179370494426e-07,0.0,0.0,0.0,1.8348084233407785e-06,4.36859148414471e-09,0.0,15.493537275147707,216.47601440437245,0.0,0.0,-0.594486217958327,-0.9889538996001498,42000.0,42000.0,42000.0,42000.0,0.0,42000.0,-0.0,42000.0,-0.0,0.0,42000.0,0.0,10.633694811774758,10.63369484493478,100.0,100.0,0.0,-7.039868463920218,10.633694770851635,0.0,34.995861426120555,28.26852018674197,46.4800657680399,-2.3684757858670007e-14,1.2237124893646167e-14,0.0,-2.3684757858670007e-14,100.0,33.33333333333328,0.0,0.0,0.0,1,0.0,1,-1,0,-1,0,-1,0,0,0,-1,1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,0,0,1,1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,1,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,0.0,0.0,0.0,42000.0,42000.0,0.0,0.0,0.0,0.5818387866020203,42000.5818387866,0.36304154992103577,42000.36304154992,1.1657966375350952,42001.165796637535,3.012786865234375,42003.012786865234,85.76087951660156,42085.7608795166,-138.0449676513672,41861.95503234863,-29.84772491455078,41970.15227508545,-132.6636199951172,41867.33638000488,-154.89654541015625,41845.103454589844,-239.91226196289062,41760.08773803711,-635.4324340820312,41364.56756591797,-163.93453979492188,41836.06546020508,,,,,54.45055389404297,42054.45055389404,102.79932403564453,42102.799324035645
717,2019-09-23,42000.0,42000.0,42000.0,42000.0,0,0,0,0,0,0,0,0,42000.0,42000.0,42000.0,41999.99985132519,42000.00000874232,42000.0,42000.00000000001,42000.0,42000.0,42000.000000000015,42000.0,42000.0,42000.0,42020.16487985125,-42020.16487985125,42000.0,42000.0,42000.001112624464,42000.0,42000.0,0.0,0.0,-4.932444426231086e-07,-7.253733186752471e-07,2.321288760521385e-07,0.0,0.0,0.0,-3.724780981428921e-07,-5.512789087959393e-07,1.7880081065304725e-07,8.347391172472652e-06,0.0,6.742751464021699e-06,0.0,0.0,0.0,1.0,100.0,-2.3295834150616201e-07,0.0,0.0,0.0,1.7037506788164368e-06,4.0565492352772304e-09,0.0,15.493537275147707,216.47601440437245,0.0,0.0,-0.594486217958327,-0.9889538996001498,42000.0,42000.0,42000.0,42000.0,0.0,42000.0,-0.0,42000.0,-0.0,0.0,42000.0,0.0,10.633694808851676,10.633694839643129,100.0,100.0,0.0,-7.039868463920211,10.633694770851635,0.0,34.995861426120555,28.26852018674197,46.48006576803989,-2.3684757858670007e-14,1.2237124893646167e-14,0.0,-2.3684757858670007e-14,50.0,49.99999999999994,0.0,0.0,0.0,1,0.0,1,-1,0,-1,0,-1,0,0,0,-1,1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,0,0,1,1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,1,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,0.0,0.0,0.0,42000.0,42000.0,0.0,0.0,0.0,0.5818387866020203,42000.5818387866,0.36304154992103577,42000.36304154992,1.1657966375350952,42001.165796637535,3.012786865234375,42003.012786865234,71.969970703125,42071.969970703125,-143.33480834960938,41856.66519165039,-21.477161407470703,41978.52283859253,-131.30117797851562,41868.698822021484,-154.94688415527344,41845.05311584473,-239.2007598876953,41760.799240112305,-637.24169921875,41362.75830078125,-164.4342803955078,41835.56571960449,,,,,50.02832794189453,42050.028327941895,103.44252014160156,42103.4425201416
718,2019-09-24,42000.0,42000.0,42000.0,42000.0,0,0,0,0,0,0,0,0,42000.0,42000.0,42000.0,41999.999860389486,42000.0000081783,42000.0,42000.00000000001,42000.0,42000.0,42000.000000000015,42000.0,42000.0,42000.0,42019.76158225423,-42019.76158225423,42000.0,42000.0,42000.00104932174,42000.0,42000.0,0.0,0.0,-4.5670458348467946e-07,-6.716395716371336e-07,2.149349881524541e-07,0.0,0.0,0.0,-3.4453842090442777e-07,-5.09930811217637e-07,1.6539239031320927e-07,7.751148945867463e-06,0.0,6.26112635944872e-06,0.0,0.0,0.0,1.0,100.0,-2.1949443373969762e-07,0.0,0.0,0.0,1.58205420175812e-06,3.766795718471714e-09,0.0,15.493537275147707,216.47601440437245,0.0,0.0,-0.594486217958327,-0.9889538996001498,42000.0,42000.0,42000.0,42000.0,0.0,42000.0,-0.0,42000.0,-0.0,0.0,42000.0,0.0,10.633694806137388,10.63369483472945,100.0,100.0,0.0,-7.039868463920203,10.633694770851635,0.0,34.995861426120555,28.26852018674197,46.4800657680399,-2.3684757858670007e-14,1.2237124893646167e-14,0.0,-2.3684757858670007e-14,100.0,83.33333333333327,0.0,0.0,0.0,1,0.0,1,-1,0,-1,0,-1,0,0,0,-1,1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,0,0,1,1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,1,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,0.0,0.0,0.0,42000.0,42000.0,0.0,0.0,0.0,0.5818387866020203,42000.5818387866,0.36304154992103577,42000.36304154992,1.1657966375350952,42001.165796637535,3.012786865234375,42003.012786865234,93.40119934082031,42093.40119934082,-146.03848266601562,41853.961517333984,-31.98501205444336,41968.01498794556,-133.32005310058594,41866.679946899414,-154.9571533203125,41845.04284667969,-239.2057342529297,41760.79426574707,-632.6009521484375,41367.39904785156,-163.24049377441406,41836.759506225586,,,,,56.41820526123047,42056.41820526123,104.38801574707031,42104.38801574707
719,2019-09-25,42000.0,42000.0,42000.0,42000.0,0,0,0,0,0,0,0,0,42000.0,42000.0,42000.0,41999.99986890303,42000.00000765067,42000.0,42000.00000000001,42000.0,42000.0,42000.000000000015,42000.0,42000.0,42000.0,42019.36635060915,-42019.36635060915,42000.0,42000.0,42000.00098958785,42000.0,42000.0,0.0,0.0,-4.2287138057872653e-07,-6.218859334254522e-07,1.990145528467257e-07,0.0,0.0,0.0,-3.186942194588483e-07,-4.7168349286587923e-07,1.52989273407031e-07,7.197495449734073e-06,0.0,5.813903048059527e-06,0.0,0.0,0.0,1.0,100.0,-2.0680336332290494e-07,0.0,0.0,0.0,1.4690503302039686e-06,3.49773888143802e-09,0.0,15.493537275147707,216.47601440437245,0.0,0.0,-0.594486217958327,-0.9889538996001498,42000.0,42000.0,42000.0,42000.0,0.0,42000.0,-0.0,42000.0,-0.0,0.0,42000.0,0.0,10.633694803616978,10.633694830166748,100.0,100.0,0.0,-7.0398684639202,10.633694770851635,0.0,34.995861426120555,28.26852018674197,46.48006576803991,-2.3684757858670007e-14,1.2237124893646167e-14,0.0,-2.3684757858670007e-14,100.0,83.33333333333327,0.0,0.0,0.0,1,0.0,1,-1,0,-1,0,-1,0,0,0,-1,1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,0,0,1,1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,1,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,0.0,0.0,0.0,42000.0,42000.0,0.0,0.0,0.0,0.5818387866020203,42000.5818387866,0.36304154992103577,42000.36304154992,1.1657966375350952,42001.165796637535,3.012786865234375,42003.012786865234,93.40106964111328,42093.40106964111,-146.0383758544922,41853.96162414551,-31.98501205444336,41968.01498794556,-133.32003784179688,41866.6799621582,-154.96714782714844,41845.03285217285,-239.128662109375,41760.871337890625,-632.6011352539062,41367.398864746094,-163.2405242919922,41836.75947570801,,,,,56.4201774597168,42056.42017745972,104.37258911132812,42104.37258911133
720,2019-09-26,42000.0,42000.0,42000.0,42000.0,0,0,0,0,0,0,0,0,42000.0,42000.0,42000.0,41999.99987689914,42000.00000715708,42000.0,42000.00000000001,42000.0,42000.0,42000.000000000015,42000.0,42000.0,42000.0,42018.97902359696,-42018.97902359696,42000.0,42000.0,42000.00093322371,42000.0,42000.0,0.0,0.0,-3.915483830496669e-07,-5.758184233502951e-07,1.8427004030062825e-07,0.0,0.0,0.0,-2.947926986962557e-07,-4.363053340319545e-07,1.4151263533569885e-07,6.683388631895925e-06,0.0,5.398624258912417e-06,0.0,0.0,0.0,1.0,100.0,-1.9484113211731827e-07,0.0,0.0,0.0,1.3641181637608278e-06,3.2479003899067327e-09,0.0,15.493537275147707,216.47601440437245,0.0,0.0,-0.594486217958327,-0.9889538996001498,42000.0,42000.0,42000.0,42000.0,0.0,42000.0,-0.0,42000.0,-0.0,0.0,42000.0,0.0,10.633694801276595,10.633694825929954,100.0,100.0,0.0,-7.039868463920199,10.633694770851644,0.0,34.99586142612056,28.26852018674197,46.4800657680399,-2.3684757858670007e-14,1.2237124893646167e-14,0.0,-2.3684757858670007e-14,66.66666666666667,88.88888888888884,0.0,0.0,0.0,1,0.0,1,-1,0,-1,0,-1,0,0,0,-1,1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,0,0,1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,1,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,0.0,0.0,0.0,42000.0,42000.0,0.0,0.0,0.0,0.5818387866020203,42000.5818387866,0.36304154992103577,42000.36304154992,1.1657966375350952,42001.165796637535,3.012786865234375,42003.012786865234,84.94233703613281,42084.94233703613,-146.438232421875,41853.561767578125,-26.482179641723633,41973.51782035828,-132.453125,41867.546875,-154.9537353515625,41845.04626464844,-239.1139373779297,41760.88606262207,-633.9871826171875,41366.01281738281,-163.61244201660156,41836.3875579834,,,,,53.62517547607422,42053.625175476074,104.2762222290039,42104.276222229004
721,2019-09-27,42000.0,42000.0,42000.0,42000.0,0,0,0,0,0,0,0,0,42000.0,42000.0,42000.0,41999.999884409175,42000.00000669533,42000.0,42000.00000000001,42000.0,42000.0,42000.000000000015,42000.0,42000.0,42000.0,42018.59944312502,-42018.59944312502,42000.0,42000.0,42000.00088004122,42000.0,42000.0,0.0,0.0,-3.625464159995318e-07,-5.331640218801425e-07,1.7061760588061073e-07,0.0,0.0,0.0,-2.7268106350675225e-07,-4.035804799269141e-07,1.308994164201618e-07,6.206003729617644e-06,0.0,5.013008240418673e-06,0.0,0.0,0.0,1.0,100.0,-1.8356620667958626e-07,0.0,0.0,0.0,1.2666811520636258e-06,3.015907504913395e-09,0.0,15.493537275147707,216.47601440437245,0.0,0.0,-0.594486217958327,-0.9889538996001498,42000.0,42000.0,42000.0,42000.0,0.0,42000.0,-0.0,42000.0,-0.0,0.0,42000.0,0.0,10.633694799103385,10.633694821995787,100.0,100.0,0.0,-7.039868463920201,10.633694770851644,0.0,34.99586142612056,28.26852018674197,46.4800657680399,-2.3684757858670007e-14,1.2237124893646167e-14,0.0,-2.3684757858670007e-14,66.66666666666667,77.77777777777773,0.0,0.0,0.0,1,0.0,1,-1,0,-1,0,-1,0,0,0,-1,1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,0,0,1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,1,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,0.0,0.0,0.0,42000.0,42000.0,0.0,0.0,0.0,0.5818387866020203,42000.5818387866,0.36304154992103577,42000.36304154992,1.1657966375350952,42001.165796637535,3.012786865234375,42003.012786865234,83.0567398071289,42083.05673980713,-146.11000061035156,41853.88999938965,-24.15728187561035,41975.84271812439,-132.1034698486328,41867.89653015137,-154.9759521484375,41845.02404785156,-238.9188690185547,41761.081130981445,-634.6082153320312,41365.39178466797,-163.7697296142578,41836.23027038574,,,,,52.78752517700195,42052.787525177,104.10163116455078,42104.10163116455
722,2019-09-30,42000.0,42000.0,42000.0,42000.0,0,0,0,0,0,0,0,0,42000.0,42000.0,42000.0,41999.99989146256,42000.00000626337,42000.0,42000.00000000001,42000.0,42000.0,42000.000000000015,42000.0,42000.0,42000.0,42018.22745426253,-42018.22745426253,42000.0,42000.0,42000.00082986269,42000.0,42000.0,0.0,0.0,-3.356908564455807e-07,-4.936693887932301e-07,1.5797853234764938e-07,0.0,0.0,0.0,-2.5222834665328264e-07,-3.7331005327218777e-07,1.2108170661890513e-07,5.76271774893067e-06,0.0,4.654936223245911e-06,0.0,0.0,0.0,1.0,100.0,-1.729393850347094e-07,0.0,0.0,0.0,1.176203926916224e-06,2.800485540276724e-09,0.0,15.493537275147707,216.47601440437245,0.0,0.0,-0.594486217958327,-0.9889538996001498,42000.0,42000.0,42000.0,42000.0,0.0,42000.0,-0.0,42000.0,-0.0,0.0,42000.0,0.0,10.6336947970854,10.633694818342637,100.0,100.0,0.0,-7.039868463920204,10.633694770851644,0.0,34.99586142612056,28.26852018674197,46.4800657680399,-2.3684757858670007e-14,1.2237124893646167e-14,0.0,-2.3684757858670007e-14,66.66666666666667,66.66666666666663,0.0,0.0,0.0,1,0.0,1,-1,0,-1,0,-1,0,0,0,-1,1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,0,0,1,1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,1,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,0.0,0.0,0.0,42000.0,42000.0,0.0,0.0,0.0,0.5818387866020203,42000.5818387866,0.36304154992103577,42000.36304154992,1.1657966375350952,42001.165796637535,3.012786865234375,42003.012786865234,81.05620574951172,42081.05620574951,-146.41384887695312,41853.58615112305,-22.211223602294922,41977.788776397705,-131.79856872558594,41868.201431274414,-154.9660186767578,41845.03398132324,-238.8543701171875,41761.14562988281,-635.2691040039062,41364.730895996094,-163.9347381591797,41836.06526184082,,,,,51.99622344970703,42051.99622344971,104.0885238647461,42104.088523864746
723,2019-10-01,42000.0,42000.0,42000.0,42000.0,0,0,0,0,0,0,0,0,42000.0,42000.0,42000.0,41999.99989808696,42000.000005859285,42000.0,42000.00000000001,42000.0,42000.0,42000.000000000015,42000.0,42000.0,42000.0,42017.86290517727,-42017.86290517727,42000.0,42000.0,42000.00078252018,42000.0,42000.0,0.0,0.0,-3.1082163332030177e-07,-4.570998376986445e-07,1.462782043783427e-07,0.0,0.0,0.0,-2.3331085685640574e-07,-3.4531021398903134e-07,1.1199935713262561e-07,5.351095052578479e-06,0.0,4.322440778728346e-06,0.0,0.0,0.0,1.0,100.0,-1.6292374116488872e-07,0.0,0.0,0.0,1.0921893607079224e-06,2.600450858828387e-09,0.0,15.493537275147707,216.47601440437245,0.0,0.0,-0.594486217958327,-0.9889538996001498,42000.0,42000.0,42000.0,42000.0,0.0,42000.0,-0.0,42000.0,-0.0,0.0,42000.0,0.0,10.63369479521156,10.63369481495042,100.0,100.0,0.0,-7.039868463920208,10.63369477085164,0.0,34.99586142612056,28.268520186741974,46.4800657680399,-2.3684757858670007e-14,1.2237124893646167e-14,0.0,-2.3684757858670007e-14,66.66666666666667,66.66666666666663,0.0,0.0,0.0,1,0.0,1,-1,0,-1,0,-1,0,0,0,-1,1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,0,0,1,1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,1,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,0.0,0.0,0.0,42000.0,42000.0,0.0,0.0,0.0,0.5818387866020203,42000.5818387866,0.36304154992103577,42000.36304154992,1.1657966375350952,42001.165796637535,3.012786865234375,42003.012786865234,81.05610656738281,42081.05610656738,-146.4138641357422,41853.58613586426,-22.211231231689453,41977.78876876831,-131.7984161376953,41868.201583862305,-154.95606994628906,41845.04393005371,-239.0244903564453,41760.975509643555,-635.267578125,41364.732421875,-163.9344482421875,41836.06555175781,,,,,51.99420928955078,42051.99420928955,104.12252044677734,42104.12252044678
