Date,Open,High,Low,Close,Volume,Change,Wave,EFP Volume,EFS Volume,Block Volume,Previous Day Open Interest,BB_UPPER,BB_MIDDLE,BB_LOWER,DEMA,EMA,HT_TRENDLINE,KAMA,MA,MAMA,FAMA,MAVP,MIDPOINT,MIDPRICE,SAR,SAREXT,SMA,T3,TEMA,TRIMA,WMA,APO,CCI,MACD,MACD_signal,MACD_hist,MACDEXT,MACDEXT_signal,MACDEXT_hist,MACDFIX,MACDFIX_signal,MACDFIX_hist,MINUS_DM,MOM,PLUS_DM,PPO,ROC,ROCP,ROCR,ROCR100,TRIX,AD,ADOSC,OBV,ATR,NATR,TRANGE,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR_inphase,HT_PHASOR_quadrature,HT_SINE_sine,HT_SINE_leadsine,AVGPRICE,MEDPRICE,TYPPRICE,WCLPRICE,BETA,LINEARREG,LINEARREG_ANGLE,LINEARREG_INTERCEPT,LINEARREG_SLOPE,STDDEV,TSF,VAR,ADX,ADXR,AROON_down,AROON_up,AROONOSC,CMO,DX,MFI,MINUS_DI,PLUS_DI,RSI,STOCH_slowk,STOCH_slowd,STOCHF_fastk,STOCHF_fastd,STOCHRSI_fastk,STOCHRSI_fastd,ULTOSC,WILLR,BOP,HT_TRENDMODE,CORREL,PATTERN_SUM,DAILY_CLOSEPRICE_CHANGE,scaled_NET_SENTIMENT,scaled_UNCERTAINTY_MODAL,scaled_REGULATORY_PRESSURE,RF_1_Predicted_Close_Price_Change,RF_2_Predicted_Close_Price_Change,RF_3_Predicted_Close_Price_Change,RF_4_Predicted_Close_Price_Change,RF_5_Predicted_Close_Price_Change,GBT_1_Predicted_Close_Price_Change,GBT_2_Predicted_Close_Price_Change,GBT_3_Predicted_Close_Price_Change,GBT_4_Predicted_Close_Price_Change,GBT_5_Predicted_Close_Price_Change,GRNN_1_Predicted_Close_Price_Change,GRNN_2_Predicted_Close_Price_Change,GRNN_3_Predicted_Close_Price_Change,GRNN_4_Predicted_Close_Price_Change,GRNN_5_Predicted_Close_Price_Change,CNN_1_Predicted_Close_Price_Change,CNN_2_Predicted_Close_Price_Change,CNN_3_Predicted_Close_Price_Change,CNN_4_Predicted_Close_Price_Change,CNN_5_Predicted_Close_Price_Change,LSTM_1_Predicted_Close_Price_Change,LSTM_2_Predicted_Close_Price_Change,LSTM_3_Predicted_Close_Price_Change,LSTM_4_Predicted_Close_Price_Change,LSTM_5_Predicted_Close_Price_Change,CNN_LSTM_1_Predicted_Close_Price_Change,CNN_LSTM_2_Predicted_Close_Price_Change,CNN_LSTM_3_Predicted_Close_Price_Change,CNN_LSTM_4_Predicted_Close_Price_Change,CNN_LSTM_5_Predicted_Close_Price_Change,Ensemble_Predicted_Close_Price_Change
18/6/2014,169.2,170.5,166.0,166.75,5321,-2.3,0.0,3752,15,0,13118,184.27547873135453,173.60250000000002,162.9295212686455,170.4422602440377,176.96430289363454,176.64384615384617,179.53855578585274,177.34,169.53065071348584,174.5159282573565,177.34,171.425,173.175,165.95859679999998,165.95859679999998,177.34,170.2529150696986,164.52367113406305,177.19583333333318,173.80129032258043,-6.06025641,-90.21065675,-4.602270064,-4.896212679,0.2939426149519057,-6.06025641,-6.450712251,0.3904558404558083,-4.403310466,-4.679522746,0.2762122791572396,22.18392778091034,-3.45,18.28851917917276,-3.442800854,-2.027027027,-0.02027027,0.9797297297297298,97.97297297297298,-0.022602056,222472.22586017888,-4843.965233,245215,5.812408008785496,3.485701954,4.5,25.57483416,14.137281341452155,0.4302531207902842,16.409525740894104,0.2442460385855377,0.8583988761832525,168.1125,168.25,167.75,167.5,0.6400154158333606,168.9242857142858,-15.0743587,172.42571428571426,-0.269340659,2.599538420555198,168.65494505494513,6.757599999942613,15.789755196875522,15.238846810378298,57.142857142857146,0.0,-57.14285714,-22.5213855,9.624840834505305,41.59975216314052,27.26231785271433,22.47516435511989,38.73930725042867,25.44105361442823,35.68234311268367,10.21671827,25.44105361442823,33.96911967021784,58.542856030870496,41.68103101399541,-89.78328173,-0.544444444,1,0.9242987264875772,-1,0.25,5.0,5.0,5.0,-0.026869288,-0.020601949,0.013259109,-0.033301853,-0.02454809,-0.71804506,-0.22136852,-0.3375702,0.023456447,-0.76891243,-0.8258532,3.720248,5.2662244,4.803756,1.0595908,-0.18008569,-0.24174383,0.15011398,-0.2782051,-0.3272966,0.016182277,-0.18811776,0.24727376,-0.041321404,-0.1572889,0.75151193,0.24377562,0.21507148,0.106395535,-0.0838677,-0.19413172233333334
19/6/2014,167.25,168.6,163.1,167.0,5897,0.25,0.0,5602,334,0,8172,183.3045537332446,172.88500000000002,162.46544626675544,169.61879541265253,176.3214446424323,175.77753076923074,179.00519392944315,176.475,169.40411817781154,174.38813300536788,176.475,169.52499999999998,171.39999999999998,179.7,-179.7,176.475,169.5902734050087,163.91309621863414,176.39437499999983,173.1341935483869,-5.87724359,-121.0432297,-4.608132638,-4.83859667,0.2304640327786078,-5.87724359,-6.327920228,0.4506766381766205,-4.406935424,-4.625005281,0.2180698571381221,23.49936151084532,-2.15,16.98219638066042,-3.348893442,-1.271061188,-0.012710612,0.9872893881170558,98.72893881170558,-0.037348715,224938.24404199707,-4129.216798,251112,5.790093151015102,3.467121647314433,5.5,25.024806521615563,21.172630745331293,4.409764986227222,7.708425377437288,0.3611791730439991,0.9147667964955972,166.4875,165.85,166.23333333333332,166.425,0.6526769529839801,168.95428571428565,-8.493815892,170.89571428571432,-0.149340659,2.925645227970634,168.8049451,8.559399999947345,15.811851014921558,15.566450505086332,100.0,0.0,-100.0,-21.79752788,16.099096649520007,43.65107227823864,28.990143444278388,20.950199385078577,39.10123605822603,18.61318190349488,27.38315787105375,23.493975903614498,18.61318190349488,37.60709967111916,41.42270790971812,45.02591445,-76.5060241,-0.045454545,1,0.9124651223091272,1,6.25,5.0,6.8,5.0,0.0015366764,-0.041407548,0.008520948,-0.03814147,-0.014342572,-0.48744366,-0.46464613,1.0349472,2.5577068,2.4108808,-0.52601826,1.8536954,5.855057,6.552348,1.452966,-0.21063548,-0.2373793,0.13413185,-0.30625242,-0.3598852,0.013518747,-0.18808125,0.2022682,-0.039346073,-0.15805888,0.7528434,0.24405347,0.20618752,0.10059793,-0.0838624,1.3524333766666665
20/6/2014,168.25,175.8,168.05,173.25,363,6.25,0.0,10,0,0,1196,182.02284351525404,172.4525,162.8821565,169.6676933264449,176.1232869235657,175.0514769230769,178.9379617284148,176.22333333333333,169.59641226892094,174.2683399869567,176.22333333333333,169.52499999999998,171.39999999999998,179.368,-179.368,176.22333333333333,169.5214448348911,164.5612203174312,175.62104166666646,172.92612903225788,-4.819230769,73.13691508,-4.061635992,-4.683204535,0.6215685429324438,-4.819230769,-6.090064103,1.2708333333333046,-3.891457524,-4.47829573,0.5868382061130459,21.820835688642084,1.1500000000000057,22.96918235347041,-2.758666241,0.6682161533991815,0.006682162,1.0066821615339918,100.6682161533992,-0.050560956,225062.36662264224,-3421.942818,251475,6.005086497371167,3.4661393924220296,8.800000000000011,25.354232280596943,25.560774862734515,5.618066961801765,0.6650228288219705,0.4314682460163401,0.9429950368268544,171.3375,171.925,172.36666666666667,172.5875,0.7515416545514252,170.15571428571442,1.4667033448565494,169.8228571428571,0.025604396,2.811761014017391,170.18131868131883,7.905999999948108,14.865564875265568,15.647212984912017,92.85714285714286,64.28571428571429,-28.57142857,-5.082857566,2.5638450597376945,46.07264419531968,25.95560393795035,27.32154755445741,47.45857121702312,31.61842416104045,25.224219892987872,61.14457831325306,31.61842416104045,100.0,57.19207311,47.03638742089473,-38.85542169,0.6451612903225806,1,0.9071571677817514,1,1.8499999999999943,5.0,5.0,5.0,0.022075213,-0.070274025,0.015445709,-0.047645424,-0.045044053,0.4649993,0.83645844,1.0850791,1.2695924,0.5826282,-0.14801086,-1.4340423,3.7702591,7.767445,1.891154,-0.255102,-0.26213184,0.12138501,-0.3284938,-0.3980899,0.011086203,-0.18806261,0.18119651,-0.046546422,-0.15906934,0.75153047,0.24165474,0.18663609,0.07363087,-0.08385165,1.06370998
23/6/2014,173.0,175.85,173.0,175.1,109,1.85,0.0,0,0,0,478,180.7542518478589,172.1125,163.4707481521411,169.95640547232793,176.0572684123679,174.63153846153844,178.8729385429782,175.85666666666663,169.87159165547487,174.15842127866966,175.85666666666663,170.225,171.39999999999998,179.04264,-179.04264,175.85666666666663,170.22993909985018,165.51122714310043,174.87291666666644,172.8536559139783,-4.038782051,122.71718723331696,-3.439604306,-4.434484489,0.9948801826896724,-4.038782051,-5.772079772,1.7332977207976858,-3.303634127,-4.243363409,0.9397292820200408,20.262204568024792,9.75,21.37852647107965,-2.315687723,5.896583005745382,0.05896583,1.0589658300574538,105.89658300574538,-0.062081437,225113.9982015896,-2805.089522,251584,5.779723176130369,3.300812779057892,2.8499999999999943,25.859359102002983,29.378435850981457,4.764043296897768,-10.61697626,0.4905758241192258,0.9630612864675596,174.2375,174.425,174.65,174.7625,0.8630422572675207,171.63571428571422,11.853748684545216,168.9071428571429,0.2098901098901007,3.3696587364224024,171.8456043956043,11.354599999947824,13.99522747492871,15.726385152279146,85.71428571428572,57.142857142857146,-28.57142857,-0.67859811,2.680841270549571,51.28683543789151,25.04139020970257,26.421015624113213,49.66070094501249,52.30923694779116,34.18028100410885,72.28915662650604,52.30923694779116,100.0,79.20236655703972,46.44917713,-27.71084337,0.7368421052631574,1,0.9124927380024902,1,-0.95,5.0,5.0,5.0,-0.045814082,-0.09503452,-0.0036133595,-0.080815725,-0.052999113,-0.20557743,-0.4043654,-1.020631,-2.1505508,-1.0989451,-0.11553394,-1.8975163,2.6247146,6.4783974,2.0533242,-0.2849443,-0.2702395,0.11947985,-0.34279287,-0.4176788,0.0083763935,-0.18804485,0.16969435,-0.05753654,-0.16210628,0.75165117,0.23972817,0.17829676,0.06873284,-0.08386025,-1.1918490666666668
24/6/2014,174.85,175.3,171.0,174.15,30,-0.95,0.0,0,0,0,371,179.90007572191686,171.85250000000002,163.80492427808318,170.11184906525023,175.93421883737642,174.34602307692305,178.80256656089676,175.54,172.01079582773744,173.6215149159366,175.54,170.225,171.39999999999998,178.7237872,-178.7237872,175.54,171.25447008877302,166.2139823014406,174.19458333333313,172.74354838709658,-3.637179487,76.00889736256823,-2.98884325,-4.145356241,1.1565129910938277,-3.637179487,-5.433547009,1.796367521367504,-2.875542098,-3.969799147,1.094257049104569,20.814904241737302,8.5,19.85148886600253,-2.088186693,5.1313009357078165,0.051313009,1.0513130093570782,105.1313009357078,-0.072205859,225127.9516899617,-2293.292561,251554,5.674028663549628,3.2581272831177883,4.300000000000011,25.85009743628241,37.34196751188567,-0.860250762,-14.93381555,0.6065708991167743,0.9910810748980454,173.82500000000002,173.15,173.48333333333335,173.65,0.7230373678766513,172.6228571428572,17.658959784714273,168.4842857142857,0.318351648,3.620635303361752,172.94120879120882,13.108999999949448,13.16478766522144,15.788767481565673,78.57142857142857,50.0,-28.57142857,-2.928529071,2.369070139026952,54.73260873,26.203620505488303,24.990789036185348,48.53573546449698,66.66666666666669,50.19810925849945,66.56626506024105,66.66666666666669,92.13357740241902,97.37785913413968,50.3456983,-33.43373494,-0.162790698,1,0.9204429935419184,0,5.799999999999983,5.0,5.0,5.0,0.10095262,0.0126127545,0.021057699,-0.001208667,-0.029773284,0.12726294,0.8990143,2.8099613,4.045979,2.8992655,0.14620337,-0.69269794,2.8384712,5.982787,2.047908,-0.26727316,-0.2672068,0.12727864,-0.33059147,-0.40035155,0.0057718824,-0.18803571,0.19286168,-0.0719306,-0.16513182,0.75157684,0.2404639,0.18424204,0.08688102,-0.08386965,2.584984866666667
25/6/2014,173.55,179.5,173.55,179.95,45,5.8,0.0,1,0,0,348,180.6471077772321,172.0425,163.4378922227679,170.9889361260064,176.19330149302957,174.0377769230769,178.80806518194763,175.51333333333332,172.40775603635055,173.5911709439469,175.51333333333332,172.64999999999998,171.39999999999998,163.1,163.1,175.51333333333332,172.95273079675803,167.9206777904421,173.6089583333331,173.02806451612886,-2.199358974,151.19496855345994,-2.138943924,-3.744073778,1.6051298537282102,-2.199358974,-4.97977208,2.780413105413089,-2.071604891,-3.590160296,1.5185554046326493,19.32812536732749,8.349999999999994,22.633525375573768,-1.264306824,4.865967365967361,0.048659674,1.0486596736596736,104.86596736596736,-0.080202989,225179.7584126508,-1858.955978,251599,5.693740901867511,3.1640682977868915,5.949999999999989,25.33483633,51.5167836,-4.724382732,-5.564216179,0.7827904759036117,0.993538653,176.6375,176.525,177.66666666666666,178.2375,0.7139007909171474,174.83857142857147,28.39341449203363,167.8114285714285,0.5405494505494579,4.150590319455307,175.37912087912093,17.227399999956106,12.787102296796276,15.740309170256255,71.42857142857143,42.85714285714286,-28.57142857,10.414465571831215,7.877192507269148,58.93224822021648,24.247667145838324,28.39438275641121,55.20723278591561,80.12048192771084,66.36546184738958,101.50602409638552,80.12048192771084,100.0,97.37785913413968,59.85908246472447,1.506024096385543,1.0756302521008383,0,0.9273615993393598,1,-1.15,5.0,5.0,5.0,-0.17577815,-0.13922094,-0.01182653,-0.12365594,-0.15469497,-0.87457484,-0.7408202,-1.5768673,-1.5183759,-0.927277,-0.98341703,-1.6455194,2.5941603,5.5715184,1.0559458,-0.34301513,-0.2788222,0.07080423,-0.39337495,-0.47222346,0.003231095,-0.18802461,0.1697425,-0.09807536,-0.16993861,0.7518781,0.23953612,0.15674078,-0.027502527,-0.08383508,-1.2786878
26/6/2014,178.6,179.2,177.7,178.8,26,-1.15,0.0,0,0,0,320,179.8499921531642,171.88500000000002,163.92000784683583,171.6501998862477,176.36147559025346,173.79793076923076,178.80783982296933,175.0016666666667,172.7273682,173.5695758762116,173.8576923076924,172.64999999999998,171.39999999999998,163.428,163.428,175.0016666666667,174.80911461827532,169.2411711280587,173.10749999999982,173.24010752688156,-1.003525641,135.74810606060717,-1.540430846,-3.303345191,1.762914345351756,-1.003525641,-4.452706553,3.449180911680865,-1.502453707,-3.172618978,1.670165270732718,17.947544983946962,6.850000000000023,21.016844991604213,-0.577210952,3.9837161965687873,0.039837162,1.039837161965688,103.9837161965688,-0.086510318,225191.8917459841,-1508.416227,251573,5.447759408876975,3.046845306978174,2.25,24.723749777114456,64.14369109372458,-5.01199276,7.791187162,0.8998906020880072,0.9446991163093548,178.57500000000002,178.45,178.5666666666667,178.625,0.3514716898778167,176.87142857142857,37.94248520330224,166.7357142857143,0.7796703296703297,2.6429150572737297,177.65109890109892,6.984999999964202,12.436394454687198,15.897399914376573,64.28571428571429,35.714285714285715,-28.57142857,7.440472283152068,7.8771925072691635,53.27148330120431,23.53232747154508,27.556709243715577,53.72023614157603,87.55020080321289,78.11244979919682,94.57831325301218,87.55020080321289,92.50784572,94.88047437315596,61.871505258617766,-5.421686747,0.1333333333333447,1,0.924691566,1,-8.35,5.0,5.0,5.0,-0.7489268,-0.3806886,-0.08021438,-0.32610497,-0.30740067,-1.9127377,-3.4754963,-5.9046736,-6.8540506,-5.454395,-0.58831525,1.1017749,2.8042297,5.387044,1.4323585,-0.32116002,-0.27798453,0.08445515,-0.37622783,-0.45221946,0.0005950422,-0.18801928,0.15726423,-0.10950325,-0.17553484,0.7517995,0.24044137,0.16174729,0.024150591,-0.083861925,-5.411406833333333
27/6/2014,180.5,182.5,169.9,170.45,57,-8.35,0.0,6,0,0,300,179.0856632446291,171.5325,163.9793367553709,171.21598763111547,175.98009006830162,173.45728461538457,178.62437913461997,174.6,171.5886841172665,173.0743529364753,174.6,172.8,172.8,163.74944,163.74944,174.6,175.48982388127115,168.91296152628607,172.70333333333315,172.94645161290305,-0.680128205,43.38573069,-1.720052442,-2.986686642,1.266634199526444,-0.680128205,-3.839921652,3.1597934472934432,-1.664305985,-2.87095638,1.206650394552748,24.46557748509359,-3.25,19.51564178,-0.392143818,-1.871042026,-0.01871042,0.9812895797351756,98.12895797351756,-0.092558639,225139.86793646027,-1244.437883,251516,5.958633736814334,3.4958250142647898,12.599999999999994,24.69880679516044,75.94587783371398,0.5850812792140117,18.034496016234087,0.9700667715765684,0.8576534283256613,175.83749999999998,176.2,174.2833333333333,173.325,-0.850489764,175.60142857142864,27.844884811290683,168.73428571428562,0.528241758,3.405789189007319,176.1296703296704,11.599399999959132,12.351984690853763,16.16389365012222,57.142857142857146,100.0,42.85714285714286,-11.25125899,11.254657761019118,60.93095067962808,29.328216807182933,23.39445997,44.37437050261028,77.99031176251397,81.88699816447924,37.88659793814429,77.99031176251397,44.36203030587116,78.95662534097333,52.34538108118157,-62.11340206,-0.797619048,0,0.8877872107477771,-1,2.550000000000012,5.0,5.0,5.0,-0.121091954,-0.060835164,0.016015887,-0.16810112,-0.07131662,0.10863735,0.8406196,0.9716621,1.7678021,0.65559,-0.13495088,6.5716863,3.400853,4.124917,1.3722694,-0.27625772,-0.25336128,0.098376565,-0.35529354,-0.40942085,-0.0011088534,-0.18801396,0.1438907,-0.12805852,-0.1806124,0.75165635,0.24152263,0.1810314,0.042478736,-0.08387057,1.1933612666666666
30/6/2014,172.55,172.75,168.65,173.0,46,2.55,0.0,0,0,0,252,179.13752269722664,171.565,163.99247730277335,171.15122544891918,175.78782619292733,173.24606153846153,178.55124408461336,174.36166666666668,171.65924991140318,173.03897536084847,174.36166666666668,173.35,172.8,164.4994624,164.4994624,174.36166666666668,175.43713017187008,169.11605745092268,172.37437499999982,172.84322580645144,-0.250320513,-27.43070516,-1.637761072,-2.716901528,1.0791404556521975,-0.250320513,-3.174002849,2.923682336182335,-1.581588896,-2.613082883,1.0314939869331927,23.968036236158333,0.05,18.12166736520976,-0.144613561,0.02891009,0.000289101,1.000289100896213,100.02891008962128,-0.097927945,225191.47769255785,-1006.89474,251562,5.825874184184738,3.3675573318986927,4.099999999999994,25.49548444170061,81.04319298015332,7.167980608219293,11.822140754438834,0.9878059895717404,0.8085736569087407,171.7375,170.7,171.46666666666667,171.85,-0.03695302,174.88428571428565,18.631166478815743,170.50142857142856,0.3371428571428534,3.577792615560925,175.2214285714285,12.800599999962287,12.461861432038653,15.903761484021786,50.0,92.85714285714286,42.85714285714286,-5.230363634,13.890259067442203,71.35079996486382,29.38650802455138,22.218446192208493,47.38481818289104,61.16527967540264,75.56859741370984,51.03092783505156,61.16527967540264,52.49908929835787,63.12298844042596,55.54528022586559,-48.96907216,0.1097560975609729,0,0.9002433663686323,1,-4.7,5.0,5.0,5.0,-0.23198238,-0.095496304,-0.018026397,-0.10703803,-0.08791529,-1.371431,-1.7519482,-2.3939178,-3.4195795,-1.8556515,-1.3357083,-0.49604237,4.2091455,2.789024,0.34863803,-0.30890423,-0.27864686,0.09426898,-0.3658461,-0.4455995,-0.0032068624,-0.18799877,0.11523995,-0.14914405,-0.18483068,0.75178343,0.24123661,0.16213427,0.04951547,-0.08384094,-2.521815166666667
1/7/2014,172.25,172.25,168.2,168.3,15,-4.7,0.0,0,0,0,212,179.1270100428249,171.4225,163.7179899571751,170.51535666949903,175.3047406320933,173.0720535612535,178.19580951816965,173.7816666666667,171.4912874,173.0002831622231,172.4,173.35,172.8,165.2194839,165.2194839,173.7816666666667,174.4787725883284,168.46856359592184,172.11812499999982,172.45215053763422,-0.17724359,-69.9283003,-1.929552607,-2.559431744,0.6298791361426224,-0.17724359,-2.520334758,2.3430911680911333,-1.851259709,-2.460718248,0.6094585386618578,22.706033647861325,-0.75,16.82726255340906,-0.102706397,-0.443655723,-0.004436557,0.9955634427684116,99.55634427684116,-0.103342883,225177.2184332985,-822.7191515,251547,5.752597456742973,3.418061472,4.800000000000011,26.92398685377685,84.66075360865634,7.217376570944619,1.2770278492043363,0.9956611927051884,0.7698369168933404,170.25,170.225,169.58333333333334,169.2625,-0.036829744,173.59857142857143,9.959842362739373,171.31571428571434,0.1756043956043919,4.57132366,173.7741758241758,20.896999999968106,12.63390203611304,15.69721628770131,42.85714285714286,85.71428571428572,42.85714285714286,-14.42329593,14.870429889080066,62.73364007661354,28.19380197325856,20.89420440137197,42.78835203,38.57388316151201,59.24315819980956,26.804123711340285,38.57388316151201,24.587461085749933,40.48286023,47.77909594681823,-73.19587629,-0.975308642,0,0.8906480532809805,-1,2.75,5.0,5.0,5.0,-0.07874919,-0.031151943,0.014015991,-0.049022216,-0.021791257,-0.60316414,-0.62639105,0.57503176,1.8746736,1.048183,-0.76651466,1.9789401,3.070744,1.7448742,0.8251113,-0.24781576,-0.2653629,0.11510044,-0.32007387,-0.38593745,-0.0045681787,-0.18798618,0.10631548,-0.15769364,-0.18717577,0.7515625,0.24253316,0.18462376,0.06508001,-0.08385933,1.02536547
