Ticker_Symbol,xgbrfregressor_1,xgbrfregressor_2,xgbrfregressor_3,xgbrfregressor_4,xgbrfregressor_5,xgbregressor_gbtree_1,xgbregressor_gbtree_2,xgbregressor_gbtree_3,xgbregressor_gbtree_4,xgbregressor_gbtree_5,grnn_regression_1,grnn_regression_2,grnn_regression_3,grnn_regression_4,grnn_regression_5,conv1d_regression_1,conv1d_regression_2,conv1d_regression_3,conv1d_regression_4,conv1d_regression_5,lstm_regression_1,lstm_regression_2,lstm_regression_3,lstm_regression_4,lstm_regression_5,conv1d_lstm_regression_1,conv1d_lstm_regression_2,conv1d_lstm_regression_3,conv1d_lstm_regression_4,conv1d_lstm_regression_5,transformer_regression_1,transformer_regression_2,transformer_regression_3,transformer_regression_4,transformer_regression_5,xgbrfclassifier_1,xgbrfclassifier_2,xgbrfclassifier_3,xgbrfclassifier_4,xgbrfclassifier_5,xgbclassifier_gbtree_1,xgbclassifier_gbtree_2,xgbclassifier_gbtree_3,xgbclassifier_gbtree_4,xgbclassifier_gbtree_5,grnn_classification_1,grnn_classification_2,grnn_classification_3,grnn_classification_4,grnn_classification_5,conv1d_classification_1,conv1d_classification_2,conv1d_classification_3,conv1d_classification_4,conv1d_classification_5,lstm_classification_1,lstm_classification_2,lstm_classification_3,lstm_classification_4,lstm_classification_5,conv1d_lstm_classification_1,conv1d_lstm_classification_2,conv1d_lstm_classification_3,conv1d_lstm_classification_4,conv1d_lstm_classification_5,transformer_classification_1,transformer_classification_2,transformer_classification_3,transformer_classification_4,transformer_classification_5
AUDSGD=X,0.905925993,0.90772148,0.913487017,0.913734908,0.914276388,0.703009125,0.704362677,0.707363606,0.710487011,0.71151005,0.6663737967610359,0.6746973792711893,0.6801348328590393,0.68593820361864,0.6987702369689941,0.656895754,0.988765474,0.997566186,0.997754109,0.997794256,0.9392914573351542,0.9445272578912622,0.9478703339894612,0.9546890457471212,0.9608803483156058,0.988905204,0.988961877,0.997785007,1.007624486,1.016882638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDUSD=X,0.86410714,0.868702857,0.871044984,0.87203802,0.87262708,0.733841901,0.73527348,0.740815937,0.742745674,0.743144465,0.6478440215190252,0.6542109176516533,0.6685171236594518,0.6720194816589355,0.6733812827330369,0.901963115,0.903761106,0.908518966,0.916596945,0.917279104,0.940341823979428,0.950068175792694,0.9501868892799724,0.9561875462532043,0.9783911017271189,0.907780864,0.907833397,0.909560815,0.915240253,0.918687963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDT=X,1.320485279,1.325881448,1.32601597,1.327438433,1.327820501,1.044345268,1.064248821,1.080168005,1.087483486,1.089205997,0.8546360842883587,0.8696567555889487,0.8896499261260032,0.893885153744902,0.9137554537682306,0.998718483,1.021672456,1.074367549,1.076756852,1.089699072,0.7184874832630157,0.733078590461186,0.7543480098247528,0.8226581386157444,0.8765115936597189,0.973772912,1.091217687,1.166009113,1.188690829,1.26429902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAD=X,0.884200893,0.8848309,0.884996314,0.885629287,0.893103078,0.74942448,0.755793807,0.755916352,0.756688553,0.757229556,0.6556167556689336,0.66937255859375,0.6728332132101059,0.684209980070591,0.6880216868594289,0.843204459,0.871344248,0.872041583,0.897333622,0.925179323,0.923978383724506,0.9330257574717205,0.9351835173109304,0.9489713077034267,0.9504127502441406,0.869614641,0.8897581,0.891371655,0.899704993,0.913307565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHF=X,0.873376329,0.877062043,0.881051157,0.881273943,0.886010475,0.699412602,0.70420036,0.706309856,0.708556365,0.7093821,0.6247167905171712,0.6269052624702454,0.630180336534977,0.647347731249673,0.6488188902537028,0.939504107,0.948802139,0.955178517,0.95845688,0.965081205,0.5991582771142324,0.9481429636478425,0.9553233120176527,0.9588789343833924,0.9592768450578054,0.944840511,0.94988692,0.949969091,0.950487981,0.959370454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNY=X,0.846608109,0.846754852,0.847284864,0.848935006,0.853275284,0.726429523,0.732811605,0.734597308,0.739271222,0.743851635,0.705193661508106,0.7182202354073525,0.7229307798238901,0.7251659536903555,0.7257935106754303,0.853908954,0.869946302,0.873401391,0.875019653,0.878117631,0.6540485173463821,0.7221044301986694,0.8084830045700073,0.9537821071488516,0.9543381730715432,0.833569229,0.835983694,0.841372013,0.845897198,0.851123909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNYJPY=X,1.022067215,1.024449443,1.025454886,1.026624948,1.029119805,0.844602103,0.851458471,0.864390131,0.868219161,0.872983374,0.8357767963951285,0.8433183481295904,0.8445273538430532,0.8472225874662399,0.8473644990187424,0.743147052,1.007399738,1.007891056,1.014687198,1.02541351,0.8753218352794647,0.9028360735286366,0.9056903078005863,0.9138352572917938,0.9642203856598248,0.998389641,1.018898169,1.023358027,1.029547375,1.030955285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNYUSD=X,0.829496589,0.829976486,0.832178145,0.837041219,0.839944402,0.713424029,0.722294439,0.723665055,0.728606402,0.732399417,0.6547998795285821,0.690264493227005,0.6907281763851643,0.711752213537693,0.7142421354850134,0.767985324,0.848857959,0.867167274,0.870383864,0.877383278,0.9073759317398072,0.9128560004755856,0.9280026157697042,0.9382883076156888,0.949300855398178,0.842015107,0.842645725,0.842906415,0.845581075,0.862263083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cocoa,0.983650907,0.984143041,0.984206953,0.984250834,0.984270125,0.979646995,0.979943048,0.980178211,0.981509699,0.98157901,0.9540302645076404,0.9575719833374025,0.9592935310469732,0.9622011557221412,0.9646177462169102,0.950666229,0.961209695,0.967374742,0.969462611,0.97225225,0.9044430255889891,0.9044465819994608,0.9078221559524536,0.9109673123610648,0.9117827322334052,0.954187381,0.957639246,0.96315389,0.963161603,0.968029857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coffee,0.972800681,0.972821057,0.973032821,0.973041634,0.973154499,0.972862437,0.972907534,0.972999302,0.973006036,0.973726865,0.9286448108522516,0.9325479944547016,0.9358720214743363,0.9404467085133428,0.9419274154831382,0.796464403,0.841407716,0.889763236,0.894901365,0.902120042,0.8374174733956655,0.8814916412035624,0.9068098813295364,0.9114266633987428,0.9293182055155436,0.900583516,0.901329229,0.912894686,0.91591235,0.92144224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corn,0.993142033,0.993831493,0.994416667,0.994448794,0.995128086,0.95791322,0.980390303,0.988159957,0.98985484,0.990237416,0.9375579784745756,0.9591223067707486,0.972742199897766,0.9744003936648368,0.9878794431686402,0.977599406,0.993317336,0.994147761,0.998471843,1.010102491,0.8063698212305704,0.8194029808044434,0.9216962655385336,0.9311095193812722,0.9395934492349624,0.90521727,0.949273895,0.952944666,0.961329229,0.99136665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton,1.007521759,1.007533861,1.007835758,1.007872669,1.007952979,1.001289205,1.001892732,1.003198449,1.004202722,1.004473563,0.997216328330662,0.9990148656070232,0.9995530122204832,1.0085421681404114,1.0098011559910245,0.968966186,0.980400875,0.984977305,0.985206917,0.987679332,0.8938433726628622,0.9065559580922128,0.9296099692583084,0.9459908604621888,0.952870468298594,0.931138795,0.974176961,0.977116485,0.978384178,0.978385213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGP=X,0.246381168,0.246458807,0.249847704,0.250735971,0.252169614,0.229420516,0.231346286,0.232337674,0.233754314,0.234758567,0.2916922188467449,0.2946493086569449,0.3108781576156616,0.3173714324831962,0.3291841168766436,0.267930286,0.26916777,0.273134202,0.273717365,0.274564961,0.2261986186106999,0.2330198343843221,0.239839086541906,0.2742561027407646,0.2790449149906635,0.229112792,0.241995683,0.247660128,0.256252158,0.262948751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUR=X,0.881964393,0.882956547,0.883416474,0.886374914,0.888483577,0.710844151,0.718797432,0.724034054,0.72620988,0.733196829,0.5929685961455107,0.5998227653595117,0.6150902495497749,0.6401470695671282,0.6407452654093504,0.893063828,0.916050931,0.937706069,0.945224869,0.947274788,0.9040118323432076,0.9100114107131958,0.914409120877584,0.9147682388623556,0.9259109497070312,0.929211474,0.9333524,0.942668687,0.947346341,0.947564432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURCHF=X,0.908960676,0.910455648,0.910663796,0.922871444,0.927030327,0.749994472,0.753408188,0.754863665,0.755927552,0.75914705,0.6913780495524406,0.7269497396690505,0.7432024445798662,0.748794310622745,0.757655865472296,0.932456911,0.963266755,0.968510882,0.970260123,0.977127536,0.7791748642921448,0.8572553793589274,0.923651797430856,0.928411735428704,0.94053475856781,0.84649204,0.896553298,0.948145258,0.950693786,0.959407653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURGBP=X,1.219089167,1.221330743,1.221862495,1.222077577,1.222085664,1.170324231,1.179802157,1.181807538,1.188943482,1.189906988,0.7065280554816127,0.7134639043360949,0.7259554136544466,0.7331780549138784,0.7484332832197348,0.94918048,0.981018528,0.981864041,0.996875197,1.005930145,0.7908398747444153,0.7918961942195892,0.8146658062934875,0.8208236594994863,0.8242943968091693,0.960504558,0.961203035,0.988214115,1.028483252,1.053398887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURHUF=X,1.061141614,1.062954589,1.07007482,1.075901869,1.075940013,0.780619324,0.787806955,0.814644282,0.834920795,0.837880124,0.8063608082011342,0.8214973753148859,0.8356005191802979,0.8400291204452515,0.8485458493232727,1.084139188,1.090198437,1.098844926,1.10207282,1.104316835,0.9080315381288528,0.9119768175813888,0.9424089193344116,0.9438606897989908,0.958869735399882,1.014547547,1.086408953,1.086676041,1.088257283,1.091157595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURJPY=X,0.877706186,0.877874189,0.879133979,0.880106505,0.882366235,0.713242172,0.718201632,0.722208186,0.728748297,0.729151104,0.6549331777625613,0.6745895883068442,0.6796604612698922,0.6946026151594908,0.7007776759564877,0.711234629,0.899425396,0.90055532,0.904349274,0.914705962,0.8770311077435812,0.9139255625861032,0.9436931014060974,0.9585046172142028,0.9671356461264872,0.887912468,0.889353818,0.889722626,0.896063755,0.905475381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
