Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
2015-01-27,-1.652805166041312,-1.3799573852929197,-1.6438900588390024,-1.6493577911388198,-0.5999755859375,1.5139697597420032,-8.139499316849353,-1.7876347299594295,0.01716189538753372,0.7441400062941177,0.665859675187869,0.16593472718312666,-1.368937234973091,-0.3048340235431063,0.16498215218442377
2015-01-28,-1.6612228988849835,-1.3813818990970872,-1.6523080059459736,-1.651167706067803,1.89996337890625,1.5151258851334095,-8.147046257805151,-1.8250805855375938,-0.09390636210229303,0.697973536877927,0.7775038589606141,0.22402258057482236,-1.4770312776664096,-0.21135964231275245,0.24332504511306652
2015-01-29,-1.6275525179767378,-1.366186553831212,-1.6330672461207307,-1.6454361860449842,3.60003662109375,-0.432733350202964,-8.17596738617555,-1.415380120817919,-0.4803011786271185,0.5709437835087536,0.506591726668943,0.8295559232827809,-0.6847944988423305,-0.002182890862003156,0.1882018468735958
2015-01-30,-1.6461914952195893,-1.3683233245374629,-1.6372762196742163,-1.6345761441064095,-5.60003662109375,1.506301950396593,-8.165350572671528,-1.106760226863782,-0.766078987196161,0.605691685142072,0.47724450456680334,0.9754550219402941,-0.7180628294166118,0.003463932510579984,0.2549708311384584
2015-02-02,-1.6380745005425137,-1.371172497060731,-1.6381780901518253,-1.6514694813036725,-2.39996337890625,-0.17626641588426117,-8.17804624568057,-1.297136144848483,-0.6684178841747337,0.43605278561091526,0.7125261009701784,0.8166626099805632,-0.93713028167726,0.09958875095569635,0.33470330642824814
2015-02-03,-1.6516027638413686,-1.3851808440997564,-1.6453932374661782,-1.6587093251411635,6.5999755859375,-0.4926252702365379,-8.191263084624989,-1.5945021468245728,-0.4836823860936238,0.3257803135965295,0.9348813940371622,0.5855761879330563,-1.2337273770088646,0.1778245994476138,0.2962043302243348
2015-02-04,-1.682537326528777,-1.3716473833004317,-1.6736229761229744,-1.6387995244361149,-2.79998779296875,1.5112955674646305,-8.1570104457217,-1.081925326780866,-0.9305748031676987,0.5993196081184156,0.8074399946462747,0.8086974731957508,-1.343610730818006,-0.07303309394889643,0.11219981685297586
2015-02-05,-1.6098153882560469,-1.3521782067921868,-1.6339691165983392,-1.647246100973967,0.20001220703125,-0.5031637662271471,-8.173720998035394,-0.8678584738053305,-0.9836825302301628,0.35020875043472416,0.512130400571349,1.284013178723173,-0.24679188241378833,0.3957038479325662,0.018811003434780496
2015-02-06,-1.6531059042079082,-1.377820469671735,-1.644190804660528,-1.6466427346237866,-0.10003662109375,1.501930503002803,-8.170946129960342,-0.7643500309549274,-1.011374283632676,0.3242821740993128,0.6253244812257894,0.9535593428800478,-0.841053497889763,0.2700091493293191,-0.1816101811604389
2015-02-09,-1.607710955045129,-1.3505161774107024,-1.633668554270298,-1.6469445098596562,1.20001220703125,-0.5040140332938585,-8.162740275584843,-0.6409774847916102,-0.8080142047397243,0.46115369826074804,0.25832176802157203,0.9485735359622939,-0.14525445670940548,0.5114947531897484,-0.325170840113283
2015-02-10,-1.6464920498973716,-1.3752088127257838,-1.637576782002258,-1.6433244958801314,-0.29998779296875,1.502579722013248,-8.134948383327519,-0.6978590114961097,-0.5495670297295422,0.6152491918155271,0.23172573953888137,0.2967646222484419,-0.4372547735653991,0.3575452540089151,-0.16700339399065484
2015-02-11,-1.649798885308233,-1.3759210696278672,-1.640883701584651,-1.6442294533446227,-1.20001220703125,1.5055411539930401,-8.086570750239142,-0.5399146609083603,-0.1169884798585317,0.9842215816192041,-0.15258902080303588,-0.8002295304914071,-0.2518465425468208,-0.0731803812148542,-0.1831115337541413
2015-02-12,-1.6398781955868353,-1.375446183388167,-1.6345704247479065,-1.6478494673241477,3.5999755859375,-0.3542822795837438,-8.089254668761994,-0.6638600740268886,0.27689541153065156,0.9947006491616731,-0.360384630318487,-1.3040041008965622,0.06384044876354503,-0.10329852229123926,-0.30735100126598763
2015-02-13,-1.6540077517300689,-1.3702228694962642,-1.6450926751381365,-1.636989609507132,-0.39996337890625,1.503658412775537,-8.043255490775945,-0.40593299034550856,0.42726875429056566,1.3003744945780005,-0.6990604893536008,-1.65742353537632,0.47126251051620294,-0.10626030638208828,-0.3252767858042348
2015-02-16,-1.6314606462319774,-1.3692730970168636,-1.624950044835285,-1.6381961580859343,0.0999755859375,-0.5054818781750915,-8.06974480992776,-0.03171381631525472,0.2059097416402371,1.0739720546949092,-0.9056538202734942,-1.460868515230843,0.9421406736376488,-0.13859177788832,-0.5162278468701704
2015-02-17,-1.6113185286225862,-1.3533653499339708,-1.6246494825072435,-1.6378945669716236,-0.39996337890625,-0.5093816142865597,-8.130516114821694,0.2703985785185372,-0.08813451063955002,1.0309982427325142,-1.149727251939321,-0.7791699479541389,1.5585202770718332,0.1837220990053472,-0.44546854617089127
2015-02-18,-1.6272517798101416,-1.3659490382538948,-1.6258519153128936,-1.639101115550426,1.5999755859375,-0.5055609972417547,-8.175149056645138,-0.17988911379755398,-0.13571108860226772,0.7128656162096535,-0.5689839456720052,-0.11677969044452594,0.9623746508003066,0.7775031080282392,-0.08824770930328321
2015-02-19,-1.6419826287977535,-1.3680859538750796,-1.6330672461207307,-1.6342745529920986,-0.9000244140625,1.5000406120707679,-8.153491992275478,0.11981614211554414,-0.3523460005272544,0.8797714939217972,-0.5927114643532833,-0.0498669700836748,0.6348536048031206,0.6240834603586767,-0.06291162054901278
2015-02-20,-1.6221412493549583,-1.361912867503776,-1.6237476120296348,-1.636989609507132,-0.0999755859375,-0.5072305026222913,-8.161653057283221,0.11829013081937761,-0.2359371436478872,0.6865162001841302,-0.6885740982086687,-0.1133998213998208,1.0536558958644302,0.7183064911260886,-0.13289372653222725
2015-02-23,-1.6443876166864537,-1.3704602401586476,-1.635472295225515,-1.6372912006214428,-1.79998779296875,1.5020885113570897,-8.11100969146764,0.02262645691064233,0.025053381873241184,0.9819087062056069,-0.6378003807062407,-0.7428921352876533,0.5465373129692401,0.3889354072404543,-0.18453944212189594
2015-02-24,-1.6398781955868353,-1.3747339264860832,-1.6309627593439877,-1.6427211295299506,4.29998779296875,1.5038370047050564,-8.078524661200587,-0.223341034666043,0.403659168074352,1.0598111884609118,-0.5996836636943751,-1.275522977237386,0.3808217796326333,0.26588112604777125,-0.23639377427837122
2015-02-25,-1.6446883548530498,-1.3645245244497275,-1.6357730410470406,-1.6297495815480822,2.9000244140625,1.499624388882811,-8.08366602140375,0.171115811965251,0.12266252590332645,1.113100622317756,-0.8358614387720851,-1.001180375871332,0.7187502787945238,0.09965331399343667,-0.26955844183520394
2015-02-26,-1.629957505865438,-1.3576390362614066,-1.621041817103325,-1.6210012297743606,-0.9000244140625,1.4940625534153449,-8.09441247859136,0.6496460018150125,-0.16203612970064782,1.089085971995413,-1.0565339396480917,-0.6506977186799866,1.2138940020019038,0.07167464826105772,-0.3176277895834976
