Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
2015-01-27,-0.3293322880224362,0.13901935690788766,-0.0015816528372224249,0.10478471273701154,1.0,-3.061204584871865,0.6158928702042468,-1.1109972826046484,0.15560708417167285,0.008826586275843692,0.11958059925541886,0.7743497808235013,-0.331789016408924,-1.6356262422024543,-0.7816512997126697,-1.355344028944972,0.24765801711727048,-0.2419554281184037,-0.2592366377987622,0.25991859258811834
2015-01-28,-0.8550251793369877,0.04570300262373707,-0.1476035937546951,0.1096903036917433,0.0,-2.996926997047681,0.6403230166421412,-1.024879490498171,0.09161288906371262,-0.007672201948814697,0.07641096145280679,0.39544179829686943,-0.11933737441154278,-1.6639654206184118,-0.9499647459787751,-1.3811909962470592,0.3855231413264661,-0.09405398255155994,-0.23410083897631329,0.32898918039234837
2015-01-29,0.4404271579116724,0.06903209119477471,0.037158305305340665,0.1096903036917433,0.0,-3.361335673111371,0.8367202254298369,-0.8862641772537754,-0.6519911569140264,-0.18446461231802813,-0.17302005834432246,-0.12530166138796403,1.0192587927375858,-0.1112895402585258,-0.6060330184490471,-0.7135941555212525,0.31379959492789,-0.3452700588826415,0.34301775514379057,0.1408876343986785
2015-01-30,-0.2944703145619012,0.06903209119477471,0.008101972551340696,0.1096903036917433,-4.0,-3.0029400669034363,0.8968034211421796,-0.6806154881622837,-0.7736538850303845,-0.20344537166634347,-0.1333721082411592,-0.27791142912839006,1.0608409353384294,0.3391321825321515,0.21702959755594042,0.11908545614961843,-0.15395577535720828,-0.23292828007902944,0.36787428792879323,-0.3209783341807394
2015-02-02,-0.03162386890462541,-0.047613351660413514,0.0475876644296872,0.09006793987281625,0.0,-3.059158938490085,0.9679166332274984,-0.6326928640670808,-0.8776377191939505,-0.19770596748542296,-0.2531711073738663,-0.584903789810477,1.2945605282965795,0.7256453028309392,0.4784419353209166,0.5057802576489001,-0.2567496278372899,-0.09999387280547406,0.4130410751079819,-0.2039832250400742
2015-02-03,-0.3186065343544504,-0.047613351660413514,0.0013976443803708119,0.09006793987281625,-7.0,-2.9849428593881457,1.0266186738576306,-0.45027802247154625,-0.8991740870420105,-0.14477271552727544,-0.3303618549639426,-0.7595696139148407,1.1910594830430712,0.6996570912448238,0.6940985129364705,0.8873519283211013,-0.18964250693447832,0.011501276658640591,0.3264924277961999,-0.005221212418520915
2015-02-04,-1.3002552739041588,-0.0942715288024888,-0.27127534895190786,0.05572880318969389,-5.0,-3.0460065458694787,0.8532213345746964,-0.6807746566359958,-0.5761484204034756,0.013141346702261289,-0.36156640886499125,-1.2752987073690498,1.2511760779516221,0.02207898470657177,-0.38621001608396843,0.525399219609933,0.4526952009204356,-0.09666634274169922,0.565079638224521,0.3432353472543929
2015-02-05,1.0465762978944422,-0.23424606022871466,0.008101972551340696,0.031200848416035074,0.0,-3.934040823023632,1.001766884156431,-0.4612893883340738,-0.5191991612166657,-0.02309556015941759,-0.4397548787314912,-0.8245582263415446,0.8881121218902016,0.06420276366592337,-0.14183543947038965,0.5788900908377651,0.12558618639827795,-0.3038815946336679,0.4577141014204533,0.469368379829149
2015-02-06,-0.6780044072610855,-0.23424606022871466,-0.09843245762501526,0.031200848416035074,12.0,-3.043274724470475,0.923094745847868,-0.39225850867580486,-0.0814461421603079,0.11667212098157426,-0.30747424772748455,-0.6029997574493171,0.14664959956627283,-0.8002730571429718,-0.14880214961948346,0.3070207604576908,0.07437947907009387,-0.14758910332381675,0.32364315924618586,0.3297629322951825
2015-02-09,0.9419772813545124,-0.47920149022460995,0.03268754061618061,0.09006793987281625,6.0,-3.5368404987237607,0.9986158072361306,-0.373918171368762,-0.14630205243808117,0.12211968233305916,-0.15328921463063766,-0.11686165644955013,-0.27922468502969594,-1.3702264655695355,-0.24889589396992598,-0.5031342122482519,0.08913815750900897,-0.19356715353508303,0.16911308434370792,0.10365373747031942
2015-02-10,-0.34006458976958437,0.13901935690788766,-0.004562768917585865,0.11950148560120682,-3.0,-3.012397600228975,1.1694791051561158,-0.0014454675473993261,-0.03517502536951317,0.02967607562052106,0.06927595615912185,0.5003518074953128,-1.2079859024316124,-1.448799827683842,0.9320065404664218,0.05857537484811426,-0.6053210891611049,0.17408179016884717,-0.39154857968832063,-0.2596510515309255
2015-02-11,-0.5626796370531699,-1.3773714002095594,-0.06639864651619225,0.10478471273701154,0.0,0.5125832849279259,1.0473064438672128,-0.1411332050422263,0.556583892966286,0.19793872039939725,0.1299928280192189,-0.07439211206208465,-0.9790111898968575,-1.9623245747240263,0.0025300663545632374,-0.2960500863423017,-0.4659805756601058,0.438999271901617,-0.13775326289155287,-0.49253994821589986
2015-02-12,-0.07721814411230861,0.06903209119477471,-0.11929299473647853,0.10478471273701154,-5.0,-3.2997332709127853,1.2907009052933882,0.11685851939132957,0.3031083095605534,0.10072713755008127,0.13286018253203108,0.4657300627745985,-1.514827841644077,-1.5197362906128244,0.5094309581686494,0.06360682980099597,-0.6181816095677375,0.29276786624361717,-0.7719892638245085,-0.3445705992352759
