Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
2015-01-27,-0.25753458353915487,-0.03965771520724482,-0.23573236065575665,-0.25569358250434554,0.0108000040054321,-0.4149657864727013,-15.919149767160738,-1.2104440854967957,12.212634857126867,0.008363292018312284,4.036164384531895,-2.5459206879522043,-2.3584651716996685
2015-01-28,-0.07964053552619232,0.14631651418985087,-0.01280466861160559,-0.07776632591751802,0.0048999786376953,-0.5346182179820168,-13.444880407905359,-3.2752393490933858,11.178235552705535,0.15254142453144018,4.0357977012033945,-1.2139465924601112,-0.7311765479087018
2015-01-29,-0.0022226449668241856,0.06567294333250975,0.0037092957540972435,0.00295954750815582,0.0060000419616699,-0.75522659347679,-12.784994674610763,-4.186346455498041,7.319405076727991,-0.9679538444806846,2.605947360275905,1.1694572950826814,1.4511686973072682
2015-01-30,0.10649071163701117,0.09513146844984204,0.053249220325235345,0.1018086780370702,-0.0045000314712524,-0.6140229731764381,-9.265236169103973,-6.065232012757155,7.369752114483443,-1.5513598554322328,1.6736329717034821,1.5249958397970251,0.6143318504332339
2015-02-02,0.02594288175809976,0.0821296938276289,0.08627518053067061,0.027671830140378013,0.0043699741363525,-0.8330923963207324,-9.140997964714538,-6.644661758270061,5.5861618401394715,-1.2053897822072046,3.02800548724034,2.086974189822213,1.6810247882691407
2015-02-03,0.09413589469939115,0.2072111996771551,0.11930114073610588,0.09966601727638384,0.0089900493621826,-0.8408840012537693,-8.384468332478113,-7.386464017864059,5.441412992765249,-0.196427041785694,5.081082234684196,1.3899204249824975,1.3078410300080343
2015-02-04,0.2448520944552619,0.22663047917175325,0.1853550296729468,0.24777474193877835,-0.0163600444793701,-0.6752834770817907,-5.452173675296264,-8.705042922852456,5.14932962603366,-0.3430907637211718,4.616245229599942,1.1229093361795508,0.029794787731997237
2015-02-05,-0.023635435606485063,0.17758590968236504,0.04499322240536913,-0.021752735124077348,0.0166000127792358,-0.9121214182090057,-6.423013941302202,-7.504940934180759,5.458882137232656,-1.7592464055790271,3.0150476053840367,1.2232081860800337,0.9107109739973338
2015-02-06,0.24649953428531376,0.20194339148933976,0.11930114073610588,0.25172815725616515,-0.0113999843597412,-0.4940777544740303,-1.5571870521847138,-9.647352052294876,5.446554236226856,-1.8289838303074937,1.4923453537269846,1.9707088353371398,1.443620090356841
2015-02-09,0.060368287122110266,0.10681678151004236,0.03673525595953251,0.06391638040484926,0.002560019493103,-0.5153011342223522,-0.628366979091766,-9.36649460791837,5.132421543085125,-2.9766074498217687,-0.32177993698582225,3.2003036560164904,2.1831546555551387
2015-02-10,0.10434845078530369,0.07900236189043053,0.06976121616496778,0.10609203561641475,-5.996227264404297e-05,-0.5205922568118841,-0.8425221111331944,-8.710364663897392,4.176195221547272,-3.2682981029027403,0.0587090918404258,2.4976589995127214,2.896425484589558
