Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
2015-01-27,-2.498324767423477,-2.5399893753928273,-2.59609010859736,-2.4161345230442457,-0.0211999416351318,0.7433317644480423,-12.549811010872551,2.89654797451021,2.3354658263546573,1.8921093865448748,0.864553378006526,1.2812177641437652,0.804177184985813,-1.333630952394385,-0.5363501326684162,0.2056564428860988,-0.10305709191013426
2015-01-28,-2.606888519752003,-2.5650879392887327,-2.6865732325202623,-2.525088164732005,0.0255999565124511,0.7003780075776382,-12.622720514706359,1.8566880153670096,3.1967826279884908,1.6653245225516458,0.8061831010099012,1.6145297629772322,0.7910217776937439,-1.5433645685458064,-0.4156637066363541,0.4803935496454682,-0.6029563799438192
2015-01-29,-2.4729044631118082,-2.5063480822820736,-2.499819937825459,-2.3935213643565905,-0.0139000415802001,0.7214811376516138,-12.548484782515441,2.129460458654891,2.81400397442949,1.9135918945026384,0.6737097706006929,1.4508780888523165,0.8353484625350253,-0.9722277773843904,-0.3088776058127173,0.6244226631542776,-0.30495320735227016
2015-01-30,-2.548635076150577,-2.5212997681090754,-2.5150764696571013,-2.46495836054456,0.013200044631958,0.7279318149868735,-12.550081648873759,1.4904546429585181,3.1171214869001584,1.5636631792398805,0.20092881698637816,1.550289664706396,0.9397333511739715,-0.9828616692076617,-0.27236677558751027,0.8845882490472647,-0.16277036578670667
2015-02-02,-2.4713160886607044,-2.5394559322421535,-2.4793043926782943,-2.397118884481595,-0.0081000328063964,0.644794832760506,-12.514273617417574,1.4402766459453993,2.7926371207435405,1.9373593632209531,-0.4396589472120635,1.4212711152330075,0.7999050944632956,-0.38748225237441425,-0.8818694311467267,0.5109639760302345,1.9408175589814345
2015-02-03,-2.518448385866795,-2.5645532230040478,-2.539275707174338,-2.4387476817318983,-0.0132999420166015,0.7048381065321309,-12.525545334184471,0.9122101536574413,2.7559994108195025,1.83190009220202,-0.6581102386845703,1.8232604684801945,0.6480179796151275,-0.13277620346603075,-0.6944612422334485,0.42039394549553327,2.348923624062936
2015-02-04,-2.5835868897876733,-2.630767649790194,-2.6544835936751032,-2.5071005641069837,0.0022997856140136,0.6573467858786397,-12.621219751333351,0.07797277223607912,3.242521480497351,1.3499271289822077,-0.5745825645821878,2.384799209275771,0.4043050607804955,-0.3364689111060107,-0.10033546168572127,0.33238770119931516,1.7139863479170663
2015-02-05,-2.5745844177396826,-2.6435842898804913,-2.6560614230934037,-2.4952811911077357,-0.0255999565124511,0.6773183549384453,-12.635158038099414,-0.053567548911695545,3.029033238538736,1.2125200334280293,-0.7785811822772017,2.312320337741312,0.22212338591988248,-0.34643152798726073,0.47572848378639243,0.16684691056229445,1.3079614675028066
2015-02-06,-2.7117452232820805,-2.742371850342035,-2.7349717075547355,-2.6268479914831504,0.0013999938964843,0.6586135577567653,-12.693019815395536,-1.4557016059800088,3.7432737623463685,0.7654922496686535,-0.6389806862271168,2.6063091312382163,0.23828366810163867,-0.7027992827752281,0.7419200911177998,0.8759980094014956,0.3650656483567328
2015-02-09,-2.703271788511529,-2.765867538517896,-2.7612742995508985,-2.619652951233142,-0.0202000141143798,0.6611014311894569,-12.827586151353819,-1.7082209866899314,2.925822454064059,1.3064228787710146,-1.475667887295189,2.5235659591804813,0.1775984573361961,-0.2674057860016502,0.8566929793025403,0.8661520256118568,0.3670656103822922
2015-02-10,-2.812894878013724,-2.8224710766538377,-2.761801078847946,-2.7234676285461505,0.0052001476287841,0.6732712913871756,-12.97045283648762,-2.9069817429382203,2.8736434245425477,1.2432083358366042,-1.8186349941587667,2.4423551134374106,0.16916551646705383,-0.015977239238856578,1.108892171579523,0.9532688051601254,0.49051643010514584
2015-02-11,-2.7816501131750733,-2.7856253052370072,-2.7733739183095167,-2.6967423181079795,0.011199951171875,0.638158663851205,-13.026504912743297,-3.286433728621624,2.3261909781722485,1.4195926362121807,-2.009609907137113,2.3405896270046185,0.010909840019065486,0.3525795206425263,1.1892705004029656,1.159499661743508,0.6217803154605823
2015-02-12,-2.726044381198424,-2.7236822430582803,-2.7186628713654213,-2.6391819961079097,0.0023999214172363,0.6797830777266547,-13.101846092263441,-3.1520625150940487,1.7864781904593217,0.9872533687831949,-1.5163629482114866,2.261121783639359,-0.1716281462275848,0.4199853405032136,1.4029936310698454,1.0360259989943192,0.7099117791036531
2015-02-13,-2.7117452232820805,-2.7754797003021174,-2.7007774599942285,-2.6268479914831504,0.0006999969482421,0.6692959008889297,-13.11801400053075,-3.0285823252634314,1.253849325961893,0.7268685221474074,-1.537355330177192,2.0031815784267923,-0.3474613826577479,0.45767219240709006,1.438170820496144,1.161818373106457,0.859580273596479
2015-02-16,-2.7096278115535464,-2.7797523380435503,-2.6939381087875587,-2.623250471358146,0.0111000537872314,0.7049732969508606,-13.122872468613277,-3.1704903120747128,0.9149767792484576,0.24239233685986433,-1.3600256136251403,1.947263310536145,-0.4164466358863289,0.42891044567363074,1.7213453653505904,1.2248144202107891,0.8748547589948585
2015-02-17,-2.6381332845906535,-2.6985849522963887,-2.6928858044298845,-2.5662035556701936,-0.0062999725341796,0.5971451846750756,-13.026668591444377,-2.8291543898469294,0.3552060022037748,0.2666214259938571,-0.9911442407998334,1.859371416273941,-0.4534851437445168,0.5527251173155172,1.9786011234883396,1.5810538427892569,0.7116700531664211
