Date,Open,High,Low,Close,Volume,Change,Wave,EFP Volume,EFS Volume,Block Volume,Previous Day Open Interest,DAILY_CLOSEPRICE_CHANGE,scaled_NET_SENTIMENT,scaled_UNCERTAINTY_MODAL,scaled_REGULATORY_PRESSURE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
8/5/2014,2.8366192620740565,2.727481274642943,2.7620303783196256,2.6251758951792312,-1.0232312747806982,-2.0698208413144883,-1.3692375443648221,-0.5778348467812705,-0.30277217963230996,-0.06947951381650831,-1.0202420929039835,-12.15,5.0,6.8,5.0,16.214461777128786,-2.048082976430099,6.488457557592631,0.09707451990761898,-0.6872740007878613,1.5602393062525979,-0.021830478028425165,-0.2500347898332935,0.771093015815377
9/5/2014,2.597107302979982,2.492185267221384,2.346235161618044,2.1356763981170603,-1.0194428130318591,-4.63777450613567,-1.3692375443648221,-0.5778348467812705,-0.30277217963230996,-0.06947951381650831,-1.0203612071853565,5.299999999999983,5.0,5.0,5.0,16.98924221136494,-4.427915760304405,6.732299406910234,5.1195627398968115,-0.16748249499362253,0.9093407965901286,1.9750900240221425,-4.655223120845239,-0.6310179626041594
12/5/2014,2.192553489720244,2.0947525151900117,2.2950288541424797,2.3492029276997353,-1.023972495557645,2.050403322391138,-1.3692375443648221,-0.5778348467812705,-0.30277217963230996,-0.06947951381650831,-1.0223464452082422,-2.45,5.0,5.0,5.0,15.937714610952485,-4.384054861848795,5.091259145399572,2.9243790414696034,1.692060839592406,1.485931902754082,1.604415089169231,-4.060941597855173,-1.4335111980165602
13/5/2014,2.2428711281853855,2.144184449522272,2.346235161618044,2.2504972677983104,-1.0237254219653296,-0.919990842140825,-1.3692375443648221,-0.5778348467812705,-0.30277217963230996,-0.06947951381650831,-1.022366297588471,-2.9,3.4000000000000004,5.0,5.0,15.499840803197923,-6.469667594887557,4.1150314698588915,2.3567742040828095,1.5303303502737762,2.3321032009223135,0.2692235423266124,-4.081217041975927,-1.566711567711101
14/5/2014,2.1764518454113984,2.080911573576979,2.2356295374708246,2.1336619968945816,-1.0229842011883827,-1.0924653420168744,-1.3692375443648221,-0.5778348467812705,-0.30277217963230996,-0.06947951381650831,-1.0223464452082422,13.400000000000006,5.0,5.0,5.0,14.775109140427203,-7.102036180665837,3.2997252716899608,0.9704747053709513,0.12306455855643131,2.8376264726546134,-0.35945511155895443,-2.479257861607882,-1.0069293083755335
15/5/2014,2.196578900797455,2.563367252659839,2.2991253587405245,2.673521524518706,-1.0237254219653296,5.154944320160029,-1.3692375443648221,-0.5778348467812705,-0.30277217963230996,-0.06947951381650831,-1.0223861499687,-11.65,5.0,5.0,5.0,15.503114425932418,-4.1391877956995256,1.1833188569260542,3.1352547617413316,2.647746760472135,2.817917418172564,-0.016817972073466664,-2.589763471662469,-1.519233257795712
16/5/2014,2.5890564808255596,2.4842761577282224,2.335993900122931,2.204166039681314,-1.021913548955015,-4.446136172940059,-1.3692375443648221,-0.5778348467812705,-0.30277217963230996,-0.06947951381650831,-1.0224258547291576,-2.35,5.0,6.8,5.0,15.251135735349704,-6.2790697261599995,1.5367180516872287,3.159422942539003,0.1366663214633577,3.036778669357458,0.5242344749265155,-2.088476939749525,-1.58415090590122
19/5/2014,2.101981740482989,2.0057750333919433,2.202857500686464,2.109489182224845,-1.021913548955015,-0.8816631755017029,-1.3692375443648221,-0.5778348467812705,-0.30277217963230996,-0.06947951381650831,-1.0225052642500732,5.549999999999983,5.0,5.0,5.0,14.525660178898598,-7.297082671346934,0.8445371571125864,1.973277840429909,1.4893765346727381,2.9893849031316315,1.2654120132113076,-2.120263589718863,-1.0130865039156065
20/5/2014,2.252934655878414,2.252934705053245,2.1987609960884194,2.3330877179199105,0.4051011623957903,0.862245656578353,-1.3692375443648221,-0.005739993744715985,-0.30277217963230996,-0.06947951381650831,0.5198063033495554,-4.3,5.0,5.0,5.0,14.57198515218578,-5.574468941267566,-0.527766083934937,2.6345832705576866,1.4303110745657501,2.976394511240107,1.2301068162974969,-2.0302782323825554,-1.0013480761342248
21/5/2014,2.309290410959373,2.2470028729333733,2.23153303287278,2.159849212786797,0.03350247955312658,-1.629052674964584,-1.3692375443648221,-0.16836594181602083,-0.29828191425640704,-0.06947951381650831,0.5266950792889685,-0.05,5.0,5.0,5.0,14.214456365349333,-6.147595429423026,-0.8597033838925682,2.5046540362245824,0.32305570649446425,3.002031782302007,1.3320912652601078,-1.6937420162444126,-0.849812469371723
