Date,Open,High,Low,Close,Volume,Change,Wave,EFP Volume,EFS Volume,Block Volume,Previous Day Open Interest,DAILY_CLOSEPRICE_CHANGE,scaled_NET_SENTIMENT,scaled_UNCERTAINTY_MODAL,scaled_REGULATORY_PRESSURE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
12/5/2014,0.9751546699526337,0.9384257717667419,1.0349287713061124,1.013181075887929,-1.51000416564046,0.3730924441928072,0.6851062637200237,-0.7370456370364523,-0.29707938947078705,0.1890757798685355,0.5582872716421123,0.5100000000000016,2.8,5.0,5.0,5.368607468871071,0.865084158337507,0.8302243245407545,-2.8337457488973574,1.2797915026369373,2.161098780804901,-2.7153629004929307,-1.3576121515827104,1.2429596342027631
13/5/2014,1.0142897928105692,1.1210474211459143,1.0963199749817676,1.1948123319462078,0.62042828135067,2.0088003336839266,0.7662757917474993,-0.4717190505325905,-0.2915858366403563,-0.2164751002732397,0.5397045786931706,0.4499999999999993,5.0,5.0,5.0,5.878775064482759,2.12678764323201,-0.07930499278463907,-1.3564279690619547,0.0950364579837487,2.6755683162416295,-3.109119748614666,-0.9786440786982686,0.9404020992218248
14/5/2014,1.2028499302169875,1.2755734321590608,1.287716080558807,1.3550752049388062,0.5584307904994158,1.7751277780423385,0.8535330343770358,-0.5110674009751682,-0.19701824863079892,-0.04014863064638094,0.5568853792671205,-0.05,5.0,5.0,5.0,6.336502160678871,2.9128121224959607,-0.4093544092024226,-0.24253164632259028,-0.5439578808500377,3.2252722000328236,-3.4449244001901578,-0.029641243932682082,0.6352452782840968
15/5/2014,1.3344862525573176,1.2650375677718004,1.28049358600873,1.3372682190507394,0.8041058441985134,-0.17214351897089938,0.8515037961763485,-0.3503766514024068,-0.1738668474168409,-0.42983012852173885,0.5592701201006665,-0.29,5.0,5.0,5.0,6.441802987564105,3.1157435084199285,-0.40390268990145095,-0.1309795741351571,0.014076096305037353,3.397711298151905,-2.2753242496900294,1.022255753057327,0.7864136912814879
16/5/2014,1.3131398219075334,1.258013658180294,1.298549822383923,1.233987700899954,-0.6031067213960781,-1.1068337415372533,0.8474453197749748,-0.304873251728588,-0.2947250096863167,-0.3046383350866691,0.4844822094869671,-0.14,3.4000000000000004,5.0,5.0,6.372576956443831,2.9269416829619974,-0.10134972929750807,-0.9291997406585175,0.24760022281490413,3.1492721817631675,-1.7937636435804345,1.366222204718293,1.1751908676815521
19/5/2014,1.2313118377500325,1.1737267430822136,1.2479923605333838,1.1841281404133674,-0.5544094390370142,-0.5226523524332822,0.8028020793598634,-0.6521938869200558,-0.2441058443202051,-0.19884245331055383,0.45048631939341305,-0.19,3.4000000000000004,5.0,5.0,6.228370731706767,2.3522828389231036,0.30941390995581824,-1.9654449245705228,0.3395775960180266,2.796177207047128,-1.7536762542888695,1.4577272029874335,1.578768426253487
20/5/2014,1.1708302842423128,1.1315832855331747,1.179378662307653,1.1164615940387144,-0.20986669626147653,-0.717379482134606,0.7764219827509339,-0.7414421007730532,-0.30649690860866824,-0.23939754132473137,0.4293207921231546,-0.14,5.0,6.8,5.0,6.238923547464096,2.0166584191440635,0.20445252054178487,-1.6186499110830646,0.4281238640689143,3.216914059967706,-0.8697303724764447,1.7957012028410884,1.0999186773977918
21/5/2014,1.1139064691762244,1.0332485512520813,1.1143762113569602,1.0666020335521291,0.08964053041708758,-0.5226523524332822,0.7196033131317006,-0.7647433585770377,-0.30649690860866824,0.31250430860733663,0.38926781269199956,-0.06,5.0,5.0,5.0,6.214674958672184,1.05245657225987,0.759150503051896,-1.7640182826125648,1.681282819984382,3.2724907484782237,-0.04158829921048568,0.3643127516908112,0.5348680752131232
22/5/2014,1.067655869435028,1.0156887772733145,1.117987458631998,1.0452336504864486,-0.1497211331749577,-0.21108894491116412,0.7196033131317006,-0.2820116402982635,-0.26686484890341805,-0.24116080602099996,0.3005828820131629,-0.01,5.0,5.0,5.0,6.0999002501376,0.6307482504331834,1.3559906400605315,-2.2010575818374636,2.2126673657977776,2.992067104867689,-0.25709645564393646,-0.4612050276240893,0.25525446978297023
23/5/2014,1.0249630081354613,0.9840811841115347,1.0818749858816137,1.0416722533088358,-1.0109938115790411,-0.016361815209840355,0.6993109311248313,0.1211440843480352,-0.2633332792267126,-0.5691280395269573,0.23365775906789646,0.0,5.0,5.0,5.0,6.019205094915398,0.2570475257533775,1.77825041410554,-2.4523737722879835,2.0135682624977473,2.6963008208802335,-1.367114784849432,-1.401290550480328,0.1026135974244492
