Date,Open,High,Low,Close,Volume,Change,Last,Previous Day Open Interest,DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
9/5/2014,2.830107859186479,2.9357626515066206,2.891265583458563,3.0215992405950285,-1.221396088486648,1.85801097847962,2.9490913281657045,-1.167413966173975,-17.25,15.356104795052007,-1.0992772214278193,0.6651393101048189,-0.3435475238063216,2.732025830753425,-1.3728056456884956,0.6769975567637296,-0.6656687480930734,-2.8366295784564053
12/5/2014,2.9943700562267352,2.9357626515066206,2.997119072297655,2.917456587648624,-1.2296644039340638,0.9368053466546385,2.85810602907411,-1.1719334700973558,18.5,15.155787661966883,-1.6585522482252568,0.8033465726518605,-0.8338281502909239,2.919212021727967,-1.3150419160424507,0.5043191456014484,0.614898081600717,-0.3251017085189768
13/5/2014,2.914499446656702,2.9342803265815767,2.9909826381620555,3.029145809649116,-1.230889339555903,1.0580166140000309,2.960831366758168,-1.1749674936614238,-15.5,15.117313591015584,-1.378593080675583,0.24968206881904456,-0.9275172583993794,2.6917477442993136,-2.498954590871181,0.3298589495708416,-0.5679439845643209,-0.09405519431743799
14/5/2014,2.9084714761231147,2.8468231560039925,2.9112089943992614,2.9355683533784336,0.38971850189675417,-0.4450031010828334,2.863976048370342,0.79934100860762,-16.5,15.005050066289765,-2.065666695919759,0.35374900446119645,-1.2281719102926627,2.8866958124050646,-2.7062208559335175,0.7200191712128124,0.8517622059891261,2.1006532408165195
15/5/2014,2.926555387723877,2.8705403548046933,2.8835950407890634,2.8359536418644815,0.5456456010532506,0.8640785862474032,2.752445681741936,0.7878495567714271,-5.25,14.876638476538263,-1.501864731572355,-0.14571410932433426,-1.613468671849399,2.8761530124552706,-2.4449861494687664,0.8972464809072702,0.9711754187101703,3.089930115151522
16/5/2014,2.8255868812862883,2.781600859302065,2.8774586066534638,2.8042580518373152,-0.10839796597240473,-0.22682281986112732,2.7319006142051245,0.7805973295455371,20.25,14.633946074125276,-1.8245355591520516,0.16672868464962867,-1.8944654033422317,3.1880103651677145,-1.2924746027025313,0.6153307005227517,0.7513446100207494,2.0429813274257427
19/5/2014,2.792433043351558,2.866093380029562,2.845242327441566,2.926512470513529,0.45316296160437664,1.22771238828358,2.8404959711854145,0.739557431128109,-15.5,14.844471399965588,-0.7150618928603047,-0.45425610559367013,-1.3169771724182833,3.185236038634964,-0.9731806386377088,0.2192006024596505,-1.1023255758084616,-0.15154045463634203
20/5/2014,2.914499446656702,2.9150101025560073,2.917345428534861,2.832935014242847,0.3044593798649037,0.7671095723710895,2.755380691390052,0.7481129571598112,35.5,14.643161920098438,-0.33471262207647584,-0.8626972615766065,-1.7418413036905458,3.3510942901361247,-0.555104218321879,-0.11843061611870753,0.1310723712658447,0.04959480499997458
21/5/2014,2.8240798886528915,2.95503287553219,2.914277211467061,3.047257575378925,0.4109747376874965,2.706489849897366,2.9667013860544,0.7568296437965332,13.5,14.790952233711772,1.3742903060410123,-2.289349339978652,-1.342811151336885,2.8920246851795617,-1.3824294793159568,-0.33332866448829784,-1.9604358677612763,-1.6902235687489624
22/5/2014,3.041086827862037,3.1269825668372713,3.132120623280845,3.128760521163068,1.0475809858610852,0.5731715446184618,3.0430116369054145,0.7516795114187271,-3.25,15.039020519358013,1.5999576342700654,-3.754304846878111,-1.2736113908666895,1.5503227625166822,-0.6465012560617694,0.8768161662744461,-1.2545014908236751,-1.8697196695143214
23/5/2014,3.125478415332261,3.0810304941609132,3.188882639035141,3.1091394416224407,-0.13214010052511527,-0.420760847613755,3.019531559720487,0.7490799207899298,-26.75,14.804435409977485,1.3056764178626579,-3.752250167817934,-2.048360286438705,1.761337753895335,-0.022995476774731682,0.930418850252681,-0.05845945008319735,0.04756011644444777
27/5/2014,3.074240665796768,3.000984948208548,3.0308694600434527,2.9476428638649734,0.19221564663429727,1.85801097847962,2.87278107731469,0.7351290179814786,9.0,14.86401355101236,0.6980879047068025,-3.4714692185137883,-1.6139240343445553,1.6913931176141126,1.0807760258594128,1.1624742109515311,1.4201804182822315,1.0641791549943833
28/5/2014,2.9401183214244484,2.9209394022561828,3.0078578320349543,3.0019781610544016,-0.17724655342343631,0.13681098217504956,2.9285462606288926,0.671190299685588,1.25,14.616375646096795,0.5708093455593153,-3.246938178345422,-2.546817358843259,2.0339321552290213,0.35784269869250446,1.1902421960097231,0.47067650584822057,0.16580415686066274
29/5/2014,2.9988910341269257,2.9609621752323654,3.0722903904587495,3.009524730108489,-0.15584620755953638,-0.6146988753663827,2.9344162799251245,0.6425597678546828,-5.75,14.599764135305229,1.0918644691361117,-3.274070041879581,-2.7496231267762963,2.1685665810437458,0.49289995375823104,1.1058015824214789,0.5581675267710998,0.3368314618629836
30/5/2014,3.0199889309944816,2.947621250906971,3.052346979518051,2.9748105124596873,-0.2850228743861579,-0.1783383129229704,2.8845211159071535,0.6294917448824269,7.25,14.5427234541552,1.2090108263364194,-2.8748745388909276,-2.920552225336788,2.609901020825836,1.5498985362645148,0.9998797211378136,1.2933903147782726,0.4402131516080112
2/6/2014,2.9386113287910516,2.9787500743328907,2.9802438784247562,3.0185806129733934,0.2053476770507813,-0.03288479210849964,2.9314812702770086,0.6144897946499335,-19.25,14.654485070975072,1.4449845579043534,-2.815325171484485,-2.7244891310669224,2.7524668052706898,1.0905145329959014,0.7559917726883286,0.0346031886245798,-0.9352469447850983
3/6/2014,2.995877048860132,2.9209394022561828,2.960300467484058,2.9023634495404496,0.4563694107321327,1.1307433744072664,2.8346259518891825,0.6259251906235108,1.25,14.76238724378038,-0.2952112259703303,-0.808097581569664,-2.2778305559188134,3.66958425024822,1.7609374062966299,-0.06924624752110625,0.10201699435096236,-0.37103326166368533
4/6/2014,2.897922527689337,2.8838812791300876,2.9649027930857574,2.909910018594537,0.14460528121486332,-0.6146988753663827,2.8316909422410665,0.5271057118150785,-22.0,14.656393226311822,-0.11859289506736724,-0.5683102386218046,-2.5494099266819363,3.841054919052404,0.5169148121848404,-0.4662938477427409,-0.9541739586565352,-0.7906571939899439
5/6/2014,2.905457490856321,2.833482231678598,2.8682539554500646,2.777090403242601,0.570162327249183,1.3974081625671293,2.720160575612661,0.47744021753767873,-3.5,14.790361890914534,-2.300790878979134,0.8835316284555694,-1.7075040660451384,3.9040280119488195,1.384928178828087,-1.052464836332755,-0.3931478748723232,1.1213805971519522
6/6/2014,2.7758561243841924,2.710449262899963,2.8437082189076666,2.7559600098911563,0.18816255082674047,-0.3965185941446765,2.6966804984277335,0.3744585909300399,0.0,14.533217666499237,-3.346440676672284,1.6004957528528028,-2.1090265664304724,4.086984673430885,1.5065036179493982,-1.2475713809604452,-0.6983608115718618,1.164014488360736
9/6/2014,2.7592792054168274,2.729719486925532,2.819162482365268,2.7559600098911563,0.39015083211622686,-0.7359101427117749,2.6908104791315015,0.26235387268171617,5.5,14.39023384658086,-3.572157418269592,1.568356411890211,-2.421698785033382,4.031697151750113,0.6713894377781151,-1.0735322784497774,-1.196818847836227,0.19074480362098634
10/6/2014,2.751744242249843,2.762330635276496,2.8329694591703674,2.7891649137291403,0.4930634381098803,-0.20258056639204886,2.717225565964545,0.17188671740300457,-17.0,14.29144965209415,-3.142911467135599,1.1064289110208776,-2.7710877812627324,4.005095495067697,0.46274118971869127,-0.8803275254479047,-0.9615921658087901,-0.08298621262248364
