Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
2015-01-27,-2.5034181111993252,-2.5085624616467976,-2.4729785110399813,-2.4921159311585517,0.0014998912811279,-12.969309809526118,3.349739962202194,2.7341961343793235,-1.8986853250934796,0.2614823401263984,1.5975432168505,-0.46080732989802325,1.8015192038291992,1.2213940885812438
2015-01-28,-2.4533690551109024,-2.449831492759238,-2.5039671544378614,-2.4862505786574363,0.0269999504089355,-13.000662090168065,3.511003529708697,2.9110746742922804,-1.823915106639786,-0.29153399518082007,1.2325499694948374,-0.4952250939142638,0.3150018739560827,0.0199799917604465
2015-01-29,-2.377904397179609,-2.4064723529475054,-2.41797306870421,-2.3806667749154076,0.0022001266479492,-12.877243309783204,4.4808987799090385,2.5141551469334007,-1.3668303819683412,0.08666078480118503,1.2409404303518152,-0.3684170111956397,-0.18386252534200753,-0.15546275015273547
2015-01-30,-2.4115311504376673,-2.3773046902326773,-2.389308065611184,-2.3720631391054763,-0.0139000415802001,-12.752531888160243,4.753522907948228,2.278173729468548,-1.242738778365363,0.5532358202080968,1.4202128499440725,-0.13205498439654206,-0.038564822072581904,-0.13792709496096012
2015-02-02,-2.3622642419465842,-2.4068670566347246,-2.3823352976057595,-2.426419507912888,-0.051300048828125,-12.734395467015759,3.9841887230505897,2.530394368065062,-1.6735538807250394,-0.6310685250983359,1.5788152100078277,-0.16407411290808532,0.05767838330076386,-0.2431000039936585
2015-02-03,-2.422088744644858,-2.4857006602206426,-2.603906776182363,-2.6270292944268947,0.0240001678466796,-12.654798539932647,0.7117015918641157,5.105087697534691,-1.4872204314926263,-1.0457989952582154,-0.02228708184550532,-0.6370908965741962,0.7695077358220774,0.8061101752710538
2015-02-04,-2.616420260375361,-2.5988264960604504,-2.6623986025208453,-2.5331761956870915,-0.0561001300811767,-12.608936743141358,0.7437107352342607,4.817186978232769,-1.3922638479982055,0.5247210929412217,0.06710681631058232,-0.4939352500623723,0.9215471086019627,0.7040159282157192
2015-02-05,-2.547993998582188,-2.5948850978123597,-2.7127558407014765,-2.7525567884171083,0.0190999507904052,-12.712268405476733,-1.3600393839639975,6.3211709484643706,-1.108460129492761,-0.9553037536617963,-0.3737615333527198,-0.7625023456187991,0.5923924583110629,0.16993721862212713
2015-02-06,-2.738024168646296,-2.7308736748490094,-2.76272611334644,-2.6778660787975386,0.0004999637603759,-12.698493144852824,-1.3756314032462846,5.652918076252115,-1.5774894844353693,0.6108928319692524,-0.32921364990758667,-0.6118035500611594,0.026294341292742218,-0.2590656613243486
2015-02-09,-2.642226469897957,-2.699734373239452,-2.663948311754369,-2.675910961297167,0.0171000957489013,-12.700222837228097,-2.042872917689847,5.382900992782058,-2.549858651856674,-0.38492370915959134,-0.21580192795402314,-0.675985212214713,-0.5442673188098164,0.19784963574030462
2015-02-10,-2.6754626154762966,-2.626024399421917,-2.6042946652634598,-2.6090407216790825,0.0446000099182128,-12.664546855612873,-1.787951011468067,4.968194570590996,-2.285781474071271,0.7286410319901387,0.25157662944492976,-0.050478045508396664,-0.47411417082717455,-0.12620659571160137
2015-02-11,-2.5655890566896056,-2.460079692066684,-2.5186875450654713,-2.434631560818594,-0.0262000560760498,-12.737676656935639,-0.047982978477081564,4.22450675402129,-0.6381529861397514,1.0305009062095887,1.6968765090158076,1.059453069675624,0.09786885843424217,-0.34406458594527933
2015-02-12,-2.436164604683209,-2.444706923220173,-2.6620116369851785,-2.537087363028082,-0.0104999542236328,-12.740675983739685,-1.433216239518222,5.020760255301426,-0.5198198725843578,-0.20707431946197133,1.5209342904861698,1.3198981365774654,0.5078462091199905,-0.45428190902947874
2015-02-13,-2.5476024586645725,-2.574782463114003,-2.6364460523591995,-2.5781476275566217,0.0032000541687011,-12.78331396406834,-1.9398554148770897,4.515935251094407,-1.0873014057235362,-0.1962488615772575,2.1726052228827424,1.572977941014882,1.1963572664092308,-0.4700502812285434
2015-02-16,-2.6688157592557884,-2.6240537002978717,-2.6124292534213107,-2.565633756745948,-0.0006000995635986,-12.724316894177306,-1.4904352994786385,3.5759395810793775,-1.281588320682872,1.1033564751413407,2.3040107243700616,1.5914829818389042,1.7823383127083166,-0.1200696309567454
2015-02-17,-2.567935499481614,-2.5893667643567593,-2.5492892229276913,-2.5679804571505427,0.036100149154663,-12.884471360620665,-0.34249104870146524,2.594280106768573,-0.9170222840880777,0.08708329438767717,2.3881405651572263,1.1930937811834676,1.7241059346765293,0.2086977388290212
