Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7
2015-01-27,1.6918560916332201,1.7003724063005774,1.7166925981134882,1.6941143443611146,0.0002747625112533,9.288316392877777,-2.733819846260627,-1.5185448704933904,1.0525977842982794,2.9101826733247886,-0.5459709878348306,0.5840233958930175
2015-01-28,1.7321720016641613,1.7189961478550282,1.7514719701423498,1.734471412210326,-3.600120544433594e-05,9.281931222310051,-2.7417982889746444,-1.3717683666306344,0.9762674716978857,2.4034994312946987,0.3637752359072691,0.7926300046017221
2015-01-29,1.7268895439042706,1.6988521457673162,1.731639284488741,1.7291835616802775,-2.5779008865356445e-06,9.277653326001442,-3.0579219487607254,-1.369758231277277,0.6361821783834335,2.179688909688253,0.5572109162881895,0.7439316255694057
2015-01-30,1.726511288443802,1.6946763794979185,1.7346281876456826,1.7288049200653233,-0.0001130551099777,9.312027936360359,-3.2984926099726795,-1.3235029133427034,-0.033844449716215766,2.058317173267866,0.5695034582603902,0.49661273628608205
2015-02-02,1.7099227093774352,1.677984314858393,1.7028854717653852,1.7121994060042596,-0.0002179145812988,9.252858875942447,-3.271830064861491,-1.0658228837378798,-0.24768981827287012,1.8663251801532381,0.29696379524630745,-0.03856470974745801
2015-02-03,1.677948097506264,1.6715424583585192,1.7028854717653852,1.6801921518024638,9.734928607940674e-05,9.108739507963925,-4.060043799433345,-0.3197988861786568,-0.5572967391435462,0.10854609102692783,-0.2162654024963776,0.510342021485698
2015-02-04,1.692232160645924,1.7003724063005774,1.7170659396842862,1.6944907972961973,0.0002053380012512,9.042696511449222,-4.048061803191622,0.09185318801934211,-0.469868094763896,-0.37008730654886235,0.2021233220357418,0.1479634741613505
2015-02-05,1.722361410617528,1.6905006132285372,1.7159459149718836,1.7246508057002417,-0.0001129955053329,9.021441671594806,-3.6370917878699425,0.5980302990210659,-0.6618015562280842,-0.40450561095218784,0.19658851303842567,0.16752613677307443
2015-02-06,1.7057815773421585,1.731171432646802,1.7305170891858104,1.7080540463586025,0.0002235919237136,8.968456923588299,-3.601302849279029,0.8157442887061185,-0.5808647363054747,-0.4374755605979853,-0.00443287980711575,0.10751170786656528
2015-02-09,1.7385892258054372,1.7068296634136764,1.742485725356749,1.7408951875852168,-0.0001388639211654,8.952953667918127,-2.7364587496316055,1.6245162001070566,-0.6792101761870647,-0.6184555416758252,-0.13538447350157032,0.09920064744842622
2015-02-10,1.7182137192390023,1.7129107055467416,1.7428590669275592,1.720498880015015,0.0001800507307052,8.93096526637974,-2.2257989359836414,2.1498827474659588,-0.8715483531641233,-0.7819686625273341,-0.34495243038009776,0.06599515893347077
2015-02-11,1.7446325673817331,1.7129107055467416,1.755965092535132,1.7469446987048554,-1.2874603271484377e-05,8.95332193340163,-1.9882777989459939,2.4665089166961747,-1.101908499144373,-0.8000790401609656,-0.09871608243734512,-0.05968688980940725
2015-02-12,1.7427434765272118,1.7110098298582666,1.755965092535132,1.7450536793100129,-5.662441253662109e-05,8.925080454711006,-1.4987432380246557,2.8381661395931252,-1.0540140703319634,-0.7736658457468725,-0.24360189727109977,0.17165061947799015
2015-02-13,1.7344349750836503,1.7228000993196093,1.7589626780541894,1.7367366958604082,0.0001081377267837,8.933182938438035,-1.2478928694479476,2.9872683899343855,-1.2527824920626676,-0.6886016463607223,-0.3973832178898833,-0.02223155172413117
2015-02-16,1.7503020263930895,1.7186155326998143,1.7436079206596957,1.7526199455692828,-0.000213548541069,8.92781112737214,-0.7761309622092147,3.2609816925870168,-1.1909883977437667,-0.6041651560369921,-0.4910104528890899,0.22576125533860508
2015-02-17,1.7189680437121708,1.687086077269596,1.723041575407654,1.7212539745650477,-0.0001411885023117,8.886880641544868,-0.9619997727030674,2.9996336886437835,-1.171907370894778,-0.29540646638139423,-1.2071994178175127,0.16409914107874318
2015-02-18,1.6982514512970048,1.666240247236705,1.723041575407654,1.7005162329374457,0.0,8.85763098744943,-1.2639793742815355,2.6844000883404546,-1.170687349731545,-0.16391167998821013,-1.4994600290995808,0.4213809469389907
2015-02-19,1.6982514512970048,1.666240247236705,1.723041575407654,1.7005162329374457,0.0,8.873526157531984,-1.3528483109726075,2.4996534146585128,-1.3224184938072692,-0.027801887949836623,-1.6438405880138083,0.5687072053535228
2015-02-20,1.6982514512970048,1.666240247236705,1.723041575407654,1.7005162329374457,0.0,8.885875375507752,-1.1999244401815439,2.423807069063218,-1.4448499027662167,0.05599914752674228,-1.6294127456184737,0.6436162400784988
2015-02-23,1.6982514512970048,1.666240247236705,1.7193059891090916,1.7005162329374457,-2.5644898414611816e-05,8.926330582283999,-1.384820180204271,2.1452036589046015,-1.7588645424354168,0.22144056644310114,-1.6575120698436718,0.502556286756699
