Date,Open,High,Low,Close,Volume,Change,Wave,EFP Volume,EFS Volume,Block Volume,Previous Day Open Interest,DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
9/5/2014,0.6860460504469621,0.6255942617129654,0.760647557669271,0.688583766838349,-1.0701224626030112,-0.719093493513883,-1.983341084506027,-0.5458507798371379,-0.14349699536540012,-0.02350502473611343,-1.0390116092933905,5.0,4.257780746943547,-3.624943807874371,0.513136178736005,-0.12008853368280467,-1.5385611337759755,-0.2591964649015253,-0.2570898345094613,-1.572212955641404,-0.5859413358745312
12/5/2014,0.6860460504469621,0.6255942617129654,0.760647557669271,0.7008393500600797,-1.070025530129681,0.12148892545884998,0.686640382234489,-0.5458507798371379,-0.14349699536540012,-0.02350502473611343,-1.0390116092933905,36.0,4.177212932304234,-3.6011531188158776,0.6444112588978308,-0.3938976866440108,-1.87832090206031,-0.061249153346086126,-0.10229671864784581,-1.567036958235067,-0.5815590307791965
13/5/2014,0.7399069691434041,0.6798196716412331,0.8142488112997771,0.7890795492565404,-1.0697347327096902,0.8660047822632706,0.7072290931592318,-0.5458507798371379,-0.14349699536540012,-0.02350502473611343,-1.0517747789758796,-3.0,4.198393350341461,-2.973859722369524,0.7767002993228196,-0.8464151834968413,-1.8732148810869222,0.12594516841714515,-0.20472798318744317,-1.3800430640541157,-0.5072989088720623
14/5/2014,0.7962161114169574,0.7389746642902524,0.8069395494410717,0.7817261993235021,-0.4937619761811665,-0.23876068267232128,0.7156517476284447,-0.2625382750847872,-0.14349699536540012,-0.02350502473611343,0.9644826397336594,16.0,4.1911753583239255,-3.051168819585728,0.4276238691755987,-1.0657430661221259,-1.7408700933510413,0.1583400638781898,-0.4261992644113065,-1.3708560574388233,-0.3321936818527738
15/5/2014,0.7766303228000693,0.8005944482996474,0.8410494381150301,0.8209440656330401,-0.19113879444403245,0.3856719714217089,0.7362404585531876,-0.3829460896045363,-0.14349699536540012,-0.02350502473611343,0.9451007317192042,10.0,4.217748509108253,-1.6301790212573954,1.4372014932126889,-1.5639428855023867,-1.6941062628499073,0.596205332403841,0.09103196833905142,-0.648126681749082,-0.2614300803062646
16/5/2014,0.7962161114169574,0.7907352828581442,0.8678500649302832,0.8454552320765014,-0.5249742325935167,0.2415721281692404,0.7399838605395045,-0.2713917908582982,-0.14349699536540012,-0.02350502473611343,0.9175262485707187,13.0,4.232122114766102,-1.2722058336564586,1.8648042110216667,-1.6813970311607853,-1.8785363144300515,0.7527377092513501,0.07063283762405309,-0.4587794465709659,-0.253962701673672
19/5/2014,0.8304912414965114,0.8277071532637813,0.8264309143976194,0.8773197484530012,0.4277750477698052,0.31362204979547464,0.7399838605395045,0.05972969907101171,-0.14349699536540012,-0.02350502473611343,0.8984030534552329,38.0,4.243395329245618,-0.9812504953172325,1.4038347130968853,-2.193316013644005,-1.7623207152047253,1.0801229605121307,-0.19629162852645235,-0.3176076223714792,-0.08908337412896573
20/5/2014,0.8745592658845095,0.9238340163184376,0.9287605804194947,0.9704621809381542,-0.112041896206524,0.9140380633474268,0.780225431892411,-0.5458507798371379,0.7063872589449873,-0.02350502473611343,0.8742996350345865,13.0,4.427938466522172,0.6341534873789569,1.885917128352289,-2.6998008166535334,-1.484787626556397,1.0108952423933382,0.4677220043169324,-0.2912687708660613,0.25408779836055057
21/5/2014,0.9871775504316158,0.9780594262467053,1.0213445639630963,1.0023266973146538,0.1623739357914986,0.31362204979547464,0.8054933953000499,0.16420118519844104,-0.13302306969608194,-0.02350502473611343,0.8501315383891979,20.0,4.6236598968165366,1.5630720518970267,1.421714821704394,-3.2275499583210117,-1.5139974039573192,0.7306991750627128,0.6014041545345905,-0.3739792497456462,0.21562515969721796
22/5/2014,1.001866891894282,1.0125665052919666,1.0676365557348968,1.0513490302015767,0.44842166458915483,0.4817385335900212,0.8232745547350552,1.0389285436213238,-0.14349699536540012,-0.02350502473611343,0.8683707977665385,21.0,4.769729300132027,2.2084965845511206,1.749756808098461,-3.1831971831908343,-1.4470894024578334,0.5274184359392841,0.6182189333602601,-0.4831117569591985,0.5527675109625422
