Open,High,Low,Close,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
1.4428989693309746,1.4399112241500995,1.4707042712533973,1.4356130265101237,8.550692364014639,-8.653999899929493,-1.2490367026511646,7.762982284039018,-1.1128014596524776,-0.1752826212046934,-0.10617304937322855,-0.5269965356646248
1.368923059920029,1.7065007838536914,1.426978692728326,1.3730737126555235,8.482355112731558,-9.524190939984976,-1.3220864975902575,7.686346902467487,-0.478897768476525,-1.1638654920015048,-1.6499188760484542,-0.9682927385867723
1.493337271586078,1.4700921548177777,1.252082392874762,1.5006755576742237,8.18037181510143,-9.340661927345446,-3.16981134607508,5.932529882807708,0.5065589781946428,-0.8984803465371586,-2.9754313381939212,-0.8724752252662743
1.241147764534608,1.2018256546618522,1.1932229648111148,1.240090740968033,7.704728727951161,-11.803764986676786,-2.56038543823886,5.877537975161214,0.5527344167627685,-1.0387098417678782,-2.6669846740536114,-1.000166484546392
1.2243343290415558,1.2672163386170754,1.275626164100221,1.2283224073370698,7.441682139883297,-12.558135254662359,-2.8076133366277647,4.7261384374546695,1.158855223658144,-1.6927508941434373,-1.875467154649495,-0.9167730799171909
1.266366915662156,1.2588336350925522,0.9544192791328594,1.2686718387049487,7.426578461473356,-10.311013596292161,-2.592215940844412,6.961032985317217,-2.2883257432238038,-0.9499395576886793,-1.5914054256153705,-0.7392306023618315
1.094877489684422,1.2068564760188456,1.1360435163359328,1.10895759420244,7.110123106964132,-11.54438102999054,-2.3551327722679147,6.038007887754224,-1.9231058345709302,-0.7874199200934766,-0.918084803144082,-0.6149598313137468
1.1199282859923985,1.1934429511373366,1.1444534380228197,1.1271131347955725,6.918530675427969,-10.585630559122363,-3.3230533052449647,4.047963989514825,-1.4872813637636333,-1.2279639410331409,-2.193789078386354,-1.0151300122005424
1.1722144828147434,1.273922101689261,1.2216422853911646,1.1711622160072492,6.8227003813169755,-9.725494109096074,-4.108905657087615,3.9230374864023,-1.1599631919761069,-1.1223471304034898,-2.580257919439543,-0.9514194624987531
1.1991151779140041,1.3007491514522755,1.231397393598171,1.1948672313660766,6.478049921482924,-8.215055867538496,-5.12934893180241,3.582061728002943,-0.5195487514792428,-1.3594732287036968,-2.5373007799240392,-1.4185814967650525
1.2882229788462893,1.3124857358814583,1.2705802110880886,1.2922085059668755,6.351512503676093,-6.957530706205133,-6.049667941305503,3.5728735999431382,0.13432415090034538,-1.77943325885133,-1.4964831990332872,-2.367262511491922
1.268048459633865,1.2420662293063833,1.2184467156250351,1.2703513113859344,6.246613249483717,-6.113794669649396,-6.326735040208772,2.9913838583059333,-0.4021027885953538,-1.90314937554852,-2.195453708985352,-0.4854245796195913
1.1907094622795011,1.153202376492813,1.0975322897316189,1.194698883269176,6.055746517353856,-7.022315517807122,-5.760463360906834,3.0810580721862646,-0.6745981482577171,-1.915301652807587,-2.4083785181714776,0.02152838031596109
1.2159286134070528,1.213562239091035,1.2149163527905673,1.2182355505311027,6.104321935006466,-5.029476144892464,-6.664287579813187,2.207375964638679,-0.2071446632344013,-2.0046770730280965,-2.8466730245018335,0.3383053673073596
1.2310605049283923,1.2403892888540533,1.2873980497129502,1.2283224073370698,6.072617215349009,-4.3521879249676285,-6.903674896645164,1.6135573198490583,-0.4549867107680175,-1.9192601940695224,-2.839303491663412,0.35940323258418105
1.2344215886477679,1.3108087954291285,1.2840340810381992,1.2434536946180257,6.077968147468536,-3.647703372283314,-6.9287983822949615,1.719785176025153,-0.7934459017261558,-1.7333114933197913,-2.5448839704746646,-0.272783905543787
1.3504300846793138,1.361109014050505,1.3832551189521667,1.349368697296696,6.240636559132645,-1.1340409390440542,-7.823882005462032,2.3290363068408344,-0.9485514184901274,-1.527325958722039,-2.29125675504284,-0.21997249777565842
1.3537911683986894,1.366139835407495,1.300851919663057,1.3544111236276741,6.276130595266873,-0.5978334074053878,-7.373098499597936,2.584255814536895,-1.7889699500460954,-1.7002275623671292,-2.1518886552822627,0.3882001357587454
1.3521116286510229,1.4147631135765415,1.3960353932677538,1.3461740917436043,6.358444055664889,-0.13241009314585517,-6.688955722858009,2.2932092954853074,-2.1920590852484025,-2.3368785612798426,-1.7021664715998113,0.06720677895360376
1.4812317583690062,1.422810029263169,1.401752937165486,1.4855462745372783,6.568279477754569,1.3610443463528834,-6.844807681538581,2.5404129984080397,-2.343118010343188,-2.0802283643512878,-1.3073227843995898,0.15353977791440043
1.3655599719766107,1.333108705591995,1.3126238052757864,1.3661794572586377,6.518298099325602,0.256503993986651,-5.394217416034339,2.5537201615309852,-3.120938853272497,-2.1247983883071484,-1.5225297206400654,0.12630611302329242
1.4126371905123345,1.4833377857803407,1.4707042712533973,1.4166157454324837,6.7472261585152,1.4551894190941201,-5.200198114195607,2.601124300284297,-2.8730737416577847,-2.492044139453046,-1.3609082179224963,-0.07193966374123914
1.485266261366679,1.4318643084634723,1.4202527601277286,1.482854709130878,6.857977191927241,2.592340469350725,-5.1196032834605685,2.358105820760269,-3.094674997908212,-2.049885171502471,-1.353033702296492,-0.16291789840408705
1.3369797371296834,1.389946793366615,1.3439018978047041,1.3397848806374204,6.7900673656981505,1.3889202126969853,-3.8036424747180266,2.631339223531404,-3.437828375058325,-1.761669824970499,-1.23757483755423,-0.08186324719823998
1.4047345351125182,1.374522538932018,1.3916630358901414,1.398123508645546,6.848761672827467,2.021042650012381,-3.502830938186577,1.746941814804255,-3.392176982634081,-1.8989014652077543,-1.205491365654253,-0.13115941971145834
1.3537911683986894,1.4472885628980732,1.3772007772371655,1.3527316509466887,6.897032630810343,1.6326420686962164,-2.6618632545248304,2.1787530299144127,-3.3632265268731594,-1.791493815442413,-1.0417166037528172,-0.42119097621046386
1.4492884355786608,1.5292787587205117,1.4892020894667277,1.4468783199943955,7.081092098646603,1.9548968357965977,-2.397249520928668,2.6704565227531036,-2.8288833050244304,-2.4725229856582676,-0.6542642083102359,-0.4718751046769891
1.51653816910277,1.5120076711775046,1.5077019124289668,1.5181597100237678,7.215921145229636,2.674519985229432,-2.320312469161379,2.155947054206271,-2.7200925819484074,-2.333775681954052,-0.3333371405089516,-0.6352606131141516
1.4798869240364476,1.5287750769636737,1.4950880322730962,1.482854709130878,7.278007957759007,2.448373629428224,-1.716980715708131,2.0227919965245325,-2.6925959947371436,-2.34381519299395,-0.10849134703684528,-1.1474520107858186
