Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7
2015-01-27,0.3457891192551877,0.33240428907548775,0.3549102471256727,0.3450546916166695,0.0002200007438659,1.6685145893176392,2.5248622601972026,-0.6951102413692123,-0.5659706759523383,-0.07886170422634031,-0.9186623998927594,0.5882430582272523
2015-01-28,0.35967978101025533,0.31847802477434123,0.33013918704027323,0.36113625587302334,-0.0001500099897384,1.7731313729016827,2.502463996218687,-0.4786779169370497,-0.9517464389066435,-0.47029773721373636,-0.933084749458437,2.4142259341224057
2015-01-29,0.3465200920445846,0.3155466395195168,0.27039747404384656,0.35017085981716484,-0.0016699880361557,1.7274533924340618,2.135278805461283,-0.19724673098540663,-0.46171961307007664,-0.44363300985820026,-0.9533947343301112,2.292296869634993
2015-01-30,0.2353980661387061,0.23492262330821476,0.25873986597980747,0.22809845479316848,0.0004300028085708,1.6038006385417454,0.68261363008932,1.0559471069073036,-0.12123489181522913,-1.4521877153859302,-0.6762907549533176,-0.2820678407224702
2015-02-02,0.2507495840943521,0.30015468259096206,0.29079665969510193,0.25953070213438084,0.0009599924087524,1.6507112095423704,0.3156135463514537,1.4515005147041016,-0.38001364837125495,-1.0707758696990717,-0.7280017429734655,-0.25664051643734737
2015-02-03,0.32312569464907465,0.3353356743303061,0.33013918704027323,0.329704008531811,-0.0003100037574768,1.7544983756295676,1.3160348931027428,0.796003995210117,-0.3622540740850778,0.5201685073296338,-1.0165348502485287,-0.6117169000680369
2015-02-04,0.3260506751849062,0.30601854527097616,0.3323245814370788,0.3070434244902729,0.0002100020647048,1.8654879018607793,1.414142650476953,0.8538793275608616,-0.9247757682791449,0.2600235283216222,-0.7748058023468666,-0.6806867349452511
2015-02-05,0.3209327762808738,0.2906265883424215,0.33013918704027323,0.3223941075751334,-8.000433444976807e-05,1.9112375619991493,0.9140568915357854,1.2629767156705276,-1.308162579626939,-0.01705529617718353,-0.9080107567224006,-0.6747518660225152
2015-02-06,0.3165458501662423,0.3280061190228818,0.32722532784453245,0.31654596896144843,-0.0002699941396713,1.9323481315756985,0.7934247975071462,1.415153917094958,-1.3308309697333969,0.12480082572346152,-0.8013658368527985,-0.9392310144588617
2015-02-09,0.2960764333065639,0.29429081991095407,0.33159611663814764,0.29680999884759596,0.000119999051094,1.9903094702608088,0.9589992231350697,1.212786861933328,-1.849390648544679,0.5379071925588181,-0.8008343725126643,-0.9512674908164377
2015-02-10,0.308504060104606,0.29282512728353777,0.3374249206701601,0.3055816621472701,-1.9997358322143555e-05,2.0020125593438065,0.3500309101033853,1.4366202403875352,-2.097103827434012,0.8256565055682339,-0.9132622825084167,-1.3166768505914734
2015-02-11,0.30411822336820227,0.26937076873385063,0.3199395942146455,0.30411989980427556,-0.0003100037574768,2.0174577775791276,0.2168359736569661,1.5481434132346144,-2.2232587198418567,0.3952425284465559,-0.7789346047988503,-1.2519272689657794
2015-02-12,0.2748749542792569,0.2613083671127263,0.30099733816126456,0.2814593157627374,0.0001900047063827,1.9951721712175015,-0.059412680597795045,1.6881251443389151,-2.2051956969806112,0.22193356899543504,-0.7806828840565567,-1.230356063423752
2015-02-13,0.2960764333065639,0.29429081991095407,0.33159611663814764,0.2953482365045932,0.0005400031805038,2.076028272665447,0.6459971947270635,1.2356245734960516,-2.2855183780815507,0.5183262685023129,-0.8099443878102802,-0.5084340549739466
2015-02-16,0.3348234380359455,0.33606852064401427,0.3651098399513004,0.3348212659739926,-0.0001500099897384,2.13688842713557,1.1263039913206823,0.9434307035150422,-2.0521056520324783,1.0551032128973092,-1.3482852679017505,-0.14370583460881736
2015-02-17,0.32531861301728365,0.3214105021995309,0.37166710878225817,0.32385586991812804,0.0001700073480606,2.168277260607936,0.7726292052607839,1.1328761555816875,-2.3936929889829206,0.8903115439595763,-1.5182940727124918,-0.2893379449557801
2015-02-18,0.34067122035115527,0.31774517846063305,0.37166710878225817,0.33628302831698925,8.000433444976807e-05,2.220761672417839,1.080585019126648,0.895430753247356,-2.4910801959367994,0.9176143247087225,-1.657148650174955,-0.26361494209920994
2015-02-19,0.3435962008869787,0.33240428907548775,0.3818667016078859,0.3421311669306722,9.998679161071776e-06,2.079408219755944,0.994100437440862,-0.7663055504501834,-2.6481298877429,1.0318687516488376,0.2662907520377488,0.2952117288386357
2015-02-20,0.3428652280975838,0.3243418874543574,0.3760389832164023,0.3428620481021736,0.0002200007438659,2.1136484373076305,0.9468725635017059,-0.8692255169957241,-2.9831260958947405,0.965529903844005,0.3166894112068124,0.41311333883851564
2015-02-23,0.3560238276850269,0.3258075800817655,0.37021017918438376,0.35894361235852534,-0.0003100037574768,2.1631997382756127,1.1487009907007366,-0.9032184900475808,-2.8483494582611977,1.0220183565079755,0.0633268732313108,-0.028229652357234
2015-02-24,0.3370163564041484,0.3228761948269411,0.33596799107229175,0.33628302831698925,0.0001899898052215,2.135083268294349,0.8070635927418119,-0.5785978595751327,-2.6914934489468507,0.387619960400409,0.060284115112650735,0.9951060569019613
2015-02-25,0.3509070181592201,0.32654042639547365,0.38842397043883353,0.35017085981716484,0.0003900080919265,2.2558816976633502,1.0955732986905515,-0.4617002163603929,-3.0647595259318834,0.4297253965268553,-0.3530173782805957,1.6150642187972384
2015-02-26,0.3735693533871014,0.4570045449609744,0.4022669728996762,0.378679582472386,0.0008900016546249,2.283187592414552,1.871125259821709,-0.5382252123119768,-1.984926058049898,1.2708760441674378,-0.842040094400572,-0.4974474162341937
