Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
2015-01-27,-1.2113633389473315,-1.214031310477773,-1.209253985300623,-1.212769274464964,-0.0047001838684082,-5.967882492752238,2.452657175482461,-0.2182728402092911,-0.19198566176063708,-0.03124668903198119,2.1787140791737896,0.21055436169410005,-0.2694588501702449,0.30694257007535863
2015-01-28,-1.2116902717714897,-1.2108973530689064,-1.2071177299175202,-1.2132659415929068,0.0320000648498535,-5.938636520157214,2.48848155278314,-0.10733732426940794,-0.3665728481523852,-0.08789665485763762,2.022503658535178,0.1496633717757659,-0.2079663550700466,0.2714492025302615
2015-01-29,-1.20844196459136,-1.198435139714362,-1.2041777628450683,-1.2098845036007086,0.1166000366210937,-5.861835164243107,2.6553347115044676,-0.03514445443096619,-0.5283499412580422,0.03937555777328402,1.9737177703442592,-0.003965413192502203,-0.17867026854615453,0.10679636317062802
2015-01-30,-1.1960076547152796,-1.1983089188839258,-1.1913815613310288,-1.1975634100162984,-0.0085997581481933,-5.768056178385949,3.0119599423395162,-0.1474439480603304,-0.7042525684288704,0.0818009422246498,2.0614141149043994,-0.20214153709264268,-0.12491300027963444,0.09529482840594929
2015-02-02,-1.1968408028613846,-1.194207418883705,-1.2002649002008627,-1.1984721440786341,0.0376996994018554,-5.697952694597912,3.0676280096959316,0.019561146876730977,-0.6913549790414998,0.08506063083351002,1.7479168015806712,-0.3049331370772232,-0.08430091835337344,-0.04863311765311859
2015-02-03,-1.1928120510576417,-1.194007581772347,-1.1891607392204169,-1.1944884272814957,0.0248999595642089,-5.686649157198675,2.967195575122193,0.22716525098723853,-0.8146514233776165,0.023483936364494383,1.6989015886146697,-0.197519760813654,0.1715337295534234,-0.12367088599412338
2015-02-04,-1.1911457044758111,-1.1940601863218614,-1.1891607392204169,-1.1918572554488862,-0.014899730682373,-5.6745041900653215,2.9254411742347637,0.3728884949789398,-0.9391500495935257,-0.012460262029764226,1.5749869679700383,-0.18447680602820374,0.3566915364080812,-0.09705011035850383
2015-02-05,-1.1918945169280053,-1.1941443335421522,-1.1881031760663807,-1.1934317058645119,0.0088000297546386,-5.7030975857801645,2.742252311163991,0.5701276576297911,-0.990149902946798,-0.012129809456058061,1.3866486794599553,-0.1794777653640667,0.6573361925597203,-0.06819641040141515
2015-02-06,-1.1909453506269498,-1.1940601863218614,-1.187183128395897,-1.1925018091569761,0.0050001144409179,-5.715264068807791,2.6218373350017656,0.7213430070117008,-1.079962159366215,0.00015195051705280387,1.1919028879742475,-0.2291091260862948,0.9129297718443439,-0.04417035878907305
2015-02-09,-1.1904602066560757,-1.1940601863218614,-1.1873840815319274,-1.191973448448484,-0.0024003982543945,-5.692512225312833,2.474969762365885,0.8633554745298841,-1.2343045730572062,0.026761124199438588,0.8497200303845667,-0.31033669690571164,0.5147368343076266,-0.10483494843357496
2015-02-10,-1.1906289283335176,-1.1941653452735597,-1.1874686482594365,-1.1922270978673806,-0.0272998809814453,-5.714803608659066,2.4426634208610287,0.9604468318404629,-1.0157122516023447,-0.047933789359341665,0.8595499876687231,-0.4128012928835354,1.259640064703629,-0.21710111185885958
2015-02-11,-1.193423774003813,-1.194207418883705,-1.1892770752015518,-1.195111868731636,0.0135002136230468,-5.725652704377142,2.300366883006642,1.1019307165818013,-0.8836683250225246,-0.02007340775040237,0.5325357244452404,-0.5437918650877547,1.4585549340024047,-0.3318992746251298
2015-02-12,-1.1921792567603977,-1.1941022599320068,-1.1876801911466757,-1.1936853048961578,0.0037999153137207,-5.730728536671914,2.187565569222214,1.1999264213884602,-0.8626093588039818,0.018955679911950116,0.40512896566414985,-0.6119113883143459,1.5681033063884753,-0.4489953637550902
2015-02-13,-1.1917890595934015,-1.1944808722759854,-1.1873946208557493,-1.193283768897114,-0.0023999214172363,-5.787817862369269,1.902264623230104,1.3901255082633954,-0.7443465105148235,0.010250928264759322,0.38638568829537384,-0.5008068749693677,2.0664548109402157,-0.5013978646159807
2015-02-16,-1.1920210959033024,-1.1941127908713758,-1.1887377038733251,-1.19353736792876,0.0065999031066894,-5.839311296022054,1.8113179628254654,1.390193774845621,-0.6085292708560449,0.028389821542236078,-0.05878247322362387,-0.6683136643552507,2.2707853636140163,-0.4188710227945882
2015-02-17,-1.1914515659488967,-1.1941232716634143,-1.1875532654143321,-1.192839957994921,0.0061001777648925,-5.852516208965141,1.6719048234556233,1.4620864265997207,-0.6313363493439434,0.07185668810203105,-0.06335854360096715,-0.6872050801104796,2.434520005832381,-0.4111737833343698
2015-02-18,-1.1907343856681216,-1.193870880149872,-1.1891607392204169,-1.1921953538995806,-0.0036001205444335,-5.833383442602171,1.6270504297914996,1.510580882270808,-0.8963801194850919,0.2067466775820377,0.4525654556797694,-0.6262042188526048,2.5509463108337624,-0.5401035752206217
2015-02-19,-1.1910402471412072,-1.1940391745904537,-1.1871514095696576,-1.192575777640675,-0.0041999816894531,-5.859309528769022,1.5870012286384123,1.4748865631579768,-1.0355758581548673,0.32637742736452174,0.47311940107676903,-0.660931109851129,2.613492136814009,-0.45411951226756897
2015-02-20,-1.1915042694713882,-1.1940812482005991,-1.1881031760663807,-1.193019588542868,0.00469970703125,-5.867298330078251,1.4618195672968917,1.5123601773501782,-0.9857242231351392,0.3067820780530123,0.049150211105896735,-0.6943615735254886,2.500079706357294,-0.2814766487515039
2015-02-23,-1.190850403823072,-1.1933450352440496,-1.1872677455507925,-1.192522971802176,0.0013999938964843,-5.859071584914648,1.459525539577488,1.48879886040749,-1.3097684365420097,0.5063207568891817,0.4214927018201126,-0.6821392073017905,2.473254835698327,-0.4012691669621231
2015-02-24,-1.1908715254637652,-1.1923564809212879,-1.1875109568368842,-1.1923750348347784,-0.002199649810791,-5.857521010203786,1.4386038322090708,1.4800677913124265,-1.5316587644275228,0.5950956148383602,0.45114917235224444,-0.6665356200988017,2.3590075752559563,-0.3967739614993002
2015-02-25,-1.19196834209119,-1.1940601863218614,-1.1895202864876435,-1.1926074712212245,-0.0030999183654785,-5.938902255566962,1.274038158040918,1.459752325255765,-1.105654884484103,0.3388115145929731,-1.3409302001958308,-0.7535508295278341,1.7109927493364365,0.05328599200558247
2015-02-26,-1.1914831981203158,-1.1941232716634143,-1.1881031760663807,-1.1929350387365691,-0.0018000602722167,-5.936152979353032,1.2302536461428137,1.4774481469776002,-1.3395834192249587,0.42615510504033693,-1.116214246872366,-0.682994407360655,1.6756571407370955,-0.03570976921859621
2015-02-27,-1.191546462463154,-1.1941127908713758,-1.1872254369733446,-1.1931252506071164,0.0248999595642089,-5.955893926227583,1.205927792533489,1.4589472059500432,-1.5519603733348997,0.5109354591686548,-0.9599837218319955,-0.6227387692420058,1.6621335844015832,-0.12447459887639115
