Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
2015-01-27,-1.0629478194695603,-1.070577033076801,-1.0432566767607632,-1.0642346584613462,0.6300048828125,-6.446032204773425,-5.698156179015794,-3.14103239746508,-1.0956911283225703,0.5755056322945795,-0.9755928850113049,0.7901929867509636,-0.1293178142748922
2015-01-28,-1.0505281052599884,-1.0986716077598333,-1.1372566495945748,-1.0546836711664862,-2.82000732421875,-6.523184285438575,-5.2555703444896915,-3.4867785922018353,-0.7602395776411752,0.7144676080238228,-1.2151341455258862,0.4931560827484379,-0.17838335427967283
2015-01-29,-1.094602144290116,-0.9847822829758077,-1.0567713104404206,-1.0974354892234923,11.63995361328125,-6.530240750495508,-5.661855431683818,-3.1587584356441543,-0.3536374764866164,0.9944639776606558,-0.7163318489002057,0.3242716305539517,0.041042063222935424
2015-01-30,-0.9287557424997144,-0.9160550284811338,-0.94849667377694,-0.9209716996463313,0.030029296875,-6.03227046494217,-2.6482266279498106,-5.03974678073524,0.6857336198990298,0.3768727262107763,0.4063040643225617,0.7435916183296154,-1.1758979335374724
2015-02-02,-0.9128518524169845,-0.935087134530767,-0.9076469069458901,-0.9205164501066034,-0.4100341796875,-5.990831391402021,-1.9894661726164518,-5.1142732230302,0.14947381318957073,0.7944898327719782,0.5589529100115151,1.2777767951866799,-1.2355225768053253
2015-02-03,-0.9231518491213425,-0.9332746408040871,-0.9216184855815911,-0.9267326419925624,-1.50994873046875,-5.914788233189284,-1.2587976919654997,-5.383879615948461,0.14196432293282324,0.7679062442199661,0.9425581830612317,0.9362614746378743,-0.8412558880348776
2015-02-04,-0.955714888424072,-0.9935423620149287,-0.9960282178658356,-0.9496237362269687,-4.11004638671875,-5.980297140024529,-1.5200713651810378,-4.908797137609724,0.179347728640195,1.0644844035085423,0.9809807735176774,0.4061350797506081,0.5321139060799494
2015-02-05,-0.9816146378107172,-1.0174080919755397,-0.9882833252640102,-1.0119327784134227,0.1800537109375,-6.0553687428628145,-1.6627685839727964,-4.384952288686291,-0.7996906545520772,1.2539363966668626,1.0000738611858078,-0.49628068750063775,1.2505570614979276
2015-02-06,-1.0049389258063786,-0.9897661797644299,-0.991928689385956,-1.0092031317829406,3.53997802734375,-5.959712817579028,-1.2429228060579396,-4.3870371528674905,-0.6712413672185518,0.975440164160297,0.9107239178519884,-0.31261254747605216,1.8967614026109296
2015-02-09,-0.9511713160132015,-0.9923346474768053,-0.948952691866947,-0.9555364284197759,-2.22998046875,-5.6885859344643075,0.475326751302978,-4.916986037143797,-0.9325028409350404,0.9238970323294371,-0.4523228320296072,0.17651496396889022,0.5436118162614425
