Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
2015-01-27,-0.5059426719645094,-0.5030609454594983,-0.5079830010790138,-0.5016380842060391,-0.0340003967285156,-2.4137049489688875,-2.653726459474473,0.6556211389927667,-0.14811016648278766,0.1466188580097268,-0.6993122131580322,-0.7705383980223003,0.3029694297175986
2015-01-28,-0.5192872612867016,-0.48885563755676925,-0.4867797326855587,-0.5190951246861498,0.0309982299804687,-2.5401882046317157,-2.591485906577993,0.517640496587821,-0.5047074215779187,0.03972330129112359,-0.6866750280873117,-0.6233567469503357,0.15034993113715853
2015-01-29,-0.5044038152733058,-0.434062629744485,-0.4593721212424741,-0.5031795058214155,0.2210006713867187,-2.5035241869476366,-2.192808202727932,0.19876837292811728,-0.34285153937652635,-0.13385275959997478,-0.7728571035833843,-0.45098711152202564,-0.12235139942281531
2015-01-30,-0.3935454406854952,-0.4218874809684508,-0.4128286981677823,-0.38970972200284126,-0.0529975891113281,-2.3939025012083066,-1.0657438474558933,-0.7017369879260789,-0.2794406414785572,-0.7322867785350123,-0.6038774620130288,-0.42597029895769634,-0.04918918132936421
2015-02-02,-0.41407331906624795,-0.4401511717965282,-0.4660953012466512,-0.4169206120948675,-0.1360015869140625,-2.431476067232308,-0.5892866401039243,-1.1206835507405368,-0.3444899256892843,-0.30624369414235153,-0.8455451395216417,-0.328183558718687,0.04369990814421482
2015-02-03,-0.47976840338346644,-0.4837831427321014,-0.5121198873667954,-0.48674877401532546,0.0240020751953125,-2.5234442904942647,-1.3851532060223282,-0.7075275155592395,-0.13857649786836054,0.46044110245572656,-1.2740580561455828,0.06271821276012626,-0.266185646519448
2015-02-04,-0.47258315649196914,-0.4837831427321014,-0.44644262542458196,-0.47442523550967297,-0.0170021057128906,-2.6786417680997348,-1.4843686309612112,-0.6367595794831687,-0.7459169508583009,0.2158536285755532,-0.9887604740577223,0.12976002103192089,-0.3288251894901834
2015-02-05,-0.4566718481848306,-0.4893626935064308,-0.44851205495051555,-0.4831547350519001,0.0200004577636718,-2.7578096175044204,-0.9342689487658362,-0.9805957670757195,-1.062918806543276,0.19204869766355845,-1.0630791818136995,0.08063574224877382,0.25326158990215947
2015-02-06,-0.4736090609527715,-0.48581136653074763,-0.4935029126897358,-0.4728857724986363,0.029998779296875,-2.763775964029629,-0.7682480540588794,-1.1281438549044627,-1.0129928348133406,0.3616142555309263,-1.1059697627837524,0.14267351252649232,0.15129923263956666
2015-02-09,-0.46077742386098036,-0.4898697494560924,-0.44023630961086685,-0.45748330797091047,-0.0089988708496093,-2.8737236473991765,-0.8713370201717627,-0.884117163373356,-1.4709518242222535,0.7460915210215999,-1.148446582430235,0.25548114076372974,-0.21046939992801147
2015-02-10,-0.472070204261568,-0.48885563755676925,-0.4702321875344327,-0.4621036556083603,0.0,-2.8713654114581613,-0.26497771187733643,-1.080243237731971,-1.2322380017427361,0.6864976433798803,-0.8352868086379941,-1.3599383508938305,-2.620681882742441
2015-02-11,-0.461292333924322,-0.4736362177547135,-0.42989508027345597,-0.4621036556083603,0.0509986877441406,-2.9036966799647668,0.1520282060221702,-1.4583187887533207,-1.75059771291337,-0.12778088385050357,-0.7962993980828746,0.2317437807480415,-0.4780932427936121
2015-02-12,-0.4310105318341852,-0.4482679376472176,-0.4355825591326197,-0.43591907419035847,-0.0270004272460937,-2.851156786235229,0.44612091093181344,-1.5997248892270934,-1.6488140996739442,-0.40283049027449935,-0.6559096700726583,0.12829069413680902,-0.6081556585514173
2015-02-13,-0.4484606968325309,-0.48581136653074763,-0.4521320770478351,-0.4497820757070476,-0.0659980773925781,-2.949668507943356,-0.14264934405751514,-1.1221332399638593,-1.8368371125024687,0.01574660737833343,-0.6835586711902152,0.22709608762305059,-0.46348623075281875
2015-02-16,-0.4777146366289213,-0.5076263843345081,-0.46505960010164155,-0.4836678893889123,0.0369987487792968,-2.971572906421777,-0.3096990103541809,-0.8743005508001485,-1.7107769668879147,0.35467154506668497,-0.7815770518493906,0.2523279308412584,-0.4986960068658109
2015-02-17,-0.4700164375070228,-0.5086424315618835,-0.48212598220731523,-0.4646713858977612,-0.0209999084472656,-2.971570373576372,0.1102631615759524,-1.0365897285412746,-1.7342985442720913,0.4033945361840785,-0.8682884018371362,-0.10468051599938852,-0.3655968718458661
2015-02-18,-0.48695365027496373,-0.5096565434612066,-0.46350900753025565,-0.4754535027880372,-0.0229988098144531,-3.015568536102734,-0.02547446435619527,-0.7546618875193737,-1.8622178382796077,0.41548488225692504,-0.7768426665789763,-0.31707684407290493,-0.49779044278952433
2015-02-19,-0.48695365027496373,-0.5263990664402992,-0.47747223172907177,-0.48726192835233767,0.0009994506835937,-3.0371435238942364,-0.03152726869102454,-0.4297592542965897,-1.8607482446909094,0.7215710508023025,-0.5850074683127914,-0.34907482020326863,-0.3817103345009729
2015-02-20,-0.49413889716646103,-0.5182803652615576,-0.48315971058823914,-0.48674877401532546,-0.0289993286132812,-2.869284816321089,-0.16649612774072095,1.654083304558549,-1.3405612391170343,1.4168824881421032,1.9051410033777714,-0.6467740510927517,-0.1957983578154532
2015-02-23,-0.49516480162725973,-0.5121937585375667,-0.4660953012466512,-0.5016380842060391,0.029998779296875,-2.9269397272333655,-0.325826713997743,1.7671933385730125,-1.4408649217126293,1.3709154214977803,1.8529372481491493,-0.8018379970887813,-0.14122735105772322
2015-02-24,-0.4854128357508198,-0.5198034684385945,-0.47385220963175223,-0.4862356196783132,-0.0200004577636718,-2.956449827710359,-0.23910647242971886,1.5828717471676703,-1.5612484589584759,1.189513626669543,1.853659621130624,-0.8793348393642062,0.06601907186075529
2015-02-25,-0.5013241440579583,-0.5299503934159824,-0.48833229802103034,-0.496504582231577,-0.0539970397949218,-3.012679061174519,-0.42409500014801965,1.6013678397551967,-1.6278434331821996,1.3513813101085164,1.6400335782588311,-0.9701288381630366,0.09388353146094128
2015-02-26,-0.5059426719645094,-0.5461839251173614,-0.5969329609406161,-0.5242286266606155,-0.1260032653808593,-3.146374626104896,-1.6964671934501723,0.885547948892074,-1.3637567111738986,1.8430131023263485,-0.97016601469431,-0.07055787551714299,0.8956487231021752
2015-02-27,-0.5772821886490812,-0.6161963527317014,-0.6036561409447931,-0.5889232866066114,0.0920028686523437,-3.189916758451128,-2.272706351799535,1.259295178883791,-0.956461865052655,1.5798367151024246,-0.7521045776643979,-0.9301802236343035,-0.24670352542418408
2015-03-02,-0.5906267779712734,-0.5882927928758976,-0.6046898693257171,-0.54168566714073,-0.1300010681152343,-3.159550260213206,-1.6541395743232135,0.7438350154558169,-1.0101882909997735,0.8937170713863261,-0.6072331294859029,-1.035696660226713,-0.10787521185538856
2015-03-03,-0.5926785868928781,-0.6283734368357877,-0.581936008360876,-0.6084329444347748,-0.01300048828125,-3.2956440250724457,-2.3170944843602306,1.0204545181337306,-1.0850242596577429,0.9536698234936787,-0.8066663355153539,-1.1746923089173225,-0.33110264583436605
2015-03-04,-0.5962712103386267,-0.5999628210303224,-0.5715928062593794,-0.6151078680246133,0.0530014038085937,-3.377588518357756,-2.299574240491299,0.9055412776849304,-1.2842384559238857,0.7101374678625146,-0.8873306054392784,-0.9830027572733187,-0.3909951630916827
2015-03-05,-0.5890859634471295,-0.5974256059539624,-0.5617664683483448,-0.5878950193282472,0.0439987182617187,-3.4388772298289303,-2.0320340078181154,0.6188460058352991,-1.5191133404684443,0.5393376209309362,-0.8120998102473139,-0.9291852996507428,-0.41336514390378964
2015-03-06,-0.5654784138510329,-0.5426325981416782,-0.5467695157686047,-0.5653044768736707,0.1529998779296875,-3.377095618508174,-1.4980240233683162,0.006803691299269943,-1.5112449794173115,-0.5347256066742695,-0.44598952366881206,-0.9500173116677811,-0.277724645106134
